n_estimators,max_depth,random_state,ccp_alpha,max_samples,max_features,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time
50.0,5.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98832879184240.58,98833110219320.17,98830527356685.39,2.4
50.0,25.0,19421220.0,0.0001,0.5,0.75,0.1298,0.0899,0.0945,0.1388,0.1419,0.1416,87556279350675.62,89967894167832.86,88898535896940.98,7.77
50.0,10.0,19421220.0,0.01,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98832879184240.58,98833110219320.17,98830527356685.39,6.76
100.0,10.0,19421220.0,10000.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99821225229030.02,99821458574500.75,99818849882788.75,18.09
50.0,100.0,19421220.0,0.0001,0.5,0.5,0.1204,0.091,0.0938,0.1395,0.1418,0.1417,88393729807161.53,89918354611771.58,89203663886655.52,5.12
50.0,100.0,19421220.0,0.01,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98832879184240.58,98833110219320.17,98830527356685.39,7.78
100.0,100.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99735073913273.36,99735307057353.86,99732700617089.11,10.24
50.0,50.0,19421220.0,1.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99365886903604.53,99366119184660.98,99363522392595.69,7.15
50.0,100.0,19421220.0,10000.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98832879184240.58,98833110219320.17,98830527356685.39,7.74
100.0,10.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99821225229030.02,99821458574500.75,99818849882788.75,12.04
100.0,50.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99735073913273.36,99735307057353.86,99732700617089.11,10.22
50.0,5.0,19421220.0,0.0001,0.5,0.5,0.1015,0.0894,0.0917,0.141,0.142,0.1419,89938367540271.22,90766265135305.19,89941506310964.53,2.38
50.0,100.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99365886903604.53,99366119184660.98,99363522392595.69,7.09
100.0,100.0,19421220.0,100.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99735073913273.36,99735307057353.86,99732700617089.11,15.36
100.0,10.0,19421220.0,0.0001,0.75,0.5,0.0968,0.0918,0.0886,0.1414,0.1418,0.1421,91426591138797.17,91976118116598.31,91222924113709.11,11.93
50.0,10.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98832879184240.58,98833110219320.17,98830527356685.39,4.44
50.0,5.0,19421220.0,1.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98832879184240.58,98833110219320.17,98830527356685.39,2.39
100.0,25.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99735073913273.36,99735307057353.86,99732700617089.11,10.21
100.0,5.0,19421220.0,0.0001,0.75,0.5,0.0942,0.0909,0.0887,0.1416,0.1418,0.1421,91592955241677.9,92124270500028.56,91216859431325.9,6.2
50.0,5.0,19421220.0,1.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98832879184240.58,98833110219320.17,98830527356685.39,3.54
100.0,5.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99821225229030.02,99821458574500.75,99818849882788.75,6.24
50.0,25.0,19421220.0,0.0001,0.75,0.5,0.0958,0.0887,0.0899,0.1415,0.142,0.142,90939443937105.52,91466526241931.77,90756747718055.06,7.04
100.0,10.0,19421220.0,0.0001,0.75,0.75,0.0996,0.0899,0.0882,0.1412,0.1419,0.1421,90987857849697.77,91973176737213.08,91085653526344.45,18.04
100.0,5.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99735073913273.36,99735307057353.86,99732700617089.11,4.76
50.0,10.0,19421220.0,1.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98832879184240.58,98833110219320.17,98830527356685.39,6.74
50.0,50.0,19421220.0,0.01,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98832879184240.58,98833110219320.17,98830527356685.39,7.75
50.0,50.0,19421220.0,10000.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98832879184240.58,98833110219320.17,98830527356685.39,7.7
100.0,10.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99821225229030.02,99821458574500.75,99818849882788.75,17.98
100.0,5.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99821225229030.02,99821458574500.75,99818849882788.75,6.23
50.0,5.0,19421220.0,0.0001,0.75,0.75,0.0967,0.09,0.0886,0.1414,0.1419,0.1421,90748534032568.36,91329393162039.11,90637847593866.94,4.66
100.0,10.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99821225229030.02,99821458574500.75,99818849882788.75,11.98
50.0,5.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99365886903604.53,99366119184660.98,99363522392595.69,4.67
50.0,25.0,19421220.0,0.0,0.75,0.5,0.7791,0.0598,0.0637,0.0699,0.1443,0.144,51997088296312.5,110000451550416.67,108402422277295.69,7.01
100.0,10.0,19421220.0,1.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99735073913273.36,99735307057353.86,99732700617089.11,8.89
100.0,25.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99821225229030.02,99821458574500.75,99818849882788.75,21.88
100.0,5.0,19421220.0,1.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99821225229030.02,99821458574500.75,99818849882788.75,6.21
100.0,10.0,19421220.0,0.0001,0.5,0.5,0.1188,0.0926,0.0937,0.1397,0.1417,0.1417,89559383428117.52,91068873139917.7,90362158188716.95,8.99
50.0,25.0,19421220.0,0.0,0.5,0.5,0.6402,0.0707,0.0564,0.0892,0.1434,0.1446,65947558018274.0,111115816870723.44,109240020984582.94,5.13
100.0,50.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99821225229030.02,99821458574500.75,99818849882788.75,14.35
50.0,25.0,19421220.0,0.0001,0.75,0.75,0.0994,0.0905,0.0883,0.1412,0.1419,0.1421,90508626342454.48,91201248428888.61,90618942405754.86,10.86
50.0,10.0,19421220.0,0.0001,0.75,0.75,0.1012,0.0899,0.0881,0.1411,0.1419,0.1421,90461016841988.4,91451120689980.36,90653416896236.78,9.01
50.0,100.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99365886903604.53,99366119184660.98,99363522392595.69,7.09
100.0,10.0,19421220.0,0.01,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99735073913273.36,99735307057353.86,99732700617089.11,13.51
100.0,50.0,19421220.0,1.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99735073913273.36,99735307057353.86,99732700617089.11,10.4
50.0,100.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98832879184240.58,98833110219320.17,98830527356685.39,5.13
50.0,10.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99365886903604.53,99366119184660.98,99363522392595.69,5.99
50.0,25.0,19421220.0,1.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98832879184240.58,98833110219320.17,98830527356685.39,7.73
50.0,5.0,19421220.0,100.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98832879184240.58,98833110219320.17,98830527356685.39,3.55
100.0,10.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99821225229030.02,99821458574500.75,99818849882788.75,18.12
100.0,100.0,19421220.0,0.01,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99735073913273.36,99735307057353.86,99732700617089.11,15.39
100.0,10.0,19421220.0,0.0,0.75,0.75,0.4489,0.0971,0.0861,0.1104,0.1414,0.1423,69696463911120.26,93463566078711.92,92796130825335.55,18.88
100.0,10.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99735073913273.36,99735307057353.86,99732700617089.11,8.87
100.0,100.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99821225229030.02,99821458574500.75,99818849882788.75,14.18
100.0,25.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99821225229030.02,99821458574500.75,99818849882788.75,14.22
100.0,50.0,19421220.0,0.0001,0.75,0.75,0.0997,0.0908,0.0882,0.1412,0.1419,0.1421,90929998162169.55,91852369283919.4,90965061667371.06,21.76
50.0,5.0,19421220.0,0.0,0.75,0.5,0.1362,0.1002,0.101,0.1383,0.1411,0.1411,87828004165928.16,90254586022284.81,89009883419552.19,3.15
50.0,100.0,19421220.0,0.0001,0.75,0.5,0.0959,0.0887,0.0898,0.1415,0.142,0.142,90936830254724.17,91482063919731.4,90763111210115.38,7.06
50.0,10.0,19421220.0,100.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98832879184240.58,98833110219320.17,98830527356685.39,6.76
100.0,25.0,19421220.0,0.0001,0.5,0.75,0.1312,0.0931,0.0936,0.1387,0.1417,0.1417,88495285051414.45,90604956239081.34,90007122706563.14,15.47
50.0,100.0,19421220.0,0.0,0.75,0.5,0.7796,0.0602,0.0627,0.0698,0.1442,0.1441,51975412710629.28,110134219819405.16,108521207352970.11,6.95
100.0,5.0,19421220.0,0.0,0.5,0.75,0.1393,0.1014,0.0994,0.138,0.141,0.1413,88030804430830.97,90571569751851.45,89429547469375.58,7.12
100.0,100.0,19421220.0,0.0001,0.75,0.5,0.0967,0.0901,0.0892,0.1414,0.1419,0.1421,91346120617734.83,91980530606632.34,91158022319663.95,15.03
50.0,25.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98832879184240.58,98833110219320.17,98830527356685.39,5.16
100.0,25.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99821225229030.02,99821458574500.75,99818849882788.75,21.88
100.0,100.0,19421220.0,10000.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99821225229030.02,99821458574500.75,99818849882788.75,21.97
100.0,50.0,19421220.0,0.0001,0.5,0.5,0.1201,0.0947,0.0925,0.1396,0.1415,0.1418,89425322594578.17,90784314645383.53,90092216560631.84,10.32
100.0,25.0,19421220.0,0.01,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99735073913273.36,99735307057353.86,99732700617089.11,10.26
100.0,50.0,19421220.0,0.01,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99735073913273.36,99735307057353.86,99732700617089.11,10.25
100.0,50.0,19421220.0,0.0,0.75,0.75,0.7861,0.0762,0.0502,0.0688,0.143,0.1451,52997547931691.53,110337176089228.06,110136529574382.05,21.64
100.0,5.0,19421220.0,1.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99735073913273.36,99735307057353.86,99732700617089.11,4.77
50.0,50.0,19421220.0,0.0001,0.5,0.75,0.1306,0.0903,0.0939,0.1387,0.1419,0.1417,87484092103417.5,89967567033666.62,88930855265560.84,7.72
50.0,50.0,19421220.0,0.0,0.75,0.75,0.7761,0.0633,0.042,0.0704,0.144,0.1457,52905022379199.21,108074213680702.56,108592322167749.23,11.51
50.0,50.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99365886903604.53,99366119184660.98,99363522392595.69,10.86
100.0,50.0,19421220.0,0.01,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99821225229030.02,99821458574500.75,99818849882788.75,14.18
50.0,10.0,19421220.0,0.01,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99365886903604.53,99366119184660.98,99363522392595.69,5.98
50.0,100.0,19421220.0,0.0,0.5,0.75,0.6407,0.0581,0.0481,0.0892,0.1444,0.1452,67850620446488.73,112640729751718.16,111121977722035.86,7.66
50.0,25.0,19421220.0,100.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98832879184240.58,98833110219320.17,98830527356685.39,7.72
50.0,10.0,19421220.0,10000.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99365886903604.53,99366119184660.98,99363522392595.69,9.03
100.0,100.0,19421220.0,0.0,0.75,0.5,0.7878,0.0747,0.0683,0.0685,0.1431,0.1437,52456545583589.36,110712645188400.45,109542212908013.48,13.95
100.0,100.0,19421220.0,0.0001,0.5,0.75,0.1316,0.0933,0.0933,0.1386,0.1417,0.1417,88459191427785.38,90604792671998.2,90023282390873.08,15.38
100.0,100.0,19421220.0,0.0,0.5,0.75,0.6507,0.0797,0.0589,0.0879,0.1427,0.1444,68442783982439.6,111813682952189.78,111716294388404.4,15.26
100.0,50.0,19421220.0,10000.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99821225229030.02,99821458574500.75,99818849882788.75,21.69
50.0,10.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98832879184240.58,98833110219320.17,98830527356685.39,5.16
100.0,50.0,19421220.0,1.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99821225229030.02,99821458574500.75,99818849882788.75,14.2
100.0,100.0,19421220.0,0.01,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99821225229030.02,99821458574500.75,99818849882788.75,21.7
100.0,5.0,19421220.0,0.01,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99821225229030.02,99821458574500.75,99818849882788.75,9.31
50.0,50.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98832879184240.58,98833110219320.17,98830527356685.39,5.11
100.0,100.0,19421220.0,0.01,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99735073913273.36,99735307057353.86,99732700617089.11,10.18
100.0,100.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99821225229030.02,99821458574500.75,99818849882788.75,21.67
50.0,50.0,19421220.0,1.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98832879184240.58,98833110219320.17,98830527356685.39,7.72
50.0,5.0,19421220.0,0.0001,0.5,0.75,0.1042,0.0923,0.0915,0.1408,0.1417,0.1419,89636307754094.64,90545891221868.83,89592193254450.02,3.58
100.0,50.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99821225229030.02,99821458574500.75,99818849882788.75,21.67
50.0,5.0,19421220.0,0.0,0.5,0.5,0.1351,0.0983,0.0995,0.1384,0.1413,0.1413,87553845920783.33,90189728401410.69,88885120092406.3,2.37
50.0,5.0,19421220.0,10000.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99365886903604.53,99366119184660.98,99363522392595.69,4.65
50.0,5.0,19421220.0,0.0001,0.75,0.5,0.094,0.0896,0.0896,0.1416,0.1419,0.142,91114364515294.02,91622434217503.92,90757025241761.56,3.8
100.0,25.0,19421220.0,1.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99735073913273.36,99735307057353.86,99732700617089.11,10.23
50.0,10.0,19421220.0,0.0,0.5,0.75,0.4093,0.0867,0.0807,0.1143,0.1422,0.1427,73318068213802.4,95510604385228.78,95053273497016.62,6.71
50.0,25.0,19421220.0,0.01,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99365886903604.53,99366119184660.98,99363522392595.69,10.81
50.0,25.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98832879184240.58,98833110219320.17,98830527356685.39,5.08
100.0,25.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99821225229030.02,99821458574500.75,99818849882788.75,14.17
50.0,100.0,19421220.0,1.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98832879184240.58,98833110219320.17,98830527356685.39,5.14
50.0,10.0,19421220.0,0.0001,0.75,0.5,0.0976,0.0918,0.0897,0.1413,0.1418,0.142,90932037564597.34,91545495354088.9,90800583015477.17,5.98
50.0,5.0,19421220.0,0.0,0.5,0.75,0.138,0.1009,0.0981,0.1381,0.1411,0.1414,87290017015397.31,89753673182456.45,88859411285328.98,3.55
50.0,25.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99365886903604.53,99366119184660.98,99363522392595.69,10.85
50.0,25.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99365886903604.53,99366119184660.98,99363522392595.69,7.1
50.0,100.0,19421220.0,0.01,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99365886903604.53,99366119184660.98,99363522392595.69,10.84
