gamma,subsample,colsample_bytree,max_depth,eta,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time
100.0,0.25,0.5,5.0,0.9,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,3.4
0.0,0.5,0.25,10.0,0.3,0.7422,-0.0232,-0.0247,0.0755,0.1505,0.1507,67895481886752.02,127270092596687.84,129959754703711.05,5.75
0.01,0.25,0.75,10.0,0.75,0.6626,-0.108,-0.1009,0.0864,0.1566,0.1562,89745287068945.56,142177706136070.7,142367105419359.62,9.64
0.01,0.25,0.75,10.0,0.15,0.6626,-0.108,-0.1009,0.0864,0.1566,0.1562,89745287068945.56,142177706136070.7,142367105419359.62,9.61
1.0,0.75,0.75,10.0,0.9,0.3682,0.047,0.0208,0.1183,0.1452,0.1473,76346532971013.61,96297132535171.2,97664889744189.3,10.51
100.0,0.75,0.25,50.0,0.6,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99561490463338.05,99561723201644.02,99559121297746.2,10.28
0.0,0.75,0.75,25.0,0.3,0.9996,-0.0451,-0.0493,0.0028,0.1521,0.1525,3228891830441.5405,130971444928006.28,133677748780420.31,34.24
100.0,0.5,0.5,5.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,4.09
0.0,0.5,0.25,50.0,0.9,0.9935,-0.0307,-0.0483,0.012,0.151,0.1524,14436209028764.086,154085479087507.78,155231539376332.2,18.28
1.0,0.75,0.25,25.0,0.15,0.3005,0.0537,0.036,0.1244,0.1447,0.1461,82643364586800.83,97968410051113.8,98823105672011.62,12.9
100.0,0.75,0.5,50.0,0.6,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99561490463338.05,99561723201644.02,99559121297746.2,16.88
100.0,0.5,0.5,5.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,4.08
0.0,0.25,0.25,10.0,0.3,0.6173,-0.0495,-0.0842,0.092,0.1524,0.155,97904799716929.77,146124489086465.62,148874397665320.2,4.96
0.0001,0.75,0.75,25.0,0.75,0.9994,-0.0452,-0.0516,0.0037,0.1521,0.1526,7121962097604.723,129976191290544.77,133278884756957.0,33.08
1.0,0.25,0.75,25.0,0.75,0.3168,-0.0009,-0.03,0.123,0.1488,0.1511,96186010470236.22,114693715046353.88,114514039951991.12,26.25
0.01,0.5,0.25,100.0,0.6,0.9665,-0.0223,-0.0543,0.0272,0.1504,0.1528,57863168492228.85,150124981976526.84,151325439426323.47,18.13
0.01,0.5,0.5,10.0,0.15,0.7988,-0.0405,-0.0528,0.0667,0.1517,0.1527,63040036635042.98,127837385009189.86,128446430912554.52,8.95
100.0,0.5,0.25,5.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,2.96
0.0,0.5,0.5,100.0,0.75,0.9964,-0.0625,-0.0701,0.0089,0.1533,0.154,10692156449077.877,148319300088891.53,150699132517646.03,35.21
0.01,0.25,0.25,5.0,0.45,0.1881,0.0483,0.0198,0.1341,0.1451,0.1474,93506126694223.95,102200232503001.6,102725744663642.8,2.61
0.0,0.75,0.25,25.0,0.9,0.9993,-0.0096,-0.0222,0.004,0.1495,0.1505,4685710384928.85,134054939285569.56,133263338405023.2,13.88
100.0,0.5,0.75,50.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,20.48
1.0,0.5,0.75,100.0,0.45,0.4391,0.0171,-0.0031,0.1114,0.1475,0.1491,77340694154231.53,102495504488262.52,104650006941839.23,48.12
100.0,0.5,0.5,100.0,0.9,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,15.34
0.0001,0.75,0.75,10.0,0.9,0.8605,-0.0217,-0.0246,0.0556,0.1504,0.1507,41817274199767.09,116275547107185.88,118344917753462.4,11.01
100.0,0.75,0.75,10.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99561490463338.05,99561723201644.02,99559121297746.2,11.24
0.0,0.75,0.5,25.0,0.3,0.9996,-0.0335,-0.0264,0.0028,0.1512,0.1508,3406862691882.4346,131847720038671.4,132745816297075.6,23.7
0.0,0.75,0.75,100.0,0.15,0.9998,-0.0343,-0.0599,0.002,0.1513,0.1532,2027749175208.5813,127875021680342.84,133516159219424.2,46.69
0.0,0.25,0.75,25.0,0.45,0.9175,-0.1778,-0.158,0.0427,0.1615,0.1602,64925386017339.984,185215136562136.8,184045316326798.9,26.34
100.0,0.5,0.75,100.0,0.9,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,20.52
100.0,0.5,0.75,10.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,11.98
100.0,0.25,0.25,5.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,2.58
0.0001,0.5,0.25,100.0,0.15,0.993,-0.0295,-0.0422,0.0124,0.151,0.152,19615354798377.4,153370423102950.84,152075361740520.5,18.38
1.0,0.5,0.25,50.0,0.6,0.2543,0.0519,0.0362,0.1285,0.1449,0.1461,85565323178691.0,98611610588031.28,98090722796079.95,17.24
100.0,0.75,0.25,5.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99561490463338.05,99561723201644.02,99559121297746.2,2.69
1.0,0.5,0.75,10.0,0.45,0.3393,0.0477,0.0206,0.1209,0.1452,0.1473,78754597410134.55,95795331266865.52,98684567846845.5,11.4
0.0,0.25,0.25,10.0,0.45,0.6173,-0.0495,-0.0842,0.092,0.1524,0.155,97904799716929.77,146124489086465.62,148874397665320.2,4.98
1.0,0.25,0.5,25.0,0.45,0.2947,0.0158,-0.0105,0.125,0.1476,0.1496,91155831517527.48,108102113019000.48,108974137815436.42,18.17
1.0,0.25,0.75,50.0,0.15,0.3218,-0.0087,-0.0361,0.1225,0.1494,0.1515,96232597423187.28,113682482619014.08,116717087498888.66,36.38
0.01,0.75,0.5,5.0,0.9,0.2574,0.0565,0.0271,0.1282,0.1445,0.1468,83930636986456.69,95609624996350.4,97090250484293.69,3.75
0.0001,0.75,0.25,100.0,0.6,0.999,-0.0065,-0.0124,0.0047,0.1493,0.1498,9539454594898.252,131195308545545.05,131574205679186.84,17.74
0.0001,0.25,0.25,100.0,0.6,0.9062,-0.1038,-0.1154,0.0456,0.1563,0.1572,68067687222006.5,193616886618901.12,190419318560844.25,15.51
1.0,0.25,0.25,50.0,0.9,0.1819,0.0533,0.0268,0.1346,0.1447,0.1468,91720955159082.62,101424866063626.3,100882792532651.31,13.94
1.0,0.5,0.25,5.0,0.3,0.0878,0.0722,0.0495,0.1421,0.1433,0.1451,92481884626539.9,93843803384746.66,93679747617753.92,3.01
0.0001,0.5,0.5,10.0,0.3,0.7927,-0.0399,-0.0445,0.0677,0.1517,0.1521,58584807892543.27,123778917530614.34,126702848373683.1,9.05
0.0001,0.75,0.5,10.0,0.45,0.8545,-0.0068,-0.0189,0.0568,0.1493,0.1503,43954421418493.016,117412908723993.3,120357088677218.16,8.45
1.0,0.75,0.75,5.0,0.15,0.1538,0.0674,0.0482,0.1369,0.1437,0.1452,88440034236597.05,93433489794991.72,93214408245233.23,4.56
1.0,0.5,0.75,25.0,0.15,0.4361,0.0138,-0.0014,0.1117,0.1477,0.149,76988754230248.97,102373167705681.94,104695121386586.8,30.85
0.0,0.25,0.25,5.0,0.15,0.1851,0.0485,0.0231,0.1343,0.1451,0.1471,93090320899556.06,101481882876490.1,102864834225704.34,2.64
1.0,0.75,0.5,5.0,0.3,0.1322,0.0738,0.0498,0.1386,0.1432,0.1451,89694075059315.58,92542284398621.56,94018255748580.42,3.73
0.01,0.25,0.75,50.0,0.45,0.9017,-0.147,-0.1473,0.0467,0.1593,0.1594,90726831947935.98,180180728418460.9,184960135928715.8,42.32
0.0,0.75,0.5,50.0,0.6,0.9998,-0.0263,-0.0354,0.0021,0.1507,0.1515,2235823435098.927,130545169197056.95,133540921512208.6,32.88
100.0,0.5,0.5,50.0,0.9,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,15.42
0.01,0.75,0.75,5.0,0.75,0.279,0.0566,0.0259,0.1263,0.1445,0.1469,82920714921649.34,95767695056405.05,96862804450276.56,4.57
0.0001,0.25,0.75,100.0,0.3,0.9255,-0.1515,-0.1323,0.0406,0.1596,0.1584,58603985760960.586,185248767493402.88,183061034297160.6,47.12
0.0,0.75,0.5,25.0,0.6,0.9996,-0.0335,-0.0264,0.0028,0.1512,0.1508,3406862691882.4346,131847720038671.4,132745816297075.6,23.8
0.01,0.75,0.5,10.0,0.6,0.8467,-0.0037,-0.0293,0.0583,0.149,0.151,48466797112911.66,116287609494529.4,120274935967855.84,8.4
1.0,0.25,0.75,10.0,0.75,0.2699,0.0157,0.0038,0.1271,0.1476,0.1486,88451655922351.2,103322779059327.86,103112406394238.31,10.56
0.0,0.5,0.5,50.0,0.75,0.9964,-0.0609,-0.0741,0.0089,0.1532,0.1543,10728209819684.385,148008264400836.94,151547731142317.38,34.67
100.0,0.25,0.25,25.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,7.54
0.0,0.25,0.25,25.0,0.9,0.9038,-0.1151,-0.1289,0.0461,0.1571,0.1582,71369003685266.31,196881998203187.3,193292437199940.6,11.77
1.0,0.5,0.75,100.0,0.6,0.4391,0.0171,-0.0031,0.1114,0.1475,0.1491,77340694154231.53,102495504488262.52,104650006941839.23,47.0
0.0001,0.75,0.25,50.0,0.9,0.999,-0.0065,-0.0124,0.0047,0.1493,0.1498,9539454594898.252,131195308545545.05,131574205679186.84,18.9
0.0001,0.5,0.5,10.0,0.6,0.7927,-0.0399,-0.0445,0.0677,0.1517,0.1521,58584807892543.27,123778917530614.34,126702848373683.1,8.92
100.0,0.5,0.25,25.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,9.64
100.0,0.5,0.5,5.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,4.09
100.0,0.5,0.75,25.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,20.44
0.01,0.25,0.5,50.0,0.15,0.8979,-0.1168,-0.1372,0.0475,0.1572,0.1587,95048676476164.64,183681999799911.12,186343643382654.4,28.7
0.01,0.5,0.25,10.0,0.15,0.7388,-0.0085,-0.0406,0.076,0.1494,0.1518,71000712760292.11,126286445677685.7,127568445554011.69,5.76
100.0,0.75,0.75,100.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99561490463338.05,99561723201644.02,99559121297746.2,22.64
100.0,0.25,0.25,25.0,0.6,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,7.6
0.0001,0.25,0.5,25.0,0.45,0.9171,-0.1441,-0.1422,0.0428,0.1591,0.1591,66802346815967.664,185750540832444.97,189432087344147.2,20.62
100.0,0.25,0.25,50.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,7.56
0.01,0.5,0.25,50.0,0.75,0.9665,-0.0223,-0.0543,0.0272,0.1504,0.1528,57863168492228.85,150124981976526.84,151325439426323.47,18.2
1.0,0.25,0.5,100.0,0.3,0.2947,0.0158,-0.0105,0.125,0.1476,0.1496,91155831517527.48,108102113019000.48,108974137815436.42,23.4
0.0001,0.25,0.5,5.0,0.6,0.2212,0.0294,-0.007,0.1313,0.1466,0.1494,91289408813536.23,101531020174216.52,102752524234043.34,3.45
100.0,0.75,0.75,5.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99561490463338.05,99561723201644.02,99559121297746.2,4.51
1.0,0.75,0.75,100.0,0.3,0.4795,0.0259,0.0023,0.1073,0.1468,0.1487,72249058375715.1,101269746858045.86,104678856653414.02,51.13
0.01,0.5,0.75,25.0,0.45,0.9744,-0.0555,-0.0696,0.0238,0.1528,0.1539,47396354580161.016,144654748108324.7,142711982095090.44,33.22
100.0,0.5,0.5,10.0,0.6,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,8.94
0.0001,0.75,0.75,25.0,0.15,0.9994,-0.0452,-0.0516,0.0037,0.1521,0.1526,7121962097604.723,129976191290544.77,133278884756957.0,33.12
0.0,0.5,0.75,100.0,0.45,0.9966,-0.0794,-0.0825,0.0087,0.1546,0.1549,10110153957432.826,150030336355648.72,150389315235227.4,51.66
0.0,0.5,0.5,50.0,0.45,0.9964,-0.0609,-0.0741,0.0089,0.1532,0.1543,10728209819684.385,148008264400836.94,151547731142317.38,35.96
0.0001,0.75,0.75,100.0,0.15,0.9996,-0.0328,-0.058,0.0031,0.1512,0.1531,6392490140883.344,129155510883634.92,132103685124322.4,49.74
0.01,0.75,0.25,50.0,0.9,0.9818,-0.0034,-0.0162,0.0201,0.149,0.1501,32921545622189.49,128827553887564.77,130411523613320.66,18.64
1.0,0.5,0.75,10.0,0.9,0.3393,0.0477,0.0206,0.1209,0.1452,0.1473,78754597410134.55,95795331266865.52,98684567846845.5,11.47
0.01,0.25,0.5,50.0,0.3,0.8979,-0.1168,-0.1372,0.0475,0.1572,0.1587,95048676476164.64,183681999799911.12,186343643382654.4,30.08
0.01,0.5,0.5,100.0,0.75,0.9744,-0.0798,-0.0716,0.0238,0.1546,0.1541,50087696971264.61,146398728279730.8,145608554956677.56,36.32
100.0,0.25,0.5,10.0,0.9,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,7.57
0.01,0.5,0.25,25.0,0.75,0.9656,-0.035,-0.0362,0.0276,0.1514,0.1515,58145812532840.805,149590765070396.0,147202211494476.12,14.12
100.0,0.5,0.25,25.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,9.62
0.0001,0.25,0.75,25.0,0.15,0.9181,-0.1895,-0.147,0.0426,0.1623,0.1594,65459411411641.96,186379058016453.5,185535345545832.28,26.3
0.0,0.25,0.5,100.0,0.3,0.9243,-0.1496,-0.155,0.0409,0.1595,0.16,59294124345184.16,190063961100260.3,193731167446161.72,31.91
0.0,0.5,0.5,25.0,0.9,0.995,-0.0689,-0.0793,0.0106,0.1538,0.1546,15089356035385.611,149152547318610.03,148771063609111.62,23.63
100.0,0.75,0.25,5.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99561490463338.05,99561723201644.02,99559121297746.2,2.69
100.0,0.5,0.25,50.0,0.9,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,9.72
0.0001,0.25,0.5,50.0,0.6,0.9243,-0.1494,-0.1426,0.0409,0.1595,0.1591,61032313054338.16,188789350606236.1,189374131672014.8,29.55
0.0,0.5,0.5,5.0,0.9,0.2493,0.0545,0.0318,0.1289,0.1447,0.1465,85209111060922.95,95823722520092.4,97917191399695.22,4.09
0.0001,0.75,0.5,50.0,0.45,0.9995,-0.0244,-0.0348,0.0033,0.1506,0.1514,7097026560186.52,129085701636369.23,135143909436875.44,33.34
1.0,0.5,0.75,25.0,0.6,0.4361,0.0138,-0.0014,0.1117,0.1477,0.149,76988754230248.97,102373167705681.94,104695121386586.8,31.05
0.0,0.75,0.25,10.0,0.75,0.8059,0.006,-0.0091,0.0655,0.1483,0.1495,52431944700637.305,120097735843504.08,123539966482123.88,5.37
100.0,0.5,0.5,50.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,15.37
0.01,0.25,0.25,100.0,0.6,0.8736,-0.1119,-0.119,0.0529,0.1569,0.1575,107375823812124.72,188521883329423.88,187619356849115.7,14.98
1.0,0.25,0.25,25.0,0.75,0.1819,0.0533,0.0268,0.1346,0.1447,0.1468,91720955159082.62,101424866063626.3,100882792532651.31,10.69
0.0,0.25,0.75,50.0,0.6,0.9269,-0.1525,-0.1443,0.0402,0.1597,0.1592,57826207798361.87,189125500161090.0,185523561196009.25,42.73
0.01,0.25,0.25,10.0,0.15,0.6052,-0.0673,-0.0782,0.0935,0.1537,0.1546,101132358839589.48,145750315963794.88,143721462768944.7,5.84
0.0,0.75,0.5,50.0,0.75,0.9998,-0.0263,-0.0354,0.0021,0.1507,0.1515,2235823435098.927,130545169197056.95,133540921512208.6,31.32
0.0,0.25,0.25,50.0,0.45,0.9065,-0.1074,-0.1284,0.0455,0.1566,0.1581,67149503819372.57,197001946648134.84,195593164143254.03,15.79
100.0,0.75,0.5,100.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99561490463338.05,99561723201644.02,99559121297746.2,16.73
0.0,0.25,0.25,10.0,0.9,0.6173,-0.0495,-0.0842,0.092,0.1524,0.155,97904799716929.77,146124489086465.62,148874397665320.2,4.98
0.0001,0.5,0.75,5.0,0.9,0.2654,0.0395,0.0165,0.1275,0.1458,0.1476,84549948240097.45,97381824974318.28,99295978994732.6,5.07
0.0001,0.5,0.5,5.0,0.15,0.2493,0.0545,0.0318,0.1289,0.1447,0.1465,85209883926392.78,95824285369604.77,97917832695814.5,4.1
1.0,0.75,0.75,100.0,0.45,0.4795,0.0259,0.0023,0.1073,0.1468,0.1487,72249058375715.1,101269746858045.86,104678856653414.02,51.89
0.01,0.75,0.75,10.0,0.3,0.8571,-0.0208,-0.0301,0.0562,0.1503,0.1511,46283360810317.61,117601778637611.3,119823971441167.16,11.08
100.0,0.5,0.25,10.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,5.7
0.0,0.5,0.5,5.0,0.3,0.2493,0.0545,0.0318,0.1289,0.1447,0.1465,85209111060922.95,95823722520092.4,97917191399695.22,4.12
0.01,0.25,0.75,10.0,0.45,0.6626,-0.108,-0.1009,0.0864,0.1566,0.1562,89745287068945.56,142177706136070.7,142367105419359.62,9.63
0.01,0.5,0.25,100.0,0.75,0.9665,-0.0223,-0.0543,0.0272,0.1504,0.1528,57863168492228.85,150124981976526.84,151325439426323.47,18.28
0.0001,0.5,0.25,25.0,0.9,0.9921,-0.0327,-0.0439,0.0132,0.1512,0.1521,21422711778140.87,151461457830792.47,151652744963820.2,14.11
0.01,0.75,0.5,100.0,0.9,0.9856,-0.0243,-0.0309,0.0178,0.1506,0.1511,28770681652301.69,128165926387675.12,131701045292458.22,37.25
100.0,0.25,0.5,100.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,11.4
0.0,0.5,0.75,10.0,0.15,0.8043,-0.0163,-0.0572,0.0658,0.15,0.153,55721474350727.2,122078391422269.06,126127456519592.84,12.96
0.01,0.75,0.5,10.0,0.75,0.8467,-0.0037,-0.0293,0.0583,0.149,0.151,48466797112911.66,116287609494529.4,120274935967855.84,8.41
1.0,0.5,0.75,5.0,0.15,0.1473,0.0643,0.0413,0.1374,0.1439,0.1457,89102326192916.92,93443921987359.77,94131973088660.5,5.03
0.0001,0.25,0.5,50.0,0.3,0.9243,-0.1494,-0.1426,0.0409,0.1595,0.1591,61032313054338.16,188789350606236.1,189374131672014.8,29.47
0.0001,0.5,0.5,25.0,0.45,0.9946,-0.0617,-0.0739,0.0109,0.1533,0.1543,17476079839534.102,147593900886404.56,148714829772098.25,23.79
100.0,0.25,0.75,100.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,14.47
1.0,0.75,0.75,100.0,0.75,0.4795,0.0259,0.0023,0.1073,0.1468,0.1487,72249058375715.1,101269746858045.86,104678856653414.02,52.49
0.0001,0.75,0.25,10.0,0.9,0.8066,0.0002,-0.0098,0.0654,0.1488,0.1496,52495658180203.484,118207332356902.69,124323951760005.88,5.36
100.0,0.75,0.75,10.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99561490463338.05,99561723201644.02,99559121297746.2,11.33
100.0,0.25,0.25,100.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,7.59
100.0,0.75,0.25,10.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99561490463338.05,99561723201644.02,99559121297746.2,5.41
0.01,0.25,0.75,25.0,0.9,0.8972,-0.1431,-0.1382,0.0477,0.1591,0.1588,89552930641572.75,180439083965825.3,182088011887491.03,26.17
0.0,0.75,0.25,100.0,0.45,0.9994,-0.0014,-0.0103,0.0035,0.1489,0.1496,3640122361965.05,131028611155625.62,132720622875633.95,17.11
1.0,0.25,0.25,10.0,0.75,0.1636,0.0527,0.0321,0.1361,0.1448,0.1464,89789322584184.61,98894123572350.94,98114498817154.56,4.78
0.01,0.25,0.5,50.0,0.6,0.8979,-0.1168,-0.1372,0.0475,0.1572,0.1587,95048676476164.64,183681999799911.12,186343643382654.4,30.15
1.0,0.5,0.75,50.0,0.3,0.4391,0.0171,-0.0031,0.1114,0.1475,0.1491,77340694154231.53,102495504488262.52,104650006941839.23,46.4
0.0001,0.5,0.25,25.0,0.3,0.9921,-0.0327,-0.0439,0.0132,0.1512,0.1521,21422711778140.87,151461457830792.47,151652744963820.2,14.1
100.0,0.5,0.25,10.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,5.69
0.0,0.75,0.75,5.0,0.75,0.2779,0.0474,0.0266,0.1264,0.1452,0.1469,82761965146390.31,96740186434770.0,97658488106576.52,4.59
0.01,0.75,0.5,10.0,0.15,0.8467,-0.0037,-0.0293,0.0583,0.149,0.151,48466797112911.66,116287609494529.4,120274935967855.84,8.39
1.0,0.75,0.5,100.0,0.3,0.4362,0.0393,0.0191,0.1117,0.1458,0.1474,74044131570457.33,98541546469223.77,101673511722555.28,33.43
100.0,0.25,0.5,100.0,0.6,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,12.68
0.0,0.5,0.5,25.0,0.75,0.995,-0.0689,-0.0793,0.0106,0.1538,0.1546,15089356035385.611,149152547318610.03,148771063609111.62,23.58
0.0,0.75,0.5,5.0,0.6,0.2568,0.0643,0.0262,0.1283,0.1439,0.1469,84046337517906.95,95957502210784.52,96995098183949.38,3.72
1.0,0.75,0.25,50.0,0.15,0.3005,0.0537,0.036,0.1244,0.1447,0.1461,82643364586800.83,97968410051113.8,98823105672011.62,17.03
100.0,0.5,0.75,100.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,20.68
1.0,0.5,0.75,10.0,0.15,0.3393,0.0477,0.0206,0.1209,0.1452,0.1473,78754597410134.55,95795331266865.52,98684567846845.5,11.36
0.0,0.25,0.25,10.0,0.15,0.6173,-0.0495,-0.0842,0.092,0.1524,0.155,97904799716929.77,146124489086465.62,148874397665320.2,4.97
1.0,0.5,0.25,25.0,0.3,0.2543,0.0519,0.0362,0.1285,0.1449,0.1461,85565323178691.0,98611610588031.28,98090722796079.95,12.86
1.0,0.5,0.75,50.0,0.6,0.4391,0.0171,-0.0031,0.1114,0.1475,0.1491,77340694154231.53,102495504488262.52,104650006941839.23,47.42
0.01,0.5,0.75,5.0,0.75,0.2665,0.0417,0.0147,0.1274,0.1456,0.1478,84802904816747.67,96870478521047.3,99842214007847.52,5.09
0.01,0.25,0.25,25.0,0.45,0.874,-0.1217,-0.1127,0.0528,0.1576,0.157,105347888555924.23,187824755542906.62,186772071108773.4,11.68
1.0,0.5,0.25,10.0,0.75,0.1838,0.0665,0.045,0.1344,0.1437,0.1455,87730313797451.25,95206060550189.23,96305497382910.2,5.56
100.0,0.75,0.5,100.0,0.6,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99561490463338.05,99561723201644.02,99559121297746.2,17.03
0.01,0.5,0.75,5.0,0.45,0.2665,0.0417,0.0147,0.1274,0.1456,0.1478,84802904816747.67,96870478521047.3,99842214007847.52,5.09
0.0001,0.25,0.5,5.0,0.15,0.2212,0.0294,-0.007,0.1313,0.1466,0.1494,91289408813536.23,101531020174216.52,102752524234043.34,3.47
100.0,0.25,0.75,50.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,14.54
1.0,0.25,0.25,100.0,0.15,0.1819,0.0533,0.0268,0.1346,0.1447,0.1468,91720955159082.62,101424866063626.3,100882792532651.31,12.7
1.0,0.5,0.5,10.0,0.15,0.2927,0.0453,0.0243,0.1251,0.1454,0.147,81294071541771.22,94507214183993.94,97002002585487.77,8.73
0.01,0.75,0.5,100.0,0.6,0.9856,-0.0243,-0.0309,0.0178,0.1506,0.1511,28770681652301.69,128165926387675.12,131701045292458.22,38.51
0.01,0.5,0.25,50.0,0.9,0.9665,-0.0223,-0.0543,0.0272,0.1504,0.1528,57863168492228.85,150124981976526.84,151325439426323.47,18.26
1.0,0.25,0.5,50.0,0.6,0.2947,0.0158,-0.0105,0.125,0.1476,0.1496,91155831517527.48,108102113019000.48,108974137815436.42,23.81
0.01,0.5,0.75,5.0,0.15,0.2665,0.0417,0.0147,0.1274,0.1456,0.1478,84802904816747.67,96870478521047.3,99842214007847.52,5.11
0.0,0.25,0.25,100.0,0.75,0.9064,-0.1052,-0.1224,0.0455,0.1564,0.1577,67002207050173.56,196672171452468.6,193769090509281.84,15.89
0.0,0.75,0.5,100.0,0.15,0.9998,-0.0269,-0.0349,0.0021,0.1508,0.1514,2234010215977.494,130281387751360.31,133565389649266.3,31.39
100.0,0.25,0.25,100.0,0.6,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,7.63
100.0,0.25,0.75,10.0,0.9,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,10.85
0.0001,0.25,0.5,25.0,0.3,0.9171,-0.1441,-0.1422,0.0428,0.1591,0.1591,66802346815967.664,185750540832444.97,189432087344147.2,19.4
0.0,0.25,0.25,50.0,0.3,0.9065,-0.1074,-0.1284,0.0455,0.1566,0.1581,67149503819372.57,197001946648134.84,195593164143254.03,15.82
0.0001,0.5,0.5,5.0,0.75,0.2493,0.0545,0.0318,0.1289,0.1447,0.1465,85209883926392.78,95824285369604.77,97917832695814.5,4.11
0.01,0.5,0.75,10.0,0.45,0.805,-0.0251,-0.0475,0.0657,0.1506,0.1523,59201449000737.445,122070291391457.1,125728737310790.7,11.78
0.0001,0.5,0.75,100.0,0.6,0.9962,-0.0772,-0.0846,0.0091,0.1544,0.155,14242219766640.027,147455789453121.88,148606638929473.25,52.65
0.0,0.5,0.5,5.0,0.75,0.2493,0.0545,0.0318,0.1289,0.1447,0.1465,85209111060922.95,95823722520092.4,97917191399695.22,4.11
0.0,0.5,0.25,10.0,0.15,0.7422,-0.0232,-0.0247,0.0755,0.1505,0.1507,67895481886752.02,127270092596687.84,129959754703711.05,5.77
0.0001,0.5,0.5,10.0,0.9,0.7927,-0.0399,-0.0445,0.0677,0.1517,0.1521,58584807892543.27,123778917530614.34,126702848373683.1,10.17
