n_estimators,eta,max_depth,l2_leaf_reg,colsample_bylevel,subsample,max_bin,random_seed,boosting_type,max_ctr_complexity,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,silent
25,1.0,4,0.9,0.25,0.5,4,19260817,Plain,,0.1037,0.0811,0.0807,0.1408,0.1426,0.1427,115452009673755.42,114714195551310.42,115942444583615.84,0.16,True
25,1.0,2,0.7,0.25,0.5,4,19260817,Plain,,0.0833,0.0797,0.0817,0.1424,0.1427,0.1426,115806536235632.52,114382361020677.06,115037267827938.92,0.14,True
25,0.01,4,0.9,0.25,0.25,4,19260817,Plain,,0.0253,0.0251,0.0241,0.1469,0.1469,0.147,98294194608677.06,98152147422374.38,98250016375465.7,0.15,True
25,1.0,8,0.9,0.25,0.25,4,19260817,Plain,,0.2456,-0.0471,-0.0289,0.1292,0.1522,0.151,139651244406625.52,157527932998027.38,158499564610571.97,0.18,True
25,1.0,4,0.7,0.25,0.25,4,19260817,Plain,,0.1033,0.0713,0.078,0.1409,0.1434,0.1429,117036905169065.58,117628821908955.5,115864553600663.44,0.14,True
50,1.0,2,0.9,0.25,0.75,4,19260817,Plain,,0.0897,0.0828,0.0842,0.1419,0.1425,0.1424,119402713041062.56,117699292590230.9,118910037412647.95,0.22,True
25,0.01,2,0.9,0.25,0.75,4,19260817,Plain,,0.0202,0.0207,0.0193,0.1473,0.1472,0.1474,98584117147487.05,98569928577224.88,98678708102965.23,0.14,True
25,1.0,4,0.9,0.25,0.75,4,19260817,Plain,,0.1054,0.0773,0.0737,0.1407,0.1429,0.1433,113919771982344.88,113191549084509.5,114091214699123.84,0.18,True
25,1.0,2,0.9,0.5,0.75,4,19260817,Plain,,0.0861,0.0822,0.0852,0.1422,0.1425,0.1424,110671447206774.44,109791994316008.58,111381021554686.4,0.15,True
25,1.0,2,0.9,0.25,0.75,16,19260817,Plain,,0.1181,0.1002,0.104,0.1397,0.1411,0.1409,101654218932410.4,101387705652989.02,101805792947031.08,0.15,True
50,1.0,2,0.9,0.25,0.75,16,19260817,Plain,,0.1301,0.0997,0.1001,0.1388,0.1412,0.1412,107713068512069.2,108301375774833.28,109558977330477.28,0.21,True
25,0.01,2,0.9,0.25,0.75,16,19260817,Plain,,0.0269,0.0268,0.0277,0.1468,0.1468,0.1468,98214950530625.12,98052238829898.23,98164168647035.23,0.14,True
25,1.0,4,0.9,0.25,0.75,16,19260817,Plain,,0.1591,0.0708,0.0696,0.1364,0.1434,0.1436,107305835617023.02,109450750090181.38,110668111366995.88,0.17,True
25,1.0,2,0.7,0.25,0.75,16,19260817,Plain,,0.1181,0.1002,0.104,0.1397,0.1411,0.1409,101655336389976.52,101391862699339.16,101814584646738.69,0.15,True
25,1.0,2,0.9,0.5,0.75,16,19260817,Plain,,0.1207,0.1023,0.1146,0.1395,0.141,0.1401,103123867275362.92,102552159553186.12,101845958648912.22,0.16,True
25,1.0,2,0.9,0.25,0.75,64,19260817,Plain,,0.1359,0.1155,0.1049,0.1383,0.1399,0.1408,99724193056261.1,100744096776637.08,102904224242500.16,0.17,True
100,1.0,2,0.9,0.25,0.75,4,19260817,Plain,,0.0957,0.0824,0.0852,0.1415,0.1425,0.1424,120214966181970.6,118526665807611.92,119937830952305.52,0.34,True
50,0.01,2,0.9,0.25,0.75,4,19260817,Plain,,0.0339,0.0344,0.0328,0.1462,0.1462,0.1464,97704723973593.34,97631807607309.0,97745439493607.84,0.21,True
50,1.0,4,0.9,0.25,0.75,4,19260817,Plain,,0.1254,0.0672,0.061,0.1391,0.1437,0.1442,121630883804032.8,122918329975898.95,125463266984720.95,0.27,True
50,1.0,2,0.7,0.25,0.75,4,19260817,Plain,,0.0897,0.0828,0.0842,0.1419,0.1425,0.1424,119405088712014.95,117701733983517.4,118912504679992.95,0.21,True
50,1.0,2,0.9,0.5,0.75,4,19260817,Plain,,0.0928,0.087,0.0868,0.1417,0.1422,0.1422,112653113159526.05,111970775973170.2,112847528062125.64,0.23,True
25,0.01,2,0.9,0.5,0.75,4,19260817,Plain,,0.0205,0.0206,0.0199,0.1472,0.1472,0.1474,98567050153222.78,98551295806041.05,98667887072717.4,0.16,True
25,1.0,4,0.9,0.5,0.75,4,19260817,Plain,,0.1135,0.0777,0.0738,0.1401,0.1429,0.1433,113779043896717.34,112224889351241.94,116990497773856.23,0.19,True
25,1.0,2,0.7,0.5,0.75,4,19260817,Plain,,0.0861,0.0822,0.0852,0.1422,0.1425,0.1424,110672724923909.4,109793189577281.4,111382433230954.56,0.15,True
25,0.01,4,0.9,0.25,0.75,4,19260817,Plain,,0.0256,0.0254,0.0246,0.1469,0.1469,0.147,98277945673799.95,98113697980712.48,98210154261317.9,0.18,True
25,1.0,8,0.9,0.25,0.75,4,19260817,Plain,,0.263,-0.0409,-0.0421,0.1277,0.1518,0.152,140028881425798.98,160773941112833.2,159511879918750.84,0.24,True
25,1.0,4,0.7,0.25,0.75,4,19260817,Plain,,0.1055,0.0771,0.0734,0.1407,0.1429,0.1433,113927596180802.92,113225293913077.98,114118071116884.84,0.17,True
50,1.0,2,0.3,0.75,0.25,4,19260817,Plain,,0.0934,0.0901,0.0846,0.1417,0.1419,0.1424,112728096036567.6,111552321117403.7,111797973616086.08,0.2,True
25,0.01,2,0.3,0.75,0.25,4,19260817,Plain,,0.0206,0.021,0.0196,0.1472,0.1472,0.1474,98545683449457.58,98527035460241.5,98809063156248.05,0.13,True
25,1.0,4,0.3,0.75,0.25,4,19260817,Plain,,0.1113,0.0795,0.0795,0.1403,0.1427,0.1428,111766556172170.78,113783630841066.31,113621167354540.56,0.16,True
25,1.0,2,0.5,0.75,0.25,4,19260817,Plain,,0.087,0.0859,0.0814,0.1422,0.1422,0.1427,113395190668062.95,111899216403860.69,112786927704720.34,0.14,True
25,1.0,2,0.3,0.75,0.5,4,19260817,Plain,,0.0892,0.087,0.0844,0.142,0.1422,0.1424,112068545277189.23,109747101862965.34,111986500995481.05,0.16,True
25,1.0,2,0.3,0.75,0.25,16,19260817,Plain,,0.1245,0.0953,0.1119,0.1392,0.1415,0.1403,100908870727068.56,101945483781318.56,100145830486609.34,0.13,True
50,1.0,2,0.3,0.75,0.25,16,19260817,Plain,,0.1388,0.09,0.1123,0.1381,0.1419,0.1402,102927572690294.31,104949625980534.16,102957027402256.98,0.2,True
25,0.01,2,0.3,0.75,0.25,16,19260817,Plain,,0.0303,0.03,0.0308,0.1465,0.1465,0.1465,98024897482138.52,97861818748046.8,97938709086765.12,0.13,True
25,1.0,4,0.3,0.75,0.25,16,19260817,Plain,,0.1665,0.0772,0.0619,0.1358,0.1429,0.1442,105517428220051.66,109710460276806.28,109236582801162.88,0.15,True
25,1.0,2,0.5,0.75,0.25,16,19260817,Plain,,0.1251,0.0971,0.1131,0.1392,0.1414,0.1402,101127963797087.34,101673400667689.56,99093843848110.36,0.14,True
25,1.0,2,0.3,0.75,0.5,16,19260817,Plain,,0.1258,0.0941,0.1133,0.1391,0.1416,0.1402,100908188719197.31,101243235977708.02,99404496031448.6,0.15,True
25,1.0,2,0.3,0.75,0.25,64,19260817,Plain,,0.1433,0.0995,0.1168,0.1377,0.1412,0.1399,95165349541026.86,98164983463898.3,97460606585098.56,0.15,True
100,1.0,2,0.3,0.75,0.25,4,19260817,Plain,,0.0992,0.0908,0.0831,0.1412,0.1419,0.1425,117578565028072.9,115289259400596.7,116912104799197.92,0.31,True
50,0.01,2,0.3,0.75,0.25,4,19260817,Plain,,0.0348,0.0351,0.0337,0.1462,0.1461,0.1463,97613987646193.92,97572458879404.08,97931446425915.28,0.19,True
50,1.0,4,0.3,0.75,0.25,4,19260817,Plain,,0.1327,0.0603,0.0605,0.1386,0.1442,0.1443,120404173292881.0,124673519701773.16,124681114516795.16,0.24,True
50,1.0,2,0.5,0.75,0.25,4,19260817,Plain,,0.0934,0.0901,0.0846,0.1417,0.1419,0.1424,112725853042096.2,111549965847664.1,111795685277630.62,0.2,True
50,1.0,2,0.3,0.75,0.5,4,19260817,Plain,,0.0946,0.087,0.0841,0.1416,0.1421,0.1425,115541400453343.72,114143561919089.4,116598679722961.4,0.23,True
25,0.01,2,0.3,0.75,0.5,4,19260817,Plain,,0.0207,0.021,0.0197,0.1472,0.1472,0.1474,98542233792393.48,98519274069807.69,98803728022452.12,0.14,True
25,1.0,4,0.3,0.75,0.5,4,19260817,Plain,,0.1154,0.0775,0.0815,0.1399,0.1429,0.1427,114572529774821.44,115522202431171.8,115691370872210.88,0.19,True
25,1.0,2,0.5,0.75,0.5,4,19260817,Plain,,0.0892,0.087,0.0844,0.142,0.1422,0.1424,112066600101888.56,109745084311115.95,111984562525453.52,0.15,True
25,0.01,2,0.5,0.75,0.25,4,19260817,Plain,,0.0206,0.021,0.0196,0.1472,0.1472,0.1474,98545355437544.95,98526712066330.69,98808725522926.38,0.14,True
25,1.0,4,0.5,0.75,0.25,4,19260817,Plain,,0.1119,0.0824,0.0799,0.1402,0.1425,0.1428,110865771137664.28,112152771636659.69,110970350636261.1,0.15,True
25,1.0,2,0.7,0.75,0.25,4,19260817,Plain,,0.087,0.0859,0.0814,0.1422,0.1422,0.1427,113393241131614.9,111897182824838.48,112784965666354.64,0.15,True
50,1.0,2,0.3,0.75,0.75,4,19260817,Plain,,0.0945,0.0898,0.0849,0.1416,0.1419,0.1424,116291377619492.2,114664069754290.06,115882639982407.88,0.27,True
25,0.01,2,0.3,0.75,0.75,4,19260817,Plain,,0.0207,0.0211,0.0197,0.1472,0.1472,0.1474,98541966609297.38,98519539678115.22,98794412084205.88,0.16,True
25,1.0,4,0.3,0.75,0.75,4,19260817,Plain,,0.1155,0.0694,0.0621,0.1399,0.1435,0.1442,113048422882228.98,113159828796729.69,116239031600205.72,0.21,True
25,1.0,2,0.5,0.75,0.75,4,19260817,Plain,,0.0887,0.0855,0.0833,0.142,0.1423,0.1425,112542486299796.16,110772882661060.86,112362458239953.52,0.17,True
25,1.0,2,0.3,0.75,0.75,16,19260817,Plain,,0.1221,0.1009,0.1099,0.1394,0.1411,0.1404,103989150113961.8,104265561197276.31,103753444955310.8,0.16,True
50,1.0,2,0.3,0.75,0.75,16,19260817,Plain,,0.138,0.0953,0.108,0.1381,0.1415,0.1406,105267161937645.28,106413469601342.72,106559313693518.28,0.26,True
25,0.01,2,0.3,0.75,0.75,16,19260817,Plain,,0.0302,0.0297,0.0307,0.1465,0.1465,0.1465,98031504539916.84,97895434923263.28,97973935369088.72,0.16,True
25,1.0,4,0.3,0.75,0.75,16,19260817,Plain,,0.1791,0.0476,0.0755,0.1348,0.1452,0.1431,108300562928360.4,116375397126797.23,112885653767066.16,0.2,True
25,1.0,2,0.5,0.75,0.75,16,19260817,Plain,,0.1221,0.1009,0.1099,0.1394,0.1411,0.1404,103987390697420.52,104263641085516.69,103752711468262.88,0.16,True
25,1.0,2,0.3,0.75,0.75,64,19260817,Plain,,0.1447,0.0934,0.0999,0.1376,0.1416,0.1412,96189974120951.4,101236312983652.06,96380128740086.84,0.18,True
100,1.0,2,0.3,0.75,0.75,4,19260817,Plain,,0.1003,0.0874,0.0822,0.1411,0.1421,0.1426,118981441811126.44,118271032979521.52,119927874812288.23,0.8,True
50,0.01,2,0.3,0.75,0.75,4,19260817,Plain,,0.0351,0.0354,0.0341,0.1461,0.1461,0.1463,97599393838714.56,97537626848542.44,97877656327693.12,0.49,True
50,1.0,4,0.3,0.75,0.75,4,19260817,Plain,,0.1402,0.0506,0.0441,0.138,0.145,0.1455,119132630223329.31,121276020479932.56,125154069329843.3,0.49,True
50,1.0,2,0.5,0.75,0.75,4,19260817,Plain,,0.0945,0.0898,0.0849,0.1416,0.1419,0.1424,116289142015274.4,114661728248786.6,115880400708603.16,0.32,True
25,0.01,2,0.5,0.75,0.75,4,19260817,Plain,,0.0207,0.0211,0.0197,0.1472,0.1472,0.1474,98541637948797.88,98519216079239.94,98794074035841.16,0.21,True
25,1.0,4,0.5,0.75,0.75,4,19260817,Plain,,0.112,0.0801,0.0732,0.1402,0.1427,0.1433,111244959375476.28,111031970016255.0,112084381900152.34,0.24,True
25,1.0,2,0.7,0.75,0.75,4,19260817,Plain,,0.0887,0.0855,0.0833,0.142,0.1423,0.1425,112540212443799.98,110770520476595.77,112360178556754.69,0.21,True
50,1.0,2,0.9,0.75,0.25,4,19260817,Plain,,0.0934,0.0901,0.0846,0.1417,0.1419,0.1424,112721371406745.1,111545258311408.84,111791112042635.12,0.27,True
25,0.01,2,0.9,0.75,0.25,4,19260817,Plain,,0.0206,0.021,0.0196,0.1472,0.1472,0.1474,98544699499274.48,98526065362743.78,98808050343958.44,0.17,True
25,1.0,4,0.9,0.75,0.25,4,19260817,Plain,,0.1113,0.0784,0.083,0.1403,0.1428,0.1425,110963561909105.36,112652483759221.84,111120185167092.02,0.19,True
25,1.0,2,0.9,0.75,0.5,4,19260817,Plain,,0.0893,0.087,0.0844,0.142,0.1422,0.1424,112062711707652.38,109741051326611.94,111980691857127.3,0.2,True
25,1.0,2,0.9,0.75,0.25,16,19260817,Plain,,0.1226,0.0935,0.1134,0.1394,0.1416,0.1402,102255078227073.56,102772597419115.95,102012315528647.14,0.19,True
50,1.0,2,0.9,0.75,0.25,16,19260817,Plain,,0.1377,0.0916,0.107,0.1382,0.1418,0.1407,105965196754400.95,107628125106291.64,106322859473183.77,0.26,True
25,0.01,2,0.9,0.75,0.25,16,19260817,Plain,,0.0303,0.0299,0.0308,0.1465,0.1465,0.1465,98021302562876.12,97858398682286.58,97935133458107.44,0.16,True
25,1.0,4,0.9,0.75,0.25,16,19260817,Plain,,0.1785,0.0692,0.063,0.1348,0.1435,0.1441,102808442476226.88,108231927430689.52,107985552194943.8,0.19,True
25,1.0,2,0.7,0.75,0.25,16,19260817,Plain,,0.1226,0.0932,0.113,0.1394,0.1417,0.1402,102255518961947.8,102803049151368.31,102058796133648.86,0.24,True
25,1.0,2,0.9,0.75,0.5,16,19260817,Plain,,0.1237,0.0993,0.1151,0.1393,0.1412,0.14,100053708644431.52,101258851016518.52,97830988673585.05,0.26,True
25,1.0,2,0.9,0.75,0.25,64,19260817,Plain,,0.1433,0.0976,0.1162,0.1377,0.1413,0.1399,96068187645253.28,99150198180917.86,99240508270671.9,0.24,True
100,1.0,2,0.9,0.75,0.25,4,19260817,Plain,,0.0987,0.0879,0.0841,0.1412,0.1421,0.1425,118981030880463.05,117382788736336.72,118835852647773.2,0.48,True
50,0.01,2,0.9,0.75,0.25,4,19260817,Plain,,0.0348,0.0351,0.0337,0.1462,0.1461,0.1463,97612354379296.84,97570855175026.44,97929783968215.69,0.2,True
50,1.0,4,0.9,0.75,0.25,4,19260817,Plain,,0.1334,0.0664,0.0533,0.1385,0.1437,0.1448,118727725971359.64,120488304853952.84,122031225492436.58,0.22,True
50,1.0,2,0.7,0.75,0.25,4,19260817,Plain,,0.0934,0.0901,0.0846,0.1417,0.1419,0.1424,112723611455427.22,111547611579341.6,111793397981420.2,0.21,True
50,1.0,2,0.9,0.75,0.5,4,19260817,Plain,,0.0946,0.087,0.0841,0.1416,0.1421,0.1425,115532041098102.48,114136918202795.52,116589252855906.44,0.24,True
25,0.01,2,0.9,0.75,0.5,4,19260817,Plain,,0.0207,0.021,0.0197,0.1472,0.1472,0.1474,98541260218235.84,98518314575891.23,98802725458443.8,0.15,True
25,1.0,4,0.9,0.75,0.5,4,19260817,Plain,,0.1151,0.0769,0.0765,0.14,0.1429,0.143,113336392177380.12,113675555499899.88,115062990356325.72,0.18,True
25,1.0,2,0.7,0.75,0.5,4,19260817,Plain,,0.0892,0.087,0.0844,0.142,0.1422,0.1424,112064655578869.31,109743067465840.12,111982626867576.6,0.15,True
50,1.0,2,0.9,0.75,0.75,4,19260817,Plain,,0.0945,0.0898,0.0849,0.1416,0.1419,0.1424,116284675426193.05,114657047880958.4,115875934283078.72,0.25,True
25,0.01,2,0.9,0.75,0.75,4,19260817,Plain,,0.0207,0.0211,0.0197,0.1472,0.1472,0.1474,98540980716631.6,98518568968740.7,98793398030006.8,0.17,True
25,1.0,4,0.9,0.75,0.75,4,19260817,Plain,,0.1117,0.0804,0.0749,0.1402,0.1427,0.1432,111219168390383.52,110987945851843.84,111918839926937.92,0.22,True
25,1.0,2,0.9,0.75,0.75,16,19260817,Plain,,0.1221,0.1009,0.1099,0.1394,0.1411,0.1404,103984023264436.2,104259905452921.38,103751353609081.77,0.16,True
50,1.0,2,0.9,0.75,0.75,16,19260817,Plain,,0.1377,0.0962,0.1093,0.1382,0.1414,0.1405,105311283304810.4,106396651624176.44,106479690746101.5,0.26,True
25,0.01,2,0.9,0.75,0.75,16,19260817,Plain,,0.0302,0.0297,0.0307,0.1465,0.1465,0.1466,98027909545075.2,97891967686267.05,97970342915877.42,0.16,True
25,1.0,4,0.9,0.75,0.75,16,19260817,Plain,,0.1787,0.0726,0.0573,0.1348,0.1433,0.1445,107450965807756.02,110812562052028.72,110589050671549.56,0.2,True
25,1.0,2,0.7,0.75,0.75,16,19260817,Plain,,0.1221,0.1009,0.1099,0.1394,0.1411,0.1404,103985688817353.84,104261757315487.56,103752019781607.14,0.16,True
25,1.0,2,0.9,0.75,0.75,64,19260817,Plain,,0.1439,0.1017,0.1075,0.1377,0.141,0.1406,95367229378206.84,99425339336862.86,96102101513305.14,0.17,True
100,1.0,2,0.9,0.75,0.75,4,19260817,Plain,,0.1003,0.0873,0.0821,0.1411,0.1421,0.1426,118167646820042.05,117203713050709.23,118945300717092.12,0.43,True
50,0.01,2,0.9,0.75,0.75,4,19260817,Plain,,0.0351,0.0354,0.0341,0.1461,0.1461,0.1463,97597763843479.52,97536029536010.4,97875998206694.38,0.25,True
50,1.0,4,0.9,0.75,0.75,4,19260817,Plain,,0.1335,0.0582,0.053,0.1385,0.1444,0.1449,119430372009953.6,120510745974493.69,124552198723325.64,0.32,True
50,1.0,2,0.7,0.75,0.75,4,19260817,Plain,,0.0945,0.0898,0.0849,0.1416,0.1419,0.1424,116286907777699.1,114659387624582.86,115878164573288.12,0.26,True
50,1.0,2,0.3,0.25,0.25,1024,19260817,Plain,,0.1718,0.0768,0.0929,0.1354,0.1429,0.1418,102155915419656.92,106106270866512.56,105064502799388.77,0.26,True
25,0.01,2,0.3,0.25,0.25,1024,19260817,Plain,,0.0284,0.0284,0.0284,0.1466,0.1466,0.1467,98136805338854.69,98120726276001.88,98162790508625.14,0.17,True
25,1.0,4,0.3,0.25,0.25,1024,19260817,Plain,,0.2036,0.0454,0.0304,0.1328,0.1454,0.1466,99699095720105.16,107271820126041.8,108276629949001.9,0.22,True
25,1.0,2,0.5,0.25,0.25,1024,19260817,Plain,,0.1376,0.0978,0.111,0.1382,0.1413,0.1403,99204018726589.95,100872554081457.88,99052211782840.42,0.18,True
25,1.0,2,0.3,0.5,0.25,1024,19260817,Plain,,0.1476,0.0929,0.077,0.1374,0.1417,0.143,98156727910544.69,99015210210869.48,103282758205911.44,0.21,True
25,1.0,2,0.3,0.25,0.5,1024,19260817,Plain,,0.1426,0.0999,0.1114,0.1378,0.1411,0.1403,101432507600225.77,102320152039339.58,101503508690828.44,0.19,True
25,1.0,2,0.3,0.25,0.25,256,19260817,Plain,,0.1391,0.1052,0.0978,0.138,0.1407,0.1414,101843493366688.31,103599561629995.84,103073513463861.34,0.15,True
50,1.0,2,0.3,0.25,0.25,256,19260817,Plain,,0.172,0.0841,0.1075,0.1354,0.1424,0.1406,102934412185864.02,107257931259809.05,105138465457615.31,0.21,True
25,0.01,2,0.3,0.25,0.25,256,19260817,Plain,,0.0285,0.0287,0.0285,0.1466,0.1466,0.1467,98135780689834.72,98071714615945.4,98137899787426.16,0.15,True
25,1.0,4,0.3,0.25,0.25,256,19260817,Plain,,0.2011,0.0489,0.0303,0.133,0.1451,0.1466,100897999125230.78,110877565974606.44,111419536394151.84,0.19,True
25,1.0,2,0.5,0.25,0.25,256,19260817,Plain,,0.1355,0.1091,0.0957,0.1383,0.1404,0.1415,98215078038801.77,101510063533354.86,100718444016085.77,0.16,True
25,1.0,2,0.3,0.5,0.25,256,19260817,Plain,,0.1449,0.1089,0.1062,0.1376,0.1404,0.1407,100176750954746.77,103377303969076.88,100528506526093.4,0.16,True
25,1.0,2,0.3,0.25,0.5,256,19260817,Plain,,0.137,0.1063,0.1132,0.1382,0.1406,0.1402,102999713099369.12,103751068307985.94,103241678420114.6,0.16,True
50,1.0,2,0.3,0.25,0.5,1024,19260817,Plain,,0.1781,0.0871,0.0887,0.1349,0.1421,0.1421,100721957636547.78,103109855055580.5,103231354465644.44,0.26,True
25,0.01,2,0.3,0.25,0.5,1024,19260817,Plain,,0.0286,0.0286,0.0286,0.1466,0.1466,0.1467,98130685426668.38,98152228876376.9,98224417085123.02,0.19,True
25,1.0,4,0.3,0.25,0.5,1024,19260817,Plain,,0.2221,0.0427,-0.0006,0.1312,0.1456,0.1489,101981981953617.62,112525925012854.16,116535295338828.14,0.24,True
25,1.0,2,0.5,0.25,0.5,1024,19260817,Plain,,0.1422,0.1002,0.1122,0.1378,0.1411,0.1403,101356225386871.16,102234157350925.16,101469570910563.2,0.19,True
25,1.0,2,0.3,0.5,0.5,1024,19260817,Plain,,0.1488,0.0928,0.0888,0.1373,0.1417,0.1421,97689283604647.4,100337331218483.38,100614326402507.9,0.21,True
50,1.0,2,0.5,0.25,0.25,1024,19260817,Plain,,0.1698,0.0892,0.0913,0.1356,0.142,0.1419,100259691998582.05,102947656563783.36,104439444202178.62,0.25,True
25,0.01,2,0.5,0.25,0.25,1024,19260817,Plain,,0.0284,0.0284,0.0284,0.1466,0.1466,0.1467,98135790692929.28,98119763379655.98,98161653965765.6,0.18,True
25,1.0,4,0.5,0.25,0.25,1024,19260817,Plain,,0.2051,0.0486,0.0625,0.1326,0.1451,0.1441,102019396856540.52,109335189571220.12,107834046028444.44,0.23,True
25,1.0,2,0.7,0.25,0.25,1024,19260817,Plain,,0.1382,0.096,0.113,0.1381,0.1414,0.1402,95007600740608.84,96168397716531.8,96368592135723.69,0.18,True
25,1.0,2,0.5,0.5,0.25,1024,19260817,Plain,,0.1483,0.0858,0.0774,0.1373,0.1422,0.143,96766098849716.52,98238577897622.12,100981339795810.05,0.21,True
50,1.0,2,0.3,0.5,0.25,1024,19260817,Plain,,0.1852,0.0679,0.04,0.1343,0.1436,0.1458,100454278976461.0,104426567543374.98,109442167041174.62,0.27,True
25,0.01,2,0.3,0.5,0.25,1024,19260817,Plain,,0.0309,0.0307,0.0306,0.1465,0.1465,0.1466,98001350044872.12,98065852219994.6,98073952879510.3,0.2,True
25,1.0,4,0.3,0.5,0.25,1024,19260817,Plain,,0.2133,0.0703,0.052,0.132,0.1434,0.1449,99768476306042.66,106604348221280.95,109770114273068.58,0.28,True
50,1.0,2,0.3,0.25,0.75,1024,19260817,Plain,,0.1827,0.0737,0.0939,0.1345,0.1432,0.1417,102912602655517.88,105383504329645.12,106020181849789.88,0.28,True
25,0.01,2,0.3,0.25,0.75,1024,19260817,Plain,,0.0285,0.0286,0.0284,0.1466,0.1466,0.1467,98134463175921.84,98141461874054.66,98204220149800.8,0.19,True
25,1.0,4,0.3,0.25,0.75,1024,19260817,Plain,,0.2198,0.0531,0.0564,0.1314,0.1448,0.1446,104678780053038.69,114930497538966.88,116029830414821.5,0.25,True
25,1.0,2,0.5,0.25,0.75,1024,19260817,Plain,,0.1462,0.0867,0.1087,0.1375,0.1422,0.1405,96282207346793.95,98855087613009.69,97151457516285.05,0.2,True
25,1.0,2,0.3,0.5,0.75,1024,19260817,Plain,,0.1526,0.0843,0.09,0.137,0.1424,0.142,96241929525317.4,99417054376093.16,102643913752650.92,0.23,True
25,1.0,2,0.3,0.25,0.75,256,19260817,Plain,,0.1401,0.1,0.1079,0.138,0.1411,0.1406,99777077080849.6,100993985970783.72,100543994671057.2,0.17,True
50,1.0,2,0.3,0.25,0.75,256,19260817,Plain,,0.1697,0.0878,0.0924,0.1356,0.1421,0.1418,103941855587780.52,106512986470947.77,106818624076807.1,0.24,True
25,0.01,2,0.3,0.25,0.75,256,19260817,Plain,,0.0283,0.0285,0.0284,0.1467,0.1466,0.1467,98148465025470.58,98108289303676.52,98159944730591.12,0.17,True
25,1.0,4,0.3,0.25,0.75,256,19260817,Plain,,0.2152,0.0472,0.0309,0.1318,0.1452,0.1465,100007702927348.62,109744330775637.42,111459082553560.42,0.21,True
25,1.0,2,0.5,0.25,0.75,256,19260817,Plain,,0.14,0.1017,0.1081,0.138,0.141,0.1406,99791319814628.31,100887874888514.34,100523309006557.06,0.18,True
25,1.0,2,0.3,0.5,0.75,256,19260817,Plain,,0.1537,0.094,0.0883,0.1369,0.1416,0.1421,96138865927674.12,99076927177292.31,98036043894460.66,0.18,True
50,1.0,2,0.5,0.25,0.75,1024,19260817,Plain,,0.1826,0.0711,0.0966,0.1345,0.1434,0.1415,102186579858661.12,104703773082052.9,105303107615889.2,0.27,True
25,0.01,2,0.5,0.25,0.75,1024,19260817,Plain,,0.0285,0.0286,0.0284,0.1466,0.1466,0.1467,98133446801791.38,98140492392097.48,98203004535819.94,0.21,True
25,1.0,4,0.5,0.25,0.75,1024,19260817,Plain,,0.2187,0.0115,0.0432,0.1315,0.1479,0.1456,101004034168622.84,111938177042436.06,112389653810931.94,0.25,True
25,1.0,2,0.7,0.25,0.75,1024,19260817,Plain,,0.1458,0.0907,0.1082,0.1375,0.1419,0.1406,98363558369547.02,100696782913834.16,98948995839082.48,0.21,True
25,1.0,2,0.5,0.5,0.75,1024,19260817,Plain,,0.1525,0.0873,0.0956,0.137,0.1421,0.1416,96245966900200.16,99005901384353.56,102294183280044.06,0.22,True
50,1.0,2,0.3,0.5,0.75,1024,19260817,Plain,,0.1908,0.0772,0.0654,0.1338,0.1429,0.1439,95868233654053.66,100507032268561.22,104202380963316.6,0.33,True
25,0.01,2,0.3,0.5,0.75,1024,19260817,Plain,,0.0307,0.0307,0.0304,0.1465,0.1465,0.1466,98006930176087.12,98079382604418.12,98104032885926.16,0.21,True
25,1.0,4,0.3,0.5,0.75,1024,19260817,Plain,,0.2348,0.0291,0.0244,0.1301,0.1466,0.147,95385965414669.56,106176259543867.69,103439770314764.14,0.31,True
200,0.01,2,0.3,0.25,0.25,4,19260817,Plain,,0.068,0.0686,0.0668,0.1436,0.1436,0.1438,94514312616360.12,93968163957959.23,94187848700908.1,0.46,True
200,1.0,4,0.3,0.25,0.25,4,19260817,Plain,,0.1843,0.0112,0.0162,0.1344,0.1479,0.1476,145303807161941.75,156936374794283.75,157144491726962.25,0.58,True
200,1.0,2,0.5,0.25,0.25,4,19260817,Plain,,0.1021,0.0844,0.0863,0.141,0.1424,0.1423,120678534486294.05,120512084375560.52,120346081086949.98,0.51,True
200,1.0,2,0.3,0.5,0.25,4,19260817,Plain,,0.105,0.087,0.0862,0.1407,0.1422,0.1423,121603479108688.88,120924652900197.7,122439599989498.94,0.51,True
200,1.0,2,0.3,0.25,0.5,4,19260817,Plain,,0.1033,0.0857,0.0863,0.1409,0.1423,0.1423,122996113632650.44,122020411102680.12,123896626337714.36,0.56,True
200,1.0,2,0.3,0.25,0.25,16,19260817,Plain,,0.1661,0.0908,0.0993,0.1359,0.1419,0.1413,120382584887573.62,123024934390601.16,123772149990833.8,0.47,True
100,1.0,2,0.3,0.25,0.25,16,19260817,Plain,,0.1442,0.1037,0.1075,0.1376,0.1408,0.1406,112518010185306.95,113172015541411.48,113705938334216.4,0.28,True
200,0.01,2,0.3,0.25,0.25,16,19260817,Plain,,0.0913,0.0901,0.0927,0.1418,0.1419,0.1418,92765170619885.6,92288732820741.52,92549871097381.72,0.46,True
