,combo,score,alpha,Train Deviation,Val Deviation,Test Deviation,Train AIC,Val AIC,Test AIC,Val BIC,Test BIC,Train llh,Val llh,Test llh
0,['Behind Assists BTN'],0.34726467507089454,0.01,13419.806678829136,2875.54275509172,2880.5370441785017,41480.67451612133,8898.706136523324,8897.435191859742,8921.979455375482,8920.705128905658,-20738.337258060666,-4447.353068261662,-4446.717595929871
