gamma,subsample,colsample_bytree,max_depth,eta,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time
0.0,0.75,0.5,50.0,0.9,0.9998,0.0374,-0.0232,0.0023,0.146,0.1506,2164887722719.4343,117525533169426.8,123234897443248.88,67.85
100.0,0.75,0.75,5.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99561490463338.05,99561723201644.02,99559121297746.2,8.97
0.0001,0.25,0.75,100.0,0.6,0.9332,-0.0516,-0.1633,0.0385,0.1526,0.1605,53737318495362.86,172000390131636.3,179791444467529.06,101.82
0.0001,0.5,0.25,50.0,0.3,0.9959,0.0182,-0.0412,0.0095,0.1474,0.1519,15163760922265.91,139427066481693.08,143250930429871.62,36.41
0.0,0.75,0.75,50.0,0.75,0.9998,0.0207,-0.0517,0.0022,0.1472,0.1526,1995127850494.923,120821779440889.69,125823013744330.5,95.75
0.0,0.25,0.25,5.0,0.75,0.2381,0.0723,0.0105,0.1299,0.1433,0.1481,85137602185998.69,93345199162761.66,96082920942460.12,3.37
0.0001,0.75,0.75,100.0,0.3,0.9996,0.0178,-0.0461,0.0028,0.1474,0.1522,5286427232682.252,121671895235109.16,125229416752632.3,132.97
0.0001,0.5,0.25,5.0,0.9,0.274,0.0839,0.0314,0.1268,0.1424,0.1465,81347188321981.38,92624380208289.08,97036321858709.48,4.18
100.0,0.25,0.75,25.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,22.16
1.0,0.5,0.25,100.0,0.75,0.5008,0.0577,0.0025,0.1051,0.1444,0.1487,76508427651287.58,104194070164930.88,108861725881278.2,48.27
0.0001,0.75,0.25,5.0,0.45,0.2923,0.0777,0.0494,0.1252,0.1429,0.1451,79795002130199.56,92165414748647.34,93191409221576.6,4.15
0.01,0.75,0.75,100.0,0.45,0.9901,0.0264,-0.049,0.0148,0.1468,0.1525,22376837694344.09,117518938158471.8,122726119742902.22,147.17
0.0,0.5,0.75,10.0,0.75,0.721,0.0148,-0.0275,0.0786,0.1477,0.1509,52495403768947.77,106125302197480.14,109715368858083.28,17.72
0.0,0.75,0.5,10.0,0.45,0.7872,0.0329,-0.0203,0.0686,0.1463,0.1504,42616350993996.9,99608796168413.52,105867219720756.12,13.67
100.0,0.25,0.5,100.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,17.16
100.0,0.5,0.25,10.0,0.6,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,8.83
1.0,0.75,0.75,25.0,0.15,0.5651,0.0546,-0.0035,0.0981,0.1447,0.1491,62116657592236.695,97561989924698.84,99396373567645.56,44.84
100.0,0.5,0.75,50.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,37.43
0.0,0.75,0.25,50.0,0.6,0.9998,0.0399,-0.0167,0.0022,0.1458,0.1501,2247098227084.8486,121480571372014.72,124691969306913.23,35.21
0.0001,0.25,0.5,25.0,0.75,0.852,-0.0688,-0.1388,0.0572,0.1538,0.1588,67688197562732.125,153569561262496.25,156366278752411.7,25.03
0.01,0.5,0.5,50.0,0.6,0.9777,0.0264,-0.0454,0.0222,0.1468,0.1522,41245561149999.21,131529679594531.56,136236031913973.84,62.09
0.01,0.25,0.75,25.0,0.15,0.8437,-0.0467,-0.111,0.0588,0.1522,0.1569,73143297865109.28,147645720436813.53,152588419133440.94,32.86
100.0,0.25,0.25,100.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,11.21
100.0,0.25,0.25,50.0,0.9,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,11.21
1.0,0.25,0.75,5.0,0.15,0.1989,0.0826,0.0271,0.1332,0.1425,0.1468,85882783096163.77,92682887131289.23,94414379223460.9,5.95
100.0,0.5,0.25,50.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,16.02
0.0001,0.75,0.75,50.0,0.15,0.9996,0.0194,-0.0463,0.003,0.1473,0.1523,5474913253281.602,120796322605152.95,125467006398169.3,99.19
100.0,0.25,0.5,5.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,4.94
1.0,0.25,0.25,5.0,0.15,0.1527,0.0737,0.0315,0.1369,0.1432,0.1465,88355789863097.2,93182012966672.98,93453049560696.28,3.29
100.0,0.25,0.5,50.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,17.1
1.0,0.25,0.75,50.0,0.9,0.4438,0.0051,-0.0602,0.111,0.1484,0.1533,91921006285265.6,115552914141750.7,121566017485280.95,58.75
0.01,0.25,0.5,10.0,0.3,0.5647,0.0029,-0.0606,0.0982,0.1486,0.1533,77768288195957.02,113212601656163.6,118145302793248.6,9.62
0.01,0.75,0.5,100.0,0.75,0.9892,0.0295,-0.0237,0.0155,0.1466,0.1506,24320485995121.79,115845073246517.22,121516635822063.88,102.3
0.0001,0.5,0.5,5.0,0.9,0.3022,0.071,0.034,0.1243,0.1434,0.1463,79386118460840.12,94621943984798.08,96233081574772.16,6.24
0.0,0.5,0.25,5.0,0.45,0.274,0.0839,0.0314,0.1268,0.1424,0.1465,81347288324294.08,92624999339728.38,97036220007043.12,4.16
1.0,0.25,0.25,5.0,0.45,0.1527,0.0737,0.0315,0.1369,0.1432,0.1465,88355789863097.2,93182012966672.98,93453049560696.28,3.35
100.0,0.5,0.5,25.0,0.6,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,26.37
100.0,0.25,0.25,100.0,0.9,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,11.19
100.0,0.75,0.25,10.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99561490463338.05,99561723201644.02,99559121297746.2,9.09
0.01,0.5,0.75,100.0,0.75,0.9822,-0.0049,-0.0545,0.0198,0.1491,0.1529,38681900797566.19,134572741239570.36,136108780821786.95,143.37
0.0,0.5,0.5,50.0,0.3,0.9958,0.0082,-0.0534,0.0096,0.1482,0.1528,11323731912901.951,137867128544087.56,140311328372910.2,63.74
100.0,0.5,0.75,50.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,36.85
100.0,0.25,0.5,25.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,17.09
0.01,0.5,0.5,100.0,0.45,0.9809,0.0327,-0.0495,0.0206,0.1463,0.1525,41449630263089.63,134196297862438.88,138909513884281.86,95.32
1.0,0.25,0.5,10.0,0.45,0.2976,0.0738,-0.0053,0.1247,0.1432,0.1492,83076795813412.72,96022521763241.05,102286333155725.8,10.6
100.0,0.25,0.25,5.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,3.52
0.0001,0.5,0.25,100.0,0.9,0.9963,0.0137,-0.0441,0.0091,0.1477,0.1521,14725531764672.787,140758641846501.8,143728216330708.47,43.85
0.0,0.75,0.5,25.0,0.45,0.998,0.0358,-0.0294,0.0066,0.1461,0.151,6955070600935.082,116839947018775.31,123241289573898.78,39.24
0.0001,0.5,0.25,5.0,0.6,0.274,0.0839,0.0314,0.1268,0.1424,0.1465,81347188321981.38,92624380208289.08,97036321858709.48,4.17
0.0,0.25,0.25,5.0,0.3,0.2381,0.0723,0.0105,0.1299,0.1433,0.1481,85137602185998.69,93345199162761.66,96082920942460.12,3.36
0.01,0.5,0.5,10.0,0.75,0.7223,0.0525,-0.0316,0.0784,0.1448,0.1512,55844068274582.414,102601661577772.56,107464433664162.66,13.12
1.0,0.75,0.25,100.0,0.15,0.5503,0.0581,0.0233,0.0998,0.1444,0.1471,67204364349764.84,101020675877965.1,102808016815580.58,53.69
1.0,0.25,0.5,50.0,0.45,0.4258,0.02,-0.0357,0.1127,0.1473,0.1515,93850362894338.42,116812435363455.16,121704029763115.12,45.47
0.0,0.25,0.5,25.0,0.6,0.8613,-0.0463,-0.1426,0.0554,0.1522,0.1591,67993533745598.85,156162108099081.47,162602614062675.28,25.29
0.0001,0.25,0.75,50.0,0.9,0.9207,-0.085,-0.1379,0.0419,0.155,0.1588,58186206518331.125,164779081817133.7,168906553567872.78,63.1
1.0,0.25,0.75,5.0,0.75,0.1989,0.0826,0.0271,0.1332,0.1425,0.1468,85882783096163.77,92682887131289.23,94414379223460.9,5.99
100.0,0.5,0.5,50.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,26.61
100.0,0.25,0.5,10.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,10.43
0.0,0.25,0.25,50.0,0.75,0.9298,-0.0544,-0.1219,0.0394,0.1528,0.1577,59319420719468.62,184624993082435.84,185104450929360.72,27.88
1.0,0.75,0.75,5.0,0.3,0.2237,0.0891,0.045,0.1311,0.142,0.1455,83570582958000.12,91287517170052.58,94017476556083.48,8.21
1.0,0.5,0.5,25.0,0.45,0.5068,0.0603,-0.006,0.1045,0.1442,0.1493,70513533787732.9,98816110667178.88,101095531552396.6,31.96
1.0,0.5,0.25,10.0,0.3,0.3153,0.0721,0.0229,0.1231,0.1433,0.1471,78786927493440.8,93788437180775.95,95891241571352.77,7.81
1.0,0.5,0.5,25.0,0.75,0.5068,0.0603,-0.006,0.1045,0.1442,0.1493,70513533787732.9,98816110667178.88,101095531552396.6,31.91
100.0,0.25,0.5,10.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,10.55
1.0,0.5,0.75,50.0,0.15,0.5665,0.0346,-0.0085,0.098,0.1462,0.1495,68193091131043.97,102309737898401.2,106227300225263.34,80.8
0.0001,0.5,0.75,50.0,0.6,0.9952,-0.0136,-0.0714,0.0103,0.1498,0.1541,13692580347450.572,135902939587346.36,138600131727078.2,91.68
100.0,0.5,0.75,25.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,35.84
1.0,0.75,0.25,5.0,0.6,0.1767,0.0883,0.0502,0.135,0.142,0.1451,86635122525218.16,91919674185815.7,92191186543259.14,4.09
0.01,0.5,0.5,50.0,0.3,0.9777,0.0264,-0.0454,0.0222,0.1468,0.1522,41245561149999.21,131529679594531.56,136236031913973.84,61.83
1.0,0.5,0.5,50.0,0.9,0.5321,0.0536,-0.0201,0.1018,0.1447,0.1503,70973194888450.47,102595185133875.38,107511764321239.14,59.35
100.0,0.25,0.75,50.0,0.6,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,21.9
100.0,0.5,0.25,100.0,0.9,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,16.97
0.0,0.75,0.25,25.0,0.15,0.9984,0.0461,-0.0108,0.006,0.1453,0.1497,6642219406149.06,117894906949822.16,121138211390400.95,21.99
0.01,0.5,0.25,50.0,0.45,0.9761,0.0108,-0.0362,0.023,0.148,0.1515,46875953704540.33,135334224173571.94,137671440436855.31,34.61
0.01,0.5,0.25,5.0,0.15,0.2782,0.08,0.0311,0.1264,0.1427,0.1465,81055966434256.08,93238031206293.88,96531761586384.84,4.13
100.0,0.75,0.25,50.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99561490463338.05,99561723201644.02,99559121297746.2,18.45
100.0,0.75,0.25,50.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99561490463338.05,99561723201644.02,99559121297746.2,18.45
1.0,0.75,0.25,25.0,0.3,0.5002,0.0632,0.0191,0.1052,0.144,0.1474,67284749498868.81,95947761641945.5,99586581115564.7,18.93
0.0001,0.5,0.75,10.0,0.45,0.73,0.0283,-0.0508,0.0773,0.1467,0.1526,52195700461434.85,103505451292434.84,108262726542766.38,17.47
100.0,0.25,0.5,100.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,16.98
100.0,0.5,0.25,25.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,15.6
100.0,0.5,0.5,25.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,26.11
1.0,0.25,0.25,10.0,0.6,0.2667,0.0648,0.0034,0.1274,0.1439,0.1486,84356915614643.17,93656151410818.16,97324021055665.44,6.12
1.0,0.5,0.5,25.0,0.6,0.5068,0.0603,-0.006,0.1045,0.1442,0.1493,70513533787732.9,98816110667178.88,101095531552396.6,31.58
1.0,0.5,0.5,100.0,0.3,0.5481,0.0365,-0.0165,0.1,0.146,0.1501,72951235855107.81,105822200113883.92,110523576030572.77,93.85
100.0,0.25,0.25,25.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,11.08
100.0,0.25,0.75,100.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,21.96
100.0,0.75,0.25,25.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99561490463338.05,99561723201644.02,99559121297746.2,17.73
100.0,0.75,0.25,50.0,0.9,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99561490463338.05,99561723201644.02,99559121297746.2,18.52
100.0,0.5,0.5,10.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,14.18
100.0,0.25,0.5,5.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,4.91
100.0,0.5,0.75,25.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,35.47
0.01,0.25,0.25,50.0,0.45,0.905,-0.0311,-0.1054,0.0459,0.1511,0.1565,90656803205211.2,175359312725119.8,176846658148638.9,27.44
0.0,0.25,0.75,100.0,0.75,0.9334,-0.0812,-0.1424,0.0384,0.1547,0.1591,51794840798442.91,172887884504604.38,175145590157512.5,101.32
0.0,0.5,0.75,50.0,0.15,0.9951,-0.0214,-0.067,0.0105,0.1504,0.1538,11948833639779.838,135418245665892.14,139236850425377.38,88.92
0.0,0.25,0.5,100.0,0.9,0.9333,-0.1157,-0.1739,0.0384,0.1571,0.1613,53250028727404.13,175353412921470.44,188319438955658.4,70.87
100.0,0.25,0.75,100.0,0.9,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,21.98
100.0,0.75,0.5,25.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99561490463338.05,99561723201644.02,99559121297746.2,31.3
100.0,0.25,0.5,25.0,0.9,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,17.32
1.0,0.5,0.5,100.0,0.9,0.5481,0.0365,-0.0165,0.1,0.146,0.1501,72951235855107.81,105822200113883.92,110523576030572.77,96.71
0.0,0.25,0.75,10.0,0.3,0.5824,-0.0085,-0.0417,0.0961,0.1494,0.1519,75869030518221.97,114998201616964.56,119000547178596.28,12.66
0.01,0.25,0.75,10.0,0.3,0.5753,-0.0067,-0.0525,0.097,0.1493,0.1527,76662329127826.88,112466820427131.8,119470310134904.84,12.66
0.01,0.5,0.75,50.0,0.75,0.978,0.0035,-0.0708,0.022,0.1485,0.154,38836624793614.055,129415195770193.36,134280657236752.44,87.22
100.0,0.25,0.5,25.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,17.26
0.0001,0.25,0.25,50.0,0.15,0.9299,-0.0311,-0.1337,0.0394,0.1511,0.1585,59847445206159.336,182266143383600.0,184613023451468.16,28.26
1.0,0.5,0.5,100.0,0.75,0.5481,0.0365,-0.0165,0.1,0.146,0.1501,72951235855107.81,105822200113883.92,110523576030572.77,95.4
0.01,0.75,0.5,100.0,0.45,0.9892,0.0295,-0.0237,0.0155,0.1466,0.1506,24320485995121.79,115845073246517.22,121516635822063.88,101.77
0.0001,0.75,0.5,50.0,0.9,0.9995,0.0329,-0.0208,0.0032,0.1463,0.1504,6064864128316.435,118056413261947.7,123149015930453.6,68.25
1.0,0.5,0.5,100.0,0.6,0.5481,0.0365,-0.0165,0.1,0.146,0.1501,72951235855107.81,105822200113883.92,110523576030572.77,94.56
100.0,0.25,0.5,25.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,17.06
0.0,0.75,0.25,5.0,0.9,0.2923,0.0777,0.0494,0.1252,0.1429,0.1451,79794190523809.14,92168249894012.16,93190270338890.48,4.12
1.0,0.25,0.25,50.0,0.45,0.3726,0.0177,-0.0254,0.1178,0.1475,0.1507,95795628422551.3,113148843109202.06,116072289123468.7,26.43
1.0,0.5,0.75,10.0,0.75,0.3943,0.0554,0.0061,0.1158,0.1446,0.1484,73523682403315.62,95279920311867.8,97519523633741.98,16.58
0.0001,0.25,0.25,25.0,0.9,0.8666,-0.0417,-0.1105,0.0543,0.1518,0.1569,73851712113663.44,162072881794638.22,161345813487850.7,15.67
1.0,0.5,0.25,5.0,0.6,0.1738,0.0856,0.0531,0.1352,0.1423,0.1448,86821219617540.78,92264299417808.6,92289411666595.44,4.11
0.0001,0.25,0.5,50.0,0.15,0.9277,-0.0915,-0.161,0.04,0.1554,0.1604,59534504289581.234,176365056122197.03,182147329931630.4,47.86
0.01,0.75,0.75,25.0,0.6,0.9791,0.0306,-0.0322,0.0215,0.1465,0.1512,23832147104736.69,113342042104040.6,117049468921964.6,49.8
0.0001,0.25,0.75,25.0,0.9,0.8568,-0.0659,-0.1174,0.0563,0.1536,0.1573,65200501226210.01,150231308879588.66,155722281474863.4,32.85
1.0,0.25,0.75,100.0,0.45,0.4532,0.0129,-0.0424,0.11,0.1478,0.152,93903404856105.14,117259566905295.12,123177194704773.14,89.25
0.01,0.5,0.75,25.0,0.3,0.9613,-0.0017,-0.0503,0.0293,0.1489,0.1525,39694403441744.37,126907934485950.28,128062014793208.3,47.98
0.0001,0.5,0.5,50.0,0.6,0.9956,0.0129,-0.0598,0.0099,0.1478,0.1532,14232224946511.863,136659307579906.08,140780345471645.88,62.55
0.01,0.75,0.5,50.0,0.75,0.987,0.0281,-0.0216,0.017,0.1467,0.1505,24487679490600.68,114489988609319.84,120563383414263.84,62.35
0.0001,0.5,0.5,50.0,0.75,0.9956,0.0129,-0.0598,0.0099,0.1478,0.1532,14232224946511.863,136659307579906.08,140780345471645.88,63.98
0.0001,0.25,0.75,5.0,0.15,0.2605,0.0623,0.0152,0.1279,0.1441,0.1477,83825992919747.64,95220468617638.72,99203411574022.69,5.88
0.0001,0.75,0.75,10.0,0.15,0.7941,0.0428,-0.0298,0.0675,0.1456,0.1511,41498703840082.24,101709829050731.69,108689028736027.52,18.31
100.0,0.25,0.75,5.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,6.14
100.0,0.5,0.25,100.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,15.76
0.0,0.5,0.25,10.0,0.45,0.6755,0.0455,-0.0127,0.0848,0.1453,0.1498,57736561087506.99,103068974908307.58,107291766508232.88,7.95
0.0001,0.25,0.5,100.0,0.75,0.9345,-0.0933,-0.155,0.0381,0.1556,0.16,54290192865768.33,175524756624890.22,183159035189390.75,70.1
0.0,0.25,0.25,100.0,0.6,0.9331,-0.0698,-0.1295,0.0385,0.1539,0.1582,55628868134590.39,184234375475500.88,185771990838099.44,34.2
0.01,0.5,0.5,10.0,0.9,0.7223,0.0525,-0.0316,0.0784,0.1448,0.1512,55844068274582.414,102601661577772.56,107464433664162.66,12.96
1.0,0.25,0.25,50.0,0.6,0.3726,0.0177,-0.0254,0.1178,0.1475,0.1507,95795628422551.3,113148843109202.06,116072289123468.7,26.07
100.0,0.5,0.75,10.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99908193959206.95,99908427507978.77,99905816543457.48,18.91
1.0,0.25,0.5,50.0,0.75,0.4258,0.02,-0.0357,0.1127,0.1473,0.1515,93850362894338.42,116812435363455.16,121704029763115.12,45.79
1.0,0.75,0.25,10.0,0.3,0.3633,0.0727,0.0313,0.1187,0.1433,0.1465,75653730619224.02,92576056821018.9,95117457961045.95,7.74
0.01,0.75,0.25,100.0,0.9,0.9878,0.0404,-0.0056,0.0165,0.1457,0.1493,26777553861037.125,119215498538208.77,121264403334254.69,53.11
0.0001,0.25,0.5,50.0,0.75,0.9277,-0.0915,-0.161,0.04,0.1554,0.1604,59534504289581.234,176365056122197.03,182147329931630.4,47.55
0.0,0.75,0.75,25.0,0.15,0.9981,0.0362,-0.0407,0.0064,0.1461,0.1518,6431401100446.081,116989431574814.12,122764216550311.1,54.07
0.01,0.75,0.5,25.0,0.15,0.9796,0.0368,-0.0324,0.0213,0.146,0.1512,25310614849311.21,114059674491336.88,118867799593413.7,35.53
0.0001,0.25,0.75,10.0,0.9,0.5683,0.0052,-0.0425,0.0978,0.1484,0.152,74727683533141.31,113401027710726.84,118429507923980.06,12.36
0.0001,0.5,0.25,10.0,0.15,0.6818,0.0517,-0.005,0.0839,0.1449,0.1492,57669008662350.4,103280504346091.5,107535810140232.56,7.94
1.0,0.25,0.5,5.0,0.3,0.1842,0.0844,0.0285,0.1344,0.1424,0.1467,86564160097759.02,92238577896728.14,94325913769616.77,4.6
0.0001,0.75,0.5,100.0,0.15,0.9996,0.0369,-0.0212,0.0029,0.146,0.1504,5816670748177.783,118498346437469.12,123736018374939.7,85.06
1.0,0.75,0.5,10.0,0.6,0.3897,0.0707,0.029,0.1162,0.1434,0.1467,73271969685315.33,94290428737036.72,96248268236516.84,12.45
0.0001,0.5,0.5,10.0,0.75,0.7213,0.0415,-0.0376,0.0785,0.1456,0.1516,53845580380768.13,104310975726439.28,107788348319287.12,13.03
0.0,0.5,0.25,100.0,0.45,0.9967,0.003,-0.0386,0.0085,0.1485,0.1517,9554701551022.93,141060062458385.78,141601756998143.44,41.47
100.0,0.25,0.5,5.0,0.9,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100502299192952.88,100502534130525.12,100499907639873.05,4.87
0.0,0.5,0.25,10.0,0.3,0.6755,0.0455,-0.0127,0.0848,0.1453,0.1498,57736561087506.99,103068974908307.58,107291766508232.88,8.03
0.01,0.25,0.75,10.0,0.75,0.5753,-0.0067,-0.0525,0.097,0.1493,0.1527,76662329127826.88,112466820427131.8,119470310134904.84,12.49
