n_estimators,eta,max_depth,l2_leaf_reg,colsample_bylevel,subsample,max_bin,random_seed,silent,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time
25.0,0.01,16.0,0.3,0.75,0.5,65535.0,19260817.0,1.0,0.1,0.0211,0.0181,0.1411,0.1472,0.1475,93694124054599.56,96349180805784.14,96696900103798.28,43.51
25.0,0.01,16.0,0.3,0.75,0.25,13684.0,19260817.0,1.0,0.0977,0.0224,0.019,0.1413,0.1471,0.1474,93822988227692.12,96362631234159.92,96495783388799.62,41.6
100.0,0.0001,16.0,0.3,0.75,0.25,65535.0,19260817.0,1.0,0.0044,0.0011,0.0009,0.1484,0.1487,0.1488,99428737945139.0,99537805952900.86,99534998380478.88,172.39
50.0,0.0001,8.0,0.3,0.75,0.25,65535.0,19260817.0,1.0,0.0007,0.0006,0.0005,0.1487,0.1487,0.1488,99651702178734.38,99654283529259.14,99654308504239.98,0.58
50.0,0.0001,16.0,0.5,0.75,0.25,65535.0,19260817.0,1.0,0.002,0.0005,0.0005,0.1486,0.1487,0.1488,99556496099336.4,99602943735034.44,99606920866727.72,85.3
50.0,0.0001,16.0,0.3,0.75,0.5,65535.0,19260817.0,1.0,0.0022,0.0005,0.0005,0.1486,0.1487,0.1488,99555476451605.36,99614483388436.88,99611441842523.7,88.0
50.0,0.0001,16.0,0.3,0.75,0.25,13684.0,19260817.0,1.0,0.0022,0.0005,0.0005,0.1486,0.1487,0.1488,99556885152765.28,99612831102574.38,99610312553570.84,89.73
25.0,0.0001,8.0,0.3,0.75,0.25,13684.0,19260817.0,1.0,0.0003,0.0003,0.0002,0.1488,0.1487,0.1488,99668657869041.56,99669686740381.84,99668392926187.36,0.36
25.0,0.0001,16.0,0.5,0.75,0.25,13684.0,19260817.0,1.0,0.001,0.0003,0.0002,0.1487,0.1488,0.1488,99622742411140.14,99646758054252.08,99646561550203.58,42.5
25.0,0.0001,16.0,0.3,0.75,0.5,13684.0,19260817.0,1.0,0.0011,0.0003,0.0002,0.1487,0.1488,0.1488,99623065840673.3,99651054402787.2,99649350873202.23,41.05
25.0,0.0001,16.0,0.3,0.75,0.25,4096.0,19260817.0,1.0,0.0011,0.0003,0.0002,0.1487,0.1487,0.1488,99622485902923.12,99650854065227.69,99648673331658.84,41.82
25.0,0.0001,8.0,0.5,0.75,0.25,65535.0,19260817.0,1.0,0.0003,0.0003,0.0002,0.1488,0.1487,0.1488,99668385600198.77,99669813572935.05,99668421276671.06,0.36
25.0,0.0001,16.0,0.7,0.75,0.25,65535.0,19260817.0,1.0,0.001,0.0003,0.0002,0.1487,0.1488,0.1488,99620525883879.72,99641526202325.56,99641415408342.8,43.06
25.0,0.0001,16.0,0.5,0.75,0.5,65535.0,19260817.0,1.0,0.001,0.0003,0.0002,0.1487,0.1488,0.1488,99622002661649.1,99647179504077.1,99644897850904.3,42.04
25.0,0.0001,8.0,0.3,0.75,0.5,65535.0,19260817.0,1.0,0.0003,0.0003,0.0002,0.1488,0.1487,0.1488,99668648090412.4,99670900183976.52,99669004504454.05,0.45
50.0,0.0001,16.0,0.3,0.75,0.75,65535.0,19260817.0,1.0,0.0022,0.0005,0.0005,0.1486,0.1487,0.1488,99555717430888.56,99611455787329.84,99611979754700.84,86.08
25.0,0.01,16.0,0.3,0.75,0.75,65535.0,19260817.0,1.0,0.1002,0.0217,0.0184,0.1411,0.1472,0.1475,93671853155719.14,96433646572829.64,96556540554203.84,44.15
25.0,0.0001,16.0,0.5,0.75,0.75,65535.0,19260817.0,1.0,0.001,0.0003,0.0002,0.1487,0.1488,0.1488,99619459759669.02,99644708852525.52,99643986384841.9,45.34
25.0,0.0001,16.0,0.3,0.75,0.75,13684.0,19260817.0,1.0,0.0011,0.0003,0.0002,0.1487,0.1488,0.1488,99620898934582.44,99647865719734.16,99647921038187.06,40.94
50.0,0.01,16.0,0.3,0.75,0.75,65535.0,19260817.0,1.0,0.1828,0.036,0.0304,0.1345,0.1461,0.1466,88478650482919.23,94088152778090.72,93991569670282.52,85.85
25.0,0.01,8.0,0.3,0.75,0.75,65535.0,19260817.0,1.0,0.0279,0.0246,0.02,0.1467,0.1469,0.1474,98119623203918.62,98278581678691.12,98387259544545.6,0.46
25.0,0.01,16.0,0.5,0.75,0.75,65535.0,19260817.0,1.0,0.0943,0.0213,0.0183,0.1416,0.1472,0.1475,93577723031663.88,95983428504820.84,96288321856578.66,43.82
25.0,0.01,16.0,0.3,0.75,0.75,13684.0,19260817.0,1.0,0.1002,0.0217,0.0184,0.1411,0.1472,0.1475,93671853155719.14,96433646572829.64,96556540554203.84,44.29
100.0,0.0001,16.0,0.3,0.75,0.75,65535.0,19260817.0,1.0,0.0044,0.0011,0.0009,0.1484,0.1487,0.1488,99427235089824.6,99537373828644.84,99538094811909.95,177.32
50.0,0.0001,8.0,0.3,0.75,0.75,65535.0,19260817.0,1.0,0.0007,0.0006,0.0005,0.1487,0.1487,0.1488,99652142157560.88,99654560267817.95,99654597089976.05,0.8
50.0,0.0001,16.0,0.5,0.75,0.75,65535.0,19260817.0,1.0,0.0021,0.0005,0.0005,0.1486,0.1487,0.1488,99553396890370.44,99604636238667.6,99604407214732.2,86.85
50.0,0.0001,16.0,0.3,0.75,0.75,13684.0,19260817.0,1.0,0.0022,0.0005,0.0005,0.1486,0.1487,0.1488,99555717430888.56,99611455787329.84,99611979754700.84,82.93
25.0,0.0001,8.0,0.3,0.75,0.75,13684.0,19260817.0,1.0,0.0003,0.0003,0.0002,0.1488,0.1487,0.1488,99669176579666.14,99670470273754.69,99668791588168.56,0.44
25.0,0.0001,16.0,0.5,0.75,0.75,13684.0,19260817.0,1.0,0.001,0.0003,0.0002,0.1487,0.1488,0.1488,99619459759669.02,99644708852525.52,99643986384841.9,43.19
25.0,0.0001,16.0,0.3,0.75,0.75,4096.0,19260817.0,1.0,0.0011,0.0003,0.0002,0.1487,0.1488,0.1488,99620898934582.44,99647865719734.16,99647921038187.06,40.55
25.0,0.0001,8.0,0.5,0.75,0.75,65535.0,19260817.0,1.0,0.0003,0.0003,0.0002,0.1488,0.1487,0.1488,99668978819769.36,99670231915733.2,99668381871268.23,0.45
25.0,0.0001,16.0,0.7,0.75,0.75,65535.0,19260817.0,1.0,0.001,0.0003,0.0002,0.1487,0.1488,0.1488,99619429166256.31,99642071090771.16,99641969883210.94,40.36
50.0,0.0001,16.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.0014,0.0005,0.0005,0.1487,0.1487,0.1488,99594675812415.69,99626303529706.72,99634677452901.77,5.0
25.0,0.01,16.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.0675,0.0208,0.0189,0.1437,0.1472,0.1474,95271271368315.31,96988698059293.3,97481388109131.56,2.65
25.0,0.0001,16.0,0.9,0.5,0.25,4.0,19260817.0,1.0,0.0008,0.0003,0.0002,0.1487,0.1488,0.1488,99632649565388.4,99652166664422.02,99653324595118.44,2.94
25.0,0.0001,16.0,0.9,0.25,0.5,4.0,19260817.0,1.0,0.0007,0.0003,0.0002,0.1487,0.1488,0.1488,99638993066002.0,99653944540957.28,99658038630977.14,2.58
25.0,0.0001,16.0,0.9,0.25,0.25,16.0,19260817.0,1.0,0.0008,0.0002,0.0002,0.1487,0.1488,0.1488,99627250997535.77,99643656423057.52,99643391574356.84,3.42
50.0,0.01,16.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.1206,0.0342,0.03,0.1395,0.1462,0.1466,91762051731915.44,95100884702733.98,96086262577347.86,5.46
25.0,0.01,8.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.0242,0.0214,0.0194,0.147,0.1472,0.1474,98298264216920.72,98272465598132.56,98567689313086.38,0.21
25.0,0.01,16.0,0.7,0.25,0.25,4.0,19260817.0,1.0,0.0706,0.021,0.0188,0.1434,0.1472,0.1474,95250189373984.98,97129891348797.44,97644530927274.48,2.64
25.0,0.01,16.0,0.9,0.5,0.25,4.0,19260817.0,1.0,0.071,0.0209,0.0177,0.1434,0.1472,0.1475,94956279832188.77,96851848711683.86,97138833154024.9,3.21
25.0,0.01,16.0,0.9,0.25,0.5,4.0,19260817.0,1.0,0.0627,0.022,0.0186,0.144,0.1471,0.1475,95614140711021.69,97131583852241.9,97622561690671.38,2.26
25.0,0.01,16.0,0.9,0.25,0.25,16.0,19260817.0,1.0,0.072,0.0194,0.0176,0.1433,0.1473,0.1475,94513919346882.84,96214125600101.8,96295233830784.1,3.44
100.0,0.0001,16.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.0029,0.001,0.0009,0.1486,0.1487,0.1488,99498605411382.6,99565250791066.02,99579540928218.05,10.29
50.0,0.0001,8.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.0006,0.0005,0.0005,0.1487,0.1487,0.1488,99655296011634.34,99654376972452.56,99658536533939.23,0.35
50.0,0.0001,16.0,0.7,0.25,0.25,4.0,19260817.0,1.0,0.0015,0.0005,0.0005,0.1487,0.1487,0.1488,99595263674059.05,99628940091876.84,99637058242236.2,4.94
50.0,0.0001,16.0,0.9,0.5,0.25,4.0,19260817.0,1.0,0.0016,0.0005,0.0005,0.1487,0.1487,0.1488,99579438038149.5,99617752601327.66,99622939145245.77,6.12
50.0,0.0001,16.0,0.9,0.25,0.5,4.0,19260817.0,1.0,0.0014,0.0005,0.0005,0.1487,0.1487,0.1488,99595280220225.72,99626268404611.0,99634698122819.14,5.3
50.0,0.0001,16.0,0.9,0.25,0.25,16.0,19260817.0,1.0,0.0017,0.0005,0.0004,0.1487,0.1487,0.1488,99561942544954.95,99597149250604.8,99599649418626.98,8.39
25.0,0.0001,8.0,0.9,0.5,0.25,4.0,19260817.0,1.0,0.0003,0.0003,0.0002,0.1488,0.1488,0.1488,99669953090335.86,99670485359364.48,99671014908084.28,0.23
25.0,0.0001,16.0,0.7,0.5,0.25,4.0,19260817.0,1.0,0.0008,0.0003,0.0002,0.1487,0.1488,0.1488,99632136619335.28,99653619216115.16,99654268203544.95,3.08
25.0,0.0001,16.0,0.9,0.5,0.5,4.0,19260817.0,1.0,0.0008,0.0003,0.0002,0.1487,0.1488,0.1488,99632999371972.58,99653199335030.56,99653741559503.7,3.26
25.0,0.0001,16.0,0.9,0.5,0.25,16.0,19260817.0,1.0,0.0009,0.0002,0.0002,0.1487,0.1488,0.1488,99620262269299.28,99640744427883.31,99639999401964.92,5.35
25.0,0.0001,8.0,0.9,0.25,0.5,4.0,19260817.0,1.0,0.0003,0.0003,0.0002,0.1488,0.1488,0.1488,99670608829010.56,99670364946238.8,99670877239326.92,0.26
25.0,0.0001,16.0,0.7,0.25,0.5,4.0,19260817.0,1.0,0.0008,0.0003,0.0002,0.1487,0.1488,0.1488,99639276770288.2,99655517833212.52,99659783501633.56,2.57
25.0,0.0001,16.0,0.9,0.25,0.5,16.0,19260817.0,1.0,0.0008,0.0002,0.0002,0.1487,0.1488,0.1488,99629821213244.42,99645574117150.62,99645385040285.84,3.42
25.0,0.0001,8.0,0.9,0.25,0.25,16.0,19260817.0,1.0,0.0003,0.0003,0.0002,0.1488,0.1487,0.1488,99668825067994.34,99669926890042.4,99669202186839.28,0.21
25.0,0.0001,16.0,0.7,0.25,0.25,16.0,19260817.0,1.0,0.0009,0.0002,0.0002,0.1487,0.1488,0.1488,99627029752705.2,99644999303912.88,99644702934223.28,3.76
25.0,0.0001,16.0,0.9,0.25,0.25,64.0,19260817.0,1.0,0.0008,0.0003,0.0002,0.1487,0.1488,0.1488,99626192575529.8,99643593949228.6,99644147823805.77,9.6
50.0,0.0001,16.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.0014,0.0005,0.0005,0.1487,0.1487,0.1488,99594789023370.95,99626549785125.31,99634145657663.44,5.1
25.0,0.01,16.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.0627,0.0212,0.0188,0.144,0.1472,0.1474,95622265354713.94,97219717989452.22,97755088748705.72,2.52
25.0,0.0001,16.0,0.9,0.5,0.75,4.0,19260817.0,1.0,0.0008,0.0003,0.0002,0.1487,0.1488,0.1488,99632511726675.66,99653408524465.28,99655291385161.02,3.39
25.0,0.0001,16.0,0.9,0.25,0.75,16.0,19260817.0,1.0,0.0008,0.0003,0.0002,0.1487,0.1488,0.1488,99628748661243.77,99646115524696.88,99643988505722.02,3.51
50.0,0.01,16.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.1139,0.0342,0.0297,0.1401,0.1462,0.1466,92256516028780.78,95471158787795.62,96410962358921.84,5.16
25.0,0.01,8.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.0238,0.0214,0.0191,0.147,0.1472,0.1474,98324516250076.64,98322407155459.48,98605464002031.86,0.29
25.0,0.01,16.0,0.7,0.25,0.75,4.0,19260817.0,1.0,0.0661,0.0211,0.0193,0.1438,0.1472,0.1474,95569505975035.22,97325993785862.05,97833185871726.44,2.29
25.0,0.01,16.0,0.9,0.5,0.75,4.0,19260817.0,1.0,0.0716,0.0207,0.0174,0.1434,0.1472,0.1475,94871349650805.28,96798714214792.4,97306584779392.28,3.47
25.0,0.01,16.0,0.9,0.25,0.75,16.0,19260817.0,1.0,0.0719,0.0208,0.0178,0.1433,0.1472,0.1475,94569751823758.72,96387509996659.9,96498184292090.78,3.75
100.0,0.0001,16.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.0028,0.001,0.0009,0.1486,0.1487,0.1488,99506283507936.8,99569592435249.2,99584339339836.69,10.38
50.0,0.0001,8.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.0006,0.0005,0.0005,0.1487,0.1487,0.1488,99656809181288.23,99655409639746.64,99659227483286.6,0.48
50.0,0.0001,16.0,0.7,0.25,0.75,4.0,19260817.0,1.0,0.0015,0.0005,0.0005,0.1487,0.1487,0.1488,99594916008056.52,99629012415295.06,99637219156900.38,4.95
50.0,0.0001,16.0,0.9,0.5,0.75,4.0,19260817.0,1.0,0.0016,0.0005,0.0005,0.1487,0.1487,0.1488,99580718843730.77,99621302453559.16,99626593107009.23,6.94
50.0,0.0001,16.0,0.9,0.25,0.75,16.0,19260817.0,1.0,0.0017,0.0005,0.0004,0.1487,0.1487,0.1488,99563930232133.66,99601350898270.44,99600715264579.88,7.92
25.0,0.0001,8.0,0.9,0.25,0.75,16.0,19260817.0,1.0,0.0003,0.0003,0.0002,0.1488,0.1487,0.1488,99669026517435.23,99670311606704.05,99669330976012.06,0.28
25.0,0.0001,16.0,0.7,0.25,0.75,16.0,19260817.0,1.0,0.0008,0.0003,0.0002,0.1487,0.1488,0.1488,99629507430421.98,99647780180043.23,99646119862950.12,5.09
25.0,0.0001,16.0,0.9,0.5,0.75,16.0,19260817.0,1.0,0.0009,0.0002,0.0002,0.1487,0.1488,0.1488,99621056422734.12,99639647854948.84,99640272802297.28,5.48
25.0,0.0001,16.0,0.9,0.25,0.75,64.0,19260817.0,1.0,0.0008,0.0003,0.0002,0.1487,0.1488,0.1488,99627968563927.48,99645842672351.48,99645730292821.9,9.4
25.0,0.0001,8.0,0.9,0.5,0.75,4.0,19260817.0,1.0,0.0003,0.0003,0.0002,0.1488,0.1487,0.1488,99670365994015.23,99670672978252.56,99670801508036.77,0.31
25.0,0.0001,16.0,0.7,0.5,0.75,4.0,19260817.0,1.0,0.0008,0.0003,0.0002,0.1487,0.1488,0.1488,99632673159522.1,99655030920644.2,99656794209408.48,3.32
50.0,0.0001,16.0,0.9,0.75,0.25,4.0,19260817.0,1.0,0.0016,0.0005,0.0005,0.1487,0.1487,0.1488,99581237977015.77,99618776743101.72,99627135729866.3,6.82
25.0,0.01,16.0,0.9,0.75,0.25,4.0,19260817.0,1.0,0.0688,0.0206,0.0189,0.1436,0.1472,0.1474,95150879259112.88,97087846562966.52,97400406700665.1,3.41
25.0,0.0001,16.0,0.9,0.75,0.5,4.0,19260817.0,1.0,0.0008,0.0003,0.0002,0.1487,0.1488,0.1488,99633336280954.98,99653715768273.16,99656208561294.22,3.65
25.0,0.0001,16.0,0.9,0.75,0.25,16.0,19260817.0,1.0,0.0009,0.0003,0.0002,0.1487,0.1488,0.1488,99617485731351.06,99639560837837.3,99639237821657.28,6.98
50.0,0.01,16.0,0.9,0.75,0.25,4.0,19260817.0,1.0,0.1282,0.0343,0.0299,0.1389,0.1462,0.1466,91130175572357.06,94846520609683.22,95567278731707.8,6.61
25.0,0.01,8.0,0.9,0.75,0.25,4.0,19260817.0,1.0,0.0248,0.0223,0.0199,0.1469,0.1471,0.1474,98250270068124.23,98218098326226.77,98577557549964.22,0.24
25.0,0.01,16.0,0.7,0.75,0.25,4.0,19260817.0,1.0,0.0717,0.0219,0.0186,0.1433,0.1471,0.1475,95145701140248.05,97211362715260.4,97468127757461.3,3.5
25.0,0.01,16.0,0.9,0.75,0.5,4.0,19260817.0,1.0,0.0684,0.0201,0.0191,0.1436,0.1473,0.1474,95168015000395.08,96906498695992.98,97302370415519.4,3.38
25.0,0.01,16.0,0.9,0.75,0.25,16.0,19260817.0,1.0,0.0826,0.0212,0.0181,0.1425,0.1472,0.1475,93688760233759.2,95696921825313.77,95944129997689.5,7.05
100.0,0.0001,16.0,0.9,0.75,0.25,4.0,19260817.0,1.0,0.0032,0.001,0.0009,0.1485,0.1487,0.1488,99471568387931.8,99551550530611.02,99568520274853.38,14.24
50.0,0.0001,8.0,0.9,0.75,0.25,4.0,19260817.0,1.0,0.0006,0.0005,0.0005,0.1487,0.1487,0.1488,99653988087526.23,99652629602117.2,99658754162692.06,0.4
50.0,0.0001,16.0,0.7,0.75,0.25,4.0,19260817.0,1.0,0.0017,0.0005,0.0005,0.1487,0.1487,0.1488,99581544234759.66,99621488227469.78,99631540555411.16,6.98
50.0,0.0001,16.0,0.9,0.75,0.5,4.0,19260817.0,1.0,0.0016,0.0005,0.0005,0.1487,0.1487,0.1488,99577829577436.28,99618847369095.22,99626300352977.98,7.18
50.0,0.0001,16.0,0.9,0.75,0.25,16.0,19260817.0,1.0,0.0018,0.0005,0.0004,0.1486,0.1487,0.1488,99550130428473.1,99592478579932.05,99593220951284.6,13.78
25.0,0.0001,8.0,0.9,0.75,0.5,4.0,19260817.0,1.0,0.0003,0.0003,0.0003,0.1488,0.1487,0.1488,99669965567597.3,99669764311022.05,99671206262317.92,0.28
25.0,0.0001,16.0,0.7,0.75,0.5,4.0,19260817.0,1.0,0.0008,0.0003,0.0002,0.1487,0.1488,0.1488,99633407562810.56,99655502176617.12,99657621641198.94,3.84
25.0,0.0001,16.0,0.9,0.75,0.5,16.0,19260817.0,1.0,0.0009,0.0003,0.0002,0.1487,0.1488,0.1488,99619008495975.28,99639085332748.3,99641188541595.48,7.29
25.0,0.0001,8.0,0.9,0.75,0.25,16.0,19260817.0,1.0,0.0003,0.0003,0.0003,0.1488,0.1487,0.1488,99668141791686.23,99669109983731.94,99668990981786.52,0.25
25.0,0.0001,16.0,0.7,0.75,0.25,16.0,19260817.0,1.0,0.001,0.0003,0.0002,0.1487,0.1488,0.1488,99618286324457.2,99641876383357.2,99640645774030.44,7.01
25.0,0.0001,16.0,0.9,0.75,0.25,64.0,19260817.0,1.0,0.0009,0.0003,0.0002,0.1487,0.1488,0.1488,99619061569328.06,99641384282340.16,99640366137999.86,24.43
50.0,0.0001,16.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.0016,0.0005,0.0005,0.1487,0.1487,0.1488,99583942848115.95,99623194798911.3,99627219611354.8,7.13
25.0,0.01,16.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.0695,0.0212,0.0185,0.1435,0.1472,0.1475,95078117461188.95,96878232819007.3,97311634866111.64,3.69
25.0,0.0001,16.0,0.9,0.75,0.75,16.0,19260817.0,1.0,0.0009,0.0003,0.0002,0.1487,0.1488,0.1488,99624650309965.23,99643325284877.48,99645856229667.16,7.07
50.0,0.01,16.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.1282,0.0345,0.0293,0.1389,0.1462,0.1467,91153973266173.14,94928867620542.12,95840070130409.3,7.93
25.0,0.01,8.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.0246,0.022,0.0198,0.1469,0.1471,0.1474,98264100424680.94,98266490926469.6,98546666486010.69,0.35
25.0,0.01,16.0,0.7,0.75,0.75,4.0,19260817.0,1.0,0.0723,0.0212,0.0187,0.1433,0.1472,0.1475,95097346852625.3,97005554541596.6,97576889814082.34,3.49
25.0,0.01,16.0,0.9,0.75,0.75,16.0,19260817.0,1.0,0.0776,0.0216,0.0183,0.1429,0.1472,0.1475,94225358936440.86,96245200445113.86,96563275384656.14,6.96
100.0,0.0001,16.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.0031,0.001,0.0009,0.1485,0.1487,0.1488,99480981115419.64,99557787360124.23,99572936418264.12,14.22
50.0,0.0001,8.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.0006,0.0005,0.0005,0.1487,0.1487,0.1488,99653898616526.9,99654108052878.64,99658084901682.2,0.56
50.0,0.0001,16.0,0.7,0.75,0.75,4.0,19260817.0,1.0,0.0016,0.0005,0.0005,0.1487,0.1487,0.1488,99583874217998.36,99625936273368.48,99630451586990.48,7.54
50.0,0.0001,16.0,0.9,0.75,0.75,16.0,19260817.0,1.0,0.0018,0.0005,0.0004,0.1486,0.1487,0.1488,99559124593353.08,99597843247874.72,99602314688883.28,15.11
25.0,0.0001,8.0,0.9,0.75,0.75,16.0,19260817.0,1.0,0.0003,0.0003,0.0002,0.1488,0.1487,0.1488,99668506605759.6,99669834424318.84,99669104758786.72,0.39
25.0,0.0001,16.0,0.7,0.75,0.75,16.0,19260817.0,1.0,0.0009,0.0003,0.0002,0.1487,0.1488,0.1488,99625319597574.12,99645920643719.23,99646455100200.8,6.96
25.0,0.0001,16.0,0.9,0.75,0.75,64.0,19260817.0,1.0,0.0009,0.0002,0.0002,0.1487,0.1488,0.1488,99619369435539.44,99638088669153.78,99639258650715.08,23.2
50.0,0.0001,2.0,0.3,0.25,0.25,1024.0,19260817.0,1.0,0.0004,0.0004,0.0004,0.1487,0.1487,0.1488,99666353862661.1,99664994718778.36,99664325547140.88,0.24
25.0,0.01,2.0,0.3,0.25,0.25,1024.0,19260817.0,1.0,0.017,0.0183,0.0159,0.1475,0.1474,0.1477,98756896771194.02,98692324133138.12,98784006923651.23,0.14
25.0,0.0001,4.0,0.3,0.25,0.25,1024.0,19260817.0,1.0,0.0002,0.0003,0.0002,0.1488,0.1488,0.1488,99673808211996.62,99673171943405.0,99672231325478.84,0.17
25.0,0.0001,2.0,0.5,0.25,0.25,1024.0,19260817.0,1.0,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99675642323366.31,99675184742529.06,99673631935068.38,0.15
25.0,0.0001,2.0,0.3,0.5,0.25,1024.0,19260817.0,1.0,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99674883248463.14,99674067508313.28,99672950139308.64,0.17
25.0,0.0001,2.0,0.3,0.25,0.5,1024.0,19260817.0,1.0,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99675635567385.58,99675185293830.84,99673592260283.84,0.17
25.0,0.0001,2.0,0.3,0.25,0.25,256.0,19260817.0,1.0,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99675649413320.23,99675191765080.4,99673639158069.22,0.15
50.0,0.01,2.0,0.3,0.25,0.25,1024.0,19260817.0,1.0,0.0282,0.0305,0.0265,0.1467,0.1465,0.1469,98032927373639.12,97896050458451.56,98061038620931.56,0.22
25.0,0.01,4.0,0.3,0.25,0.25,1024.0,19260817.0,1.0,0.02,0.0213,0.0181,0.1473,0.1472,0.1475,98586382841461.14,98499154944099.22,98639375375190.86,0.17
25.0,0.01,2.0,0.5,0.25,0.25,1024.0,19260817.0,1.0,0.017,0.0183,0.0159,0.1475,0.1474,0.1477,98756352544903.31,98691780099949.88,98783458255656.62,0.15
25.0,0.01,2.0,0.3,0.5,0.25,1024.0,19260817.0,1.0,0.0182,0.0198,0.0171,0.1474,0.1473,0.1476,98684562707079.84,98597339423397.3,98714621275529.88,0.17
25.0,0.01,2.0,0.3,0.25,0.5,1024.0,19260817.0,1.0,0.017,0.0183,0.0159,0.1475,0.1474,0.1477,98756314194717.36,98693213570448.0,98786867565065.8,0.15
25.0,0.01,2.0,0.3,0.25,0.25,256.0,19260817.0,1.0,0.017,0.0183,0.0159,0.1475,0.1474,0.1477,98756896771194.02,98692324133138.12,98784006923651.23,0.15
25.0,0.01,2.0,0.3,0.25,0.25,4096.0,19260817.0,1.0,0.017,0.0183,0.0159,0.1475,0.1474,0.1477,98756896771194.02,98692324133138.12,98784006923651.23,0.15
100.0,0.0001,2.0,0.3,0.25,0.25,1024.0,19260817.0,1.0,0.0008,0.0008,0.0007,0.1487,0.1487,0.1488,99646246624857.28,99643311932990.42,99644757978862.78,0.37
50.0,0.0001,4.0,0.3,0.25,0.25,1024.0,19260817.0,1.0,0.0005,0.0005,0.0004,0.1487,0.1487,0.1488,99661648069274.14,99659669927251.31,99660246336067.31,0.26
50.0,0.0001,2.0,0.5,0.25,0.25,1024.0,19260817.0,1.0,0.0004,0.0004,0.0004,0.1487,0.1487,0.1488,99666340356467.23,99664981343916.7,99664311920212.31,0.22
50.0,0.0001,2.0,0.3,0.5,0.25,1024.0,19260817.0,1.0,0.0004,0.0005,0.0004,0.1487,0.1487,0.1488,99664115849724.5,99662216101544.3,99662299229777.84,0.23
50.0,0.0001,2.0,0.3,0.25,0.5,1024.0,19260817.0,1.0,0.0004,0.0004,0.0004,0.1487,0.1487,0.1488,99666320718278.22,99665078834228.44,99664382677971.84,0.24
50.0,0.0001,2.0,0.3,0.25,0.25,256.0,19260817.0,1.0,0.0004,0.0004,0.0004,0.1487,0.1487,0.1488,99666353862661.1,99664994718778.36,99664325547140.88,0.21
50.0,0.0001,2.0,0.3,0.25,0.25,4096.0,19260817.0,1.0,0.0004,0.0004,0.0004,0.1487,0.1487,0.1488,99666353862661.1,99664994718778.36,99664325547140.88,0.23
25.0,0.0001,8.0,0.3,0.25,0.25,1024.0,19260817.0,1.0,0.0003,0.0003,0.0002,0.1488,0.1487,0.1488,99669440091697.72,99670657963741.7,99668960087862.58,0.28
25.0,0.0001,4.0,0.5,0.25,0.25,1024.0,19260817.0,1.0,0.0002,0.0003,0.0002,0.1488,0.1488,0.1488,99673779555138.05,99673140532007.8,99672198488584.95,0.19
25.0,0.0001,4.0,0.3,0.5,0.25,1024.0,19260817.0,1.0,0.0003,0.0003,0.0002,0.1488,0.1487,0.1488,99673234614036.84,99672260948655.22,99671249136948.69,0.18
25.0,0.0001,4.0,0.3,0.25,0.5,1024.0,19260817.0,1.0,0.0002,0.0003,0.0002,0.1488,0.1488,0.1488,99673808762329.77,99673018922874.95,99672128346925.7,0.18
25.0,0.0001,4.0,0.3,0.25,0.25,256.0,19260817.0,1.0,0.0002,0.0003,0.0002,0.1488,0.1488,0.1488,99673808211996.62,99673171943405.0,99672231325478.84,0.17
25.0,0.0001,4.0,0.3,0.25,0.25,4096.0,19260817.0,1.0,0.0002,0.0003,0.0002,0.1488,0.1488,0.1488,99673808211996.62,99673171943405.0,99672231325478.84,0.16
25.0,0.0001,2.0,0.5,0.5,0.25,1024.0,19260817.0,1.0,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99674876387176.36,99674060757953.05,99672943245313.02,0.15
25.0,0.0001,2.0,0.3,0.5,0.5,1024.0,19260817.0,1.0,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99674944905820.62,99674195192728.84,99672998319746.23,0.17
25.0,0.0001,2.0,0.3,0.5,0.25,256.0,19260817.0,1.0,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99674883248463.14,99674067508313.28,99672950139308.64,0.16
