n_estimators,eta,max_depth,l2_leaf_reg,colsample_bylevel,subsample,max_bin,random_seed,silent,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time
25.0,0.0001,2.0,0.9,0.25,0.25,1024.0,19260817.0,1.0,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99675628153648.94,99675170706539.77,99673617502334.56,0.14
400.0,1.0,2.0,0.9,0.25,0.75,1024.0,19260817.0,1.0,0.1815,0.0065,-0.0146,0.1346,0.1483,0.1499,121471310786602.95,136013798303139.66,134489384891655.23,1.58
25.0,0.0001,16.0,0.9,0.25,0.25,1024.0,19260817.0,1.0,0.0008,0.0003,0.0002,0.1487,0.1488,0.1488,99625090961427.52,99642537882352.44,99639456386042.4,16.11
25.0,1.0,16.0,0.9,0.75,0.25,1024.0,19260817.0,1.0,0.9265,-0.3378,-0.2699,0.0403,0.1721,0.1677,77027631052640.23,211225491434661.7,206802712006462.0,45.47
400.0,1.0,16.0,0.3,0.75,0.75,65535.0,19260817.0,1.0,1.0,-0.3975,-0.4802,0.0,0.1759,0.1811,92977299.0083,218916056451148.3,228915756204411.25,712.27
25.0,1.0,2.0,0.3,0.75,0.75,65535.0,19260817.0,1.0,0.0787,0.0643,0.0357,0.1428,0.1439,0.1462,101655300506267.88,103043324059039.64,102877076200234.88,0.21
400.0,1.0,16.0,0.3,0.25,0.25,4.0,19260817.0,1.0,0.9351,-0.5578,-0.5814,0.0379,0.1857,0.1872,6949679300084.872,260648324940075.2,257542206260987.03,47.74
25.0,0.0001,2.0,0.3,0.75,0.25,65535.0,19260817.0,1.0,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99674448986756.56,99673589658546.12,99672430776781.66,0.16
400.0,0.0001,2.0,0.3,0.75,0.25,1024.0,19260817.0,1.0,0.0036,0.0039,0.0033,0.1485,0.1485,0.1486,99505051557592.28,99487312559310.05,99509435132566.14,1.37
25.0,0.0001,2.0,0.9,0.25,0.75,65535.0,19260817.0,1.0,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99675619045206.4,99675166603904.66,99673573933372.02,0.16
400.0,0.0001,2.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.0028,0.0029,0.0027,0.1486,0.1486,0.1487,99545820289079.3,99533114578222.02,99548689311716.62,1.48
25.0,0.0001,2.0,0.9,0.25,0.75,1024.0,19260817.0,1.0,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99675619045206.4,99675166603904.66,99673573933372.02,0.16
400.0,1.0,2.0,0.3,0.25,0.75,4.0,19260817.0,1.0,0.0865,0.0466,0.0376,0.1422,0.1453,0.146,116151764473953.8,116161307994408.31,117717883335736.38,1.62
25.0,0.0001,16.0,0.9,0.75,0.75,1024.0,19260817.0,1.0,0.0009,0.0003,0.0002,0.1487,0.1488,0.1488,99619347356263.95,99639853822286.38,99638105513772.12,43.97
400.0,0.0001,2.0,0.3,0.75,0.75,1024.0,19260817.0,1.0,0.0036,0.0039,0.0033,0.1485,0.1485,0.1486,99504803411811.72,99487192334929.28,99509778468367.31,1.78
400.0,0.0001,16.0,0.9,0.75,0.25,65535.0,19260817.0,1.0,0.0142,0.0039,0.0033,0.1477,0.1485,0.1486,98644330354733.6,98972065520091.84,98980436419405.16,690.52
400.0,1.0,16.0,0.9,0.75,0.25,1024.0,19260817.0,1.0,1.0,-0.373,-0.3101,0.0,0.1743,0.1704,2903349357.7053,234803424671766.28,228840989002239.6,682.94
25.0,1.0,2.0,0.3,0.25,0.75,4.0,19260817.0,1.0,0.0604,0.0613,0.0486,0.1442,0.1441,0.1452,106161614716092.77,105166395398024.94,106362058273648.2,0.15
25.0,0.0001,16.0,0.9,0.75,0.25,4.0,19260817.0,1.0,0.0008,0.0003,0.0002,0.1487,0.1488,0.1488,99634663550410.23,99653337278477.5,99656037003356.28,3.42
25.0,1.0,2.0,0.3,0.75,0.75,4.0,19260817.0,1.0,0.0628,0.0581,0.0465,0.144,0.1444,0.1453,106139430369668.31,105428614360346.16,107012342347972.36,0.17
25.0,1.0,16.0,0.9,0.75,0.25,4.0,19260817.0,1.0,0.8463,-0.3833,-0.3842,0.0583,0.175,0.1751,76008027855821.7,220930297824150.9,222514178099697.6,3.35
400.0,1.0,16.0,0.3,0.25,0.75,65535.0,19260817.0,1.0,1.0,-0.396,-0.4031,0.0,0.1758,0.1763,364007654.2045,230802069765102.6,234838085299283.2,256.08
25.0,1.0,16.0,0.9,0.75,0.25,65535.0,19260817.0,1.0,0.9265,-0.3378,-0.2699,0.0403,0.1721,0.1677,77027631052640.23,211225491434661.7,206802712006462.0,41.07
400.0,0.0001,2.0,0.3,0.25,0.75,1024.0,19260817.0,1.0,0.0031,0.0033,0.003,0.1485,0.1485,0.1486,99527874008586.78,99515726044017.44,99528905624079.0,1.46
25.0,1.0,2.0,0.9,0.75,0.25,4.0,19260817.0,1.0,0.0618,0.0597,0.0467,0.1441,0.1443,0.1453,104910139207546.06,105036627506721.95,105860245414250.36,0.14
400.0,0.0001,2.0,0.3,0.75,0.25,4.0,19260817.0,1.0,0.0032,0.0035,0.0032,0.1485,0.1485,0.1486,99522282790934.02,99502336489523.9,99525197167046.62,1.31
400.0,0.0001,16.0,0.9,0.75,0.75,65535.0,19260817.0,1.0,0.0142,0.004,0.0034,0.1477,0.1485,0.1486,98654920697893.48,98995372172557.7,98991411926666.38,694.14
400.0,1.0,2.0,0.3,0.75,0.75,65535.0,19260817.0,1.0,0.2051,-0.0104,-0.0645,0.1326,0.1495,0.1536,121734639287415.69,137193770569520.72,138191532015224.4,1.9
400.0,0.0001,2.0,0.3,0.25,0.75,65535.0,19260817.0,1.0,0.0031,0.0033,0.003,0.1485,0.1485,0.1486,99527874008586.78,99515726044017.44,99528905624079.0,1.51
400.0,1.0,2.0,0.3,0.75,0.75,4.0,19260817.0,1.0,0.0899,0.041,0.034,0.1419,0.1457,0.1463,117995111332598.78,119099061860340.12,120058398985052.08,1.93
400.0,1.0,16.0,0.3,0.75,0.75,4.0,19260817.0,1.0,0.9351,-0.556,-0.6226,0.0379,0.1856,0.1896,6542174540593.169,249575689392453.03,260120827347573.7,61.95
400.0,1.0,16.0,0.9,0.25,0.75,1024.0,19260817.0,1.0,1.0,-0.3513,-0.3923,0.0,0.1729,0.1756,2732151035.1623,232248847682957.03,229747238571989.7,261.14
25.0,0.0001,2.0,0.3,0.75,0.75,65535.0,19260817.0,1.0,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99674411677890.38,99673566121533.94,99672511622007.6,0.2
400.0,0.0001,2.0,0.9,0.25,0.25,1024.0,19260817.0,1.0,0.0031,0.0033,0.003,0.1485,0.1485,0.1486,99527622885236.6,99515148616138.12,99528612080736.28,1.19
400.0,1.0,16.0,0.3,0.25,0.75,4.0,19260817.0,1.0,0.9351,-0.5765,-0.6197,0.0379,0.1868,0.1894,6734058200368.8,260534657142664.6,259272254161429.3,45.49
25.0,1.0,16.0,0.3,0.75,0.25,1024.0,19260817.0,1.0,0.9591,-0.4636,-0.4819,0.0301,0.18,0.1812,62072962775279.46,221949254271870.44,223631555526442.0,43.51
25.0,1.0,2.0,0.3,0.25,0.75,65535.0,19260817.0,1.0,0.0738,0.063,0.0366,0.1432,0.144,0.1461,102508444783634.42,104188423107919.86,104000729213203.66,0.17
25.0,0.0001,16.0,0.9,0.75,0.25,1024.0,19260817.0,1.0,0.0009,0.0003,0.0002,0.1487,0.1488,0.1488,99619819154279.4,99638959612123.64,99637725871274.06,41.53
25.0,1.0,16.0,0.3,0.25,0.25,1024.0,19260817.0,1.0,0.9266,-0.4136,-0.4591,0.0403,0.1769,0.1798,75993104177074.0,227191684489841.6,227366759664158.0,16.09
25.0,1.0,2.0,0.9,0.75,0.25,65535.0,19260817.0,1.0,0.0749,0.0625,0.039,0.1431,0.144,0.1459,100717138044259.31,101965259681465.31,101364826784484.94,0.16
25.0,1.0,16.0,0.3,0.75,0.75,4.0,19260817.0,1.0,0.8568,-0.4874,-0.5107,0.0563,0.1814,0.183,68932841182726.25,237800394388601.4,241071139606666.4,3.99
400.0,0.0001,16.0,0.9,0.25,0.75,1024.0,19260817.0,1.0,0.0133,0.0039,0.0034,0.1478,0.1485,0.1486,98721392296242.22,99022334102688.16,99027381979108.66,261.06
400.0,0.0001,16.0,0.9,0.75,0.75,1024.0,19260817.0,1.0,0.0142,0.004,0.0034,0.1477,0.1485,0.1486,98654920697893.48,98995372172557.7,98991411926666.38,689.81
25.0,0.0001,16.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.0007,0.0003,0.0002,0.1487,0.1488,0.1488,99638837524354.0,99655083650849.44,99658915774484.22,2.52
25.0,1.0,16.0,0.9,0.25,0.75,1024.0,19260817.0,1.0,0.9223,-0.3179,-0.3627,0.0415,0.1708,0.1738,76772467297138.17,213733410856814.4,210092030243444.62,15.15
400.0,1.0,16.0,0.3,0.75,0.75,1024.0,19260817.0,1.0,1.0,-0.3975,-0.4802,0.0,0.1759,0.1811,92977299.0083,218916056451148.3,228915756204411.25,699.35
25.0,1.0,2.0,0.3,0.25,0.25,65535.0,19260817.0,1.0,0.0732,0.0543,0.0414,0.1432,0.1447,0.1457,104826433676088.12,107438236217249.22,105837654579080.28,0.14
400.0,1.0,16.0,0.3,0.75,0.25,65535.0,19260817.0,1.0,1.0,-0.4841,-0.5189,0.0,0.1812,0.1835,373150383.7456,238112185780274.0,244745882428443.8,689.78
25.0,1.0,2.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.0586,0.0593,0.0488,0.1444,0.1443,0.1452,106410468762107.52,105536771164955.31,106584573952265.2,0.14
400.0,1.0,2.0,0.3,0.25,0.25,1024.0,19260817.0,1.0,0.1777,0.0001,-0.0164,0.1349,0.1488,0.1501,121759723184629.28,133739042141258.05,133226683056177.8,1.21
400.0,0.0001,2.0,0.9,0.25,0.25,65535.0,19260817.0,1.0,0.0031,0.0033,0.003,0.1485,0.1485,0.1486,99527622885236.6,99515148616138.12,99528612080736.28,1.15
25.0,1.0,2.0,0.9,0.25,0.25,65535.0,19260817.0,1.0,0.0727,0.0569,0.0409,0.1433,0.1445,0.1458,104176169341061.05,106360710424390.08,104799101565517.4,0.14
400.0,1.0,16.0,0.3,0.75,0.25,4.0,19260817.0,1.0,0.9351,-0.667,-0.6335,0.0379,0.1921,0.1902,6635021589503.693,273874478743013.28,264372112870595.44,56.93
400.0,0.0001,2.0,0.3,0.25,0.25,4.0,19260817.0,1.0,0.0028,0.0029,0.0027,0.1486,0.1486,0.1487,99545999653530.06,99532937437793.28,99548795941039.2,1.14
25.0,1.0,2.0,0.3,0.75,0.25,1024.0,19260817.0,1.0,0.0779,0.0661,0.0295,0.1429,0.1438,0.1466,100956824536573.4,102063405285738.52,102825943204945.84,0.15
25.0,0.0001,16.0,0.3,0.25,0.75,65535.0,19260817.0,1.0,0.001,0.0003,0.0002,0.1487,0.1488,0.1488,99626104153099.14,99652623068185.88,99648997031635.8,17.11
25.0,0.0001,2.0,0.9,0.75,0.25,1024.0,19260817.0,1.0,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99674426160945.16,99673567228761.7,99672407790647.28,0.31
25.0,0.0001,16.0,0.3,0.75,0.25,4.0,19260817.0,1.0,0.0009,0.0003,0.0002,0.1487,0.1488,0.1488,99635357107267.44,99658610861293.22,99663061315486.06,4.57
25.0,0.0001,16.0,0.3,0.75,0.75,4.0,19260817.0,1.0,0.0009,0.0003,0.0002,0.1487,0.1487,0.1488,99636320160033.08,99659732875003.42,99660560927099.38,3.5
400.0,1.0,2.0,0.3,0.75,0.25,4.0,19260817.0,1.0,0.089,0.0444,0.0351,0.142,0.1454,0.1462,117869966945036.44,117697000385069.84,118897883119887.6,1.36
25.0,0.0001,2.0,0.3,0.75,0.75,4.0,19260817.0,1.0,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99675390450784.48,99674382500278.16,99673209838009.72,0.17
400.0,0.0001,2.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.0032,0.0035,0.0032,0.1485,0.1485,0.1486,99521897612839.06,99501775461263.9,99525259469750.05,1.67
400.0,1.0,2.0,0.9,0.75,0.75,65535.0,19260817.0,1.0,0.2065,-0.0123,-0.037,0.1325,0.1497,0.1516,118066975661834.95,133169765831475.36,134448100187003.98,1.87
25.0,1.0,16.0,0.3,0.75,0.75,1024.0,19260817.0,1.0,0.9624,-0.3753,-0.4621,0.0289,0.1745,0.18,57015490435334.17,205759951446559.2,214766584590457.7,42.37
25.0,1.0,2.0,0.3,0.25,0.25,1024.0,19260817.0,1.0,0.0732,0.0543,0.0414,0.1432,0.1447,0.1457,104826433676088.12,107438236217249.22,105837654579080.28,0.15
25.0,1.0,16.0,0.9,0.25,0.75,65535.0,19260817.0,1.0,0.9223,-0.3179,-0.3627,0.0415,0.1708,0.1738,76772467297138.17,213733410856814.4,210092030243444.62,15.28
400.0,0.0001,2.0,0.9,0.75,0.75,65535.0,19260817.0,1.0,0.0036,0.0039,0.0033,0.1485,0.1485,0.1486,99504442580239.62,99486838438229.14,99509415106448.52,1.68
25.0,0.0001,16.0,0.9,0.25,0.75,1024.0,19260817.0,1.0,0.0008,0.0003,0.0002,0.1487,0.1488,0.1488,99624607989133.2,99645760584125.77,99641026073428.44,16.16
25.0,1.0,16.0,0.3,0.25,0.75,65535.0,19260817.0,1.0,0.9445,-0.3756,-0.3651,0.0351,0.1745,0.1739,67318877195255.98,213907720118198.03,215700307592832.4,15.74
25.0,1.0,2.0,0.9,0.75,0.75,65535.0,19260817.0,1.0,0.0785,0.0643,0.0374,0.1428,0.1439,0.146,101696449919686.86,103077868765881.0,102796167010356.38,0.2
400.0,0.0001,2.0,0.3,0.75,0.25,65535.0,19260817.0,1.0,0.0036,0.0039,0.0033,0.1485,0.1485,0.1486,99505051557592.28,99487312559310.05,99509435132566.14,1.38
400.0,1.0,2.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.0846,0.0433,0.0374,0.1423,0.1455,0.146,116423429408450.52,116280439889744.05,117339581030889.95,1.22
400.0,1.0,16.0,0.9,0.25,0.75,65535.0,19260817.0,1.0,1.0,-0.3513,-0.3923,0.0,0.1729,0.1756,2732151035.1623,232248847682957.03,229747238571989.7,257.32
25.0,0.0001,16.0,0.3,0.25,0.25,65535.0,19260817.0,1.0,0.001,0.0003,0.0002,0.1487,0.1487,0.1488,99628948537834.8,99651102777341.12,99647270592542.06,15.52
400.0,1.0,2.0,0.9,0.25,0.25,65535.0,19260817.0,1.0,0.1739,0.0134,-0.017,0.1352,0.1478,0.1501,123269160778300.06,133439803034668.2,136702340817364.36,1.28
25.0,0.0001,16.0,0.3,0.75,0.75,1024.0,19260817.0,1.0,0.0011,0.0003,0.0002,0.1487,0.1488,0.1488,99620898934582.44,99647865719734.16,99647921038187.06,40.73
25.0,1.0,2.0,0.9,0.75,0.25,1024.0,19260817.0,1.0,0.0749,0.0625,0.039,0.1431,0.144,0.1459,100717138044259.31,101965259681465.31,101364826784484.94,0.16
25.0,1.0,16.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.8482,-0.3733,-0.3951,0.058,0.1743,0.1758,72334470119132.98,217836940750811.03,224416367124906.16,4.01
400.0,1.0,2.0,0.3,0.75,0.25,65535.0,19260817.0,1.0,0.194,-0.009,-0.0288,0.1336,0.1494,0.151,121087822580835.5,133863873138366.84,134968899815317.31,1.46
400.0,0.0001,16.0,0.3,0.25,0.25,1024.0,19260817.0,1.0,0.0163,0.0042,0.0036,0.1476,0.1485,0.1486,98734209609926.48,99118408632124.31,99135114866842.98,254.26
25.0,0.0001,2.0,0.9,0.75,0.25,4.0,19260817.0,1.0,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99675401987134.7,99674368560455.52,99673212746980.95,0.13
400.0,1.0,2.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.0898,0.0413,0.034,0.1419,0.1457,0.1463,117252925609272.5,118022993565977.6,119004336684376.7,1.9
400.0,0.0001,16.0,0.9,0.75,0.25,1024.0,19260817.0,1.0,0.0142,0.0039,0.0033,0.1477,0.1485,0.1486,98644330354733.6,98972065520091.84,98980436419405.16,683.01
25.0,0.0001,2.0,0.3,0.25,0.75,65535.0,19260817.0,1.0,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99675640053491.77,99675187579573.6,99673594954915.0,0.16
25.0,0.0001,16.0,0.3,0.75,0.75,65535.0,19260817.0,1.0,0.0011,0.0003,0.0002,0.1487,0.1488,0.1488,99620898934582.44,99647865719734.16,99647921038187.06,41.73
400.0,1.0,16.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.9351,-0.48,-0.5612,0.0379,0.181,0.186,7312697951688.325,255550086332279.28,260768830922320.1,42.4
400.0,0.0001,2.0,0.9,0.75,0.25,4.0,19260817.0,1.0,0.0032,0.0035,0.0032,0.1485,0.1485,0.1486,99522025708364.31,99502085121782.4,99524938871380.58,1.27
400.0,1.0,2.0,0.3,0.75,0.25,1024.0,19260817.0,1.0,0.194,-0.009,-0.0288,0.1336,0.1494,0.151,121087822580835.5,133863873138366.84,134968899815317.31,1.37
25.0,0.0001,2.0,0.9,0.75,0.75,1024.0,19260817.0,1.0,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99674388984731.44,99673543867094.56,99672488704840.28,0.17
25.0,1.0,16.0,0.9,0.25,0.25,1024.0,19260817.0,1.0,0.909,-0.3234,-0.3157,0.0449,0.1711,0.1707,83484858338392.22,214917799870492.0,210031463643728.0,18.66
25.0,1.0,16.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.8224,-0.352,-0.3905,0.0627,0.173,0.1755,80267300611749.69,218595189432162.0,226622681820251.0,2.93
25.0,1.0,2.0,0.9,0.25,0.75,65535.0,19260817.0,1.0,0.0737,0.0629,0.0366,0.1432,0.144,0.1461,102644156408807.4,104312348511233.77,104121558321044.88,0.17
400.0,0.0001,2.0,0.3,0.75,0.75,65535.0,19260817.0,1.0,0.0036,0.0039,0.0033,0.1485,0.1485,0.1486,99504803411811.72,99487192334929.28,99509778468367.31,1.72
25.0,1.0,2.0,0.3,0.25,0.75,1024.0,19260817.0,1.0,0.0738,0.063,0.0366,0.1432,0.144,0.1461,102508444783634.42,104188423107919.86,104000729213203.66,0.17
25.0,1.0,2.0,0.9,0.25,0.75,1024.0,19260817.0,1.0,0.0737,0.0629,0.0366,0.1432,0.144,0.1461,102644156408807.4,104312348511233.77,104121558321044.88,0.17
400.0,0.0001,16.0,0.3,0.75,0.75,1024.0,19260817.0,1.0,0.0173,0.0043,0.0037,0.1475,0.1485,0.1486,98679449838067.9,99115243820486.86,99119978589504.4,688.0
25.0,1.0,16.0,0.3,0.25,0.75,1024.0,19260817.0,1.0,0.9445,-0.3756,-0.3651,0.0351,0.1745,0.1739,67318877195255.98,213907720118198.03,215700307592832.4,14.96
400.0,1.0,2.0,0.3,0.25,0.75,65535.0,19260817.0,1.0,0.1822,-0.017,-0.0086,0.1345,0.15,0.1495,123031950541284.05,136210382677381.14,133792998002486.22,1.6
25.0,0.0001,2.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99677031944830.02,99676475300112.16,99675048975230.78,0.14
400.0,0.0001,16.0,0.9,0.25,0.25,1024.0,19260817.0,1.0,0.0135,0.0039,0.0034,0.1478,0.1485,0.1486,98703137827929.34,99003474847657.0,99016342930702.64,252.3
400.0,0.0001,16.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.0117,0.004,0.0036,0.1479,0.1485,0.1486,98930120659165.88,99204111001132.88,99266359552248.34,41.13
400.0,1.0,16.0,0.3,0.25,0.25,1024.0,19260817.0,1.0,1.0,-0.461,-0.5068,0.0,0.1798,0.1827,1385670706.0764,253985537128082.84,254211022093513.4,248.76
400.0,1.0,16.0,0.3,0.25,0.75,1024.0,19260817.0,1.0,1.0,-0.396,-0.4031,0.0,0.1758,0.1763,364007654.2045,230802069765102.6,234838085299283.2,249.76
400.0,1.0,2.0,0.9,0.75,0.25,1024.0,19260817.0,1.0,0.1954,-0.0064,-0.0412,0.1335,0.1492,0.1519,119507279895912.56,129916757616407.2,133646696531472.8,1.38
400.0,0.0001,16.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.0127,0.004,0.0036,0.1478,0.1485,0.1486,98844393098579.22,99165684435220.56,99243162838346.62,59.27
25.0,0.0001,16.0,0.3,0.25,0.75,4.0,19260817.0,1.0,0.0009,0.0003,0.0002,0.1487,0.1487,0.1488,99638323690432.3,99661347108111.05,99663568904394.86,2.57
25.0,0.0001,2.0,0.3,0.25,0.75,1024.0,19260817.0,1.0,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99675640053491.77,99675187579573.6,99673594954915.0,0.16
400.0,1.0,16.0,0.3,0.75,0.25,1024.0,19260817.0,1.0,1.0,-0.4841,-0.5189,0.0,0.1812,0.1835,373150383.7456,238112185780274.0,244745882428443.8,683.27
25.0,0.0001,16.0,0.9,0.25,0.75,65535.0,19260817.0,1.0,0.0008,0.0003,0.0002,0.1487,0.1488,0.1488,99624607989133.2,99645760584125.77,99641026073428.44,15.16
25.0,1.0,16.0,0.3,0.75,0.25,4.0,19260817.0,1.0,0.851,-0.5632,-0.5035,0.0574,0.186,0.1825,71188512715393.03,253118318803965.1,241888034103681.3,3.31
400.0,0.0001,2.0,0.9,0.75,0.75,1024.0,19260817.0,1.0,0.0036,0.0039,0.0033,0.1485,0.1485,0.1486,99504442580239.62,99486838438229.14,99509415106448.52,1.8
25.0,1.0,2.0,0.3,0.75,0.75,1024.0,19260817.0,1.0,0.0787,0.0643,0.0357,0.1428,0.1439,0.1462,101655300506267.88,103043324059039.64,102877076200234.88,0.19
25.0,1.0,16.0,0.3,0.75,0.75,65535.0,19260817.0,1.0,0.9624,-0.3753,-0.4621,0.0289,0.1745,0.18,57015490435334.17,205759951446559.2,214766584590457.7,41.1
400.0,0.0001,2.0,0.9,0.75,0.25,65535.0,19260817.0,1.0,0.0036,0.0039,0.0033,0.1485,0.1485,0.1486,99504692165778.52,99486960203424.44,99509073348210.16,1.29
25.0,1.0,16.0,0.3,0.25,0.25,4.0,19260817.0,1.0,0.8374,-0.4409,-0.4436,0.06,0.1786,0.1788,75075296213814.23,234396432811400.28,229915483919203.3,2.46
400.0,0.0001,16.0,0.3,0.25,0.75,4.0,19260817.0,1.0,0.0132,0.0041,0.0037,0.1478,0.1485,0.1486,98957333741682.06,99297473872963.48,99364931997587.9,40.68
25.0,1.0,2.0,0.9,0.25,0.25,1024.0,19260817.0,1.0,0.0727,0.0569,0.0409,0.1433,0.1445,0.1458,104176169341061.05,106360710424390.08,104799101565517.4,0.16
25.0,1.0,16.0,0.3,0.25,0.25,65535.0,19260817.0,1.0,0.9266,-0.4136,-0.4591,0.0403,0.1769,0.1798,75993104177074.0,227191684489841.6,227366759664158.0,15.63
25.0,1.0,16.0,0.3,0.25,0.75,4.0,19260817.0,1.0,0.8467,-0.4866,-0.5071,0.0583,0.1814,0.1827,72347574492210.94,236216860755011.6,234169233084986.56,2.73
25.0,1.0,2.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.0628,0.0582,0.0465,0.144,0.1444,0.1453,106131771685849.95,105423201198954.14,107006675733888.31,0.17
400.0,1.0,16.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.9351,-0.4466,-0.5123,0.0379,0.1789,0.1831,6685075944212.675,237459075081242.4,246868551055564.9,60.77
25.0,0.0001,2.0,0.3,0.25,0.25,65535.0,19260817.0,1.0,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99675649413320.23,99675191765080.4,99673639158069.22,0.14
400.0,1.0,2.0,0.3,0.75,0.75,1024.0,19260817.0,1.0,0.2051,-0.0104,-0.0645,0.1326,0.1495,0.1536,121734639287415.69,137193770569520.72,138191532015224.4,1.86
25.0,0.0001,2.0,0.9,0.25,0.25,65535.0,19260817.0,1.0,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99675628153648.94,99675170706539.77,99673617502334.56,0.14
25.0,0.0001,16.0,0.3,0.25,0.25,4.0,19260817.0,1.0,0.0009,0.0003,0.0002,0.1487,0.1488,0.1488,99636904080091.1,99659577313130.3,99662421400902.94,2.52
