learning_rate,n_estimators,subsample,max_features,ccp_alpha,max_depth,random_state,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time
100.0,200.0,0.75,0.25,100.0,5.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81
100.0,50.0,0.75,0.25,0.0,100.0,19260817.0,-1.4398314521067707e+200,-1.540522007540661e+200,-1.4918284904881236e+200,1.7852239488497257e+99,1.846500503227964e+99,1.818084372151128e+99,2.7445613266417567e+114,2.9028176596937764e+114,2.819349502443396e+114,11.29
0.0001,200.0,0.25,0.25,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99676893535435.98,99677126543512.06,99674521623712.22,5.82
100.0,50.0,0.25,0.25,0.1,5.0,19260817.0,-2.15435480154716e+196,-2.15456711819861e+196,-2.152195955026776e+196,2.1837126538020395e+97,2.1837126538020395e+97,2.1837126538020395e+97,9.611837942262953e+112,9.61186041122027e+112,9.61160921893206e+112,0.45
0.1,50.0,0.75,0.25,0.0,100.0,19260817.0,0.9994,-0.0371,-0.0576,0.0035,0.1515,0.1531,3326901717170.562,125454606552242.64,125715679086813.28,11.61
0.1,50.0,0.75,0.25,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99288614137976.7,99288846238397.72,99286251465750.88,4.48
0.1,50.0,0.75,0.75,0.0,100.0,19260817.0,0.9994,-0.0724,-0.0936,0.0036,0.1541,0.1557,3440994497445.8374,135007265586010.44,134957707832909.56,35.0
0.0001,200.0,0.25,0.25,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99676893535435.98,99677126543512.06,99674521623712.22,5.71
0.1,50.0,0.75,0.75,0.0,5.0,19260817.0,0.2012,0.06,0.0286,0.133,0.1442,0.1467,85314309750954.22,94877291073279.56,95347299617249.48,4.91
0.1,200.0,0.25,0.25,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101688790733880.48,101689028445035.48,101686370947043.6,3.32
0.1,50.0,0.25,0.75,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99885789843437.64,99886023339836.77,99883412960816.56,3.71
100.0,50.0,0.25,0.25,0.1,100.0,19260817.0,-2.1543548015475586e+196,-2.1545671181990084e+196,-2.1521959550271736e+196,2.183712653802241e+97,2.183712653802241e+97,2.183712653802241e+97,9.611837942263838e+112,9.61186041122116e+112,9.611609218932949e+112,0.56
100.0,50.0,0.75,0.25,0.1,100.0,19260817.0,-8.922649345888892e+194,-8.923528693631345e+194,-8.913708093278529e+194,4.44409965564952e+96,4.44409965564952e+96,4.44409965564952e+96,1.9561165987199587e+112,1.95612117140425e+112,1.9560700509622083e+112,1.48
100.0,50.0,0.25,0.25,0.0,5.0,19260817.0,-6.705704346241864e+196,-6.6631174786427295e+196,-6.705027876625087e+196,3.8526457446012055e+97,3.8402032613346236e+97,3.85438310647658e+97,1.6079893887300756e+113,1.5995871034359612e+113,1.609439469365962e+113,0.87
100.0,200.0,0.75,0.25,0.0,5.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36
100.0,50.0,0.75,0.75,0.0,100.0,19260817.0,-1.164792432235992e+200,-1.2989194418373386e+200,-1.2415581878262912e+200,1.605687943211348e+99,1.6955343222130666e+99,1.65858649354008e+99,2.3340054685318e+114,2.545438846069647e+114,2.469694943346987e+114,38.4
0.0001,200.0,0.25,0.25,0.0,5.0,19260817.0,0.0027,0.0025,0.002,0.1486,0.1486,0.1487,99552753459161.6,99573547197735.88,99584596358159.69,3.52
100.0,200.0,0.75,0.75,100.0,5.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.52
0.0001,200.0,0.75,0.75,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99684545841474.62,99684778867439.0,99682173747656.56,19.34
0.0001,50.0,0.75,0.75,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99685446531358.31,99685679559428.16,99683074416107.4,12.21
100.0,50.0,0.75,0.25,100.0,5.0,19260817.0,-8.922649345855035e+194,-8.923528693597483e+194,-8.913708093244705e+194,4.4440996556410895e+96,4.4440996556410895e+96,4.4440996556410895e+96,1.9561165987162472e+112,1.956121171400538e+112,1.9560700509584972e+112,0.86
0.1,200.0,0.25,0.25,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101688790733880.48,101689028445035.48,101686370947043.6,5.74
0.0001,50.0,0.25,0.25,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99683641971007.28,99683874994858.72,99681269898697.7,1.49
0.1,200.0,0.75,0.25,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99564016983324.56,99564249727536.6,99561647757611.62,7.49
0.0001,200.0,0.75,0.75,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99684545841474.62,99684778867439.0,99682173747656.56,19.37
100.0,50.0,0.75,0.75,0.1,5.0,19260817.0,-8.92264934588774e+194,-8.923528693630196e+194,-8.913708093277377e+194,4.444099655649236e+96,4.444099655649237e+96,4.444099655649236e+96,1.9561165987198327e+112,1.956121171404123e+112,1.9560700509620823e+112,1.85
0.1,50.0,0.25,0.25,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99885789843437.64,99886023339836.77,99883412960816.56,0.84
0.0001,50.0,0.25,0.75,0.0,5.0,19260817.0,0.0008,0.0007,0.0005,0.1487,0.1487,0.1488,99646764863398.88,99653561804689.31,99658079652460.05,1.92
100.0,200.0,0.25,0.75,100.0,100.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.34
0.1,200.0,0.75,0.75,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99564016983324.56,99564249727536.6,99561647757611.62,19.32
100.0,200.0,0.75,0.75,0.1,5.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.59
100.0,200.0,0.25,0.75,100.0,5.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33
0.0001,50.0,0.25,0.25,0.0,5.0,19260817.0,0.0007,0.0006,0.0005,0.1487,0.1487,0.1488,99650458428579.4,99652743859266.6,99655397305740.84,1.29
0.0001,200.0,0.25,0.75,0.0,5.0,19260817.0,0.003,0.0026,0.002,0.1486,0.1486,0.1487,99547091334341.2,99574237675229.1,99593668584137.16,10.45
0.1,200.0,0.25,0.75,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101688790733880.48,101689028445035.48,101686370947043.6,7.5
0.0001,50.0,0.25,0.75,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99683641971007.28,99683874994858.72,99681269898697.7,3.72
100.0,200.0,0.25,0.75,0.1,5.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59
0.0001,50.0,0.75,0.75,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99685446531358.31,99685679559428.16,99683074416107.4,4.84
0.1,200.0,0.75,0.75,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99564016983324.56,99564249727536.6,99561647757611.62,49.12
0.0001,50.0,0.25,0.75,0.0,100.0,19260817.0,0.003,0.0008,0.0007,0.1486,0.1487,0.1488,99621421322989.28,99768728691634.16,99773323305955.42,7.5
0.1,50.0,0.75,0.75,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99288614137976.7,99288846238397.72,99286251465750.88,4.82
0.0001,50.0,0.75,0.25,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99685446531358.31,99685679559428.16,99683074416107.4,4.43
100.0,200.0,0.25,0.25,100.0,5.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31
0.1,50.0,0.25,0.25,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99885789843437.64,99886023339836.77,99883412960816.56,0.83
0.0001,200.0,0.75,0.25,0.0,100.0,19260817.0,0.0302,0.0029,0.0028,0.1465,0.1486,0.1486,98267996711822.8,99934116445863.28,99980779171451.1,33.26
0.1,200.0,0.75,0.25,0.0,100.0,19260817.0,1.0,-0.0382,-0.0586,0.0,0.1516,0.1532,113464903.9219,125904918930234.8,126179998447425.28,63.96
100.0,50.0,0.75,0.75,100.0,100.0,19260817.0,-8.922649345831785e+194,-8.923528693574237e+194,-8.913708093221479e+194,4.4440996556353e+96,4.4440996556353e+96,4.4440996556353e+96,1.956116598713704e+112,1.956121171397997e+112,1.956070050955954e+112,3.83
0.0001,50.0,0.25,0.25,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99683641971007.28,99683874994858.72,99681269898697.7,0.83
0.0001,50.0,0.25,0.25,0.0,100.0,19260817.0,0.003,0.0007,0.0006,0.1486,0.1487,0.1488,99601421704225.77,99735909329002.69,99744695730399.86,2.9
0.0001,50.0,0.25,0.25,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99683641971007.28,99683874994858.72,99681269898697.7,1.45
0.0001,50.0,0.75,0.75,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99685446531358.31,99685679559428.16,99683074416107.4,4.86
0.0001,200.0,0.25,0.75,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99676893535435.98,99677126543512.06,99674521623712.22,14.4
0.1,50.0,0.75,0.25,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99288614137976.7,99288846238397.72,99286251465750.88,4.42
0.1,50.0,0.25,0.25,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99885789843437.64,99886023339836.77,99883412960816.56,1.44
100.0,200.0,0.75,0.75,100.0,100.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.01
0.0001,50.0,0.75,0.75,0.0,5.0,19260817.0,0.0008,0.0006,0.0005,0.1487,0.1487,0.1488,99648485126209.64,99653467428495.52,99656951803821.3,4.86
100.0,200.0,0.25,0.25,0.0,5.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96
0.0001,50.0,0.25,0.25,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99683641971007.28,99683874994858.72,99681269898697.7,0.82
0.0001,200.0,0.25,0.75,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99676893535435.98,99677126543512.06,99674521623712.22,7.51
100.0,50.0,0.75,0.25,0.0,5.0,19260817.0,-9.951324125679392e+196,-9.905458191523414e+196,-9.944412655832844e+196,4.693289156053785e+97,4.68223019691348e+97,4.69401155206212e+97,1.5967524493721377e+113,1.5893260364774813e+113,1.5945059852635373e+113,1.91
0.0001,200.0,0.25,0.25,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99676893535435.98,99677126543512.06,99674521623712.22,3.34
100.0,200.0,0.25,0.25,0.1,100.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.56
100.0,50.0,0.75,0.25,100.0,100.0,19260817.0,-8.922649345888892e+194,-8.923528693631345e+194,-8.913708093278529e+194,4.44409965564952e+96,4.44409965564952e+96,4.44409965564952e+96,1.9561165987199587e+112,1.95612117140425e+112,1.9560700509622083e+112,1.47
100.0,200.0,0.25,0.75,0.1,100.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.05
0.1,150.0,0.5,0.5,0.1,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99927741193067.98,99927974787534.05,99925363312172.44,16.03
100.0,50.0,0.75,0.25,0.1,5.0,19260817.0,-8.922649345855035e+194,-8.923528693597483e+194,-8.913708093244705e+194,4.4440996556410895e+96,4.4440996556410895e+96,4.4440996556410895e+96,1.9561165987162472e+112,1.956121171400538e+112,1.9560700509584972e+112,0.81
0.0001,200.0,0.75,0.25,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99684545841474.62,99684778867439.0,99682173747656.56,8.71
0.1,50.0,0.25,0.75,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99885789843437.64,99886023339836.77,99883412960816.56,1.93
0.1,200.0,0.25,0.75,0.0,5.0,19260817.0,0.341,-0.0501,-0.0607,0.1208,0.1525,0.1533,95947329942054.88,119724088104461.56,118569269027793.72,8.89
0.1,50.0,0.75,0.25,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99288614137976.7,99288846238397.72,99286251465750.88,1.86
100.0,50.0,0.25,0.75,0.1,5.0,19260817.0,-2.1543548015396006e+196,-2.15456711819105e+196,-2.1521959550192227e+196,2.1837126537982084e+97,2.1837126537982084e+97,2.183712653798208e+97,9.61183794224609e+112,9.61186041120341e+112,9.6116092189152e+112,0.8
0.0001,50.0,0.75,0.25,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99685446531358.31,99685679559428.16,99683074416107.4,1.89
0.1,50.0,0.25,0.25,0.0,100.0,19260817.0,0.8544,-0.1715,-0.1926,0.0568,0.161,0.1626,87151919498024.98,202255229831750.88,203981311929634.9,4.78
0.1,50.0,0.75,0.75,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99288614137976.7,99288846238397.72,99286251465750.88,12.41
100.0,50.0,0.25,0.75,100.0,5.0,19260817.0,-2.1543548015396006e+196,-2.15456711819105e+196,-2.1521959550192227e+196,2.1837126537982084e+97,2.1837126537982084e+97,2.183712653798208e+97,9.61183794224609e+112,9.61186041120341e+112,9.6116092189152e+112,0.8
0.1,50.0,0.25,0.25,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99885789843437.64,99886023339836.77,99883412960816.56,1.45
0.0001,200.0,0.75,0.75,0.0,100.0,19260817.0,0.0302,0.0031,0.0028,0.1465,0.1485,0.1486,98298774482004.16,100047012799491.28,100084564505672.92,97.53
100.0,200.0,0.75,0.75,0.0,100.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.77
0.0001,200.0,0.75,0.75,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99684545841474.62,99684778867439.0,99682173747656.56,49.39
0.0001,200.0,0.75,0.75,0.0,5.0,19260817.0,0.003,0.0026,0.002,0.1486,0.1486,0.1487,99538775683429.95,99553976416365.66,99578910744771.6,19.41
100.0,200.0,0.75,0.25,0.0,100.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.79
100.0,50.0,0.25,0.75,0.1,100.0,19260817.0,-2.1543548015396006e+196,-2.15456711819105e+196,-2.1521959550192227e+196,2.1837126537982084e+97,2.1837126537982084e+97,2.183712653798208e+97,9.61183794224609e+112,9.61186041120341e+112,9.6116092189152e+112,1.4
0.1,50.0,0.25,0.75,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99885789843437.64,99886023339836.77,99883412960816.56,1.91
0.0001,200.0,0.75,0.25,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99684545841474.62,99684778867439.0,99682173747656.56,17.79
0.1,50.0,0.25,0.75,0.0,100.0,19260817.0,0.8471,-0.256,-0.2352,0.0582,0.1667,0.1654,89819509397018.39,215303823412973.2,209176504477062.28,13.29
0.0001,50.0,0.75,0.25,0.0,100.0,19260817.0,0.0076,0.0007,0.0007,0.1482,0.1487,0.1488,99329002713480.72,99748908741554.92,99753239128220.66,6.67
0.0001,50.0,0.75,0.25,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99685446531358.31,99685679559428.16,99683074416107.4,4.39
100.0,200.0,0.25,0.25,0.0,100.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8
100.0,200.0,0.25,0.25,0.1,5.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52
0.1,200.0,0.25,0.25,0.0,5.0,19260817.0,0.3044,-0.0227,-0.0238,0.1241,0.1505,0.1506,98238903826033.38,119096603665905.31,117376739474792.16,4.41
0.1,200.0,0.25,0.75,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101688790733880.48,101689028445035.48,101686370947043.6,7.49
0.1,50.0,0.25,0.75,0.0,5.0,19260817.0,0.1643,0.0497,0.0075,0.136,0.145,0.1483,89047812454375.16,94714636743813.56,97931611053896.2,1.91
0.1,200.0,0.25,0.75,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101688790733880.48,101689028445035.48,101686370947043.6,14.43
100.0,50.0,0.25,0.25,0.0,100.0,19260817.0,-6.358189767456316e+200,-6.422634687474716e+200,-6.420363221987926e+200,3.7514884965825314e+99,3.7702668289500274e+99,3.771676053389624e+99,9.182199787311744e+114,9.297692969347576e+114,9.250867902115008e+114,3.92
100.0,50.0,0.25,0.75,0.0,5.0,19260817.0,-9.861287320577509e+197,-9.5787522229496e+197,-9.711858655765353e+197,1.477419009078429e+98,1.4560287370553766e+98,1.466917743887215e+98,5.045811440493009e+113,4.990372218391476e+113,5.032344003078454e+113,2.59
0.1,200.0,0.75,0.75,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99564016983324.56,99564249727536.6,99561647757611.62,21.1
0.1,50.0,0.75,0.25,0.0,5.0,19260817.0,0.1705,0.0693,0.0499,0.1355,0.1435,0.1451,87456151861083.03,93832824114551.72,93541333521134.31,1.88
0.0001,200.0,0.25,0.75,0.0,100.0,19260817.0,0.0121,0.0031,0.0027,0.1479,0.1485,0.1486,99465190756040.2,100055690697396.52,100091313408640.23,36.22
0.1,50.0,0.25,0.75,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99885789843437.64,99886023339836.77,99883412960816.56,3.65
100.0,50.0,0.25,0.25,100.0,100.0,19260817.0,-2.1543548015475586e+196,-2.1545671181990084e+196,-2.1521959550271736e+196,2.183712653802241e+97,2.183712653802241e+97,2.183712653802241e+97,9.611837942263838e+112,9.61186041122116e+112,9.611609218932949e+112,0.52
100.0,200.0,0.75,0.75,0.1,100.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.49
0.0001,200.0,0.25,0.75,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99676893535435.98,99677126543512.06,99674521623712.22,7.51
0.0001,200.0,0.75,0.75,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99684545841474.62,99684778867439.0,99682173747656.56,50.25
100.0,200.0,0.25,0.25,100.0,100.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.35
0.1,50.0,0.75,0.75,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99288614137976.7,99288846238397.72,99286251465750.88,12.32
100.0,200.0,0.75,0.25,100.0,100.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.04
0.0001,50.0,0.75,0.25,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99685446531358.31,99685679559428.16,99683074416107.4,1.86
0.0001,50.0,0.75,0.75,0.0,100.0,19260817.0,0.0076,0.0008,0.0007,0.1482,0.1487,0.1488,99337599502793.64,99775988025686.3,99782836590676.48,20.35
100.0,200.0,0.25,0.75,0.0,100.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.65
0.0001,50.0,0.25,0.75,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99683641971007.28,99683874994858.72,99681269898697.7,1.89
100.0,50.0,0.25,0.75,100.0,100.0,19260817.0,-2.1543548015396006e+196,-2.15456711819105e+196,-2.1521959550192227e+196,2.1837126537982084e+97,2.1837126537982084e+97,2.183712653798208e+97,9.61183794224609e+112,9.61186041120341e+112,9.6116092189152e+112,1.37
100.0,50.0,0.25,0.25,100.0,5.0,19260817.0,-2.15435480154716e+196,-2.15456711819861e+196,-2.152195955026776e+196,2.1837126538020395e+97,2.1837126538020395e+97,2.1837126538020395e+97,9.611837942262953e+112,9.61186041122027e+112,9.61160921893206e+112,0.45
100.0,50.0,0.75,0.75,100.0,5.0,19260817.0,-8.92264934588774e+194,-8.923528693630196e+194,-8.913708093277377e+194,4.444099655649236e+96,4.444099655649237e+96,4.444099655649236e+96,1.9561165987198327e+112,1.956121171404123e+112,1.9560700509620823e+112,1.76
0.1,50.0,0.25,0.25,0.0,5.0,19260817.0,0.1534,0.0627,0.0298,0.1369,0.144,0.1466,89656666749346.73,95884805713490.4,97058825133987.9,0.88
0.1,200.0,0.75,0.75,0.0,5.0,19260817.0,0.4261,0.0263,-0.0049,0.1127,0.1468,0.1492,77578550865160.45,103387338508073.58,104855508010056.4,21.84
0.0001,200.0,0.75,0.25,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99684545841474.62,99684778867439.0,99682173747656.56,17.61
0.1,50.0,0.75,0.25,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99288614137976.7,99288846238397.72,99286251465750.88,1.82
0.0001,200.0,0.25,0.25,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99676893535435.98,99677126543512.06,99674521623712.22,3.25
0.1,200.0,0.25,0.25,0.0,100.0,19260817.0,0.9993,-0.219,-0.2625,0.004,0.1643,0.1672,8898917588533.691,221727219032213.6,226961517782714.75,22.66
0.1,200.0,0.25,0.75,0.0,100.0,19260817.0,0.9992,-0.3216,-0.3092,0.0043,0.171,0.1703,9646986979795.438,239298870424324.03,233754019925832.75,62.04
100.0,200.0,0.25,0.75,0.0,5.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51
0.0001,50.0,0.25,0.75,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99683641971007.28,99683874994858.72,99681269898697.7,3.73
100.0,200.0,0.75,0.25,0.1,5.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45
0.01,100.0,0.25,0.25,0.01,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99367641964093.12,99367874249252.28,99365277411320.86,2.61
0.01,100.0,0.25,0.25,0.01,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99367641964093.12,99367874249252.28,99365277411320.86,2.93
