learning_rate,n_estimators,subsample,max_features,ccp_alpha,max_depth,random_state,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time
0.0001,50.0,0.75,0.75,0.0,5.0,19260817.0,0.0015,0.0011,0.0011,0.1487,0.1487,0.1488,99609446184392.88,99626732035132.02,99620222610904.34,20.96
0.1,50.0,0.25,0.75,0.0,100.0,19260817.0,0.8557,-0.172,-0.1559,0.0565,0.1611,0.16,71421902887725.6,165958083822437.9,167998804448269.2,93.55
100.0,200.0,0.25,0.75,0.1,100.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.95
0.0001,200.0,0.75,0.25,0.0,100.0,19260817.0,0.0308,0.0055,0.0053,0.1465,0.1484,0.1485,98206823873732.5,99711221035771.62,99683703261534.2,134.51
0.1,200.0,0.75,0.25,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99889846706386.23,99890080212268.84,99887469727228.05,26.21
0.0001,50.0,0.75,0.75,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99684984609481.9,99685217636471.95,99682612505222.92,60.45
100.0,200.0,0.25,0.75,0.0,5.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.06
100.0,200.0,0.75,0.25,0.0,5.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76
0.0001,50.0,0.25,0.75,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99682920074395.88,99683153096559.8,99680548019264.56,6.9
0.1,200.0,0.25,0.75,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100156112812361.3,100156346940676.58,100153729497133.86,28.85
100.0,50.0,0.75,0.75,0.0,100.0,19260817.0,-7.4159417097349955e+199,-7.367491878341727e+199,-8.128086431536773e+199,1.2812091451615947e+99,1.2769541673314604e+99,1.3419883381208036e+99,1.6231418178836723e+114,1.6284174061844094e+114,1.747170264277501e+114,258.71
0.1,50.0,0.75,0.25,0.0,5.0,19260817.0,0.2888,0.1175,0.1111,0.1255,0.1398,0.1403,78651329382448.55,88008421364291.89,88059011802214.47,6.34
0.1,200.0,0.25,0.25,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100156112812361.3,100156346940676.58,100153729497133.86,9.32
0.0001,50.0,0.75,0.25,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99684984609481.9,99685217636471.95,99682612505222.92,6.28
0.0001,200.0,0.25,0.25,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99678853794927.88,99679086807586.31,99676481836557.77,9.32
100.0,200.0,0.75,0.75,0.0,100.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1051.9
0.0001,200.0,0.75,0.75,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99684462336956.22,99684695362725.4,99682090245125.22,233.9
0.0001,50.0,0.25,0.25,0.0,100.0,19260817.0,0.0035,0.0014,0.0014,0.1485,0.1487,0.1488,99565044228690.34,99689334714141.84,99697670817113.22,9.98
100.0,200.0,0.75,0.25,0.0,100.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.24
0.1,50.0,0.25,0.75,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100585456726431.23,100585691858395.38,100583063194534.44,6.91
0.1,50.0,0.75,0.25,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100367850150931.64,100368084774211.28,100365461797201.72,19.94
100.0,200.0,0.25,0.25,0.0,100.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.09
100.0,200.0,0.75,0.25,100.0,100.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.96
0.1,200.0,0.75,0.25,0.0,5.0,19260817.0,0.5188,0.0767,0.0682,0.1032,0.143,0.1437,65505763177453.62,93882764042954.06,93837806779330.77,25.16
0.1,50.0,0.75,0.75,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100367850150931.64,100368084774211.28,100365461797201.72,58.22
0.0001,200.0,0.75,0.25,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99684462336956.22,99684695362725.4,99682090245125.22,71.44
100.0,50.0,0.75,0.75,0.1,100.0,19260817.0,-8.955927008135669e+194,-8.956809635468784e+194,-8.946952408480869e+194,4.45237923760148e+96,4.452379237601489e+96,4.452379237601486e+96,1.9597609426684843e+112,1.959765523871921e+112,1.959714308189916e+112,81.34
0.1,200.0,0.75,0.75,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99889846706386.23,99890080212268.84,99887469727228.05,78.73
0.1,50.0,0.25,0.75,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100585456726431.23,100585691858395.38,100583063194534.44,16.91
0.0001,200.0,0.25,0.75,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99678853794927.88,99679086807586.31,99676481836557.77,66.31
0.1,50.0,0.75,0.75,0.0,5.0,19260817.0,0.3235,0.1212,0.0934,0.1224,0.1395,0.1417,76403346201426.12,89011964124534.62,88894507966455.64,19.82
0.1,50.0,0.75,0.25,0.0,100.0,19260817.0,0.9995,0.0399,0.003,0.0034,0.1458,0.1486,2896824952134.0845,108365138530223.77,111955591835088.23,66.12
100.0,50.0,0.25,0.75,0.1,5.0,19260817.0,-1.3537781717458086e+195,-1.353911589717642e+195,-1.3524215710162783e+195,5.474073568982591e+96,5.474073568982592e+96,5.474073568982591e+96,2.4094703090846973e+112,2.409475941543949e+112,2.4094129733203946e+112,3.08
0.0001,200.0,0.25,0.25,0.0,100.0,19260817.0,0.0138,0.0054,0.0052,0.1477,0.1484,0.1485,99206160165175.1,99706149307751.62,99723101570508.05,47.19
0.0001,200.0,0.25,0.25,0.0,5.0,19260817.0,0.0051,0.0041,0.0041,0.1484,0.1485,0.1485,99436754951823.0,99484706153322.6,99484242563375.56,12.18
100.0,50.0,0.25,0.75,0.0,100.0,19260817.0,-4.935139719222761e+199,-5.118598920286699e+199,-5.170778957647846e+199,1.0451691985545117e+99,1.0643660838291412e+99,1.0703666563662792e+99,1.3321438899894446e+114,1.367164719548629e+114,1.3597706815451575e+114,94.44
0.1,200.0,0.25,0.25,0.0,5.0,19260817.0,0.4063,0.0351,0.0231,0.1146,0.1461,0.1471,77639040337699.72,99670080812568.31,98317622054885.05,9.54
100.0,50.0,0.75,0.25,100.0,100.0,19260817.0,-8.955927008381224e+194,-8.956809635714327e+194,-8.946952408726154e+194,4.452379237662519e+96,4.452379237662519e+96,4.452379237662519e+96,1.9597609426953444e+112,1.9597655238987773e+112,1.9597143082167724e+112,16.69
0.1,200.0,0.25,0.25,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100156112812361.3,100156346940676.58,100153729497133.86,19.38
0.0001,200.0,0.75,0.75,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99684462336956.22,99684695362725.4,99682090245125.22,82.88
0.0001,50.0,0.75,0.25,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99684984609481.9,99685217636471.95,99682612505222.92,6.25
0.0001,200.0,0.75,0.75,0.0,5.0,19260817.0,0.0061,0.0046,0.0045,0.1483,0.1484,0.1485,99380468119625.36,99450678601771.69,99436394182382.34,78.76
0.0001,50.0,0.75,0.75,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99684984609481.9,99685217636471.95,99682612505222.92,59.33
0.0001,50.0,0.75,0.75,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99684984609481.9,99685217636471.95,99682612505222.92,19.66
0.1,200.0,0.25,0.25,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100156112812361.3,100156346940676.58,100153729497133.86,9.34
100.0,200.0,0.25,0.25,100.0,100.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.54
100.0,50.0,0.75,0.75,0.1,5.0,19260817.0,-8.95592700811558e+194,-8.956809635448661e+194,-8.946952408460815e+194,4.452379237596487e+96,4.452379237596488e+96,4.4523792375964955e+96,1.9597609426662864e+112,1.95976552386972e+112,1.959714308187719e+112,9.05
100.0,50.0,0.25,0.25,100.0,5.0,19260817.0,-1.3537781716173964e+195,-1.3539115895892168e+195,-1.3524215708879947e+195,5.4740735687229705e+96,5.4740735687229705e+96,5.4740735687229705e+96,2.409470308970421e+112,2.409475941429672e+112,2.4094129732061215e+112,0.99
0.0001,50.0,0.75,0.25,0.0,100.0,19260817.0,0.0078,0.0014,0.0013,0.1482,0.1487,0.1488,99312649025961.66,99688741398957.0,99669363952557.12,29.38
100.0,50.0,0.25,0.25,0.1,5.0,19260817.0,-1.3537781717390942e+195,-1.3539115897109266e+195,-1.3524215710095706e+195,5.474073568969016e+96,5.474073568969016e+96,5.474073568969016e+96,2.409470309078721e+112,2.409475941537973e+112,2.409412973314418e+112,1.29
0.1,50.0,0.75,0.75,0.0,100.0,19260817.0,0.9995,0.0181,-0.0013,0.0035,0.1474,0.1489,2956130641797.449,109195334213896.52,108862364762270.06,237.87
0.1,50.0,0.25,0.25,0.0,100.0,19260817.0,0.8589,-0.1124,-0.15,0.0559,0.1569,0.1596,73016999419538.81,169098918113285.34,172103571815613.28,27.21
100.0,50.0,0.25,0.75,0.0,5.0,19260817.0,-2.1903655392066218e+198,-2.2394441142400945e+198,-2.2525739071757564e+198,2.2018877497393183e+98,2.226309765927711e+98,2.234056281236195e+98,6.264057099149727e+113,6.322240027238555e+113,6.371800776321767e+113,6.98
100.0,200.0,0.75,0.75,100.0,100.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.73
0.0001,200.0,0.25,0.25,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99678853794927.88,99679086807586.31,99676481836557.77,22.19
100.0,50.0,0.75,0.25,100.0,5.0,19260817.0,-8.955927008364206e+194,-8.956809635697308e+194,-8.946952408709154e+194,4.452379237658288e+96,4.452379237658288e+96,4.452379237658288e+96,1.959760942693483e+112,1.959765523896916e+112,1.9597143082149106e+112,2.98
100.0,200.0,0.75,0.25,0.1,100.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.27
0.1,150.0,0.5,0.5,0.1,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98906248972806.64,98906480179397.94,98903895399343.72,71.97
0.1,50.0,0.25,0.25,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100585456726431.23,100585691858395.38,100583063194534.44,4.97
100.0,200.0,0.75,0.75,0.0,5.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.65
0.1,50.0,0.25,0.25,0.0,5.0,19260817.0,0.2271,0.0997,0.0891,0.1308,0.1412,0.1421,82154415954906.83,89100215694758.7,88692106231703.84,2.39
0.0001,200.0,0.75,0.75,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99684462336956.22,99684695362725.4,99682090245125.22,83.43
100.0,50.0,0.25,0.25,0.0,100.0,19260817.0,-2.707930042033121e+200,-2.769991528015045e+200,-2.715242075009499e+200,2.4482490597263775e+99,2.4760231294500923e+99,2.452781504477913e+99,4.259706011111212e+114,4.285022943378896e+114,4.239966197723539e+114,20.74
0.1,50.0,0.25,0.75,0.0,5.0,19260817.0,0.2561,0.0702,0.0886,0.1283,0.1435,0.1421,80014073863520.55,91233630322792.56,89541931687806.06,7.02
100.0,50.0,0.75,0.25,0.0,5.0,19260817.0,-7.717404108440901e+196,-7.731352156354827e+196,-7.76607556513983e+196,4.133067490918535e+97,4.1365969233957354e+97,4.1481589676108195e+97,1.3121114594173537e+113,1.309943563149896e+113,1.321316089415274e+113,6.46
100.0,50.0,0.75,0.25,0.1,5.0,19260817.0,-8.955927008937511e+194,-8.956809636270672e+194,-8.946952409281887e+194,4.4523792378007935e+96,4.4523792378007935e+96,4.4523792378007935e+96,1.9597609427562093e+112,1.959765523959643e+112,1.959714308277636e+112,3.05
100.0,50.0,0.75,0.25,0.0,100.0,19260817.0,-1.0094482215021453e+200,-1.0279779075509584e+200,-1.0232627637968416e+200,1.4947855806168808e+99,1.5083681987727178e+99,1.5057337001920098e+99,2.03511135126612e+114,2.025533746167627e+114,2.0504620913596893e+114,66.38
0.1,50.0,0.75,0.75,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100367850150931.64,100368084774211.28,100365461797201.72,59.82
100.0,50.0,0.25,0.75,0.1,100.0,19260817.0,-1.3537781717352748e+195,-1.3539115897071072e+195,-1.3524215710057554e+195,5.474073568961295e+96,5.474073568961295e+96,5.474073568961295e+96,2.409470309075324e+112,2.409475941534575e+112,2.40941297331102e+112,14.83
0.0001,200.0,0.25,0.75,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99678853794927.88,99679086807586.31,99676481836557.77,30.64
0.1,200.0,0.75,0.25,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99889846706386.23,99890080212268.84,99887469727228.05,69.46
100.0,50.0,0.25,0.25,0.1,100.0,19260817.0,-1.3537781717458988e+195,-1.3539115897177318e+195,-1.3524215710163683e+195,5.474073568982774e+96,5.47407356898277e+96,5.47407356898277e+96,2.4094703090847767e+112,2.409475941544028e+112,2.409412973320474e+112,3.9
0.0001,50.0,0.25,0.75,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99682920074395.88,99683153096559.8,99680548019264.56,16.17
0.0001,50.0,0.75,0.25,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99684984609481.9,99685217636471.95,99682612505222.92,17.44
100.0,50.0,0.25,0.75,100.0,100.0,19260817.0,-1.3537781716177636e+195,-1.3539115895895838e+195,-1.3524215708883614e+195,5.4740735687237085e+96,5.4740735687237085e+96,5.4740735687237085e+96,2.4094703089707484e+112,2.4094759414299985e+112,2.409412973206449e+112,13.49
100.0,50.0,0.75,0.75,0.0,5.0,19260817.0,-2.818625326942994e+198,-2.797331732848494e+198,-2.7224807189116835e+198,2.497787864097499e+98,2.4882124734274326e+98,2.456048799597207e+98,6.211749578722457e+113,6.212479033439345e+113,6.18126216843403e+113,20.0
100.0,200.0,0.25,0.75,100.0,100.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.17
0.1,50.0,0.75,0.25,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100367850150931.64,100368084774211.28,100365461797201.72,17.42
0.1,50.0,0.75,0.25,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100367850150931.64,100368084774211.28,100365461797201.72,6.33
0.1,200.0,0.25,0.75,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100156112812361.3,100156346940676.58,100153729497133.86,29.2
100.0,200.0,0.75,0.75,100.0,5.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.67
0.1,200.0,0.25,0.75,0.0,5.0,19260817.0,0.4408,0.0062,0.016,0.1113,0.1483,0.1477,76756790959582.53,103221978196074.98,102163887118014.44,28.25
0.0001,200.0,0.75,0.25,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99684462336956.22,99684695362725.4,99682090245125.22,26.44
100.0,200.0,0.75,0.25,100.0,5.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.49
100.0,200.0,0.25,0.25,0.0,5.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.03
0.0001,200.0,0.75,0.25,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99684462336956.22,99684695362725.4,99682090245125.22,25.25
0.1,200.0,0.25,0.75,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100156112812361.3,100156346940676.58,100153729497133.86,66.58
0.0001,50.0,0.25,0.25,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99682920074395.88,99683153096559.8,99680548019264.56,4.97
0.1,50.0,0.25,0.25,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100585456726431.23,100585691858395.38,100583063194534.44,6.25
100.0,50.0,0.25,0.25,0.0,5.0,19260817.0,-6.399817158983674e+196,-6.3650840622936215e+196,-6.4554884439501555e+196,3.763749054615146e+97,3.7533369019133114e+97,3.781979228625081e+97,1.1069912921343757e+113,1.1022011614844217e+113,1.1156584722493845e+113,2.41
0.0001,50.0,0.25,0.75,0.0,100.0,19260817.0,0.0035,0.0014,0.0013,0.1485,0.1487,0.1488,99563397000200.66,99689912291700.38,99684689287360.0,36.33
0.1,200.0,0.75,0.75,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99889846706386.23,99890080212268.84,99887469727228.05,235.49
0.1,200.0,0.25,0.25,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100156112812361.3,100156346940676.58,100153729497133.86,19.42
0.0001,50.0,0.75,0.25,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99684984609481.9,99685217636471.95,99682612505222.92,17.44
0.1,200.0,0.25,0.75,0.0,100.0,19260817.0,0.9988,-0.2204,-0.2099,0.0052,0.1644,0.1637,12855839631534.664,188586277334984.28,188730756011394.62,436.61
0.1,50.0,0.25,0.25,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100585456726431.23,100585691858395.38,100583063194534.44,2.35
0.0001,200.0,0.25,0.25,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99678853794927.88,99679086807586.31,99676481836557.77,9.35
0.1,50.0,0.75,0.25,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100367850150931.64,100368084774211.28,100365461797201.72,6.34
0.0001,50.0,0.25,0.25,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99682920074395.88,99683153096559.8,99680548019264.56,2.35
0.0001,50.0,0.25,0.75,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99682920074395.88,99683153096559.8,99680548019264.56,16.21
100.0,200.0,0.75,0.25,0.1,5.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15
0.1,200.0,0.25,0.25,0.0,100.0,19260817.0,0.9991,-0.1524,-0.1982,0.0046,0.1597,0.1629,11583689861452.863,186721252557578.1,189421605616203.6,132.69
0.0001,50.0,0.75,0.75,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99684984609481.9,99685217636471.95,99682612505222.92,20.0
0.0001,50.0,0.75,0.75,0.0,100.0,19260817.0,0.0078,0.0014,0.0013,0.1482,0.1487,0.1488,99318178461681.14,99695306825017.42,99690750714688.22,100.24
0.0001,50.0,0.25,0.25,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99682920074395.88,99683153096559.8,99680548019264.56,4.98
0.1,200.0,0.75,0.75,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99889846706386.23,99890080212268.84,99887469727228.05,236.61
0.1,200.0,0.75,0.25,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99889846706386.23,99890080212268.84,99887469727228.05,70.78
100.0,200.0,0.25,0.75,100.0,5.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.78
100.0,200.0,0.25,0.25,0.1,100.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.29
0.0001,200.0,0.25,0.75,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99678853794927.88,99679086807586.31,99676481836557.77,27.66
0.1,200.0,0.25,0.75,100.0,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100156112812361.3,100156346940676.58,100153729497133.86,66.74
0.1,200.0,0.75,0.25,0.0,100.0,19260817.0,1.0,0.0397,0.0021,0.0,0.1458,0.1487,359864513.9015,108695982832442.56,112330877470731.12,357.8
100.0,200.0,0.25,0.25,0.1,5.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01
0.1,50.0,0.75,0.75,0.1,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100367850150931.64,100368084774211.28,100365461797201.72,19.88
0.0001,50.0,0.75,0.25,0.0,5.0,19260817.0,0.0013,0.001,0.001,0.1487,0.1487,0.1488,99620194272011.36,99636585989356.0,99628438861395.52,6.39
0.0001,200.0,0.75,0.25,0.0,5.0,19260817.0,0.0053,0.0042,0.0041,0.1484,0.1485,0.1485,99421222319123.42,99481746147400.4,99462600111587.98,25.45
100.0,50.0,0.25,0.25,100.0,100.0,19260817.0,-1.3537781716177636e+195,-1.3539115895895838e+195,-1.3524215708883614e+195,5.4740735687237085e+96,5.4740735687237085e+96,5.4740735687237085e+96,2.4094703089707484e+112,2.4094759414299985e+112,2.409412973206449e+112,3.55
100.0,50.0,0.75,0.75,100.0,100.0,19260817.0,-8.955927008381224e+194,-8.956809635714327e+194,-8.946952408726154e+194,4.452379237662519e+96,4.452379237662519e+96,4.452379237662519e+96,1.9597609426953444e+112,1.9597655238987773e+112,1.9597143082167724e+112,52.95
100.0,200.0,0.25,0.75,0.1,5.0,19260817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.37
0.0001,50.0,0.25,0.75,0.0,5.0,19260817.0,0.0014,0.0011,0.0011,0.1487,0.1487,0.1488,99612077608309.06,99630797273862.12,99628893634228.64,8.19
0.0001,200.0,0.25,0.25,0.1,100.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99678853794927.88,99679086807586.31,99676481836557.77,19.49
0.0001,50.0,0.25,0.75,100.0,5.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99682920074395.88,99683153096559.8,99680548019264.56,6.91
0.1,200.0,0.75,0.75,0.0,100.0,19260817.0,1.0,0.0177,-0.0032,0.0,0.1475,0.1491,470159394.4995,109539944205279.98,109344342384516.31,1201.77
100.0,50.0,0.75,0.25,0.1,100.0,19260817.0,-8.95592700919234e+194,-8.956809636525523e+194,-8.946952409536457e+194,4.452379237864139e+96,4.452379237864139e+96,4.452379237864139e+96,1.9597609427840904e+112,1.959765523987524e+112,1.959714308305516e+112,11.21
0.01,100.0,0.25,0.25,0.01,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99372816195537.08,99373048492791.7,99370451519638.8,8.33
0.01,100.0,0.25,0.25,0.01,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99372816195537.08,99373048492791.7,99370451519638.8,9.79
