gamma,subsample,colsample_bytree,max_depth,eta,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time
100.0,0.25,0.25,50.0,0.9,-0.0003,-0.0003,-0.0003,0.1488,0.1488,0.1489,111852616390275.52,111852877860732.97,111849954745006.08,2.56
1.0,0.25,0.75,5.0,0.15,0.2194,0.042,0.052,0.1314,0.1456,0.1449,88748719464845.02,98800467051957.97,96944485001150.89,1.35
100.0,0.5,0.25,50.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101529488645999.28,101529725984764.34,101527072649915.48,3.48
0.0001,0.75,0.75,50.0,0.15,0.9998,-0.0112,-0.0148,0.002,0.1496,0.1499,4472793560325.019,121618080765174.4,118283616903626.86,18.28
100.0,0.25,0.5,5.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,103517311106304.56,103517553091870.6,103514847807990.22,1.1
1.0,0.25,0.25,5.0,0.15,0.1579,0.0817,0.085,0.1365,0.1426,0.1424,91625004333751.27,96207961681179.83,95083489422547.84,0.86
100.0,0.25,0.5,50.0,0.75,-0.0002,-0.0002,-0.0002,0.1488,0.1488,0.1489,109392807230346.73,109393062950671.14,109390204118705.1,3.55
1.0,0.25,0.75,50.0,0.9,-10143.1154,-37978.4147,-35206.3652,14.9846,28.9928,27.93,3.577413355863219e+16,7.658925992614776e+16,7.429798110068226e+16,15.67
0.01,0.25,0.5,10.0,0.3,0.8486,-0.7017,-0.6878,0.0579,0.1941,0.1934,118779378372011.52,280004654205191.0,271130562302019.44,2.64
0.01,0.75,0.5,100.0,0.75,0.9893,-0.4529,-0.5499,0.0154,0.1793,0.1853,32402052048349.46,179845151307284.06,192633685581725.12,20.95
0.0001,0.5,0.5,5.0,0.9,0.4358,-0.9768,-1.0182,0.1118,0.2092,0.2115,185033740875987.3,283695339618961.1,285673142674696.0,1.36
0.0,0.5,0.25,5.0,0.45,0.4572,-0.194,-0.1311,0.1096,0.1626,0.1583,125258830901385.52,166887211556978.44,162726898208833.6,1.02
1.0,0.25,0.25,5.0,0.45,0.1423,-0.0562,-0.0697,0.1378,0.1529,0.154,114250612769632.11,123832978674190.11,125610948285645.84,0.81
100.0,0.5,0.5,25.0,0.6,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,102739581246258.62,102739821413777.05,102737136454806.88,4.95
100.0,0.25,0.25,100.0,0.9,-0.0003,-0.0003,-0.0003,0.1488,0.1488,0.1489,111852616390275.52,111852877860732.97,111849954745006.08,2.45
100.0,0.75,0.25,10.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100614628567643.1,100614863767800.3,100612234341573.06,2.14
0.01,0.5,0.75,100.0,0.75,0.9816,-1.2375,-1.1871,0.0202,0.2225,0.2201,56271155289223.555,335168171671097.94,325065893223998.94,26.13
0.0,0.5,0.5,50.0,0.3,1.0,-0.1651,-0.2313,0.0005,0.1606,0.1652,1467884250278.4714,187509156478970.0,186196807372442.06,10.51
100.0,0.5,0.75,50.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,103284863662233.53,103285105104422.56,103282405895239.4,5.29
100.0,0.25,0.5,25.0,0.75,-0.0002,-0.0002,-0.0002,0.1488,0.1488,0.1489,109392807230346.73,109393062950671.14,109390204118705.1,3.18
0.01,0.5,0.5,100.0,0.45,0.9815,-0.3935,-0.5028,0.0202,0.1756,0.1825,51437847472916.99,229625513477195.22,223655435996717.38,18.64
1.0,0.25,0.5,10.0,0.45,0.1973,-0.4137,-0.3813,0.1333,0.1769,0.1749,166610863148699.5,199374921848469.28,188118026743631.53,2.28
100.0,0.25,0.25,5.0,0.45,-0.0001,-0.0001,-0.0001,0.1488,0.1488,0.1489,105260199615155.9,105260445674957.03,105257694843060.2,0.76
0.0001,0.5,0.25,100.0,0.9,0.9995,-1.6524,-1.7072,0.0033,0.2423,0.2449,11657339722675.893,480422224274556.1,477669522449265.44,8.48
0.0,0.75,0.5,25.0,0.45,1.0,-0.18,-0.2249,0.0005,0.1616,0.1647,1367566698457.4636,156062371119851.6,154145021093727.72,3.85
0.0001,0.5,0.25,5.0,0.6,0.4558,-0.3328,-0.3365,0.1098,0.1717,0.1721,147267201962864.22,198915979622993.44,193736651329989.7,0.95
0.0,0.25,0.25,5.0,0.3,0.3116,-0.1296,-0.1532,0.1234,0.1581,0.1599,135387409520341.86,162064457227545.97,160109971215155.56,0.8
0.01,0.5,0.5,10.0,0.75,0.9574,-1.2833,-1.443,0.0307,0.2248,0.2327,88074496485269.42,387298395384189.2,377446021400791.75,3.06
1.0,0.75,0.25,100.0,0.15,0.4175,0.0693,0.0482,0.1135,0.1435,0.1452,80144920930600.58,102671048652658.81,101132462219979.19,8.24
1.0,0.25,0.5,50.0,0.45,0.216,-0.5038,-0.5249,0.1317,0.1824,0.1838,180032058988024.1,219716357354740.12,218285050922837.53,11.61
0.0,0.25,0.5,25.0,0.6,0.7245,-8.6431,-8.5154,0.0781,0.462,0.4592,226869122053354.22,1188315676715695.5,1171017283351013.0,7.16
0.0001,0.25,0.75,50.0,0.9,-84764.1678,-278331.2345,-286731.2744,43.3157,78.4869,79.7063,1.2369203307104213e+17,2.5103840018453434e+17,2.5508455717553107e+17,16.27
1.0,0.25,0.75,5.0,0.75,-0.2522,-1.3015,-1.0964,0.1665,0.2257,0.2155,223543314747069.16,275131872238593.38,268151076492357.06,1.27
100.0,0.5,0.5,50.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100659843989978.44,100660079295832.75,100657448687962.06,4.64
100.0,0.25,0.5,10.0,0.75,-0.0002,-0.0002,-0.0002,0.1488,0.1488,0.1489,109392807230346.73,109393062950671.14,109390204118705.1,2.6
0.0,0.25,0.25,50.0,0.75,-18.0111,-155.094,-155.5289,0.6487,1.8587,1.8623,2021491494086020.2,6364664314686785.0,6356268129016978.0,6.55
1.0,0.75,0.75,5.0,0.3,0.2989,0.048,0.0457,0.1246,0.1452,0.1454,81759504740545.38,97163752154118.03,93261763924876.3,1.6
1.0,0.5,0.5,25.0,0.45,0.484,-0.136,-0.1192,0.1069,0.1586,0.1575,112067556665894.8,146871700522776.34,142683261052349.12,8.45
1.0,0.5,0.25,10.0,0.3,0.3386,0.0178,0.0154,0.121,0.1474,0.1477,93742526721954.27,111582672943638.4,107062453517175.52,1.85
1.0,0.5,0.5,25.0,0.75,0.41,-0.4303,-0.5303,0.1143,0.1779,0.1841,152305668768552.25,196972745468709.72,200136557435396.03,8.68
100.0,0.25,0.5,10.0,0.45,-0.0001,-0.0001,-0.0001,0.1488,0.1488,0.1489,105260199615155.9,105260445674957.03,105257694843060.2,2.62
1.0,0.5,0.75,50.0,0.15,0.5234,0.0495,0.0184,0.1027,0.145,0.1475,77585089923678.64,109770515287001.73,105231475968027.28,17.11
0.0001,0.5,0.75,50.0,0.6,0.9997,-0.6682,-0.7524,0.0025,0.1922,0.197,8213723401442.441,264212617192596.12,259005028297410.34,19.86
100.0,0.5,0.75,25.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,103284863662233.53,103285105104422.56,103282405895239.4,6.11
1.0,0.75,0.25,5.0,0.6,0.2156,0.0337,0.0496,0.1318,0.1462,0.1451,96134690648451.42,107762988594375.84,103357509360653.2,0.99
0.01,0.5,0.5,50.0,0.3,0.9828,-0.1768,-0.1659,0.0195,0.1614,0.1607,45376110521667.81,180624322435537.62,179651239924454.66,14.83
1.0,0.5,0.5,50.0,0.9,0.3532,-0.8623,-0.8294,0.1197,0.203,0.2013,177226163210628.62,248476928827727.94,244536799099043.06,15.68
100.0,0.25,0.75,50.0,0.6,-0.0001,-0.0001,-0.0001,0.1488,0.1488,0.1489,107191533542389.45,107191784116942.08,107188982812264.55,3.85
100.0,0.5,0.25,100.0,0.9,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,103878649149565.81,103878891979807.88,103876177252850.05,3.25
0.0,0.75,0.25,25.0,0.15,1.0,0.0081,-0.0024,0.0007,0.1482,0.149,1646844951858.9177,129341844383231.33,130140247240047.2,5.53
0.01,0.5,0.25,50.0,0.45,0.9756,-0.3888,-0.4123,0.0233,0.1753,0.1769,63573987731929.58,237979820452996.47,239039776386917.7,9.1
0.01,0.5,0.25,5.0,0.15,0.3284,0.0385,0.0612,0.1219,0.1459,0.1442,89594034896438.64,105209786126330.48,104802196387441.33,1.02
100.0,0.75,0.25,50.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100614628567643.1,100614863767800.3,100612234341573.06,3.71
100.0,0.75,0.25,50.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100007495717198.95,100007729498101.88,100005115938464.45,3.4
1.0,0.75,0.25,25.0,0.3,0.4675,0.0356,0.0096,0.1086,0.1461,0.1481,84875267949491.64,108761995622236.67,111197579759456.19,5.87
0.0001,0.5,0.75,10.0,0.45,0.9881,-0.4089,-0.4598,0.0163,0.1766,0.1798,38720551724993.73,228227373519167.34,224705992048769.34,3.71
100.0,0.25,0.5,100.0,0.45,-0.0001,-0.0001,-0.0001,0.1488,0.1488,0.1489,105260199615155.9,105260445674957.03,105257694843060.2,3.55
100.0,0.5,0.25,25.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101529488645999.28,101529725984764.34,101527072649915.48,3.24
100.0,0.5,0.5,25.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,103284863662233.53,103285105104422.56,103282405895239.4,5.23
1.0,0.25,0.25,10.0,0.6,0.023,-0.6023,-0.6125,0.1471,0.1883,0.189,205205742272390.44,234290454791502.53,230321278987583.0,1.74
1.0,0.5,0.5,25.0,0.6,0.4496,-0.3239,-0.376,0.1104,0.1712,0.1746,129458684725024.03,168704480298517.9,169572283498218.8,8.75
1.0,0.5,0.5,100.0,0.3,0.5008,-0.0369,-0.0392,0.1051,0.1515,0.1517,93538050933484.45,126215020249879.9,124767139467708.44,15.48
100.0,0.25,0.25,25.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,103517311106304.56,103517553091870.6,103514847807990.22,2.51
100.0,0.25,0.75,100.0,0.45,-0.0001,-0.0001,-0.0001,0.1488,0.1488,0.1489,105260199615155.9,105260445674957.03,105257694843060.2,4.14
100.0,0.75,0.25,25.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100614628567643.1,100614863767800.3,100612234341573.06,3.7
100.0,0.75,0.25,50.0,0.9,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101001144591319.9,101001380695010.03,100998741167713.16,3.7
100.0,0.5,0.5,10.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100659843989978.44,100660079295832.75,100657448687962.06,2.9
100.0,0.25,0.5,5.0,0.45,-0.0001,-0.0001,-0.0001,0.1488,0.1488,0.1489,105260199615155.9,105260445674957.03,105257694843060.2,1.16
100.0,0.5,0.75,25.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101529488645999.28,101529725984764.34,101527072649915.48,5.69
0.01,0.25,0.25,50.0,0.45,0.9111,-1.9395,-1.9941,0.0444,0.2551,0.2576,148276600431967.12,605200476120623.8,610321059385232.2,6.68
0.0,0.25,0.75,100.0,0.75,-57.4268,-383.1913,-372.2606,1.1372,2.916,2.8758,3181691756982335.5,8993850943263402.0,8792065944083794.0,19.47
0.0,0.5,0.75,50.0,0.15,0.9998,-0.0741,-0.068,0.0023,0.1542,0.1538,3121955993533.061,149853228348103.7,141737779023583.12,16.98
0.0,0.25,0.5,100.0,0.9,-91728.2114,-317574.7156,-307406.7615,45.06,83.8377,82.53,1.3577781539503525e+17,2.839287617938864e+17,2.818789554895522e+17,12.34
100.0,0.25,0.75,100.0,0.9,-0.0003,-0.0003,-0.0003,0.1488,0.1488,0.1489,111852616390275.52,111852877860732.97,111849954745006.08,3.77
100.0,0.75,0.5,25.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100007495717198.95,100007729498101.88,100005115938464.45,5.86
100.0,0.25,0.5,25.0,0.9,-0.0003,-0.0003,-0.0003,0.1488,0.1488,0.1489,111852616390275.52,111852877860732.97,111849954745006.08,3.6
1.0,0.5,0.5,100.0,0.9,0.3532,-0.8623,-0.8294,0.1197,0.203,0.2013,177226163210628.62,248476928827727.94,244536799099043.06,18.68
0.0,0.25,0.75,10.0,0.3,0.8706,-0.553,-0.6208,0.0535,0.1854,0.1895,107043110481395.0,258839589561283.6,261415948265976.0,3.15
0.01,0.25,0.75,10.0,0.3,0.8568,-0.6744,-0.6043,0.0563,0.1925,0.1885,109554653875627.52,261685267952203.0,251155998953617.06,4.2
0.01,0.5,0.75,50.0,0.75,0.9814,-1.2545,-1.1634,0.0203,0.2234,0.2189,56432164418327.32,336023852368462.7,323294244726393.6,20.4
100.0,0.25,0.5,25.0,0.45,-0.0001,-0.0001,-0.0001,0.1488,0.1488,0.1489,105260199615155.9,105260445674957.03,105257694843060.2,3.62
0.0001,0.25,0.25,50.0,0.15,0.9689,-0.1873,-0.1887,0.0262,0.1621,0.1623,49301794266980.836,223101205930997.38,221553003383336.06,6.35
1.0,0.5,0.5,100.0,0.75,0.3867,-0.4275,-0.4814,0.1165,0.1777,0.1812,150650377466175.7,198330243601788.72,191061475418993.47,17.56
0.01,0.75,0.5,100.0,0.45,0.9899,-0.1668,-0.2112,0.015,0.1607,0.1638,28777166009799.184,149837672086880.56,151644490797734.2,20.75
0.0001,0.75,0.5,50.0,0.9,0.9998,-0.7213,-0.6978,0.002,0.1952,0.194,5894117112593.629,199439801606126.94,199067538527088.1,16.95
1.0,0.5,0.5,100.0,0.6,0.4426,-0.303,-0.3154,0.1111,0.1698,0.1707,127918923587860.22,165896000570348.16,167261916073960.9,16.75
100.0,0.25,0.5,25.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101957924244363.42,101958162584654.02,101955498053224.55,3.43
0.0,0.75,0.25,5.0,0.9,0.5638,-0.4725,-0.4411,0.0983,0.1805,0.1787,148205954774365.44,222144507707820.25,227438068106723.94,1.0
1.0,0.25,0.25,50.0,0.45,0.1779,-0.363,-0.3108,0.1349,0.1737,0.1704,166346696156402.62,197048642598612.03,183994497592627.9,7.05
1.0,0.5,0.75,10.0,0.75,0.3918,-0.5192,-0.5281,0.116,0.1834,0.184,135076518544695.73,184998822510001.3,185321955547862.72,4.21
0.0001,0.25,0.25,25.0,0.9,-10839.8025,-40210.1671,-40238.6192,15.4906,29.8324,29.8594,4.838016576505634e+16,1.0218416693675387e+17,1.0309836591200843e+17,4.72
1.0,0.5,0.25,5.0,0.6,0.1917,-0.0187,-0.0084,0.1338,0.1502,0.1495,99142481518785.08,107918539350706.39,107822771692638.05,0.99
0.0001,0.25,0.5,50.0,0.15,0.972,-0.1788,-0.2462,0.0249,0.1615,0.1662,43491693030438.836,207448148489769.3,211391500398662.22,10.97
0.01,0.75,0.75,25.0,0.6,0.9903,-0.375,-0.3618,0.0147,0.1744,0.1737,28518374926047.656,168497905840072.62,165431544573593.03,10.94
0.0001,0.25,0.75,25.0,0.9,-45082.2695,-162142.2672,-154814.3921,31.5896,59.9053,58.5682,6.650931203150514e+16,1.369065121354865e+17,1.3226500088458224e+17,7.98
1.0,0.25,0.75,100.0,0.45,0.2553,-0.4887,-0.4937,0.1284,0.1815,0.1819,175604878045362.3,213701016999194.88,208570839771954.2,15.85
0.01,0.5,0.75,25.0,0.3,0.9842,-0.2184,-0.2624,0.0187,0.1642,0.1672,41592764759259.81,184832436559534.22,178764983201601.2,10.2
0.0001,0.5,0.5,50.0,0.6,0.9997,-0.6321,-0.6733,0.0027,0.1901,0.1926,9341891347930.094,276475673548821.2,278871260955446.3,13.56
0.01,0.75,0.5,50.0,0.75,0.9893,-0.4529,-0.5499,0.0154,0.1793,0.1853,32402052048349.46,179845151307284.06,192633685581725.12,18.27
0.0001,0.5,0.5,50.0,0.75,0.9996,-0.9731,-1.2287,0.0028,0.209,0.2222,9868523429216.57,342747171948125.94,353363198744327.0,13.21
0.0001,0.25,0.75,5.0,0.15,0.3471,0.0064,0.0027,0.1202,0.1483,0.1487,93845168800260.81,111434180476616.08,112033029474152.03,1.2
0.0001,0.75,0.75,10.0,0.15,0.9672,-0.0036,-0.0067,0.0269,0.149,0.1494,28409490851633.258,123637394016886.38,119521033798499.44,3.47
100.0,0.25,0.75,5.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,103517311106304.56,103517553091870.6,103514847807990.22,1.2
100.0,0.5,0.25,100.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101529488645999.28,101529725984764.34,101527072649915.48,3.16
0.0,0.5,0.25,10.0,0.45,0.9773,-0.4521,-0.4237,0.0224,0.1793,0.1776,57414171300260.266,250611535751695.0,247547119789022.5,1.94
0.0001,0.25,0.5,100.0,0.75,-40.4992,-301.4165,-302.9938,0.9584,2.5871,2.5953,2857155321033632.5,8390722317739162.0,8503936857260538.0,12.49
0.0,0.25,0.25,100.0,0.6,0.8635,-6.3885,-6.4876,0.055,0.4044,0.4073,167437189565694.12,1194580256843703.0,1205027281219363.2,6.54
0.01,0.5,0.5,10.0,0.9,0.9432,-2.2833,-2.3167,0.0355,0.2696,0.2711,101607367219945.73,493332252762791.3,482412312214591.06,2.96
1.0,0.25,0.25,50.0,0.6,0.0202,-0.7201,-0.8157,0.1473,0.1951,0.2006,221913432789963.3,260034415852755.8,256666051469831.28,6.32
100.0,0.5,0.75,10.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100659843989978.44,100660079295832.75,100657448687962.06,3.44
1.0,0.25,0.5,50.0,0.75,-4.6391,-20.4118,-21.4753,0.3533,0.6884,0.7057,671904007774370.5,1168916652246860.0,1161558755667651.0,11.6
1.0,0.75,0.25,10.0,0.3,0.3816,0.047,0.0416,0.117,0.1452,0.1457,85386116299132.05,106279896276752.06,102137269960005.5,1.85
0.01,0.75,0.25,100.0,0.9,0.9854,-0.8185,-0.6849,0.018,0.2006,0.1932,44149986759051.12,223702456031186.78,216221097799230.03,10.86
0.0001,0.25,0.5,50.0,0.75,-46.2803,-307.8613,-315.675,1.023,2.6146,2.6489,3005548666300620.0,8462751483016982.0,8614824942107342.0,11.7
0.0,0.75,0.75,25.0,0.15,1.0,0.0088,-0.0243,0.0005,0.1481,0.1506,1086022517484.9484,121395074281482.88,122124194044346.66,9.63
0.01,0.75,0.5,25.0,0.15,0.9884,0.0289,-0.0171,0.016,0.1466,0.1501,25149224163520.855,119591519729069.9,120885120141224.02,8.18
0.0001,0.25,0.75,10.0,0.9,-1999.989,-6924.7885,-6645.6227,6.6552,12.3808,12.1354,9071194726726480.0,1.613712897715534e+16,1.6057805002653752e+16,2.67
0.0001,0.5,0.25,10.0,0.15,0.9001,-0.0488,-0.0289,0.047,0.1524,0.151,60316680884807.94,146005474238091.6,146960124771588.1,1.85
1.0,0.25,0.5,5.0,0.3,0.1997,-0.0342,-0.0485,0.1331,0.1513,0.1524,103487704584949.89,116735715616318.56,115836694084090.83,1.04
0.0001,0.75,0.5,100.0,0.15,0.9998,0.0181,-0.0266,0.0022,0.1474,0.1508,5157565792236.738,122442734503329.66,123878578957262.27,13.44
1.0,0.75,0.5,10.0,0.6,0.4818,-0.1313,-0.1311,0.1071,0.1582,0.1583,87406423154293.38,126152535782319.25,120211134727522.61,3.03
0.0001,0.5,0.5,10.0,0.75,0.982,-1.3649,-1.3657,0.02,0.2288,0.2289,57042199631339.81,384306535585202.25,379997774106915.06,2.96
