max_bins,interactions,learning_rate,max_rounds,min_samples_leaf,max_leaves,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time
1024.0,2.0,100.0,500.0,32.0,100000.0,-1328911998.9516,-1329025389.2489,-1327530545.3013,9173.6316,9173.594,9173.2254,2.4804504339133076e+18,2.4634094118003174e+18,2.463230330797205e+18,3.66
4.0,16.0,0.0001,25.0,1.0,100000.0,-10.2417,-10.2431,-10.2302,0.8437,0.8438,0.8437,35164608432368.55,35185869284814.1,35242549601968.7,3.09
1024.0,2.0,0.1,25.0,1.0,100000.0,0.4077,0.3655,0.3508,0.1937,0.2004,0.2029,173528926278030.1,182091832738442.16,182278799180075.12,2.94
4.0,16.0,100.0,500.0,1.0,100.0,-1322905519.3988,-1323047273.303,-1321656582.4616,9152.8764,9152.9387,9152.9084,2.6543897351233777e+18,2.651974596946762e+18,2.652166984084548e+18,4.59
65535.0,16.0,0.0001,500.0,1.0,100.0,0.2523,0.2511,0.2408,0.2176,0.2178,0.2194,207023418218322.78,207964092587113.22,208948155950003.47,29.03
65535.0,2.0,0.0001,25.0,32.0,100.0,-10.9882,-10.9895,-10.9765,0.8713,0.8713,0.8713,26700575638952.73,26713752133184.863,26781336970311.188,2.96
4.0,2.0,0.1,25.0,1.0,100.0,0.3082,0.3097,0.2936,0.2093,0.2091,0.2116,193704720629110.6,194467329980025.22,195402844256004.94,2.62
65535.0,16.0,100.0,25.0,32.0,100000.0,-1328911998.9516,-1329025389.2489,-1327530545.3013,9173.6316,9173.594,9173.2254,2.4804504339133076e+18,2.4634094118003174e+18,2.463230330797205e+18,3.32
1024.0,2.0,0.1,25.0,32.0,100000.0,0.4079,0.3665,0.3516,0.1936,0.2003,0.2027,173256523132442.53,181589488508420.06,181753673776609.8,2.97
65535.0,2.0,100.0,500.0,32.0,100000.0,-1328911998.9516,-1329025389.2489,-1327530545.3013,9173.6316,9173.594,9173.2254,2.4804504339133076e+18,2.4634094118003174e+18,2.463230330797205e+18,3.67
65535.0,16.0,0.0001,500.0,1.0,100000.0,0.2523,0.2511,0.2408,0.2176,0.2178,0.2194,207017375697068.53,207966134721154.5,208950970081778.56,29.12
65535.0,2.0,100.0,25.0,32.0,100.0,-1328911999.5987,-1329025389.8428,-1327530546.5626,9173.6316,9173.594,9173.2254,2.4804504307442867e+18,2.4634094254819354e+18,2.463230316731476e+18,2.87
1024.0,16.0,100.0,500.0,1.0,100000.0,-1328849842.2219,-1328963904.9628,-1327450165.0107,9173.4171,9173.3818,9172.9477,2.480609990507827e+18,2.4638388041936553e+18,2.463340550805037e+18,4.58
4.0,16.0,0.0001,25.0,1.0,100.0,-10.2417,-10.2431,-10.2302,0.8437,0.8438,0.8437,35164608432368.55,35185869284814.1,35242549601968.7,3.15
1024.0,2.0,0.1,500.0,1.0,100.0,0.408,0.3659,0.351,0.1936,0.2004,0.2028,173103541656911.25,181628033945369.56,181849853754980.34,4.04
65535.0,2.0,0.0001,25.0,1.0,100000.0,-10.9882,-10.9895,-10.9765,0.8713,0.8713,0.8713,26695519792024.434,26715301794875.84,26780999210260.633,2.98
4.0,2.0,100.0,500.0,1.0,100.0,-1322905519.3988,-1323047273.303,-1321656582.4616,9152.8764,9152.9387,9152.9084,2.6543897351233777e+18,2.651974596946762e+18,2.652166984084548e+18,3.7
65535.0,2.0,0.0001,500.0,32.0,100000.0,0.0575,0.0559,0.0512,0.2443,0.2445,0.2452,210623387746289.0,211126960351097.03,211830497507555.25,21.9
4.0,16.0,0.1,25.0,32.0,100000.0,0.3781,0.362,0.3515,0.1984,0.201,0.2027,176584608516907.66,180992681769168.47,180195790027493.72,3.12
1024.0,16.0,0.1,25.0,32.0,100.0,0.4199,0.3734,0.3615,0.1917,0.1992,0.2012,170223541604528.66,179403105697125.8,178764834456039.16,3.29
65535.0,2.0,0.1,500.0,32.0,100.0,0.4082,0.3668,0.3517,0.1936,0.2002,0.2027,172905616858052.84,181247847251989.66,181424330432620.34,4.06
1024.0,2.0,100.0,25.0,32.0,100000.0,-1328911998.9516,-1329025389.2489,-1327530545.3013,9173.6316,9173.594,9173.2254,2.4804504339133076e+18,2.4634094118003174e+18,2.463230330797205e+18,2.85
65535.0,2.0,0.1,25.0,32.0,100000.0,0.4079,0.3665,0.3516,0.1936,0.2003,0.2027,173256523132442.53,181589488508420.06,181753673776609.8,2.94
1024.0,16.0,0.0001,500.0,32.0,100000.0,0.2519,0.2513,0.2409,0.2177,0.2177,0.2194,207093608032089.4,207924066398600.53,208941970084332.38,28.99
65535.0,2.0,0.1,25.0,1.0,100.0,0.4076,0.3656,0.3509,0.1937,0.2004,0.2028,173576761850352.34,182093011257721.78,182286978801372.3,2.92
4.0,16.0,0.1,25.0,1.0,100000.0,0.3785,0.362,0.3514,0.1984,0.201,0.2028,176477957282851.03,180994619992732.94,180132156038393.34,3.13
4.0,16.0,100.0,500.0,32.0,100.0,-1322905519.3988,-1323047273.303,-1321656582.4616,9152.8764,9152.9387,9152.9084,2.6543897351233777e+18,2.651974596946762e+18,2.652166984084548e+18,4.6
65535.0,2.0,0.1,25.0,32.0,100.0,0.4079,0.3665,0.3516,0.1936,0.2003,0.2027,173256769729750.62,181589997642719.25,181753262401775.16,2.94
4.0,2.0,0.1,500.0,1.0,100000.0,0.3077,0.3084,0.2894,0.2094,0.2093,0.2122,189723843756076.4,190592745995252.38,192103980107140.88,5.49
4.0,2.0,0.1,25.0,1.0,100000.0,0.3082,0.3097,0.2936,0.2093,0.2091,0.2116,193704720629110.6,194467329980025.22,195402844256004.94,2.63
1024.0,2.0,100.0,25.0,32.0,100.0,-1328911999.5987,-1329025389.8428,-1327530546.5626,9173.6316,9173.594,9173.2254,2.4804504307442867e+18,2.4634094254819354e+18,2.463230316731476e+18,2.86
1024.0,2.0,100.0,500.0,1.0,100.0,-1328849817.0573,-1328963917.3514,-1327449692.6122,9173.417,9173.3818,9172.9461,2.480609946855848e+18,2.463839114441967e+18,2.4633407024774897e+18,3.68
4.0,2.0,0.0001,25.0,32.0,100.0,-11.0011,-11.0022,-10.9888,0.8718,0.8718,0.8717,28579574751301.418,28569119732593.414,28612563348925.29,2.65
4.0,2.0,100.0,25.0,1.0,100000.0,-1322905519.3988,-1323047273.303,-1321656582.4616,9152.8764,9152.9387,9152.9084,2.6543897351233777e+18,2.651974596946762e+18,2.652166984084548e+18,2.62
4.0,16.0,0.0001,500.0,32.0,100000.0,0.1929,0.192,0.1886,0.2261,0.2262,0.2268,223188738909701.84,223455589624616.72,224079541192638.7,32.46
4.0,2.0,0.0001,500.0,32.0,100.0,-0.0635,-0.0628,-0.0638,0.2595,0.2594,0.2597,235366398639102.62,235275126196448.25,235778237345921.2,22.97
1024.0,16.0,100.0,25.0,1.0,100.0,-1328849817.0573,-1328963917.3514,-1327449692.6122,9173.417,9173.3818,9172.9461,2.480609946855848e+18,2.463839114441967e+18,2.4633407024774897e+18,3.37
65535.0,2.0,0.0001,25.0,32.0,100000.0,-10.9882,-10.9895,-10.9765,0.8713,0.8713,0.8713,26700574313342.312,26713753923232.99,26781340981388.996,3.03
1024.0,16.0,0.1,25.0,32.0,100000.0,0.4199,0.3733,0.3615,0.1917,0.1992,0.2012,170215506316156.88,179394542963325.2,178759521212494.75,3.28
4.0,16.0,100.0,25.0,32.0,100000.0,-1322905519.3988,-1323047273.303,-1321656582.4616,9152.8764,9152.9387,9152.9084,2.6543897351233777e+18,2.651974596946762e+18,2.652166984084548e+18,3.11
4.0,16.0,0.1,25.0,1.0,100.0,0.3785,0.362,0.3514,0.1984,0.201,0.2028,176477957282851.03,180994619992732.94,180132156038393.34,3.24
1024.0,2.0,0.0001,500.0,1.0,100000.0,0.058,0.0557,0.0512,0.2442,0.2445,0.2452,210539238867002.72,211159801689388.0,211832592854902.38,22.36
1024.0,2.0,0.0001,500.0,1.0,100.0,0.058,0.0557,0.0512,0.2442,0.2445,0.2452,210545794887826.06,211158396518795.25,211830164630580.34,20.62
65535.0,16.0,0.0001,25.0,1.0,100000.0,-10.2294,-10.2309,-10.2185,0.8433,0.8433,0.8433,33329407325350.023,33383476887709.492,33464056668609.164,3.52
65535.0,16.0,100.0,500.0,32.0,100000.0,-1328911998.9516,-1329025389.2489,-1327530545.3013,9173.6316,9173.594,9173.2254,2.4804504339133076e+18,2.4634094118003174e+18,2.463230330797205e+18,4.54
1024.0,16.0,0.0001,500.0,1.0,100000.0,0.2523,0.2511,0.2408,0.2176,0.2178,0.2194,207017375697068.53,207966134721154.5,208950970081778.56,29.36
4.0,2.0,0.1,25.0,32.0,100.0,0.3082,0.3098,0.2937,0.2093,0.2091,0.2116,193773036620046.3,194531483136372.1,195462858299732.9,2.63
65535.0,2.0,100.0,500.0,32.0,100.0,-1328911999.5987,-1329025389.8428,-1327530546.5626,9173.6316,9173.594,9173.2254,2.4804504307442867e+18,2.4634094254819354e+18,2.463230316731476e+18,3.68
4.0,16.0,0.1,500.0,32.0,100.0,0.3836,0.3574,0.3487,0.1976,0.2017,0.2032,174032196213106.4,179734975313306.72,178851685142419.44,7.13
65535.0,2.0,0.0001,500.0,1.0,100000.0,0.058,0.0557,0.0512,0.2442,0.2445,0.2452,210539238867002.72,211159801689388.0,211832592854902.38,20.74
4.0,2.0,0.0001,500.0,1.0,100.0,-0.0635,-0.0628,-0.0638,0.2595,0.2594,0.2597,235366398639102.62,235275126196448.25,235778237345921.2,22.89
65535.0,2.0,0.1,500.0,1.0,100000.0,0.4081,0.3657,0.3509,0.1936,0.2004,0.2028,173064206007308.5,181636022371146.44,181849838299137.9,4.08
4.0,16.0,0.0001,500.0,1.0,100000.0,0.1929,0.192,0.1886,0.2261,0.2262,0.2268,223188738909701.84,223455589624616.72,224079541192638.7,33.04
4.0,16.0,100.0,25.0,1.0,100000.0,-1322905519.3988,-1323047273.303,-1321656582.4616,9152.8764,9152.9387,9152.9084,2.6543897351233777e+18,2.651974596946762e+18,2.652166984084548e+18,3.07
1024.0,2.0,0.1,25.0,32.0,100.0,0.4079,0.3665,0.3516,0.1936,0.2003,0.2027,173256769729750.62,181589997642719.25,181753262401775.16,2.93
4.0,16.0,0.1,500.0,1.0,100.0,0.3834,0.3575,0.3484,0.1976,0.2017,0.2032,174085878091893.16,179874760233473.5,178918698367729.12,7.03
1024.0,16.0,100.0,25.0,32.0,100000.0,-1328911998.9516,-1329025389.2489,-1327530545.3013,9173.6316,9173.594,9173.2254,2.4804504339133076e+18,2.4634094118003174e+18,2.463230330797205e+18,3.33
4.0,16.0,0.0001,500.0,32.0,100.0,0.1929,0.192,0.1886,0.2261,0.2262,0.2268,223188738909701.84,223455589624616.72,224079541192638.7,31.6
65535.0,2.0,0.0001,500.0,32.0,100.0,0.0575,0.0559,0.0512,0.2443,0.2445,0.2452,210623424349815.47,211126926206945.5,211830432111324.6,20.6
4.0,16.0,0.1,500.0,1.0,100000.0,0.3834,0.3575,0.3484,0.1976,0.2017,0.2032,174085878091893.16,179874760233473.5,178918698367729.12,7.09
4.0,16.0,0.1,25.0,32.0,100.0,0.3781,0.362,0.3515,0.1984,0.201,0.2027,176584608516907.66,180992681769168.47,180195790027493.72,3.11
1024.0,16.0,0.0001,25.0,32.0,100000.0,-10.2295,-10.2309,-10.2185,0.8433,0.8433,0.8433,33334418034975.72,33381886101814.24,33464355350318.004,3.46
4.0,16.0,100.0,25.0,32.0,100.0,-1322905519.3988,-1323047273.303,-1321656582.4616,9152.8764,9152.9387,9152.9084,2.6543897351233777e+18,2.651974596946762e+18,2.652166984084548e+18,3.07
65535.0,16.0,0.0001,500.0,32.0,100000.0,0.2519,0.2513,0.2409,0.2177,0.2177,0.2194,207093608032089.4,207924066398600.53,208941970084332.38,29.04
65535.0,2.0,0.1,500.0,1.0,100.0,0.408,0.3659,0.351,0.1936,0.2004,0.2028,173103541656911.25,181628033945369.56,181849853754980.34,4.08
65535.0,16.0,100.0,500.0,32.0,100.0,-1328911999.5987,-1329025389.8428,-1327530546.5626,9173.6316,9173.594,9173.2254,2.4804504307442867e+18,2.4634094254819354e+18,2.463230316731476e+18,4.58
65535.0,16.0,0.0001,500.0,32.0,100.0,0.2519,0.2513,0.2409,0.2177,0.2177,0.2194,207093634040272.6,207924036121274.0,208941908195246.9,29.22
65535.0,2.0,0.1,25.0,1.0,100000.0,0.4077,0.3655,0.3508,0.1937,0.2004,0.2029,173528926278030.1,182091832738442.16,182278799180075.12,3.82
1024.0,16.0,0.1,25.0,1.0,100000.0,0.4201,0.3727,0.3613,0.1916,0.1993,0.2012,170418438756328.4,179801121567255.06,179189362519786.62,3.5
1024.0,2.0,100.0,500.0,1.0,100000.0,-1328849842.2219,-1328963904.9628,-1327450165.0107,9173.4171,9173.3818,9172.9477,2.480609990507827e+18,2.4638388041936553e+18,2.463340550805037e+18,3.72
1024.0,16.0,0.1,500.0,1.0,100000.0,0.4229,0.3729,0.3622,0.1912,0.1993,0.2011,169276241852582.84,179029924236676.47,178236150465616.44,4.96
4.0,2.0,100.0,500.0,32.0,100.0,-1322905519.3988,-1323047273.303,-1321656582.4616,9152.8764,9152.9387,9152.9084,2.6543897351233777e+18,2.651974596946762e+18,2.652166984084548e+18,3.73
1024.0,16.0,0.0001,500.0,1.0,100.0,0.2523,0.2511,0.2408,0.2176,0.2178,0.2194,207023418218322.78,207964092587113.22,208948155950003.47,29.25
1024.0,16.0,0.1,500.0,32.0,100000.0,0.4228,0.3734,0.3623,0.1912,0.1992,0.201,169031184131104.06,178599062179885.47,177782178446621.75,5.0
1024.0,2.0,0.1,25.0,1.0,100.0,0.4076,0.3656,0.3509,0.1937,0.2004,0.2028,173576761850352.34,182093011257721.78,182286978801372.3,2.95
65535.0,16.0,100.0,25.0,32.0,100.0,-1328911999.5987,-1329025389.8428,-1327530546.5626,9173.6316,9173.594,9173.2254,2.4804504307442867e+18,2.4634094254819354e+18,2.463230316731476e+18,3.38
65535.0,16.0,0.1,25.0,32.0,100000.0,0.4199,0.3733,0.3615,0.1917,0.1992,0.2012,170215506316156.88,179394542963325.2,178759521212494.75,3.3
65535.0,2.0,100.0,500.0,1.0,100000.0,-1328849842.2219,-1328963904.9628,-1327450165.0107,9173.4171,9173.3818,9172.9477,2.480609990507827e+18,2.4638388041936553e+18,2.463340550805037e+18,3.7
4.0,2.0,0.1,25.0,32.0,100000.0,0.3082,0.3098,0.2937,0.2093,0.2091,0.2116,193773036620046.3,194531483136372.1,195462858299732.9,2.67
1024.0,16.0,100.0,25.0,32.0,100.0,-1328911999.5987,-1329025389.8428,-1327530546.5626,9173.6316,9173.594,9173.2254,2.4804504307442867e+18,2.4634094254819354e+18,2.463230316731476e+18,3.36
4.0,16.0,0.0001,25.0,32.0,100000.0,-10.2417,-10.2431,-10.2302,0.8437,0.8438,0.8437,35164608432368.55,35185869284814.1,35242549601968.7,3.14
1024.0,16.0,0.1,25.0,1.0,100.0,0.42,0.3729,0.3614,0.1917,0.1993,0.2012,170454806631630.66,179801290038436.03,179189470757632.34,3.32
65535.0,2.0,0.0001,500.0,1.0,100.0,0.058,0.0557,0.0512,0.2442,0.2445,0.2452,210545794887826.06,211158396518795.25,211830164630580.34,20.52
65535.0,16.0,0.0001,25.0,32.0,100000.0,-10.2295,-10.2309,-10.2185,0.8433,0.8433,0.8433,33334418034975.72,33381886101814.24,33464355350318.004,3.49
4.0,2.0,100.0,25.0,32.0,100000.0,-1322905519.3988,-1323047273.303,-1321656582.4616,9152.8764,9152.9387,9152.9084,2.6543897351233777e+18,2.651974596946762e+18,2.652166984084548e+18,2.61
4.0,2.0,0.0001,25.0,32.0,100000.0,-11.0011,-11.0022,-10.9888,0.8718,0.8718,0.8717,28579574751301.418,28569119732593.414,28612563348925.29,2.64
65535.0,16.0,0.0001,25.0,32.0,100.0,-10.2295,-10.2309,-10.2185,0.8433,0.8433,0.8433,33334419379392.1,33381884331393.887,33464351357623.88,3.48
1024.0,2.0,0.1,500.0,1.0,100000.0,0.4081,0.3657,0.3509,0.1936,0.2004,0.2028,173064206007308.5,181636022371146.44,181849838299137.9,4.04
1024.0,16.0,0.0001,25.0,32.0,100.0,-10.2295,-10.2309,-10.2185,0.8433,0.8433,0.8433,33334419379392.1,33381884331393.887,33464351357623.88,3.49
4.0,2.0,0.0001,25.0,1.0,100.0,-11.0011,-11.0022,-10.9888,0.8718,0.8718,0.8717,28579574751301.418,28569119732593.414,28612563348925.29,2.65
1024.0,16.0,0.0001,25.0,1.0,100.0,-10.2295,-10.2309,-10.2185,0.8433,0.8433,0.8433,33329857979657.824,33383367412805.492,33464083427708.273,3.54
1024.0,2.0,100.0,25.0,1.0,100000.0,-1328849842.2219,-1328963904.9628,-1327450165.0107,9173.4171,9173.3818,9172.9477,2.480609990507827e+18,2.4638388041936553e+18,2.463340550805037e+18,2.86
65535.0,16.0,0.1,500.0,1.0,100000.0,0.4229,0.3729,0.3622,0.1912,0.1993,0.2011,169276241852582.84,179029924236676.47,178236150465616.44,4.94
1024.0,16.0,0.0001,500.0,32.0,100.0,0.2519,0.2513,0.2409,0.2177,0.2177,0.2194,207093634040272.6,207924036121274.0,208941908195246.9,29.08
4.0,16.0,100.0,500.0,32.0,100000.0,-1322905519.3988,-1323047273.303,-1321656582.4616,9152.8764,9152.9387,9152.9084,2.6543897351233777e+18,2.651974596946762e+18,2.652166984084548e+18,5.59
4.0,16.0,100.0,25.0,1.0,100.0,-1322905519.3988,-1323047273.303,-1321656582.4616,9152.8764,9152.9387,9152.9084,2.6543897351233777e+18,2.651974596946762e+18,2.652166984084548e+18,3.09
65535.0,16.0,0.1,500.0,32.0,100000.0,0.4228,0.3734,0.3623,0.1912,0.1992,0.201,169031184131104.06,178599062179885.47,177782178446621.75,4.96
1024.0,16.0,0.1,500.0,32.0,100.0,0.4226,0.3735,0.3623,0.1912,0.1992,0.2011,169090178292352.4,178625272715695.4,177820414354942.5,4.92
1024.0,2.0,0.1,500.0,32.0,100.0,0.4082,0.3668,0.3517,0.1936,0.2002,0.2027,172905616858052.84,181247847251989.66,181424330432620.34,4.07
1024.0,16.0,100.0,25.0,1.0,100000.0,-1328849842.2219,-1328963904.9628,-1327450165.0107,9173.4171,9173.3818,9172.9477,2.480609990507827e+18,2.4638388041936553e+18,2.463340550805037e+18,3.35
1024.0,2.0,0.0001,500.0,32.0,100.0,0.0575,0.0559,0.0512,0.2443,0.2445,0.2452,210623424349815.47,211126926206945.5,211830432111324.6,20.51
1024.0,2.0,0.0001,25.0,1.0,100000.0,-10.9882,-10.9895,-10.9765,0.8713,0.8713,0.8713,26695519792024.434,26715301794875.84,26780999210260.633,3.02
1024.0,2.0,100.0,25.0,1.0,100.0,-1328849817.0573,-1328963917.3514,-1327449692.6122,9173.417,9173.3818,9172.9461,2.480609946855848e+18,2.463839114441967e+18,2.4633407024774897e+18,2.92
65535.0,16.0,0.1,500.0,1.0,100.0,0.4228,0.373,0.3623,0.1912,0.1992,0.201,169307426950177.56,179027518007129.62,178227747777265.7,4.99
4.0,2.0,0.0001,500.0,1.0,100000.0,-0.0635,-0.0628,-0.0638,0.2595,0.2594,0.2597,235366398639102.62,235275126196448.25,235778237345921.2,23.02
4.0,2.0,0.1,500.0,1.0,100.0,0.3077,0.3084,0.2894,0.2094,0.2093,0.2122,189723843756076.4,190592745995252.38,192103980107140.88,5.46
4.0,2.0,0.0001,25.0,1.0,100000.0,-11.0011,-11.0022,-10.9888,0.8718,0.8718,0.8717,28579574751301.418,28569119732593.414,28612563348925.29,2.68
65535.0,16.0,100.0,25.0,1.0,100.0,-1328849817.0573,-1328963917.3514,-1327449692.6122,9173.417,9173.3818,9172.9461,2.480609946855848e+18,2.463839114441967e+18,2.4633407024774897e+18,3.41
1024.0,16.0,100.0,500.0,32.0,100000.0,-1328911998.9516,-1329025389.2489,-1327530545.3013,9173.6316,9173.594,9173.2254,2.4804504339133076e+18,2.4634094118003174e+18,2.463230330797205e+18,4.54
65535.0,2.0,100.0,25.0,1.0,100.0,-1328849817.0573,-1328963917.3514,-1327449692.6122,9173.417,9173.3818,9172.9461,2.480609946855848e+18,2.463839114441967e+18,2.4633407024774897e+18,2.86
1024.0,2.0,0.0001,25.0,1.0,100.0,-10.9882,-10.9895,-10.9765,0.8713,0.8713,0.8713,26695974563614.715,26715187566331.395,26781033293579.18,3.01
65535.0,16.0,100.0,25.0,1.0,100000.0,-1328849842.2219,-1328963904.9628,-1327450165.0107,9173.4171,9173.3818,9172.9477,2.480609990507827e+18,2.4638388041936553e+18,2.463340550805037e+18,3.32
4.0,2.0,0.1,500.0,32.0,100000.0,0.3076,0.3083,0.2898,0.2094,0.2093,0.2122,189719259823747.75,190574718739225.84,192044754781754.3,5.43
65535.0,16.0,0.0001,25.0,1.0,100.0,-10.2295,-10.2309,-10.2185,0.8433,0.8433,0.8433,33329857979657.824,33383367412805.492,33464083427708.273,3.47
1024.0,2.0,0.1,500.0,32.0,100000.0,0.4082,0.3668,0.3517,0.1936,0.2002,0.2027,172902166370221.9,181244068097212.6,181421547018458.84,4.09
65535.0,16.0,100.0,500.0,1.0,100.0,-1328849817.0573,-1328963917.3514,-1327449692.6122,9173.417,9173.3818,9172.9461,2.480609946855848e+18,2.463839114441967e+18,2.4633407024774897e+18,4.56
4.0,16.0,0.0001,500.0,1.0,100.0,0.1929,0.192,0.1886,0.2261,0.2262,0.2268,223188738909701.84,223455589624616.72,224079541192638.7,31.49
65535.0,2.0,100.0,25.0,32.0,100000.0,-1328911998.9516,-1329025389.2489,-1327530545.3013,9173.6316,9173.594,9173.2254,2.4804504339133076e+18,2.4634094118003174e+18,2.463230330797205e+18,2.86
4.0,2.0,100.0,500.0,1.0,100000.0,-1322905519.3988,-1323047273.303,-1321656582.4616,9152.8764,9152.9387,9152.9084,2.6543897351233777e+18,2.651974596946762e+18,2.652166984084548e+18,3.7
4.0,2.0,0.0001,500.0,32.0,100000.0,-0.0635,-0.0628,-0.0638,0.2595,0.2594,0.2597,235366398639102.62,235275126196448.25,235778237345921.2,24.05
1024.0,16.0,0.1,500.0,1.0,100.0,0.4228,0.373,0.3623,0.1912,0.1992,0.201,169307426950177.56,179027518007129.62,178227747777265.7,4.96
1024.0,8.0,0.1,100.0,8.0,10000.0,0.419,0.3703,0.3577,0.1918,0.1997,0.2018,169932439585054.56,179691996400253.1,179077052841040.22,4.53
1024.0,16.0,100.0,500.0,32.0,100.0,-1328911999.5987,-1329025389.8428,-1327530546.5626,9173.6316,9173.594,9173.2254,2.4804504307442867e+18,2.4634094254819354e+18,2.463230316731476e+18,4.55
65535.0,16.0,0.1,25.0,1.0,100.0,0.42,0.3729,0.3614,0.1917,0.1993,0.2012,170454806631630.66,179801290038436.03,179189470757632.34,3.25
256.0,8.0,0.1,100.0,8.0,10000.0,0.419,0.3703,0.3577,0.1918,0.1997,0.2018,169932439585054.56,179691996400253.1,179077052841040.22,4.53
4096.0,8.0,0.1,100.0,8.0,10000.0,0.419,0.3703,0.3577,0.1918,0.1997,0.2018,169932439585054.56,179691996400253.1,179077052841040.22,4.53
1024.0,4.0,0.1,100.0,8.0,10000.0,0.4108,0.3673,0.3533,0.1932,0.2002,0.2025,172754274809014.06,181708896803498.9,181532711786932.78,4.18
1024.0,16.0,0.1,100.0,8.0,10000.0,0.4229,0.3729,0.3622,0.1912,0.1993,0.2011,169276241852582.84,179029924236676.47,178236150465616.44,4.96
1024.0,8.0,0.01,100.0,8.0,10000.0,0.4123,0.3672,0.3522,0.1929,0.2002,0.2026,172926022641765.1,182035726764907.38,181993879357148.88,6.14
