gamma,subsample,colsample_bytree,max_depth,eta,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time
1.0,0.5,0.5,10.0,0.9,0.4414,0.0917,0.0929,0.1112,0.1418,0.1418,69044567524815.82,88420511108413.06,90058583305634.83,13.82
0.0,0.5,0.25,5.0,0.6,0.3492,0.1001,0.1014,0.12,0.1411,0.1411,77506564992118.86,90574847043215.78,90046954927529.75,4.09
100.0,0.5,0.75,5.0,0.6,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100446286180188.58,100446520986822.92,100443895959994.6,8.93
0.0001,0.5,0.25,100.0,0.75,0.9969,0.0501,0.0057,0.0083,0.145,0.1484,12935791529180.8,125991876672140.56,130291218099326.84,42.52
1.0,0.25,0.5,10.0,0.9,0.374,0.0562,0.0623,0.1177,0.1445,0.1441,78351431209014.97,95394725931474.12,96306831188612.95,9.15
0.0,0.75,0.5,50.0,0.9,0.9998,0.0757,0.0347,0.0019,0.143,0.1462,1760668327840.7605,107644398630080.48,110912362779317.94,63.96
100.0,0.75,0.75,5.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100041077289254.36,100041311148658.7,100038696711412.66,9.08
0.0001,0.25,0.75,100.0,0.6,0.9356,-0.07,-0.0702,0.0378,0.1539,0.154,45786936820865.57,154154394432003.0,153789885581156.3,103.12
0.0001,0.5,0.25,50.0,0.3,0.9965,0.042,0.0137,0.0088,0.1456,0.1478,13325999907761.469,125454209435896.3,128045898432238.56,33.78
0.0,0.75,0.75,50.0,0.75,0.9998,0.0531,0.0357,0.002,0.1448,0.1462,1743776209423.531,107410687474774.31,107074144028076.52,93.92
0.0,0.25,0.25,5.0,0.75,0.3044,0.0593,0.0758,0.1241,0.1443,0.1431,83027796441730.6,97371949099008.95,97659306643972.52,3.24
0.0001,0.75,0.75,100.0,0.3,0.9997,0.0548,0.0289,0.0025,0.1446,0.1467,4229510539888.8496,106328000529137.14,106858082279377.84,132.96
0.0001,0.5,0.25,5.0,0.9,0.3492,0.1001,0.1014,0.12,0.1411,0.1411,77506225809552.12,90574918038284.84,90046856799928.48,4.09
100.0,0.25,0.75,25.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101589240232215.06,101589477710657.44,101586822814282.3,20.21
1.0,0.5,0.25,100.0,0.75,0.5505,0.1014,0.0854,0.0997,0.141,0.1424,70052425106013.11,95826862362079.5,93866063578207.88,46.16
0.0001,0.75,0.25,5.0,0.45,0.3759,0.1115,0.1187,0.1175,0.1402,0.1397,73813459373436.42,88907936533016.25,87801063525619.27,4.04
0.01,0.75,0.75,100.0,0.45,0.9921,0.0548,0.034,0.0132,0.1446,0.1463,17806225533417.812,104106573165332.22,106466494110237.94,144.6
0.0,0.5,0.75,10.0,0.75,0.7887,0.0633,0.0412,0.0684,0.144,0.1458,45319815494417.53,98994896528892.12,101102491996573.05,17.94
0.0,0.75,0.5,10.0,0.45,0.854,0.0968,0.0444,0.0568,0.1414,0.1455,33771559800869.93,95297363596196.2,97115034985222.31,13.65
100.0,0.25,0.5,100.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101589240232215.06,101589477710657.44,101586822814282.3,16.27
100.0,0.5,0.25,10.0,0.6,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100446286180188.58,100446520986822.92,100443895959994.6,8.55
1.0,0.75,0.75,25.0,0.15,0.6132,0.0934,0.0943,0.0925,0.1417,0.1417,56730359059421.93,91476687153138.2,92026188917720.52,44.47
100.0,0.5,0.75,50.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100446286180188.58,100446520986822.92,100443895959994.6,33.19
0.0,0.75,0.25,50.0,0.6,0.9998,0.0752,0.067,0.002,0.1431,0.1438,2037371505699.8635,107954758662826.08,111155702033168.95,32.28
0.0001,0.25,0.5,25.0,0.75,0.8696,-0.0182,-0.0552,0.0537,0.1501,0.1529,57781297987940.8,131919953567186.52,134894412956106.3,23.78
0.01,0.5,0.5,50.0,0.6,0.982,0.0475,0.0276,0.0199,0.1452,0.1468,32844425088258.816,117633010994042.69,116754219152761.7,61.35
0.01,0.25,0.75,25.0,0.15,0.8588,-0.0428,-0.0547,0.0559,0.1519,0.1529,62069647678099.41,131002395557253.05,134156933212667.72,32.14
100.0,0.25,0.25,100.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101589240232215.06,101589477710657.44,101586822814282.3,9.71
100.0,0.25,0.25,50.0,0.9,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101589240232215.06,101589477710657.44,101586822814282.3,9.63
1.0,0.25,0.75,5.0,0.15,0.2589,0.0897,0.0958,0.1281,0.1419,0.1415,80736578625575.03,88334619413931.81,90721675484716.5,6.07
100.0,0.5,0.25,50.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100446286180188.58,100446520986822.92,100443895959994.6,15.14
0.0001,0.75,0.75,50.0,0.15,0.9997,0.057,0.0327,0.0028,0.1445,0.1464,4359828784338.3545,105737564374343.2,106987981666274.92,95.09
100.0,0.25,0.5,5.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101589240232215.06,101589477710657.44,101586822814282.3,4.87
1.0,0.25,0.25,5.0,0.15,0.2145,0.0942,0.1125,0.1319,0.1416,0.1402,83543176750974.08,90401268847494.66,89496583598347.06,3.19
100.0,0.25,0.5,50.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101589240232215.06,101589477710657.44,101586822814282.3,15.15
1.0,0.25,0.75,50.0,0.9,0.5017,0.0204,0.0398,0.105,0.1472,0.1459,84869451544864.14,113325387069117.92,113040046390712.08,57.06
0.01,0.25,0.5,10.0,0.3,0.6255,-0.0018,0.0189,0.0911,0.1489,0.1474,70684634169775.25,109775964140219.6,108474053112426.16,9.59
0.01,0.75,0.5,100.0,0.75,0.9914,0.0823,0.0408,0.0138,0.1425,0.1458,19452029195502.37,104611802338684.72,110391579116998.4,101.06
0.0001,0.5,0.5,5.0,0.9,0.3824,0.0997,0.1101,0.1169,0.1412,0.1404,73214717890901.69,87436686512720.56,89416293042637.56,6.3
0.0,0.5,0.25,5.0,0.45,0.3492,0.1001,0.1014,0.12,0.1411,0.1411,77506564992118.86,90574847043215.78,90046954927529.75,4.07
1.0,0.25,0.25,5.0,0.45,0.2145,0.0942,0.1125,0.1319,0.1416,0.1402,83543176750974.08,90401268847494.66,89496583598347.06,3.23
100.0,0.5,0.5,25.0,0.6,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100446286180188.58,100446520986822.92,100443895959994.6,23.8
100.0,0.25,0.25,100.0,0.9,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101589240232215.06,101589477710657.44,101586822814282.3,9.62
100.0,0.75,0.25,10.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100041077289254.36,100041311148658.7,100038696711412.66,8.49
0.01,0.5,0.75,100.0,0.75,0.9857,0.0207,0.0111,0.0178,0.1472,0.148,30163616827750.93,120725634682387.2,119087702276236.92,143.39
0.0,0.5,0.5,50.0,0.3,0.9962,0.0577,0.0266,0.0092,0.1444,0.1469,10068955340345.186,119403586734874.69,118593334421878.7,62.99
100.0,0.5,0.75,50.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100446286180188.58,100446520986822.92,100443895959994.6,33.28
100.0,0.25,0.5,25.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101589240232215.06,101589477710657.44,101586822814282.3,15.39
0.01,0.5,0.5,100.0,0.45,0.9845,0.0485,0.0255,0.0185,0.1451,0.1469,32752506732706.363,116792857856964.5,119033811118380.78,99.42
1.0,0.25,0.5,10.0,0.45,0.374,0.0562,0.0623,0.1177,0.1445,0.1441,78351431209014.97,95394725931474.12,96306831188612.95,9.2
100.0,0.25,0.25,5.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101589240232215.06,101589477710657.44,101586822814282.3,3.38
0.0001,0.5,0.25,100.0,0.9,0.9969,0.0501,0.0057,0.0083,0.145,0.1484,12935791529180.8,125991876672140.56,130291218099326.84,42.22
0.0,0.75,0.5,25.0,0.45,0.9988,0.0773,0.0395,0.0051,0.1429,0.1459,5110245846869.42,105800776539019.28,109095399642096.1,38.22
0.0001,0.5,0.25,5.0,0.6,0.3492,0.1001,0.1014,0.12,0.1411,0.1411,77506225809552.12,90574918038284.84,90046856799928.48,4.14
0.0,0.25,0.25,5.0,0.3,0.3044,0.0593,0.0758,0.1241,0.1443,0.1431,83027796441730.6,97371949099008.95,97659306643972.52,3.35
0.01,0.5,0.5,10.0,0.75,0.7827,0.0505,0.0306,0.0693,0.145,0.1466,47010572635616.18,97283912627613.95,100931340519996.44,13.47
1.0,0.75,0.25,100.0,0.15,0.5977,0.1031,0.093,0.0944,0.1409,0.1418,63868948509053.47,93816250493312.88,97532910164169.92,53.21
1.0,0.25,0.5,50.0,0.45,0.4739,0.0307,0.0479,0.1079,0.1465,0.1452,87020787264041.97,108788398505105.4,110243240612208.7,45.07
0.0,0.25,0.5,25.0,0.6,0.8706,-0.0237,-0.0754,0.0535,0.1505,0.1544,58667006812263.945,133768900832798.2,138374150052980.66,25.67
0.0001,0.25,0.75,50.0,0.9,0.9273,-0.067,-0.0597,0.0401,0.1537,0.1532,49518491645098.45,147629966789764.44,147635731228651.22,60.64
1.0,0.25,0.75,5.0,0.75,0.2589,0.0897,0.0958,0.1281,0.1419,0.1415,80736578625575.03,88334619413931.81,90721675484716.5,6.11
100.0,0.5,0.5,50.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100446286180188.58,100446520986822.92,100443895959994.6,24.19
100.0,0.25,0.5,10.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101589240232215.06,101589477710657.44,101586822814282.3,10.57
0.0,0.25,0.25,50.0,0.75,0.9344,-0.0318,-0.0642,0.0381,0.1511,0.1536,54615814517441.78,159721878691607.4,161789681293802.16,26.79
1.0,0.75,0.75,5.0,0.3,0.304,0.1143,0.1015,0.1241,0.14,0.1411,77032833180606.56,85730015270800.36,87941595178902.23,8.41
1.0,0.5,0.5,25.0,0.45,0.5491,0.083,0.0795,0.0999,0.1425,0.1428,65170031690051.55,92816880064252.69,93797768205876.34,31.4
1.0,0.5,0.25,10.0,0.3,0.4018,0.1059,0.104,0.1151,0.1407,0.1409,72619727935469.06,87644153701869.34,87064335119881.84,7.59
1.0,0.5,0.5,25.0,0.75,0.5491,0.083,0.0795,0.0999,0.1425,0.1428,65170031690051.55,92816880064252.69,93797768205876.34,31.54
100.0,0.25,0.5,10.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101589240232215.06,101589477710657.44,101586822814282.3,10.61
1.0,0.5,0.75,50.0,0.15,0.609,0.0528,0.0732,0.093,0.1448,0.1433,63463002204062.94,96537147372145.78,98392981725075.0,83.54
0.0001,0.5,0.75,50.0,0.6,0.9955,0.0232,0.0108,0.01,0.147,0.148,11789676390619.338,116239345292498.92,119688889094250.3,89.49
100.0,0.5,0.75,25.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100446286180188.58,100446520986822.92,100443895959994.6,33.72
1.0,0.75,0.25,5.0,0.6,0.2608,0.1229,0.1233,0.1279,0.1393,0.1394,80315800014287.97,87009920348741.48,87118928975515.83,4.03
0.01,0.5,0.5,50.0,0.3,0.982,0.0475,0.0276,0.0199,0.1452,0.1468,32844425088258.816,117633010994042.69,116754219152761.7,62.12
1.0,0.5,0.5,50.0,0.9,0.5815,0.0873,0.072,0.0962,0.1421,0.1434,66069570984098.04,95692056184002.31,98610409388184.05,59.84
100.0,0.25,0.75,50.0,0.6,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101589240232215.06,101589477710657.44,101586822814282.3,21.77
100.0,0.5,0.25,100.0,0.9,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100446286180188.58,100446520986822.92,100443895959994.6,14.25
0.0,0.75,0.25,25.0,0.15,0.9989,0.0697,0.0708,0.005,0.1435,0.1435,5410362918573.958,108023824556183.4,109636078153296.52,20.93
0.01,0.5,0.25,50.0,0.45,0.9805,0.0382,0.0161,0.0208,0.1459,0.1476,38769282455714.016,124127173854180.78,125045071564396.28,33.58
0.01,0.5,0.25,5.0,0.15,0.3532,0.1108,0.1021,0.1196,0.1403,0.1411,76427558162818.03,89277747609769.84,89040726936900.58,4.14
100.0,0.75,0.25,50.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100041077289254.36,100041311148658.7,100038696711412.66,16.44
100.0,0.75,0.25,50.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100041077289254.36,100041311148658.7,100038696711412.66,16.42
1.0,0.75,0.25,25.0,0.3,0.5515,0.0955,0.1067,0.0996,0.1415,0.1407,63214887811023.16,90598561997165.52,92506600550522.92,18.25
0.0001,0.5,0.75,10.0,0.45,0.7874,0.0714,0.0401,0.0686,0.1434,0.1458,44982013855620.59,97239808494687.56,98500682610925.05,18.25
100.0,0.25,0.5,100.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101589240232215.06,101589477710657.44,101586822814282.3,15.67
100.0,0.5,0.25,25.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100446286180188.58,100446520986822.92,100443895959994.6,14.15
100.0,0.5,0.5,25.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100446286180188.58,100446520986822.92,100443895959994.6,24.31
1.0,0.25,0.25,10.0,0.6,0.3283,0.0787,0.0666,0.1219,0.1428,0.1438,80944156792762.38,94148940766172.5,97743017753467.2,6.0
1.0,0.5,0.5,25.0,0.6,0.5491,0.083,0.0795,0.0999,0.1425,0.1428,65170031690051.55,92816880064252.69,93797768205876.34,31.47
1.0,0.5,0.5,100.0,0.3,0.5964,0.0844,0.0609,0.0945,0.1424,0.1443,67141748715610.01,98441576127437.72,99550752203241.72,98.56
100.0,0.25,0.25,25.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101589240232215.06,101589477710657.44,101586822814282.3,9.88
100.0,0.25,0.75,100.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101589240232215.06,101589477710657.44,101586822814282.3,20.76
100.0,0.75,0.25,25.0,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100041077289254.36,100041311148658.7,100038696711412.66,16.08
100.0,0.75,0.25,50.0,0.9,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100041077289254.36,100041311148658.7,100038696711412.66,16.42
100.0,0.5,0.5,10.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100446286180188.58,100446520986822.92,100443895959994.6,14.47
100.0,0.25,0.5,5.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101589240232215.06,101589477710657.44,101586822814282.3,5.03
100.0,0.5,0.75,25.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100446286180188.58,100446520986822.92,100443895959994.6,33.74
0.01,0.25,0.25,50.0,0.45,0.9142,-0.0409,-0.0549,0.0436,0.1518,0.1529,78332972889451.31,159424102402539.94,158324430552773.84,26.89
0.0,0.25,0.75,100.0,0.75,0.9365,-0.0857,-0.0723,0.0375,0.155,0.1541,44140616284438.64,156652292653668.84,149141844124684.72,105.3
0.0,0.5,0.75,50.0,0.15,0.9957,0.0209,-0.0248,0.0097,0.1472,0.1507,10378063747607.057,116798220381423.56,122867089867003.34,88.8
0.0,0.25,0.5,100.0,0.9,0.9382,-0.0233,-0.0754,0.037,0.1505,0.1544,46041435404240.33,154061068034088.6,158058785405527.2,75.8
100.0,0.25,0.75,100.0,0.9,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101589240232215.06,101589477710657.44,101586822814282.3,20.65
100.0,0.75,0.5,25.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100041077289254.36,100041311148658.7,100038696711412.66,28.43
100.0,0.25,0.5,25.0,0.9,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101589240232215.06,101589477710657.44,101586822814282.3,15.65
1.0,0.5,0.5,100.0,0.9,0.5964,0.0844,0.0609,0.0945,0.1424,0.1443,67141748715610.01,98441576127437.72,99550752203241.72,98.23
0.0,0.25,0.75,10.0,0.3,0.6258,0.0128,-0.0015,0.091,0.1478,0.149,67872318413931.84,106812812715220.77,107575741110252.16,12.68
0.01,0.25,0.75,10.0,0.3,0.6349,0.0009,0.0204,0.0899,0.1487,0.1473,67135377673571.05,105726667757788.6,108091707633823.88,12.81
0.01,0.5,0.75,50.0,0.75,0.9825,0.031,0.0109,0.0197,0.1464,0.148,30452222863116.8,119089309452794.72,117619913840014.05,87.39
100.0,0.25,0.5,25.0,0.45,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101589240232215.06,101589477710657.44,101586822814282.3,15.57
0.0001,0.25,0.25,50.0,0.15,0.9347,-0.047,-0.0362,0.038,0.1522,0.1515,54949550078943.85,162884880525298.16,161726875420490.44,26.87
1.0,0.5,0.5,100.0,0.75,0.5964,0.0844,0.0609,0.0945,0.1424,0.1443,67141748715610.01,98441576127437.72,99550752203241.72,98.0
0.01,0.75,0.5,100.0,0.45,0.9914,0.0823,0.0408,0.0138,0.1425,0.1458,19452029195502.37,104611802338684.72,110391579116998.4,101.89
0.0001,0.75,0.5,50.0,0.9,0.9997,0.0722,0.0373,0.0027,0.1433,0.1461,4752468261119.276,106847908004844.2,111913266128930.69,67.96
1.0,0.5,0.5,100.0,0.6,0.5964,0.0844,0.0609,0.0945,0.1424,0.1443,67141748715610.01,98441576127437.72,99550752203241.72,98.52
100.0,0.25,0.5,25.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101589240232215.06,101589477710657.44,101586822814282.3,15.63
0.0,0.75,0.25,5.0,0.9,0.3759,0.1115,0.1187,0.1175,0.1402,0.1397,73813520556970.36,88908132506625.4,87800991966043.33,4.06
1.0,0.25,0.25,50.0,0.45,0.424,0.0511,0.0449,0.1129,0.1449,0.1455,88024381637582.58,108715074419746.64,109895891565996.98,25.69
1.0,0.5,0.75,10.0,0.75,0.4647,0.0844,0.0814,0.1089,0.1424,0.1427,67287076422856.86,89025608659813.44,93152522125167.88,17.34
0.0001,0.25,0.25,25.0,0.9,0.8835,-0.0031,-0.034,0.0508,0.149,0.1514,65513978248094.914,143702279033033.2,147602312967242.62,14.78
1.0,0.5,0.25,5.0,0.6,0.2421,0.1159,0.1066,0.1295,0.1399,0.1407,81475944952427.48,87892001238063.56,87347889568638.9,4.1
0.0001,0.25,0.5,50.0,0.15,0.9306,-0.035,-0.0733,0.0392,0.1514,0.1542,50596399671981.44,149707126170039.3,152642260879311.5,46.31
0.01,0.75,0.75,25.0,0.6,0.9838,0.0437,0.0307,0.0189,0.1455,0.1465,18850063609987.97,104126894721316.6,104269938168915.88,51.2
0.0001,0.25,0.75,25.0,0.9,0.8673,-0.0287,-0.0534,0.0542,0.1509,0.1528,54800866013663.664,128952691807435.52,131479455108579.44,32.42
1.0,0.25,0.75,100.0,0.45,0.4973,0.0286,0.0426,0.1055,0.1466,0.1456,84608894114433.98,110354903917559.28,111856134080722.23,91.7
0.01,0.5,0.75,25.0,0.3,0.9682,0.026,0.0136,0.0265,0.1468,0.1478,31927069995833.773,110908341767086.34,114014119032152.44,48.53
0.0001,0.5,0.5,50.0,0.6,0.9962,0.0461,0.028,0.0092,0.1453,0.1467,12131990032809.213,120212522470606.31,120308934517325.56,64.43
0.01,0.75,0.5,50.0,0.75,0.9898,0.0823,0.041,0.015,0.1425,0.1458,19570078243602.52,103965448970480.0,109127044870059.95,61.91
0.0001,0.5,0.5,50.0,0.75,0.9962,0.0461,0.028,0.0092,0.1453,0.1467,12131990032809.213,120212522470606.31,120308934517325.56,65.21
0.0001,0.25,0.75,5.0,0.15,0.3357,0.0749,0.085,0.1213,0.1431,0.1424,77117995725603.22,89626909661057.6,91701247934478.8,6.13
0.0001,0.75,0.75,10.0,0.15,0.859,0.0765,0.0648,0.0559,0.143,0.1439,33022780831759.7,94748054408582.88,96911723648191.06,19.21
100.0,0.25,0.75,5.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101589240232215.06,101589477710657.44,101586822814282.3,6.43
100.0,0.5,0.25,100.0,0.3,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100446286180188.58,100446520986822.92,100443895959994.6,14.09
0.0,0.5,0.25,10.0,0.45,0.7648,0.0678,0.0568,0.0722,0.1436,0.1446,50059511021298.33,98262380187923.06,97042682380221.5,7.85
0.0001,0.25,0.5,100.0,0.75,0.9374,-0.0148,-0.0926,0.0372,0.1499,0.1556,47800616300679.53,154348113013969.97,160658828161305.8,75.39
0.0,0.25,0.25,100.0,0.6,0.9384,-0.0272,-0.0421,0.0369,0.1508,0.1519,50139306132102.28,162931565582268.62,166261019767479.75,36.02
0.01,0.5,0.5,10.0,0.9,0.7827,0.0505,0.0306,0.0693,0.145,0.1466,47010572635616.18,97283912627613.95,100931340519996.44,13.36
1.0,0.25,0.25,50.0,0.6,0.424,0.0511,0.0449,0.1129,0.1449,0.1455,88024381637582.58,108715074419746.64,109895891565996.98,25.67
100.0,0.5,0.75,10.0,0.15,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100446286180188.58,100446520986822.92,100443895959994.6,19.9
1.0,0.25,0.5,50.0,0.75,0.4739,0.0307,0.0479,0.1079,0.1465,0.1452,87020787264041.97,108788398505105.4,110243240612208.7,46.52
1.0,0.75,0.25,10.0,0.3,0.4206,0.1105,0.1169,0.1132,0.1403,0.1399,70640720496061.61,88247012315270.78,87960428578401.62,7.6
0.01,0.75,0.25,100.0,0.9,0.99,0.0812,0.0651,0.0149,0.1426,0.1439,21853669019685.125,105123381435009.48,109679445178900.7,52.15
0.0001,0.25,0.5,50.0,0.75,0.9306,-0.035,-0.0733,0.0392,0.1514,0.1542,50596399671981.44,149707126170039.3,152642260879311.5,46.33
0.0,0.75,0.75,25.0,0.15,0.999,0.052,0.0245,0.0047,0.1448,0.147,4611180756306.908,107624943062724.4,107528066764355.6,55.7
0.01,0.75,0.5,25.0,0.15,0.9831,0.0788,0.0514,0.0193,0.1428,0.145,20499044001608.6,102623560721310.66,107105909864278.48,34.8
0.0001,0.25,0.75,10.0,0.9,0.633,0.0061,0.0348,0.0901,0.1483,0.1462,67518379799724.84,104341746531753.95,105255824089806.88,12.88
0.0001,0.5,0.25,10.0,0.15,0.7597,0.0741,0.0519,0.0729,0.1432,0.1449,49653361243750.38,97145634979677.6,99037373072291.4,7.9
1.0,0.25,0.5,5.0,0.3,0.2424,0.0856,0.0951,0.1295,0.1423,0.1416,82071106260684.23,90410438839775.5,90738496420635.12,4.73
0.0001,0.75,0.5,100.0,0.15,0.9997,0.0747,0.0382,0.0026,0.1431,0.146,4645192034011.302,107442060823330.06,111815722721444.5,87.38
1.0,0.75,0.5,10.0,0.6,0.4834,0.1004,0.0969,0.1069,0.1411,0.1415,65413263763601.69,88133316033312.22,87608028867311.69,12.85
0.0001,0.5,0.5,10.0,0.75,0.7913,0.0552,0.0451,0.068,0.1446,0.1455,45296510670115.84,96340020255671.58,99067899445772.84,13.52
0.0,0.5,0.25,100.0,0.45,0.9972,0.0498,0.0258,0.0079,0.145,0.1469,8523454124418.008,125437605148460.69,130469476893573.84,43.0
100.0,0.25,0.5,5.0,0.9,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,101589240232215.06,101589477710657.44,101586822814282.3,5.05
0.0,0.5,0.25,10.0,0.3,0.7648,0.0678,0.0568,0.0722,0.1436,0.1446,50059511021298.33,98262380187923.06,97042682380221.5,8.01
0.01,0.25,0.75,10.0,0.75,0.6349,0.0009,0.0204,0.0899,0.1487,0.1473,67135377673571.05,105726667757788.6,108091707633823.88,12.91
0.01,0.25,0.75,10.0,0.15,0.6349,0.0009,0.0204,0.0899,0.1487,0.1473,67135377673571.05,105726667757788.6,108091707633823.88,12.95
