,combo,score,Train Deviation,Val Deviation,Test Deviation,Train AIC,Val AIC,Test AIC,Val BIC,Test BIC,Train llh,Val llh,Test llh
0,['Behind Assists BTRS'],0.152341029578375,12062.94478362742,2592.904626376465,2585.9698409433768,93066.87532618575,19974.34757093809,19947.412785505003,19997.620889790247,19970.68272255092,-46531.437663092875,-9985.173785469045,-9971.706392752501
0,"['Behind Assists BTRS', 'Behind Assists OTRS', 'Clearances BTRS', 'Clearances OTRS', 'Contested Possessions BTRS', 'Contested Possessions OTRS', 'Disposals BTRS', 'Disposals OTRS', 'Effective Disposals BTRS', 'Effective Disposals OTRS', 'Handballs BTRS', 'Handballs OTRS', 'Hitouts OTRS', 'Ineffective Disposals BTRS', 'Ineffective Disposals OTRS', 'Inside 50s BTRS', 'Kicks BTRS', 'Kicks OTRS', 'Metres Gained BTRS', 'Metres Gained OTRS', 'Score Involvements BTRS', 'Score Involvements OTRS', 'Stoppage Clearances BTRS', 'Turnovers BTRS', 'Turnovers OTRS', 'Uncontested Possessions BTRS', 'Uncontested Possessions OTRS']",3.6463192195060556,2673.7807908334653,573.69667474776,577.4988686116303,83677.7113333918,17955.139619309386,17938.941813173256,17978.412938161542,17962.211750219172,-41836.8556666959,-8975.569809654693,-8967.470906586628
0,"['Behind Assists BTRS', 'Behind Assists OTRS', 'Clearances BTRS', 'Clearances OTRS', 'Contested Possessions BTRS', 'Contested Possessions OTRS', 'Disposals BTRS', 'Disposals OTRS', 'Effective Disposals BTRS', 'Effective Disposals OTRS', 'Handballs BTRS', 'Handballs OTRS', 'Hitouts OTRS', 'Ineffective Disposals BTRS', 'Ineffective Disposals OTRS', 'Inside 50s BTRS', 'Kicks BTRS', 'Kicks OTRS', 'Metres Gained BTRS', 'Metres Gained OTRS', 'Score Involvements BTRS', 'Score Involvements OTRS', 'Stoppage Clearances BTRS', 'Turnovers OTRS', 'Uncontested Possessions BTRS', 'Uncontested Possessions OTRS']",3.544684104028662,2673.5332435383025,573.5448816893804,577.164018083964,83677.46378609663,17954.987826251006,17938.60696264559,17978.261145103163,17961.876899691506,-41836.731893048316,-8975.493913125503,-8967.303481322795
0,"['Behind Assists BTRS', 'Behind Assists OTRS', 'Clearances BTRS', 'Clearances OTRS', 'Contested Possessions BTRS', 'Contested Possessions OTRS', 'Disposals BTRS', 'Disposals OTRS', 'Effective Disposals BTRS', 'Effective Disposals OTRS', 'Handballs BTRS', 'Handballs OTRS', 'Hitouts OTRS', 'Ineffective Disposals BTRS', 'Ineffective Disposals OTRS', 'Inside 50s BTRS', 'Kicks BTRS', 'Kicks OTRS', 'Metres Gained BTRS', 'Metres Gained OTRS', 'Score Involvements BTRS', 'Score Involvements OTRS', 'Turnovers BTRS', 'Turnovers OTRS', 'Uncontested Possessions BTRS', 'Uncontested Possessions OTRS']",3.5412657615591687,2673.784644191255,573.705204259466,577.4984889146181,83677.71518674958,17955.148148821092,17938.941433476244,17978.421467673248,17962.21137052216,-41836.85759337479,-8975.574074410546,-8967.470716738122
0,"['Behind Assists BTRS', 'Behind Assists OTRS', 'Clearances BTRS', 'Clearances OTRS', 'Contested Possessions BTRS', 'Contested Possessions OTRS', 'Disposals BTRS', 'Disposals OTRS', 'Effective Disposals BTRS', 'Effective Disposals OTRS', 'Handballs BTRS', 'Handballs OTRS', 'Hitouts OTRS', 'Ineffective Disposals BTRS', 'Ineffective Disposals OTRS', 'Inside 50s BTRS', 'Kicks BTRS', 'Kicks OTRS', 'Metres Gained BTRS', 'Metres Gained OTRS', 'Score Involvements BTRS', 'Score Involvements OTRS', 'Turnovers OTRS', 'Uncontested Possessions BTRS', 'Uncontested Possessions OTRS']",3.4396306460817754,2673.5441313159827,573.5654035320258,577.1628593649875,83677.47467387431,17955.008348093652,17938.605803926614,17978.281666945808,17961.87574097253,-41836.737336937156,-8975.504174046826,-8967.302901963307
0,"['Behind Assists BTRS', 'Behind Assists OTRS', 'Clearances BTRS', 'Clearances OTRS', 'Contested Possessions BTRS', 'Contested Possessions OTRS', 'Disposals BTRS', 'Disposals OTRS', 'Effective Disposals BTRS', 'Effective Disposals OTRS', 'Handballs BTRS', 'Handballs OTRS', 'Hitouts OTRS', 'Ineffective Disposals BTRS', 'Ineffective Disposals OTRS', 'Kicks BTRS', 'Kicks OTRS', 'Metres Gained BTRS', 'Metres Gained OTRS', 'Score Involvements BTRS', 'Score Involvements OTRS', 'Stoppage Clearances BTRS', 'Turnovers OTRS', 'Uncontested Possessions BTRS', 'Uncontested Possessions OTRS']",3.4383588701545342,2674.9550038317248,573.7072211422746,575.241125297016,83678.88554639005,17955.1501657039,17936.684069858642,17978.423484556057,17959.954006904558,-41837.44277319503,-8975.57508285195,-8966.342034929321
0,"['Behind Assists BTRS', 'Behind Assists OTRS', 'Clearances BTRS', 'Clearances OTRS', 'Contested Possessions BTRS', 'Contested Possessions OTRS', 'Disposals BTRS', 'Disposals OTRS', 'Effective Disposals BTRS', 'Effective Disposals OTRS', 'Handballs BTRS', 'Handballs OTRS', 'Hitouts OTRS', 'Ineffective Disposals BTRS', 'Ineffective Disposals OTRS', 'Kicks BTRS', 'Kicks OTRS', 'Metres Gained BTRS', 'Metres Gained OTRS', 'Score Involvements BTRS', 'Score Involvements OTRS', 'Turnovers BTRS', 'Turnovers OTRS', 'Uncontested Possessions BTRS', 'Uncontested Possessions OTRS']",3.434940527685041,2675.2469272504095,574.0244209170523,575.5180945866923,83679.17746980874,17955.46736547868,17936.96103914832,17978.740684330834,17960.230976194234,-41837.58873490437,-8975.73368273934,-8966.48051957416
0,"['Behind Assists BTRS', 'Behind Assists OTRS', 'Clearances BTRS', 'Clearances OTRS', 'Contested Possessions BTRS', 'Contested Possessions OTRS', 'Disposals BTRS', 'Disposals OTRS', 'Effective Disposals BTRS', 'Effective Disposals OTRS', 'Handballs BTRS', 'Handballs OTRS', 'Hitouts OTRS', 'Ineffective Disposals BTRS', 'Ineffective Disposals OTRS', 'Kicks BTRS', 'Kicks OTRS', 'Metres Gained BTRS', 'Metres Gained OTRS', 'Score Involvements BTRS', 'Score Involvements OTRS', 'Turnovers OTRS', 'Uncontested Possessions BTRS', 'Uncontested Possessions OTRS']",3.3333054122076478,2674.9948938532325,573.7700555328556,575.2419791077627,83678.92543641156,17955.21300009448,17936.68492366939,17978.486318946638,17959.954860715305,-41837.46271820578,-8975.60650004724,-8966.342461834694
0,"['Behind Assists BTRS', 'Behind Assists OTRS', 'Clearances BTRS', 'Clearances OTRS', 'Contested Possessions BTRS', 'Contested Possessions OTRS', 'Disposals BTRS', 'Disposals OTRS', 'Effective Disposals BTRS', 'Effective Disposals OTRS', 'Handballs BTRS', 'Handballs OTRS', 'Hitouts OTRS', 'Ineffective Disposals BTRS', 'Ineffective Disposals OTRS', 'Kicks BTRS', 'Kicks OTRS', 'Metres Gained BTRS', 'Metres Gained OTRS', 'Score Involvements BTRS', 'Score Involvements OTRS', 'Uncontested Possessions BTRS', 'Uncontested Possessions OTRS']",3.2207423924789578,2703.4175035400112,576.5461709467963,577.3403243399262,83707.34804609834,17957.989115508422,17938.783268901552,17981.26243436058,17962.053205947468,-41851.67402304917,-8976.994557754211,-8967.391634450776
0,"['Behind Assists BTRS', 'Behind Assists OTRS', 'Clearances BTRS', 'Contested Possessions BTRS', 'Contested Possessions OTRS', 'Disposals BTRS', 'Disposals OTRS', 'Effective Disposals BTRS', 'Effective Disposals OTRS', 'Handballs BTRS', 'Handballs OTRS', 'Hitouts OTRS', 'Ineffective Disposals BTRS', 'Ineffective Disposals OTRS', 'Inside 50s BTRS', 'Kicks BTRS', 'Kicks OTRS', 'Metres Gained BTRS', 'Metres Gained OTRS', 'Score Involvements BTRS', 'Score Involvements OTRS', 'Turnovers OTRS', 'Uncontested Possessions BTRS', 'Uncontested Possessions OTRS']",3.3310338921711633,2675.465425442133,573.5252108468158,577.7225252905446,83679.39596800046,17954.96815540844,17939.16546985217,17978.241474260598,17962.435406898087,-41837.69798400023,-8975.48407770422,-8967.582734926085
