n_estimators,max_depth,random_state,ccp_alpha,max_samples,max_features,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time
50.0,25.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285165704217878.1,285136936701450.1,285458543893759.44,21.98
50.0,25.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285165704217878.1,285136936701450.1,285458543893759.44,15.99
50.0,100.0,19421220.0,0.01,0.75,0.75,0.2079,0.211,0.2081,0.224,0.2235,0.224,234966966095771.12,234434689186305.22,235235208662041.28,22.05
100.0,50.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285130567801621.25,285101803829754.94,285423371395545.25,21.43
100.0,10.0,19421220.0,0.01,0.75,0.75,0.2089,0.2109,0.2087,0.2238,0.2235,0.224,233521009753440.88,233147258074121.28,233855984710115.28,28.47
100.0,50.0,19421220.0,1.0,0.5,0.75,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285130567801621.25,285101803829754.94,285423371395545.25,31.34
100.0,50.0,19421220.0,0.01,0.5,0.75,0.2095,0.2118,0.2094,0.2237,0.2234,0.2239,233402556456908.5,232980167745418.6,233740908347102.1,32.47
50.0,5.0,19421220.0,0.01,0.5,0.75,0.2083,0.2116,0.208,0.2239,0.2234,0.2241,234909080675084.7,234352410124173.72,235292941810316.9,5.44
50.0,50.0,19421220.0,100.0,0.5,0.75,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285140182605793.2,285111417663985.4,285432996073261.3,15.65
100.0,10.0,19421220.0,10000.0,0.5,0.75,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285130567801621.25,285101803829754.94,285423371395545.25,21.55
100.0,25.0,19421220.0,0.0,0.75,0.75,0.861,0.3939,0.3758,0.0938,0.1959,0.1989,80219790324180.5,172403555243414.94,174786771793879.78,43.04
50.0,5.0,19421220.0,0.01,0.75,0.5,0.1872,0.1899,0.1876,0.2269,0.2265,0.2269,246041575601574.97,245595984852051.47,246256236937245.25,4.89
50.0,10.0,19421220.0,0.0001,0.5,0.75,0.4982,0.3996,0.3783,0.1783,0.195,0.1985,162617817806587.8,180070081704547.1,182891352010880.66,10.76
100.0,10.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285130567801621.25,285101803829754.94,285423371395545.25,14.78
100.0,100.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285147658551621.75,285118892855640.6,285440479696217.7,30.9
50.0,50.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285165704217878.1,285136936701450.1,285458543893759.44,14.82
50.0,25.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285165704217878.1,285136936701450.1,285458543893759.44,14.83
100.0,50.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285147658551621.75,285118892855640.6,285440479696217.7,29.78
50.0,100.0,19421220.0,1.0,0.75,0.5,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285165704217878.1,285136936701450.1,285458543893759.44,14.8
50.0,25.0,19421220.0,10000.0,0.75,0.75,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285165704217878.1,285136936701450.1,285458543893759.44,21.97
100.0,50.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285147658551621.75,285118892855640.6,285440479696217.7,44.69
100.0,25.0,19421220.0,0.01,0.75,0.75,0.2089,0.2109,0.2087,0.2238,0.2235,0.224,233521009753440.88,233147258074121.28,233855984710115.28,43.46
50.0,10.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285165704217878.1,285136936701450.1,285458543893759.44,14.17
100.0,5.0,19421220.0,0.0001,0.5,0.5,0.4004,0.378,0.3605,0.1949,0.1985,0.2013,184049685059483.94,189252274990367.94,191278030588467.94,7.44
50.0,25.0,19421220.0,0.01,0.75,0.5,0.1872,0.1899,0.1876,0.2269,0.2265,0.2269,246041575601574.97,245595984852051.47,246256236937245.25,14.77
100.0,5.0,19421220.0,0.0,0.75,0.75,0.4061,0.3781,0.3614,0.1939,0.1984,0.2012,180881999728616.0,186965072788422.0,189192922941534.0,14.59
100.0,5.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285147658551621.75,285118892855640.6,285440479696217.7,14.76
50.0,25.0,19421220.0,0.0001,0.5,0.5,0.4947,0.3999,0.3808,0.1789,0.1949,0.1981,163964546466845.44,181194929737220.25,183255920322334.34,10.7
100.0,5.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285130567801621.25,285101803829754.94,285423371395545.25,7.46
50.0,50.0,19421220.0,0.01,0.5,0.5,0.1874,0.1898,0.1871,0.2268,0.2265,0.227,245982139535944.0,245576230523617.84,246320030983495.06,10.73
50.0,25.0,19421220.0,1.0,0.75,0.5,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285165704217878.1,285136936701450.1,285458543893759.44,14.8
100.0,25.0,19421220.0,1.0,0.5,0.75,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285130567801621.25,285101803829754.94,285423371395545.25,31.24
50.0,100.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285140182605793.2,285111417663985.4,285432996073261.3,10.76
100.0,100.0,19421220.0,0.0001,0.75,0.75,0.4758,0.3981,0.3773,0.1822,0.1952,0.1987,166894379952315.94,181228312115955.84,184480178786629.9,44.6
50.0,100.0,19421220.0,0.0001,0.5,0.75,0.5076,0.3975,0.3796,0.1766,0.1953,0.1983,160534978373581.56,179949642649459.94,182489482113863.62,15.61
50.0,5.0,19421220.0,0.0,0.75,0.75,0.4058,0.3771,0.361,0.194,0.1986,0.2013,180878024939331.9,187080382666782.88,189168289332680.5,7.04
100.0,10.0,19421220.0,0.0,0.5,0.5,0.6279,0.4002,0.3864,0.1535,0.1949,0.1972,136957267215775.69,177513978712958.38,179062672768607.88,14.81
50.0,5.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285165704217878.1,285136936701450.1,285458543893759.44,4.93
100.0,5.0,19421220.0,0.0,0.75,0.5,0.4041,0.3782,0.3622,0.1943,0.1984,0.2011,183256630172161.9,189009425335085.8,190769761601862.25,9.73
50.0,25.0,19421220.0,0.0,0.5,0.75,0.7665,0.3807,0.3735,0.1216,0.198,0.1993,104205542824590.36,174867122079424.1,175054196208484.12,15.52
100.0,100.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285130567801621.25,285101803829754.94,285423371395545.25,21.35
50.0,50.0,19421220.0,0.0,0.5,0.75,0.7665,0.3807,0.3735,0.1216,0.198,0.1993,104205542824590.36,174867122079424.1,175054196208484.12,15.49
100.0,5.0,19421220.0,0.0001,0.5,0.75,0.4034,0.3787,0.3617,0.1944,0.1983,0.2011,181617512900771.47,187300508596581.06,189430243676181.9,11.97
50.0,50.0,19421220.0,0.01,0.75,0.5,0.1872,0.1899,0.1876,0.2269,0.2265,0.2269,246041575601574.97,245595984852051.47,246256236937245.25,14.81
50.0,50.0,19421220.0,0.0,0.5,0.5,0.7676,0.3906,0.379,0.1213,0.1964,0.1984,104199011609120.31,173152141599420.44,174241455468151.12,10.56
100.0,25.0,19421220.0,0.01,0.5,0.75,0.2095,0.2118,0.2094,0.2237,0.2234,0.2239,233402556456908.5,232980167745418.6,233740908347102.1,31.21
50.0,10.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285165704217878.1,285136936701450.1,285458543893759.44,9.78
100.0,25.0,19421220.0,0.01,0.75,0.5,0.1918,0.1935,0.192,0.2262,0.226,0.2263,244008468297558.16,243684832015066.62,244264515720152.84,30.74
50.0,100.0,19421220.0,0.01,0.75,0.5,0.1872,0.1899,0.1876,0.2269,0.2265,0.2269,246041575601574.97,245595984852051.47,246256236937245.25,14.79
100.0,100.0,19421220.0,10000.0,0.5,0.75,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285130567801621.25,285101803829754.94,285423371395545.25,32.12
50.0,50.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285165704217878.1,285136936701450.1,285458543893759.44,21.84
100.0,5.0,19421220.0,0.01,0.75,0.5,0.1918,0.1935,0.192,0.2262,0.226,0.2263,244008468297558.16,243684832015066.62,244264515720152.84,9.7
50.0,5.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285165704217878.1,285136936701450.1,285458543893759.44,4.85
100.0,10.0,19421220.0,1.0,0.75,0.5,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285147658551621.75,285118892855640.6,285440479696217.7,19.52
100.0,50.0,19421220.0,10000.0,0.5,0.75,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285130567801621.25,285101803829754.94,285423371395545.25,31.16
100.0,5.0,19421220.0,0.0,0.5,0.5,0.4038,0.3791,0.3623,0.1943,0.1983,0.201,183193059692560.75,188767622752307.2,190593134446908.3,7.45
50.0,10.0,19421220.0,0.01,0.5,0.5,0.1874,0.1898,0.1871,0.2268,0.2265,0.227,245982139535944.0,245576230523617.84,246320030983495.06,7.47
50.0,50.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285165704217878.1,285136936701450.1,285458543893759.44,15.65
50.0,100.0,19421220.0,0.01,0.5,0.5,0.1874,0.1898,0.1871,0.2268,0.2265,0.227,245982139535944.0,245576230523617.84,246320030983495.06,10.71
100.0,100.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285147658551621.75,285118892855640.6,285440479696217.7,43.33
50.0,10.0,19421220.0,1.0,0.75,0.5,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285165704217878.1,285136936701450.1,285458543893759.44,9.76
50.0,50.0,19421220.0,0.0001,0.75,0.5,0.4627,0.3944,0.3766,0.1845,0.1958,0.1988,170234686375741.78,182996269058736.22,185030177893513.22,14.69
100.0,5.0,19421220.0,0.01,0.5,0.75,0.2095,0.2118,0.2094,0.2237,0.2234,0.2239,233402556456908.5,232980167745418.6,233740908347102.1,10.76
100.0,50.0,19421220.0,0.0001,0.5,0.75,0.5081,0.4015,0.3806,0.1765,0.1947,0.1981,160681346993782.94,179657106504323.75,182716636950173.28,31.56
50.0,10.0,19421220.0,0.01,0.75,0.75,0.2079,0.211,0.2081,0.224,0.2235,0.224,234966966095771.12,234434689186305.22,235235208662041.28,14.43
50.0,10.0,19421220.0,0.0,0.5,0.5,0.6232,0.3932,0.383,0.1545,0.196,0.1978,137169878063415.86,177764495218069.16,179225139090018.6,7.37
50.0,50.0,19421220.0,1.0,0.5,0.5,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285140182605793.2,285111417663985.4,285432996073261.3,10.73
50.0,10.0,19421220.0,0.0,0.75,0.75,0.6615,0.3946,0.3835,0.1464,0.1958,0.1977,127822743426140.47,176575192040414.5,177630808821555.7,14.1
100.0,25.0,19421220.0,100.0,0.5,0.75,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285130567801621.25,285101803829754.94,285423371395545.25,31.14
50.0,5.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285165704217878.1,285136936701450.1,285458543893759.44,7.07
50.0,10.0,19421220.0,10000.0,0.5,0.75,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285140182605793.2,285111417663985.4,285432996073261.3,10.74
100.0,10.0,19421220.0,0.01,0.75,0.5,0.1918,0.1935,0.192,0.2262,0.226,0.2263,244008468297558.16,243684832015066.62,244264515720152.84,19.5
100.0,100.0,19421220.0,0.0,0.5,0.5,0.7741,0.3961,0.3874,0.1196,0.1955,0.1971,103849591581472.83,173126772065692.6,174398923986590.62,21.97
50.0,100.0,19421220.0,0.0,0.5,0.5,0.7676,0.3906,0.379,0.1213,0.1964,0.1984,104199011609120.31,173152141599420.44,174241455468151.12,10.59
50.0,100.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285165704217878.1,285136936701450.1,285458543893759.44,21.92
100.0,10.0,19421220.0,0.0,0.75,0.5,0.6612,0.4024,0.3859,0.1465,0.1945,0.1973,129538333807677.11,177018722213430.38,179086336246223.47,19.38
50.0,100.0,19421220.0,1.0,0.5,0.75,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285140182605793.2,285111417663985.4,285432996073261.3,15.57
100.0,5.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,0.2516,0.2516,0.2518,285147658551621.75,285118892855640.6,285440479696217.7,14.11
100.0,25.0,19421220.0,0.0,0.5,0.75,0.7728,0.3916,0.3789,0.1199,0.1963,0.1984,103902127594103.45,173842048117608.28,174966249306987.22,30.99
