n_estimators,max_depth,random_state,ccp_alpha,max_samples,max_features,Train score,Val score,Test score,Time
50.0,25.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,11.42
50.0,25.0,19421220.0,10000.0,0.5,0.75,-0.0,-0.0,-0.0,18.26
50.0,25.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,16.18
50.0,25.0,19421220.0,10000.0,0.75,0.75,-0.0,-0.0,-0.0,25.16
50.0,50.0,19421220.0,0.0,0.5,0.5,0.6374,0.0666,0.005,11.52
50.0,50.0,19421220.0,0.0,0.5,0.75,0.635,0.0723,-0.0049,18.77
50.0,50.0,19421220.0,0.0,0.75,0.5,0.7756,0.0767,0.0046,16.54
50.0,50.0,19421220.0,0.0,0.75,0.75,0.7762,0.0672,-0.0163,25.11
50.0,50.0,19421220.0,0.0001,0.5,0.5,0.1397,0.0896,0.0547,11.49
50.0,50.0,19421220.0,0.0001,0.5,0.75,0.1518,0.0941,0.0548,18.34
50.0,50.0,19421220.0,0.0001,0.75,0.5,0.0908,0.0839,0.0527,16.39
50.0,50.0,19421220.0,0.0001,0.75,0.75,0.0987,0.0839,0.0504,25.27
50.0,50.0,19421220.0,0.01,0.5,0.5,-0.0,-0.0,-0.0,11.53
50.0,50.0,19421220.0,0.01,0.5,0.75,-0.0,-0.0,-0.0,18.23
50.0,50.0,19421220.0,0.01,0.75,0.5,-0.0,-0.0,-0.0,16.17
50.0,50.0,19421220.0,0.01,0.75,0.75,-0.0,-0.0,-0.0,25.2
50.0,50.0,19421220.0,1.0,0.5,0.5,-0.0,-0.0,-0.0,11.36
50.0,50.0,19421220.0,1.0,0.5,0.75,-0.0,-0.0,-0.0,18.07
50.0,50.0,19421220.0,1.0,0.75,0.5,-0.0,-0.0,-0.0,16.07
50.0,50.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,25.09
50.0,50.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,11.38
50.0,50.0,19421220.0,100.0,0.5,0.75,-0.0,-0.0,-0.0,18.73
50.0,50.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,16.47
50.0,50.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,25.17
50.0,50.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,11.39
50.0,50.0,19421220.0,10000.0,0.5,0.75,-0.0,-0.0,-0.0,18.25
50.0,50.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,16.13
50.0,50.0,19421220.0,10000.0,0.75,0.75,-0.0,-0.0,-0.0,25.15
50.0,100.0,19421220.0,0.0,0.5,0.5,0.6374,0.0666,0.005,11.38
50.0,100.0,19421220.0,0.0,0.5,0.75,0.635,0.0723,-0.0049,18.15
50.0,100.0,19421220.0,0.0,0.75,0.5,0.7756,0.0767,0.0046,16.22
50.0,100.0,19421220.0,0.0,0.75,0.75,0.7762,0.0672,-0.0163,25.25
50.0,100.0,19421220.0,0.0001,0.5,0.5,0.1397,0.0896,0.0547,11.47
50.0,100.0,19421220.0,0.0001,0.5,0.75,0.1518,0.0941,0.0548,18.47
50.0,100.0,19421220.0,0.0001,0.75,0.5,0.0908,0.0839,0.0527,16.44
50.0,100.0,19421220.0,0.0001,0.75,0.75,0.0987,0.0839,0.0504,25.3
50.0,100.0,19421220.0,0.01,0.5,0.5,-0.0,-0.0,-0.0,11.44
50.0,100.0,19421220.0,0.01,0.5,0.75,-0.0,-0.0,-0.0,18.33
50.0,100.0,19421220.0,0.01,0.75,0.5,-0.0,-0.0,-0.0,16.15
50.0,100.0,19421220.0,0.01,0.75,0.75,-0.0,-0.0,-0.0,25.23
50.0,100.0,19421220.0,1.0,0.5,0.5,-0.0,-0.0,-0.0,11.43
50.0,100.0,19421220.0,1.0,0.5,0.75,-0.0,-0.0,-0.0,18.56
50.0,100.0,19421220.0,1.0,0.75,0.5,-0.0,-0.0,-0.0,16.34
50.0,100.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,25.37
50.0,100.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,11.55
50.0,100.0,19421220.0,100.0,0.5,0.75,-0.0,-0.0,-0.0,18.47
50.0,100.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,16.63
50.0,100.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,25.13
50.0,100.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,11.41
50.0,100.0,19421220.0,10000.0,0.5,0.75,-0.0,-0.0,-0.0,18.35
50.0,100.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,16.24
50.0,100.0,19421220.0,10000.0,0.75,0.75,-0.0,-0.0,-0.0,25.33
100.0,5.0,19421220.0,0.0,0.5,0.5,0.1206,0.092,0.0594,8.14
100.0,5.0,19421220.0,0.0,0.5,0.75,0.1236,0.0909,0.0574,12.07
100.0,5.0,19421220.0,0.0,0.75,0.5,0.1237,0.0903,0.0577,10.8
100.0,5.0,19421220.0,0.0,0.75,0.75,0.1254,0.0901,0.0577,16.14
100.0,5.0,19421220.0,0.0001,0.5,0.5,0.0946,0.087,0.0555,8.06
100.0,5.0,19421220.0,0.0001,0.5,0.75,0.1,0.0871,0.0551,12.09
100.0,5.0,19421220.0,0.0001,0.75,0.5,0.0839,0.084,0.0537,10.83
100.0,5.0,19421220.0,0.0001,0.75,0.75,0.0869,0.0849,0.0528,15.95
100.0,5.0,19421220.0,0.01,0.5,0.5,-0.0,-0.0,-0.0,8.08
100.0,5.0,19421220.0,0.01,0.5,0.75,-0.0,-0.0,-0.0,11.9
100.0,5.0,19421220.0,0.01,0.75,0.5,-0.0,-0.0,-0.0,10.74
100.0,5.0,19421220.0,0.01,0.75,0.75,-0.0,-0.0,-0.0,16.05
100.0,5.0,19421220.0,1.0,0.5,0.5,-0.0,-0.0,-0.0,8.08
100.0,5.0,19421220.0,1.0,0.5,0.75,-0.0,-0.0,-0.0,11.9
100.0,5.0,19421220.0,1.0,0.75,0.5,-0.0,-0.0,-0.0,10.72
100.0,5.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,16.01
100.0,5.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,8.03
100.0,5.0,19421220.0,100.0,0.5,0.75,-0.0,-0.0,-0.0,11.98
100.0,5.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,10.75
100.0,5.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,15.92
100.0,5.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,8.04
100.0,5.0,19421220.0,10000.0,0.5,0.75,-0.0,-0.0,-0.0,12.0
100.0,5.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,10.6
100.0,5.0,19421220.0,10000.0,0.75,0.75,-0.0,-0.0,-0.0,15.86
100.0,10.0,19421220.0,0.0,0.5,0.5,0.3194,0.0956,0.0484,15.27
100.0,10.0,19421220.0,0.0,0.5,0.75,0.3074,0.0936,0.0502,23.01
100.0,10.0,19421220.0,0.0,0.75,0.5,0.3492,0.0919,0.0503,20.58
100.0,10.0,19421220.0,0.0,0.75,0.75,0.3417,0.0927,0.0483,31.07
100.0,10.0,19421220.0,0.0001,0.5,0.5,0.1293,0.091,0.0571,15.46
100.0,10.0,19421220.0,0.0001,0.5,0.75,0.1355,0.0919,0.0555,23.16
100.0,10.0,19421220.0,0.0001,0.75,0.5,0.093,0.0847,0.0537,20.51
100.0,10.0,19421220.0,0.0001,0.75,0.75,0.1009,0.0866,0.0524,30.77
100.0,10.0,19421220.0,0.01,0.5,0.5,-0.0,-0.0,-0.0,15.19
100.0,10.0,19421220.0,0.01,0.5,0.75,-0.0,-0.0,-0.0,23.09
100.0,10.0,19421220.0,0.01,0.75,0.5,-0.0,-0.0,-0.0,20.65
100.0,10.0,19421220.0,0.01,0.75,0.75,-0.0,-0.0,-0.0,30.91
100.0,10.0,19421220.0,1.0,0.5,0.5,-0.0,-0.0,-0.0,15.33
100.0,10.0,19421220.0,1.0,0.5,0.75,-0.0,-0.0,-0.0,22.95
100.0,10.0,19421220.0,1.0,0.75,0.5,-0.0,-0.0,-0.0,20.59
100.0,10.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,30.91
100.0,10.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,15.19
100.0,10.0,19421220.0,100.0,0.5,0.75,-0.0,-0.0,-0.0,23.14
100.0,10.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,20.66
100.0,10.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,31.0
100.0,10.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,15.18
100.0,10.0,19421220.0,10000.0,0.5,0.75,-0.0,-0.0,-0.0,23.08
100.0,10.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,20.65
100.0,10.0,19421220.0,10000.0,0.75,0.75,-0.0,-0.0,-0.0,31.1
100.0,25.0,19421220.0,0.0,0.5,0.5,0.6415,0.081,0.0172,22.74
100.0,25.0,19421220.0,0.0,0.5,0.75,0.6366,0.0758,0.0161,35.58
100.0,25.0,19421220.0,0.0,0.75,0.5,0.772,0.0836,0.0163,32.49
100.0,25.0,19421220.0,0.0,0.75,0.75,0.7705,0.0713,-0.0035,50.01
100.0,25.0,19421220.0,0.0001,0.5,0.5,0.1366,0.0906,0.0558,22.73
100.0,25.0,19421220.0,0.0001,0.5,0.75,0.154,0.0912,0.0546,35.56
100.0,25.0,19421220.0,0.0001,0.75,0.5,0.0918,0.0859,0.0538,32.32
100.0,25.0,19421220.0,0.0001,0.75,0.75,0.103,0.0862,0.0528,50.67
100.0,25.0,19421220.0,0.01,0.5,0.5,-0.0,-0.0,-0.0,22.77
100.0,25.0,19421220.0,0.01,0.5,0.75,-0.0,-0.0,-0.0,35.66
100.0,25.0,19421220.0,0.01,0.75,0.5,-0.0,-0.0,-0.0,32.61
100.0,25.0,19421220.0,0.01,0.75,0.75,-0.0,-0.0,-0.0,49.79
100.0,25.0,19421220.0,1.0,0.5,0.5,-0.0,-0.0,-0.0,22.84
100.0,25.0,19421220.0,1.0,0.5,0.75,-0.0,-0.0,-0.0,35.46
100.0,25.0,19421220.0,1.0,0.75,0.5,-0.0,-0.0,-0.0,32.48
100.0,25.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,49.89
100.0,25.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,22.63
100.0,25.0,19421220.0,100.0,0.5,0.75,-0.0,-0.0,-0.0,35.49
100.0,25.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,32.52
100.0,25.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,49.81
100.0,25.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,22.67
100.0,25.0,19421220.0,10000.0,0.5,0.75,-0.0,-0.0,-0.0,35.68
100.0,25.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,32.68
100.0,25.0,19421220.0,10000.0,0.75,0.75,-0.0,-0.0,-0.0,49.82
100.0,50.0,19421220.0,0.0,0.5,0.5,0.6459,0.0812,0.0149,22.65
100.0,50.0,19421220.0,0.0,0.5,0.75,0.6437,0.0769,0.0098,35.67
100.0,50.0,19421220.0,0.0,0.75,0.5,0.782,0.0827,0.0144,32.47
100.0,50.0,19421220.0,0.0,0.75,0.75,0.7813,0.0754,-0.0009,49.98
100.0,50.0,19421220.0,0.0001,0.5,0.5,0.1396,0.0908,0.0565,22.62
100.0,50.0,19421220.0,0.0001,0.5,0.75,0.153,0.092,0.0548,35.58
100.0,50.0,19421220.0,0.0001,0.75,0.5,0.0918,0.0854,0.0536,32.81
100.0,50.0,19421220.0,0.0001,0.75,0.75,0.1016,0.0853,0.0528,50.41
100.0,50.0,19421220.0,0.01,0.5,0.5,-0.0,-0.0,-0.0,22.77
100.0,50.0,19421220.0,0.01,0.5,0.75,-0.0,-0.0,-0.0,35.58
100.0,50.0,19421220.0,0.01,0.75,0.5,-0.0,-0.0,-0.0,32.5
100.0,50.0,19421220.0,0.01,0.75,0.75,-0.0,-0.0,-0.0,50.24
100.0,50.0,19421220.0,1.0,0.5,0.5,-0.0,-0.0,-0.0,22.8
100.0,50.0,19421220.0,1.0,0.5,0.75,-0.0,-0.0,-0.0,35.56
100.0,50.0,19421220.0,1.0,0.75,0.5,-0.0,-0.0,-0.0,32.37
100.0,50.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,49.96
100.0,50.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,22.55
100.0,50.0,19421220.0,100.0,0.5,0.75,-0.0,-0.0,-0.0,35.51
100.0,50.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,32.46
100.0,50.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,50.18
100.0,50.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,22.64
100.0,50.0,19421220.0,10000.0,0.5,0.75,-0.0,-0.0,-0.0,35.57
100.0,50.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,32.42
100.0,50.0,19421220.0,10000.0,0.75,0.75,-0.0,-0.0,-0.0,50.02
100.0,100.0,19421220.0,0.0,0.5,0.5,0.6459,0.0812,0.0149,22.53
100.0,100.0,19421220.0,0.0,0.5,0.75,0.6437,0.0769,0.0098,35.49
100.0,100.0,19421220.0,0.0,0.75,0.5,0.782,0.0827,0.0144,32.45
100.0,100.0,19421220.0,0.0,0.75,0.75,0.7813,0.0754,-0.0009,49.91
100.0,100.0,19421220.0,0.0001,0.5,0.5,0.1396,0.0908,0.0565,22.6
100.0,100.0,19421220.0,0.0001,0.5,0.75,0.153,0.092,0.0548,35.57
100.0,100.0,19421220.0,0.0001,0.75,0.5,0.0918,0.0854,0.0536,32.42
100.0,100.0,19421220.0,0.0001,0.75,0.75,0.1016,0.0853,0.0528,49.92
100.0,100.0,19421220.0,0.01,0.5,0.5,-0.0,-0.0,-0.0,22.62
100.0,100.0,19421220.0,0.01,0.5,0.75,-0.0,-0.0,-0.0,35.43
100.0,100.0,19421220.0,0.01,0.75,0.5,-0.0,-0.0,-0.0,32.22
100.0,100.0,19421220.0,0.01,0.75,0.75,-0.0,-0.0,-0.0,49.77
100.0,100.0,19421220.0,1.0,0.5,0.5,-0.0,-0.0,-0.0,2766.67
100.0,100.0,19421220.0,1.0,0.5,0.75,-0.0,-0.0,-0.0,922.75
100.0,100.0,19421220.0,1.0,0.75,0.5,-0.0,-0.0,-0.0,32.26
100.0,100.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,49.54
100.0,100.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,24.89
100.0,100.0,19421220.0,100.0,0.5,0.75,-0.0,-0.0,-0.0,35.31
100.0,100.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,44.02
100.0,100.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,59.62
100.0,100.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,24.21
100.0,100.0,19421220.0,10000.0,0.5,0.75,-0.0,-0.0,-0.0,35.32
100.0,100.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,944.54
100.0,100.0,19421220.0,10000.0,0.75,0.75,-0.0,-0.0,-0.0,49.48
