learning_rate,n_estimators,subsample,max_features,ccp_alpha,max_depth,random_state,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time
1.0,200.0,0.25,0.75,0.01,25.0,19260817.0,-0.0002,-0.0002,-0.0002,0.1488,0.1488,0.1489,90645036454711.84,90645248349613.44,90642879465092.23,18.29
1.0,200.0,0.25,0.75,0.01,50.0,19260817.0,-0.0002,-0.0002,-0.0002,0.1488,0.1488,0.1489,90645036454711.84,90645248349613.44,90642879465092.23,18.36
1.0,200.0,0.25,0.75,0.1,10.0,19260817.0,-0.0002,-0.0002,-0.0002,0.1488,0.1488,0.1489,90645036454711.84,90645248349613.44,90642879465092.23,17.28
1.0,200.0,0.25,0.75,0.1,25.0,19260817.0,-0.0002,-0.0002,-0.0002,0.1488,0.1488,0.1489,90645036454711.84,90645248349613.44,90642879465092.23,18.53
1.0,200.0,0.25,0.75,0.1,50.0,19260817.0,-0.0002,-0.0002,-0.0002,0.1488,0.1488,0.1489,90645036454711.84,90645248349613.44,90642879465092.23,18.42
1.0,200.0,0.25,0.75,1.0,10.0,19260817.0,-0.0002,-0.0002,-0.0002,0.1488,0.1488,0.1489,90645036454711.84,90645248349613.44,90642879465092.23,17.18
1.0,200.0,0.25,0.75,1.0,25.0,19260817.0,-0.0002,-0.0002,-0.0002,0.1488,0.1488,0.1489,90645036454711.84,90645248349613.44,90642879465092.23,18.35
1.0,200.0,0.25,0.75,1.0,50.0,19260817.0,-0.0002,-0.0002,-0.0002,0.1488,0.1488,0.1489,90645036454711.84,90645248349613.44,90642879465092.23,18.3
1.0,200.0,0.5,0.25,0.01,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,12.57
1.0,200.0,0.5,0.25,0.01,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,16.66
1.0,200.0,0.5,0.25,0.01,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,13.53
1.0,200.0,0.5,0.25,0.1,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,11.52
1.0,200.0,0.5,0.25,0.1,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,13.58
1.0,200.0,0.5,0.25,0.1,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,13.76
1.0,200.0,0.5,0.25,1.0,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,11.7
1.0,200.0,0.5,0.25,1.0,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,13.62
1.0,200.0,0.5,0.25,1.0,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,13.5
1.0,200.0,0.5,0.5,0.01,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,22.94
1.0,200.0,0.5,0.5,0.01,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,26.87
1.0,200.0,0.5,0.5,0.01,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,26.9
1.0,200.0,0.5,0.5,0.1,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,22.96
1.0,200.0,0.5,0.5,0.1,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,26.88
1.0,200.0,0.5,0.5,0.1,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,26.93
1.0,200.0,0.5,0.5,1.0,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,23.03
1.0,200.0,0.5,0.5,1.0,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,28.46
1.0,200.0,0.5,0.5,1.0,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,29.63
1.0,200.0,0.5,0.75,0.01,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,34.43
1.0,200.0,0.5,0.75,0.01,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,40.6
1.0,200.0,0.5,0.75,0.01,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,40.66
1.0,200.0,0.5,0.75,0.1,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,34.63
1.0,200.0,0.5,0.75,0.1,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,40.74
1.0,200.0,0.5,0.75,0.1,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,42.04
1.0,200.0,0.5,0.75,1.0,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,39.79
1.0,200.0,0.5,0.75,1.0,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,40.92
1.0,200.0,0.5,0.75,1.0,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98517962156181.02,98518192455099.94,98515617822392.6,40.92
1.0,200.0,0.75,0.25,0.01,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,16.69
1.0,200.0,0.75,0.25,0.01,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,22.13
1.0,200.0,0.75,0.25,0.01,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,20.82
1.0,200.0,0.75,0.25,0.1,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,16.44
1.0,200.0,0.75,0.25,0.1,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,20.81
1.0,200.0,0.75,0.25,0.1,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,20.87
1.0,200.0,0.75,0.25,1.0,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,17.84
1.0,200.0,0.75,0.25,1.0,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,21.98
1.0,200.0,0.75,0.25,1.0,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,20.89
1.0,200.0,0.75,0.5,0.01,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,34.78
1.0,200.0,0.75,0.5,0.01,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,41.54
1.0,200.0,0.75,0.5,0.01,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,41.79
1.0,200.0,0.75,0.5,0.1,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,33.71
1.0,200.0,0.75,0.5,0.1,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,41.64
1.0,200.0,0.75,0.5,0.1,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,45.77
1.0,200.0,0.75,0.5,1.0,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,33.69
1.0,200.0,0.75,0.5,1.0,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,41.67
1.0,200.0,0.75,0.5,1.0,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,41.75
1.0,200.0,0.75,0.75,0.01,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,50.83
1.0,200.0,0.75,0.75,0.01,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,65.08
1.0,200.0,0.75,0.75,0.01,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,64.48
1.0,200.0,0.75,0.75,0.1,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,52.21
1.0,200.0,0.75,0.75,0.1,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,62.83
1.0,200.0,0.75,0.75,0.1,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,65.49
1.0,200.0,0.75,0.75,1.0,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,52.05
1.0,200.0,0.75,0.75,1.0,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,62.91
1.0,200.0,0.75,0.75,1.0,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,98872598449041.1,98872829576969.8,98870245676326.14,63.98
0.001,100.0,0.25,0.25,0.01,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,3.09
0.001,100.0,0.25,0.25,0.01,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,4.51
0.001,100.0,0.25,0.25,0.01,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,3.34
0.001,100.0,0.25,0.25,0.1,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,3.08
0.001,100.0,0.25,0.25,0.1,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,4.49
0.001,100.0,0.25,0.25,0.1,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,3.33
0.001,100.0,0.25,0.25,1.0,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,3.07
0.001,100.0,0.25,0.25,1.0,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,3.31
0.001,100.0,0.25,0.25,1.0,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,3.3
0.001,100.0,0.25,0.5,0.01,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,5.86
0.001,100.0,0.25,0.5,0.01,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,6.29
0.001,100.0,0.25,0.5,0.01,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,6.31
0.001,100.0,0.25,0.5,0.1,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,5.86
0.001,100.0,0.25,0.5,0.1,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,6.28
0.001,100.0,0.25,0.5,0.1,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,6.29
0.001,100.0,0.25,0.5,1.0,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,5.87
0.001,100.0,0.25,0.5,1.0,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,6.29
0.001,100.0,0.25,0.5,1.0,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,6.29
0.001,100.0,0.25,0.75,0.01,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,8.65
0.001,100.0,0.25,0.75,0.01,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,9.33
0.001,100.0,0.25,0.75,0.01,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,9.3
0.001,100.0,0.25,0.75,0.1,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,8.68
0.001,100.0,0.25,0.75,0.1,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,9.32
0.001,100.0,0.25,0.75,0.1,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,9.37
0.001,100.0,0.25,0.75,1.0,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,8.67
0.001,100.0,0.25,0.75,1.0,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,9.28
0.001,100.0,0.25,0.75,1.0,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99627358659509.77,99627591551791.44,99624987926518.08,10.49
0.001,100.0,0.5,0.25,0.01,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,5.83
0.001,100.0,0.5,0.25,0.01,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,7.08
0.001,100.0,0.5,0.25,0.01,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,7.98
0.001,100.0,0.5,0.25,0.1,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,6.76
0.001,100.0,0.5,0.25,0.1,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,6.82
0.001,100.0,0.5,0.25,0.1,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,6.79
0.001,100.0,0.5,0.25,1.0,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,5.86
0.001,100.0,0.5,0.25,1.0,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,6.84
0.001,100.0,0.5,0.25,1.0,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,6.85
0.001,100.0,0.5,0.5,0.01,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,11.6
0.001,100.0,0.5,0.5,0.01,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,13.59
0.001,100.0,0.5,0.5,0.01,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,13.52
0.001,100.0,0.5,0.5,0.1,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,11.54
0.001,100.0,0.5,0.5,0.1,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,13.53
0.001,100.0,0.5,0.5,0.1,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,13.57
0.001,100.0,0.5,0.5,1.0,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,11.56
0.001,100.0,0.5,0.5,1.0,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,14.76
0.001,100.0,0.5,0.5,1.0,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,13.51
0.001,100.0,0.5,0.75,0.01,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,17.96
0.001,100.0,0.5,0.75,0.01,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,22.01
0.001,100.0,0.5,0.75,0.01,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,20.24
0.001,100.0,0.5,0.75,0.1,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,17.3
0.001,100.0,0.5,0.75,0.1,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,20.26
0.001,100.0,0.5,0.75,0.1,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,20.25
0.001,100.0,0.5,0.75,1.0,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,17.35
0.001,100.0,0.5,0.75,1.0,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,21.45
0.001,100.0,0.5,0.75,1.0,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99653817103924.8,99654050058056.62,99651445741327.86,20.23
0.001,100.0,0.75,0.25,0.01,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,8.37
0.001,100.0,0.75,0.25,0.01,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,10.54
0.001,100.0,0.75,0.25,0.01,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,12.99
0.001,100.0,0.75,0.25,0.1,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,8.32
0.001,100.0,0.75,0.25,0.1,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,10.5
0.001,100.0,0.75,0.25,0.1,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,10.53
0.001,100.0,0.75,0.25,1.0,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,8.33
0.001,100.0,0.75,0.25,1.0,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,10.51
0.001,100.0,0.75,0.25,1.0,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,10.53
0.001,100.0,0.75,0.5,0.01,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,16.9
0.001,100.0,0.75,0.5,0.01,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,20.93
0.001,100.0,0.75,0.5,0.01,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,22.09
0.001,100.0,0.75,0.5,0.1,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,16.9
0.001,100.0,0.75,0.5,0.1,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,20.89
0.001,100.0,0.75,0.5,0.1,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,20.82
0.001,100.0,0.75,0.5,1.0,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,16.87
0.001,100.0,0.75,0.5,1.0,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,21.59
0.001,100.0,0.75,0.5,1.0,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,22.7
0.001,100.0,0.75,0.75,0.01,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,26.18
0.001,100.0,0.75,0.75,0.01,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,31.79
0.001,100.0,0.75,0.75,0.01,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,31.27
0.001,100.0,0.75,0.75,0.1,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,25.43
0.001,100.0,0.75,0.75,0.1,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,31.18
0.001,100.0,0.75,0.75,0.1,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,31.37
0.001,100.0,0.75,0.75,1.0,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,29.15
0.001,100.0,0.75,0.75,1.0,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,31.69
0.001,100.0,0.75,0.75,1.0,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99658636039584.0,99658869004980.77,99656264562315.69,31.54
0.001,150.0,0.25,0.25,0.01,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99615456146950.62,99615689011408.58,99613085697191.16,4.67
0.001,150.0,0.25,0.25,0.01,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99615456146950.62,99615689011408.58,99613085697191.16,4.98
0.001,150.0,0.25,0.25,0.01,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99615456146950.62,99615689011408.58,99613085697191.16,4.99
0.001,150.0,0.25,0.25,0.1,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99615456146950.62,99615689011408.58,99613085697191.16,4.63
0.001,150.0,0.25,0.25,0.1,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99615456146950.62,99615689011408.58,99613085697191.16,4.96
0.001,150.0,0.25,0.25,0.1,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99615456146950.62,99615689011408.58,99613085697191.16,5.0
0.001,150.0,0.25,0.25,1.0,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99615456146950.62,99615689011408.58,99613085697191.16,4.58
0.001,150.0,0.25,0.25,1.0,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99615456146950.62,99615689011408.58,99613085697191.16,4.98
0.001,150.0,0.25,0.25,1.0,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99615456146950.62,99615689011408.58,99613085697191.16,4.95
0.001,150.0,0.25,0.5,0.01,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99615456146950.62,99615689011408.58,99613085697191.16,8.75
0.001,150.0,0.25,0.5,0.01,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99615456146950.62,99615689011408.58,99613085697191.16,9.25
0.001,150.0,0.25,0.5,0.01,50.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99615456146950.62,99615689011408.58,99613085697191.16,9.29
0.001,150.0,0.25,0.5,0.1,10.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99615456146950.62,99615689011408.58,99613085697191.16,8.62
0.001,150.0,0.25,0.5,0.1,25.0,19260817.0,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,99615456146950.62,99615689011408.58,99613085697191.16,9.25
