n_estimators,eta,max_depth,l2_leaf_reg,colsample_bylevel,subsample,max_bin,random_seed,silent,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time
25.0,1.0,4.0,0.9,0.5,0.75,4.0,19260817.0,1.0,0.1094,0.0627,0.0715,0.1404,0.144,0.1434,112663019518565.9,113604478386594.34,113946216009559.06,0.28
25.0,1.0,2.0,0.7,0.5,0.75,4.0,19260817.0,1.0,0.0849,0.0791,0.0835,0.1423,0.1428,0.1425,105585880790118.12,103509215286873.52,104621126872278.95,0.19
100.0,1.0,2.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.0948,0.0779,0.0845,0.1415,0.1429,0.1424,114100233557489.36,114579786898874.14,114278558934824.72,0.51
50.0,1.0,4.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.1243,0.0316,0.059,0.1392,0.1464,0.1444,119009278320691.66,121051663924615.58,122837696302295.77,0.38
50.0,1.0,2.0,0.7,0.25,0.75,4.0,19260817.0,1.0,0.0886,0.0774,0.0854,0.142,0.1429,0.1424,109104471725275.31,108995520132806.62,109096527438125.5,0.29
50.0,1.0,2.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.0919,0.079,0.0925,0.1418,0.1428,0.1418,111210876719994.92,110941558240905.86,110946514219195.5,0.33
25.0,1.0,4.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.1159,0.058,0.066,0.1399,0.1444,0.1439,110125686552687.31,111042726057379.72,111954517519781.2,0.28
25.0,1.0,2.0,0.9,0.75,0.5,4.0,19260817.0,1.0,0.0872,0.0789,0.0856,0.1421,0.1428,0.1423,106243430696801.88,105623921224029.69,106096473462121.66,0.18
25.0,1.0,2.0,0.9,0.75,0.75,16.0,19260817.0,1.0,0.1091,0.0958,0.0955,0.1404,0.1415,0.1416,101902018060912.12,102666846140640.23,101072016646162.7,0.19
50.0,1.0,2.0,0.9,0.75,0.75,16.0,19260817.0,1.0,0.1226,0.0913,0.0889,0.1394,0.1418,0.1421,104112455254812.52,105572329792967.23,104412466887633.1,0.33
25.0,1.0,4.0,0.9,0.75,0.75,16.0,19260817.0,1.0,0.1639,0.035,0.0819,0.136,0.1461,0.1426,104220946919515.6,110948988877584.28,105468310786774.28,0.26
25.0,1.0,2.0,0.7,0.75,0.75,16.0,19260817.0,1.0,0.1092,0.0958,0.0955,0.1404,0.1415,0.1416,101896345768623.98,102662051453110.22,101066161478111.56,0.19
25.0,1.0,2.0,0.9,0.75,0.5,16.0,19260817.0,1.0,0.1093,0.0927,0.0887,0.1404,0.1417,0.1421,102417783918806.38,102999749526432.34,103753901993018.56,0.18
25.0,1.0,2.0,0.9,0.75,0.75,64.0,19260817.0,1.0,0.1137,0.0825,0.0926,0.1401,0.1425,0.1418,100131388982084.28,101343312786121.08,100037906770971.92,0.21
100.0,1.0,2.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.0984,0.0783,0.0918,0.1413,0.1428,0.1419,114579434588439.92,114348184474772.88,114923895927783.64,0.61
50.0,1.0,4.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.1436,0.0332,0.0506,0.1377,0.1463,0.145,118115623678383.56,123210798625434.72,122846473622314.86,0.43
50.0,1.0,2.0,0.7,0.75,0.75,4.0,19260817.0,1.0,0.0919,0.079,0.0925,0.1418,0.1428,0.1418,111214256252158.23,110945682606994.34,110951200812233.02,0.32
50.0,1.0,2.0,0.9,0.75,0.5,4.0,19260817.0,1.0,0.0923,0.0794,0.0877,0.1417,0.1427,0.1422,110813441394180.8,110130054403619.66,110052148162576.56,0.29
25.0,1.0,4.0,0.9,0.75,0.5,4.0,19260817.0,1.0,0.1107,0.0617,0.0691,0.1403,0.1441,0.1436,110052866345934.98,111222944827045.52,112145805370544.02,0.23
25.0,1.0,2.0,0.7,0.75,0.5,4.0,19260817.0,1.0,0.0872,0.0789,0.0856,0.1421,0.1428,0.1423,106245009638045.84,105625446071063.84,106098107976675.62,0.17
50.0,0.0001,2.0,0.3,0.25,0.25,4.0,19260817.0,1.0,0.0005,0.0005,0.0005,0.1487,0.1487,0.1488,99661126647874.52,99659219170928.95,99658133815954.9,0.23
25.0,0.01,2.0,0.3,0.25,0.25,4.0,19260817.0,1.0,0.022,0.0223,0.0223,0.1471,0.1471,0.1472,98493251034204.22,98375623366593.72,98459974202255.06,0.15
25.0,0.0001,4.0,0.3,0.25,0.25,4.0,19260817.0,1.0,0.0003,0.0003,0.0003,0.1488,0.1487,0.1488,99669937228708.77,99668585203049.84,99667529644796.12,0.18
25.0,0.0001,2.0,0.5,0.25,0.25,4.0,19260817.0,1.0,0.0003,0.0003,0.0003,0.1488,0.1488,0.1488,99672821722534.05,99671794971627.14,99670050571503.48,0.16
25.0,0.0001,2.0,0.3,0.5,0.25,4.0,19260817.0,1.0,0.0003,0.0003,0.0003,0.1488,0.1487,0.1488,99672335186880.23,99671483353634.58,99669902265376.52,0.15
25.0,0.0001,2.0,0.3,0.25,0.25,16.0,19260817.0,1.0,0.0003,0.0003,0.0003,0.1488,0.1487,0.1488,99671319365393.14,99670623841796.92,99668284074248.94,0.15
50.0,0.01,2.0,0.3,0.25,0.25,4.0,19260817.0,1.0,0.0361,0.0367,0.0366,0.1461,0.146,0.1461,97586945226959.0,97413494882969.77,97537458215475.62,0.22
25.0,0.01,4.0,0.3,0.25,0.25,4.0,19260817.0,1.0,0.0262,0.0259,0.0265,0.1468,0.1468,0.1469,98243993789295.0,98104538434846.16,98232380690267.95,0.16
25.0,0.01,2.0,0.5,0.25,0.25,4.0,19260817.0,1.0,0.022,0.0223,0.0223,0.1471,0.1471,0.1472,98492778888240.05,98375160387222.58,98459503954810.94,0.15
25.0,0.01,2.0,0.3,0.5,0.25,4.0,19260817.0,1.0,0.0224,0.0228,0.0224,0.1471,0.1471,0.1472,98459626918348.12,98354287824800.88,98454363661598.88,0.15
25.0,0.01,2.0,0.3,0.25,0.25,16.0,19260817.0,1.0,0.0247,0.0253,0.0254,0.1469,0.1469,0.1469,98346371435707.56,98265393495254.95,98289758909945.42,0.14
100.0,0.0001,2.0,0.3,0.25,0.25,4.0,19260817.0,1.0,0.001,0.001,0.001,0.1487,0.1487,0.1488,99636906761051.95,99632706741786.31,99633411766741.44,0.38
50.0,0.0001,4.0,0.3,0.25,0.25,4.0,19260817.0,1.0,0.0006,0.0006,0.0006,0.1487,0.1487,0.1488,99653776555077.3,99650694292776.44,99650939329160.48,0.26
50.0,0.0001,2.0,0.5,0.25,0.25,4.0,19260817.0,1.0,0.0005,0.0005,0.0005,0.1487,0.1487,0.1488,99661115423430.12,99659208150934.48,99658122593387.42,0.21
50.0,0.0001,2.0,0.3,0.5,0.25,4.0,19260817.0,1.0,0.0005,0.0005,0.0005,0.1487,0.1487,0.1488,99659127542676.77,99657149597647.2,99656687388816.86,0.24
50.0,0.0001,2.0,0.3,0.25,0.25,16.0,19260817.0,1.0,0.0006,0.0006,0.0006,0.1487,0.1487,0.1488,99656317238657.06,99654793335729.77,99652531808012.22,0.24
25.0,0.0001,8.0,0.3,0.25,0.25,4.0,19260817.0,1.0,0.0004,0.0004,0.0004,0.1487,0.1487,0.1488,99665028491528.84,99664906862682.6,99664175782181.52,0.22
25.0,0.0001,4.0,0.5,0.25,0.25,4.0,19260817.0,1.0,0.0003,0.0003,0.0003,0.1488,0.1487,0.1488,99669917349375.8,99668566141634.56,99667509338371.8,0.17
25.0,0.0001,4.0,0.3,0.5,0.25,4.0,19260817.0,1.0,0.0003,0.0003,0.0003,0.1488,0.1487,0.1488,99668692808255.5,99667394314132.66,99666589011442.06,0.18
25.0,0.0001,4.0,0.3,0.25,0.25,16.0,19260817.0,1.0,0.0004,0.0004,0.0004,0.1487,0.1487,0.1488,99667196605098.38,99666850191649.42,99664419645318.48,0.17
25.0,0.0001,2.0,0.5,0.25,0.25,16.0,19260817.0,1.0,0.0003,0.0003,0.0003,0.1488,0.1487,0.1488,99671310396602.66,99670615035881.64,99668275157116.6,0.15
25.0,0.0001,2.0,0.3,0.5,0.25,16.0,19260817.0,1.0,0.0003,0.0003,0.0003,0.1488,0.1487,0.1488,99669233335188.8,99669010284420.7,99666265071691.95,0.16
25.0,0.0001,2.0,0.3,0.25,0.25,64.0,19260817.0,1.0,0.0003,0.0003,0.0003,0.1488,0.1487,0.1488,99671125808045.66,99670783898675.08,99667935775787.22,0.15
25.0,0.0001,2.0,0.5,0.5,0.25,4.0,19260817.0,1.0,0.0003,0.0003,0.0003,0.1488,0.1487,0.1488,99672329073173.34,99671477332211.66,99669896151409.62,0.16
25.0,0.0001,2.0,0.7,0.25,0.25,4.0,19260817.0,1.0,0.0003,0.0003,0.0003,0.1488,0.1488,0.1488,99672815710704.62,99671789064332.14,99670044588446.0,0.15
50.0,0.0001,2.0,0.3,0.75,0.25,4.0,19260817.0,1.0,0.0006,0.0006,0.0006,0.1487,0.1487,0.1488,99655405258633.48,99652671352670.52,99653736051680.44,0.27
25.0,0.01,2.0,0.3,0.75,0.25,4.0,19260817.0,1.0,0.0247,0.0252,0.0246,0.1469,0.1469,0.147,98311508419130.84,98182432797860.95,98328841459567.31,0.16
25.0,0.0001,4.0,0.3,0.75,0.25,4.0,19260817.0,1.0,0.0003,0.0003,0.0003,0.1488,0.1487,0.1488,99668580729247.22,99667150373868.92,99666129686275.88,0.2
25.0,0.0001,2.0,0.5,0.75,0.25,4.0,19260817.0,1.0,0.0003,0.0003,0.0003,0.1488,0.1487,0.1488,99670455972893.14,99669344161741.88,99668363213270.72,0.18
25.0,0.0001,2.0,0.3,0.75,0.25,16.0,19260817.0,1.0,0.0004,0.0004,0.0004,0.1488,0.1487,0.1488,99668205253329.08,99668004425512.78,99665514927460.8,0.18
50.0,0.01,2.0,0.3,0.75,0.25,4.0,19260817.0,1.0,0.0404,0.0413,0.0404,0.1457,0.1457,0.1458,97233942609636.84,96976347074547.62,97265477330683.34,0.27
25.0,0.01,4.0,0.3,0.75,0.25,4.0,19260817.0,1.0,0.0277,0.0274,0.0277,0.1467,0.1467,0.1468,98144945872654.5,98005784514238.22,98145979711546.95,0.19
25.0,0.01,2.0,0.5,0.75,0.25,4.0,19260817.0,1.0,0.0247,0.0252,0.0246,0.1469,0.1469,0.147,98310957790226.77,98181895573577.95,98328287558680.1,0.18
25.0,0.01,2.0,0.3,0.75,0.25,16.0,19260817.0,1.0,0.0289,0.0295,0.0289,0.1466,0.1466,0.1467,98093555258954.23,98054576807935.98,98060502199369.34,0.16
100.0,0.0001,2.0,0.3,0.75,0.25,4.0,19260817.0,1.0,0.0012,0.0012,0.0012,0.1487,0.1487,0.1488,99626343899562.6,99621053122274.77,99624935182966.48,0.42
50.0,0.0001,4.0,0.3,0.75,0.25,4.0,19260817.0,1.0,0.0007,0.0007,0.0007,0.1487,0.1487,0.1488,99651200601065.88,99647967507271.69,99649019046371.08,0.3
50.0,0.0001,2.0,0.5,0.75,0.25,4.0,19260817.0,1.0,0.0006,0.0006,0.0006,0.1487,0.1487,0.1488,99655392067921.8,99652658500385.84,99653722746313.95,0.26
50.0,0.0001,2.0,0.3,0.75,0.25,16.0,19260817.0,1.0,0.0007,0.0007,0.0007,0.1487,0.1487,0.1488,99650642751122.8,99649881809378.52,99647678541967.84,0.25
25.0,0.0001,4.0,0.3,0.75,0.25,16.0,19260817.0,1.0,0.0004,0.0004,0.0004,0.1487,0.1487,0.1488,99665915230266.64,99665821460185.34,99662704135206.6,0.18
25.0,0.0001,2.0,0.5,0.75,0.25,16.0,19260817.0,1.0,0.0004,0.0004,0.0004,0.1488,0.1487,0.1488,99668193484760.34,99667992921192.77,99665503024258.22,0.16
25.0,0.0001,2.0,0.3,0.75,0.25,64.0,19260817.0,1.0,0.0004,0.0004,0.0004,0.1488,0.1487,0.1488,99667925096362.28,99667975900130.7,99665154195434.64,0.19
25.0,0.0001,8.0,0.3,0.75,0.25,4.0,19260817.0,1.0,0.0004,0.0004,0.0004,0.1487,0.1487,0.1488,99664584982423.0,99664834575069.84,99663384334747.95,0.26
25.0,0.0001,4.0,0.5,0.75,0.25,4.0,19260817.0,1.0,0.0003,0.0003,0.0003,0.1488,0.1487,0.1488,99668560942917.5,99667131091519.58,99666108948388.23,0.19
25.0,0.0001,2.0,0.7,0.75,0.25,4.0,19260817.0,1.0,0.0003,0.0003,0.0003,0.1488,0.1487,0.1488,99670449066677.22,99669337429098.12,99668356249562.6,0.17
50.0,1.0,2.0,0.3,0.25,0.25,4.0,19260817.0,1.0,0.0875,0.0816,0.0832,0.1421,0.1426,0.1425,109058530751193.2,108318103263884.7,109752700185341.58,0.25
25.0,1.0,4.0,0.3,0.25,0.25,4.0,19260817.0,1.0,0.1058,0.0717,0.0726,0.1407,0.1433,0.1433,114271703449575.05,114827750114130.08,115172787235166.88,0.18
25.0,1.0,2.0,0.5,0.25,0.25,4.0,19260817.0,1.0,0.0825,0.079,0.0838,0.1425,0.1428,0.1425,108472543094160.6,107307462172769.4,108705235960370.6,0.15
25.0,1.0,2.0,0.3,0.5,0.25,4.0,19260817.0,1.0,0.085,0.0702,0.0853,0.1423,0.1435,0.1424,106325290431667.31,106212394379242.08,105719923268953.16,0.16
25.0,1.0,2.0,0.3,0.25,0.25,16.0,19260817.0,1.0,0.1051,0.0863,0.1011,0.1407,0.1422,0.1411,104347005962169.88,104519737938012.88,102918935153150.0,0.16
50.0,1.0,2.0,0.3,0.25,0.25,16.0,19260817.0,1.0,0.1181,0.0866,0.0961,0.1397,0.1422,0.1415,105707107728137.62,106676717667167.98,105049734989178.3,0.25
25.0,1.0,4.0,0.3,0.25,0.25,16.0,19260817.0,1.0,0.1439,0.0577,0.0817,0.1377,0.1444,0.1426,106756989920714.8,111135154859780.31,107916762464004.28,0.18
25.0,1.0,2.0,0.5,0.25,0.25,16.0,19260817.0,1.0,0.1044,0.087,0.1039,0.1408,0.1422,0.1409,100626504255544.8,100756910620861.22,99389214816749.4,0.14
25.0,1.0,2.0,0.3,0.5,0.25,16.0,19260817.0,1.0,0.1061,0.094,0.0935,0.1407,0.1416,0.1417,98668025818954.28,99681426443875.58,97026776749085.05,0.17
25.0,1.0,2.0,0.3,0.25,0.25,64.0,19260817.0,1.0,0.1075,0.0851,0.1051,0.1406,0.1423,0.1408,106695595694735.84,107631473913144.5,105887318904371.95,0.16
100.0,1.0,2.0,0.3,0.25,0.25,4.0,19260817.0,1.0,0.094,0.0805,0.0803,0.1416,0.1427,0.1427,115796849991871.84,115717352303145.72,116885504249608.77,0.4
50.0,1.0,4.0,0.3,0.25,0.25,4.0,19260817.0,1.0,0.1249,0.0636,0.0539,0.1392,0.144,0.1448,120857477516800.05,123419930520823.77,122706891038665.98,0.29
50.0,1.0,2.0,0.5,0.25,0.25,4.0,19260817.0,1.0,0.0875,0.0816,0.0832,0.1421,0.1426,0.1425,109057441327838.48,108317008814587.6,109751602332187.02,0.25
50.0,1.0,2.0,0.3,0.5,0.25,4.0,19260817.0,1.0,0.0915,0.0752,0.0858,0.1418,0.1431,0.1423,109211406068319.05,109318224597429.05,108975654456016.95,0.24
25.0,1.0,4.0,0.5,0.25,0.25,4.0,19260817.0,1.0,0.1037,0.0633,0.0815,0.1409,0.144,0.1427,112385821748336.06,112296207620387.62,112047645969817.56,0.17
25.0,1.0,2.0,0.7,0.25,0.25,4.0,19260817.0,1.0,0.0825,0.079,0.0838,0.1425,0.1428,0.1425,108470982359303.98,107306200272074.28,108703674417277.14,0.15
25.0,1.0,2.0,0.5,0.5,0.25,4.0,19260817.0,1.0,0.0854,0.074,0.0861,0.1423,0.1432,0.1423,105492620047298.86,104482840952903.42,105004100178128.36,0.17
50.0,1.0,2.0,0.3,0.75,0.25,4.0,19260817.0,1.0,0.0928,0.0795,0.0843,0.1417,0.1427,0.1424,110578570734304.2,110015765035289.72,110787559817477.4,0.26
25.0,1.0,4.0,0.3,0.75,0.25,4.0,19260817.0,1.0,0.1135,0.0614,0.0698,0.1401,0.1441,0.1436,111946831705106.12,113673133715056.48,114577402482162.12,0.18
25.0,1.0,2.0,0.5,0.75,0.25,4.0,19260817.0,1.0,0.0874,0.0807,0.0865,0.1421,0.1426,0.1423,107656143737890.77,106261837485928.52,107925575536322.2,0.16
25.0,1.0,2.0,0.3,0.75,0.25,16.0,19260817.0,1.0,0.1073,0.0908,0.0943,0.1406,0.1419,0.1417,103708395755889.06,105147842207350.84,103221631891611.56,0.17
50.0,1.0,2.0,0.3,0.75,0.25,16.0,19260817.0,1.0,0.1211,0.083,0.0913,0.1395,0.1425,0.1419,106751678843183.31,108724458589375.9,105514639291165.12,0.25
25.0,1.0,4.0,0.3,0.75,0.25,16.0,19260817.0,1.0,0.1594,0.0559,0.0705,0.1364,0.1445,0.1435,105575722092900.44,112375793608361.58,107946094034557.08,0.19
25.0,1.0,2.0,0.5,0.75,0.25,16.0,19260817.0,1.0,0.1073,0.0894,0.0922,0.1406,0.142,0.1418,105729684295636.42,106539167109589.48,104827539338330.7,0.15
25.0,1.0,2.0,0.3,0.75,0.25,64.0,19260817.0,1.0,0.1122,0.0799,0.0974,0.1402,0.1427,0.1414,105083640825228.78,106409603038703.88,104965404307136.42,0.18
50.0,1.0,2.0,0.5,0.75,0.25,4.0,19260817.0,1.0,0.0931,0.0797,0.0839,0.1417,0.1427,0.1425,111163819981682.23,110391703318061.12,111429541087913.69,0.25
25.0,1.0,4.0,0.5,0.75,0.25,4.0,19260817.0,1.0,0.1119,0.0553,0.0735,0.1402,0.1446,0.1433,110815517210042.05,112995660133972.2,113411559893847.14,0.18
25.0,1.0,2.0,0.7,0.75,0.25,4.0,19260817.0,1.0,0.0874,0.0807,0.0865,0.1421,0.1426,0.1423,107654804495662.22,106258465236775.34,107924156420254.56,0.16
100.0,1.0,2.0,0.3,0.75,0.25,4.0,19260817.0,1.0,0.0984,0.0806,0.0817,0.1413,0.1427,0.1426,114006561361015.6,113700767060113.31,114671607413180.69,0.44
50.0,1.0,4.0,0.3,0.75,0.25,4.0,19260817.0,1.0,0.1369,0.0339,0.0379,0.1382,0.1462,0.146,120322725378120.69,124386924585494.42,125205389638616.66,0.3
50.0,0.0001,16.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.002,0.0006,0.0007,0.1486,0.1487,0.1488,99553665233513.56,99597864333129.12,99593107701766.77,5.54
25.0,0.01,16.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.0887,0.0268,0.0299,0.142,0.1468,0.1466,93855284992592.14,95808979472259.48,96002791100809.78,2.72
25.0,0.0001,16.0,0.9,0.5,0.75,4.0,19260817.0,1.0,0.0011,0.0003,0.0004,0.1487,0.1487,0.1488,99617358754857.5,99640282017426.58,99636529631775.31,3.47
25.0,0.0001,16.0,0.9,0.25,0.5,4.0,19260817.0,1.0,0.001,0.0003,0.0004,0.1487,0.1487,0.1488,99620842617252.4,99642593205326.42,99638568026318.12,2.63
25.0,0.0001,16.0,0.9,0.25,0.75,16.0,19260817.0,1.0,0.0012,0.0003,0.0003,0.1487,0.1487,0.1488,99594762251606.52,99618769762910.95,99614189917296.31,4.23
50.0,0.01,16.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.1631,0.0427,0.0492,0.1361,0.1456,0.1451,88828659979220.42,93013148292671.52,93160996746157.0,5.48
25.0,0.01,8.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.0333,0.0289,0.0306,0.1463,0.1466,0.1466,97778983593305.28,97772540119829.72,97841878270538.23,0.31
25.0,0.01,16.0,0.7,0.25,0.75,4.0,19260817.0,1.0,0.0907,0.0273,0.0302,0.1419,0.1467,0.1466,93951085364807.3,95951676051036.6,96136803461779.16,3.53
25.0,0.01,16.0,0.9,0.5,0.75,4.0,19260817.0,1.0,0.0949,0.0259,0.03,0.1415,0.1468,0.1466,93361467083259.28,95689727971579.05,95723640866192.84,3.61
25.0,0.01,16.0,0.9,0.25,0.5,4.0,19260817.0,1.0,0.0897,0.0263,0.0299,0.1419,0.1468,0.1466,93742562612808.6,95742160481893.8,95812527679581.95,2.67
25.0,0.01,16.0,0.9,0.25,0.75,16.0,19260817.0,1.0,0.1072,0.0261,0.0291,0.1406,0.1468,0.1467,91699077280026.0,93880977162052.52,93979313532670.78,4.22
100.0,0.0001,16.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.0039,0.0013,0.0014,0.1485,0.1487,0.1487,99432095442931.64,99512743623938.56,99511256045158.31,10.54
50.0,0.0001,8.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.0008,0.0007,0.0008,0.1487,0.1487,0.1488,99643216308685.88,99642634965921.06,99641880739673.06,0.53
50.0,0.0001,16.0,0.7,0.25,0.75,4.0,19260817.0,1.0,0.0021,0.0007,0.0007,0.1486,0.1487,0.1488,99553245941793.48,99599433434757.84,99596996254784.86,5.47
50.0,0.0001,16.0,0.9,0.5,0.75,4.0,19260817.0,1.0,0.0021,0.0007,0.0007,0.1486,0.1487,0.1488,99549684326860.06,99593539734207.7,99589836906799.52,6.67
50.0,0.0001,16.0,0.9,0.25,0.5,4.0,19260817.0,1.0,0.002,0.0006,0.0007,0.1486,0.1487,0.1488,99554706112968.56,99597158250510.88,99591750290478.36,5.46
50.0,0.0001,16.0,0.9,0.25,0.75,16.0,19260817.0,1.0,0.0024,0.0006,0.0007,0.1486,0.1487,0.1488,99505682845293.52,99551324999305.48,99546496896257.8,8.37
25.0,0.0001,8.0,0.9,0.5,0.75,4.0,19260817.0,1.0,0.0004,0.0004,0.0004,0.1487,0.1487,0.1488,99664354552481.78,99664806412739.08,99662260193107.05,0.37
25.0,0.0001,16.0,0.7,0.5,0.75,4.0,19260817.0,1.0,0.0011,0.0003,0.0004,0.1487,0.1487,0.1488,99617678286517.72,99643259245475.28,99639889588377.95,3.49
25.0,0.0001,16.0,0.9,0.5,0.5,4.0,19260817.0,1.0,0.0011,0.0003,0.0004,0.1487,0.1487,0.1488,99616204516690.44,99639702898161.66,99636109921097.48,3.34
25.0,0.0001,16.0,0.9,0.5,0.75,16.0,19260817.0,1.0,0.0012,0.0003,0.0003,0.1487,0.1487,0.1488,99592310602374.86,99615846790915.2,99614749939559.77,6.15
25.0,0.0001,8.0,0.9,0.25,0.5,4.0,19260817.0,1.0,0.0004,0.0004,0.0004,0.1487,0.1487,0.1488,99664664970408.66,99664666761684.5,99662711140378.7,0.26
25.0,0.0001,16.0,0.7,0.25,0.5,4.0,19260817.0,1.0,0.0011,0.0003,0.0004,0.1487,0.1487,0.1488,99619998968106.92,99641808997980.8,99638552020175.2,2.64
25.0,0.0001,16.0,0.9,0.25,0.5,16.0,19260817.0,1.0,0.0012,0.0003,0.0003,0.1487,0.1487,0.1488,99595514616027.28,99617996536986.5,99613533210098.22,4.17
25.0,0.0001,8.0,0.9,0.25,0.75,16.0,19260817.0,1.0,0.0005,0.0004,0.0004,0.1487,0.1487,0.1488,99660532550143.44,99660904217322.52,99658764279131.3,0.31
25.0,0.0001,16.0,0.7,0.25,0.75,16.0,19260817.0,1.0,0.0013,0.0003,0.0003,0.1487,0.1487,0.1488,99595968126642.23,99621434143584.9,99617631407754.42,4.17
25.0,0.0001,16.0,0.9,0.25,0.75,64.0,19260817.0,1.0,0.0012,0.0003,0.0003,0.1487,0.1487,0.1488,99596611002822.44,99619990559861.23,99614127815922.34,10.67
50.0,0.0001,16.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.0022,0.0006,0.0008,0.1486,0.1487,0.1488,99542287363465.52,99587260627864.34,99586747451551.14,8.3
25.0,0.01,16.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.0931,0.0267,0.0313,0.1417,0.1468,0.1465,93509224297409.22,95687471192722.58,95753048679024.72,4.05
25.0,0.0001,16.0,0.9,0.75,0.5,4.0,19260817.0,1.0,0.0011,0.0003,0.0004,0.1487,0.1487,0.1488,99614526514657.77,99637376386541.2,99635008987834.92,3.96
25.0,0.0001,16.0,0.9,0.75,0.75,16.0,19260817.0,1.0,0.0012,0.0003,0.0003,0.1487,0.1487,0.1488,99594770825013.56,99617038036968.38,99614499659462.3,8.28
50.0,0.01,16.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.1703,0.0428,0.0511,0.1355,0.1455,0.145,88171537988698.53,92659638914603.3,92785276971286.42,8.2
25.0,0.01,8.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.0344,0.0296,0.031,0.1462,0.1466,0.1465,97719308537142.48,97698676318092.48,97829631354717.48,0.37
25.0,0.01,16.0,0.7,0.75,0.75,4.0,19260817.0,1.0,0.0988,0.0272,0.0318,0.1412,0.1467,0.1465,93364077322418.14,95743836898704.48,95764854196284.92,4.0
25.0,0.01,16.0,0.9,0.75,0.5,4.0,19260817.0,1.0,0.0932,0.0261,0.0313,0.1417,0.1468,0.1465,93488257235382.7,95731906267257.9,95661020045950.88,3.84
25.0,0.01,16.0,0.9,0.75,0.75,16.0,19260817.0,1.0,0.1104,0.027,0.0287,0.1403,0.1467,0.1467,91403277441545.64,93807653817433.14,93549976874877.88,8.38
100.0,0.0001,16.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.0043,0.0013,0.0015,0.1485,0.1487,0.1487,99406075800626.56,99493713516706.38,99497471904130.64,17.66
50.0,0.0001,8.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.0008,0.0007,0.0008,0.1487,0.1487,0.1488,99642415423351.05,99642233111681.77,99642618657571.6,0.66
50.0,0.0001,16.0,0.7,0.75,0.75,4.0,19260817.0,1.0,0.0023,0.0007,0.0008,0.1486,0.1487,0.1488,99541907764642.44,99590291041270.34,99589613848280.3,8.28
50.0,0.0001,16.0,0.9,0.75,0.5,4.0,19260817.0,1.0,0.0022,0.0006,0.0007,0.1486,0.1487,0.1488,99544364352644.05,99591068868475.44,99588028653121.56,7.76
50.0,0.0001,16.0,0.9,0.75,0.75,16.0,19260817.0,1.0,0.0024,0.0006,0.0007,0.1486,0.1487,0.1488,99505437993287.05,99553087103511.62,99547887741906.94,16.52
25.0,0.0001,8.0,0.9,0.75,0.75,16.0,19260817.0,1.0,0.0005,0.0004,0.0004,0.1487,0.1487,0.1488,99659097033893.58,99660801412456.77,99656924382065.77,0.38
25.0,0.0001,16.0,0.7,0.75,0.75,16.0,19260817.0,1.0,0.0013,0.0003,0.0004,0.1487,0.1487,0.1488,99595987175817.4,99620989244792.8,99618516752304.88,8.28
25.0,0.0001,16.0,0.9,0.75,0.5,16.0,19260817.0,1.0,0.0012,0.0003,0.0003,0.1487,0.1487,0.1488,99593462699615.16,99618223072144.38,99615251849270.92,8.08
25.0,0.0001,16.0,0.9,0.75,0.75,64.0,19260817.0,1.0,0.0013,0.0003,0.0003,0.1487,0.1487,0.1488,99591517220473.86,99616247841760.6,99611941761654.38,27.47
25.0,0.0001,8.0,0.9,0.75,0.5,4.0,19260817.0,1.0,0.0004,0.0004,0.0004,0.1487,0.1487,0.1488,99664320109674.69,99664582890287.56,99663232875269.1,0.33
25.0,0.0001,16.0,0.7,0.75,0.5,4.0,19260817.0,1.0,0.0011,0.0003,0.0004,0.1487,0.1487,0.1488,99614480308674.56,99639280737009.08,99637670809776.8,3.85
50.0,0.0001,2.0,0.3,0.25,0.75,65535.0,19260817.0,1.0,0.0006,0.0006,0.0006,0.1487,0.1487,0.1488,99655941501520.23,99655270548913.23,99652290732303.6,0.29
25.0,0.01,2.0,0.3,0.25,0.75,65535.0,19260817.0,1.0,0.0252,0.0252,0.0255,0.1469,0.1469,0.1469,98320863762526.5,98274296697768.6,98250940944837.36,0.19
25.0,0.0001,4.0,0.3,0.25,0.75,65535.0,19260817.0,1.0,0.0004,0.0004,0.0004,0.1487,0.1487,0.1488,99666785457255.56,99666746235210.34,99664074379979.6,0.24
