n_estimators,eta,max_depth,l2_leaf_reg,colsample_bylevel,subsample,max_bin,random_seed,silent,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time
25.0,1.0,2.0,0.7,0.75,0.25,16.0,19260817.0,1.0,0.3865,0.3788,0.3626,0.1971,0.1983,0.201,173280914822800.62,175751195974343.44,177618623472208.22,0.14
25.0,1.0,2.0,0.9,0.5,0.25,16.0,19260817.0,1.0,0.3794,0.3726,0.3532,0.1982,0.1993,0.2025,174476838738729.75,177505997167459.34,179036076688572.4,0.13
25.0,1.0,2.0,0.9,0.75,0.5,16.0,19260817.0,1.0,0.3849,0.3767,0.3554,0.1974,0.1987,0.2021,174909566060829.44,178591132618731.22,181196149025560.88,0.16
25.0,1.0,2.0,0.9,0.75,0.25,64.0,19260817.0,1.0,0.3904,0.374,0.3423,0.1965,0.1991,0.2042,172367004946997.12,176368260252497.94,181343352664097.9,0.14
50.0,1.0,4.0,0.9,0.75,0.25,4.0,19260817.0,1.0,0.4133,0.3514,0.3291,0.1928,0.2027,0.2062,167785371118518.8,178887475648561.56,180200431666268.38,0.24
25.0,0.01,4.0,0.9,0.75,0.25,4.0,19260817.0,1.0,0.1113,0.1088,0.1081,0.2372,0.2376,0.2378,267581795371229.1,268012052169208.38,268305043547482.84,0.15
25.0,1.0,8.0,0.9,0.75,0.25,4.0,19260817.0,1.0,0.5534,0.2287,0.2147,0.1682,0.221,0.2231,133058742865582.67,182657825457761.22,181621380285330.72,0.21
25.0,1.0,4.0,0.7,0.75,0.25,4.0,19260817.0,1.0,0.3883,0.3594,0.3444,0.1968,0.2014,0.2039,173727848628097.6,180053275285164.16,181244748622462.94,0.16
25.0,1.0,4.0,0.9,0.5,0.25,4.0,19260817.0,1.0,0.3852,0.347,0.3337,0.1973,0.2033,0.2055,173882807851230.94,181403233430527.88,183079999410658.2,0.15
25.0,1.0,4.0,0.9,0.75,0.5,4.0,19260817.0,1.0,0.391,0.3559,0.3486,0.1964,0.202,0.2032,172274238120623.88,180692730828600.03,179028841567376.5,0.19
100.0,1.0,2.0,0.9,0.75,0.25,4.0,19260817.0,1.0,0.3765,0.3614,0.3489,0.1987,0.2011,0.2032,175694247375290.56,179595239245294.78,180935997157795.5,0.33
50.0,0.01,2.0,0.9,0.75,0.25,4.0,19260817.0,1.0,0.1444,0.1436,0.1424,0.2328,0.2329,0.2332,260582077906433.34,260816553055472.38,261145910263968.25,0.2
50.0,1.0,2.0,0.7,0.75,0.25,4.0,19260817.0,1.0,0.3622,0.3528,0.3391,0.201,0.2024,0.2047,177826932232439.34,181153006872276.0,182422540027724.72,0.2
50.0,1.0,2.0,0.9,0.5,0.25,4.0,19260817.0,1.0,0.3574,0.3626,0.3449,0.2017,0.2009,0.2038,180462901658444.0,182214250755585.72,182874862354363.03,0.19
50.0,1.0,2.0,0.9,0.75,0.5,4.0,19260817.0,1.0,0.3623,0.3556,0.335,0.201,0.202,0.2053,178922500683853.66,182473016021208.12,183764030719632.53,0.24
25.0,0.01,2.0,0.9,0.5,0.25,4.0,19260817.0,1.0,0.0776,0.0777,0.0772,0.2417,0.2417,0.2419,273159365622041.84,273164701775311.97,273504232190563.3,0.13
25.0,1.0,2.0,0.7,0.5,0.25,4.0,19260817.0,1.0,0.3396,0.3512,0.3317,0.2045,0.2027,0.2058,186008072216246.78,186934852435001.28,187684847875339.38,0.14
25.0,1.0,2.0,0.9,0.5,0.5,4.0,19260817.0,1.0,0.3404,0.3485,0.328,0.2044,0.2031,0.2064,184424049607061.22,185317884183757.9,186309784321676.1,0.15
25.0,0.01,2.0,0.9,0.75,0.5,4.0,19260817.0,1.0,0.085,0.0842,0.0835,0.2407,0.2408,0.241,271895212483909.53,272011773478871.4,272398694635809.38,0.15
25.0,1.0,2.0,0.7,0.75,0.5,4.0,19260817.0,1.0,0.3463,0.3499,0.3264,0.2035,0.2029,0.2066,181827868389457.84,184023597627171.75,185455518068741.16,0.16
25.0,0.01,2.0,0.7,0.75,0.25,4.0,19260817.0,1.0,0.0847,0.0843,0.0835,0.2408,0.2408,0.241,271933668821273.25,272008993150905.56,272397093938194.22,0.13
25.0,1.0,2.0,0.5,0.75,0.25,4.0,19260817.0,1.0,0.3489,0.3388,0.331,0.2031,0.2046,0.2059,181941831993123.47,185240219425892.3,185883052365473.88,0.14
50.0,1.0,2.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.3588,0.3526,0.3374,0.2015,0.2025,0.2049,180399410382858.6,182731178593349.22,184402588045679.97,0.28
25.0,0.01,2.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.085,0.0843,0.0835,0.2407,0.2408,0.241,271897591756657.06,272008331895167.53,272389839300789.9,0.17
25.0,1.0,4.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.3917,0.3545,0.3434,0.1963,0.2022,0.204,172789052079826.53,180732226890215.06,180453072856773.75,0.22
25.0,1.0,2.0,0.7,0.75,0.75,4.0,19260817.0,1.0,0.3432,0.3378,0.3283,0.2039,0.2048,0.2063,185815124953537.66,187359665113589.12,188653949956335.0,0.19
25.0,1.0,2.0,0.9,0.5,0.75,4.0,19260817.0,1.0,0.3406,0.3463,0.3244,0.2043,0.2035,0.2069,183752183011491.72,184784427183828.16,185976915698252.7,0.16
25.0,1.0,2.0,0.9,0.75,0.75,16.0,19260817.0,1.0,0.389,0.3773,0.3519,0.1967,0.1986,0.2027,175948557676867.97,180555972345030.2,182173220064468.8,0.17
50.0,1.0,2.0,0.9,0.75,0.75,16.0,19260817.0,1.0,0.4089,0.3847,0.3541,0.1935,0.1974,0.2023,169630838736313.3,176376637224463.84,178512137520549.2,0.27
25.0,0.01,2.0,0.9,0.75,0.75,16.0,19260817.0,1.0,0.0991,0.1002,0.0979,0.2389,0.2387,0.2391,269627547537973.75,269486814408320.97,270042148637412.56,0.16
25.0,1.0,4.0,0.9,0.75,0.75,16.0,19260817.0,1.0,0.4351,0.3747,0.3674,0.1891,0.199,0.2003,161382229679773.06,173228965717274.78,173400872814519.0,0.22
25.0,1.0,2.0,0.7,0.75,0.75,16.0,19260817.0,1.0,0.389,0.3773,0.3519,0.1967,0.1986,0.2027,175944631443924.88,180554686249277.25,182170703307254.84,0.17
25.0,1.0,2.0,0.9,0.5,0.75,16.0,19260817.0,1.0,0.3816,0.3765,0.3494,0.1979,0.1987,0.2031,174659067651181.06,178101989608064.7,180251232201895.66,0.16
25.0,1.0,2.0,0.9,0.75,0.75,64.0,19260817.0,1.0,0.395,0.3784,0.3485,0.1957,0.1984,0.2032,173193805301181.97,179348178241274.03,182902730555324.03,0.18
50.0,1.0,4.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.4172,0.3458,0.3306,0.1921,0.2035,0.206,166255798882631.38,180098641284292.34,181184176759732.44,0.39
25.0,0.01,4.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.1115,0.1092,0.1086,0.2372,0.2375,0.2377,267538512211791.94,267942207270061.1,268225053621459.47,0.23
25.0,1.0,8.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.5569,0.2302,0.2105,0.1675,0.2208,0.2237,132651313534840.1,180513013101637.1,184519669847945.44,0.34
25.0,1.0,4.0,0.7,0.75,0.75,4.0,19260817.0,1.0,0.3917,0.3545,0.3433,0.1963,0.2022,0.204,172777626860109.66,180730650005504.2,180448295075434.62,0.23
25.0,1.0,4.0,0.9,0.5,0.75,4.0,19260817.0,1.0,0.3859,0.3452,0.3425,0.1972,0.2036,0.2041,172830943463136.28,181395794516681.44,180527106954988.6,0.21
100.0,1.0,2.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.3738,0.3573,0.3443,0.1991,0.2017,0.2039,175727538143548.0,179426066869202.56,180418942776701.06,0.51
50.0,0.01,2.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.1446,0.1434,0.1422,0.2327,0.2329,0.2332,260545798112170.8,260827671364661.6,261161851571926.28,0.58
50.0,1.0,2.0,0.7,0.75,0.75,4.0,19260817.0,1.0,0.3588,0.3526,0.3373,0.2015,0.2025,0.2049,180398660597955.97,182730650882506.16,184402109235428.06,0.63
50.0,1.0,2.0,0.9,0.5,0.75,4.0,19260817.0,1.0,0.3561,0.3554,0.3381,0.2019,0.202,0.2048,182908314563334.88,184647127578739.44,185369295619087.78,0.48
25.0,0.01,2.0,0.9,0.5,0.75,4.0,19260817.0,1.0,0.0777,0.0775,0.0771,0.2417,0.2417,0.2419,273150948034881.9,273188341289084.47,273515339153095.72,0.2
25.0,1.0,2.0,0.7,0.5,0.75,4.0,19260817.0,1.0,0.3406,0.3463,0.3244,0.2043,0.2035,0.2069,183751181188390.72,184783579362720.72,185976105415300.97,0.19
25.0,0.01,2.0,0.7,0.75,0.75,4.0,19260817.0,1.0,0.085,0.0843,0.0835,0.2407,0.2408,0.241,271896754206027.88,272007506298942.78,272389014250690.56,0.22
25.0,1.0,2.0,0.5,0.75,0.75,4.0,19260817.0,1.0,0.3432,0.3378,0.3283,0.2039,0.2048,0.2063,185814105910870.12,187358786374043.88,188653115004463.16,0.19
50.0,1.0,2.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.3525,0.3473,0.3347,0.2025,0.2033,0.2054,180378431010059.53,183347419793012.8,183087941534393.3,0.2
25.0,0.01,2.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.0739,0.0742,0.0741,0.2422,0.2421,0.2423,273781190504593.22,273756337339475.34,274027723045428.6,0.15
25.0,1.0,4.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.3695,0.3496,0.3361,0.1998,0.2029,0.2051,176817800889760.25,182915131336891.44,180955013677553.0,0.17
25.0,1.0,2.0,0.7,0.25,0.25,4.0,19260817.0,1.0,0.3351,0.3279,0.3217,0.2052,0.2063,0.2074,182008150983208.5,185743723623658.66,183593148218621.6,0.16
25.0,1.0,2.0,0.9,0.25,0.5,4.0,19260817.0,1.0,0.336,0.3367,0.3188,0.2051,0.2049,0.2078,183237349568442.75,185951259541870.28,185457573299039.38,0.15
25.0,1.0,2.0,0.9,0.25,0.25,16.0,19260817.0,1.0,0.3746,0.3812,0.3496,0.199,0.1979,0.203,177629447331258.47,179173518557268.53,181613178107879.12,0.13
50.0,1.0,2.0,0.9,0.25,0.25,16.0,19260817.0,1.0,0.398,0.3882,0.3598,0.1953,0.1968,0.2014,171584456085201.62,174314689728636.34,176663295527243.25,0.22
25.0,0.01,2.0,0.9,0.25,0.25,16.0,19260817.0,1.0,0.0902,0.0914,0.0899,0.24,0.2399,0.2402,271196738643638.38,271039170782915.9,271511531188121.9,0.15
25.0,1.0,4.0,0.9,0.25,0.25,16.0,19260817.0,1.0,0.4199,0.3754,0.3522,0.1917,0.1989,0.2026,166553017748759.72,175002868774974.75,177168325058945.3,0.17
25.0,1.0,2.0,0.7,0.25,0.25,16.0,19260817.0,1.0,0.3746,0.3812,0.3496,0.199,0.1979,0.203,177628826169739.34,179172900196417.2,181613013363306.38,0.14
25.0,1.0,2.0,0.9,0.25,0.5,16.0,19260817.0,1.0,0.3754,0.3805,0.3488,0.1989,0.1981,0.2032,176504706272394.8,178642762352719.06,180786793366841.16,0.16
25.0,1.0,2.0,0.9,0.25,0.25,64.0,19260817.0,1.0,0.379,0.3671,0.356,0.1983,0.2002,0.202,176540463843096.12,181051530444966.66,182738488272369.22,0.15
50.0,1.0,4.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.3983,0.3467,0.3273,0.1952,0.2034,0.2065,169074343678920.38,179699312202938.38,178579310790324.5,0.27
25.0,0.01,4.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.0968,0.0968,0.097,0.2392,0.2391,0.2393,270116161106697.06,270186523395132.22,270377745652008.56,0.19
25.0,1.0,8.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.5344,0.2571,0.2334,0.1717,0.2169,0.2204,137137077854130.94,180098627771946.94,182530399161381.4,0.24
25.0,1.0,4.0,0.7,0.25,0.25,4.0,19260817.0,1.0,0.3695,0.3496,0.3361,0.1998,0.2029,0.2051,176812082327100.7,182912322318290.53,180953210665814.28,0.22
25.0,1.0,4.0,0.9,0.25,0.5,4.0,19260817.0,1.0,0.3775,0.3596,0.3354,0.1985,0.2014,0.2053,174440243577202.16,180124083404056.56,181008288210651.34,0.28
100.0,1.0,2.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.3657,0.3557,0.3382,0.2004,0.202,0.2048,177016269013646.03,180614017843114.94,181258401957522.9,0.51
50.0,0.01,2.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.1286,0.1296,0.1288,0.2349,0.2348,0.235,263842007655254.12,263797436898587.28,264062838638998.88,0.19
50.0,1.0,2.0,0.7,0.25,0.25,4.0,19260817.0,1.0,0.3525,0.3473,0.3347,0.2025,0.2033,0.2054,180378038756560.56,183347441356800.2,183087890885604.56,0.19
50.0,1.0,2.0,0.9,0.25,0.5,4.0,19260817.0,1.0,0.3554,0.3536,0.3363,0.202,0.2023,0.2051,180658439727932.53,184045910099335.53,183436906840071.47,0.21
25.0,0.01,2.0,0.9,0.25,0.5,4.0,19260817.0,1.0,0.0739,0.0742,0.0741,0.2422,0.2421,0.2423,273782317373522.38,273762740755215.56,274026401633972.12,0.13
25.0,1.0,2.0,0.7,0.25,0.5,4.0,19260817.0,1.0,0.336,0.3367,0.3188,0.2051,0.2049,0.2078,183236344160941.7,185950563098056.5,185456684367668.06,0.13
25.0,0.01,2.0,0.7,0.25,0.25,4.0,19260817.0,1.0,0.0739,0.0742,0.0741,0.2422,0.2421,0.2423,273780513423292.38,273755664223713.62,274027043845366.28,0.12
25.0,1.0,2.0,0.5,0.25,0.25,4.0,19260817.0,1.0,0.3351,0.3279,0.3217,0.2052,0.2063,0.2074,182007093100536.3,185742832041795.44,183592147283399.22,0.13
50.0,1.0,2.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.3555,0.3545,0.3368,0.202,0.2022,0.205,179899260047226.66,183221985104158.9,182741304297634.25,0.23
25.0,0.01,2.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.0738,0.0741,0.0741,0.2422,0.2421,0.2423,273805632755052.6,273792796351451.53,274048239158166.22,0.14
25.0,1.0,4.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.3751,0.3492,0.3341,0.1989,0.203,0.2054,174824539471097.97,181260885988414.72,180419006771825.97,0.18
25.0,1.0,2.0,0.7,0.25,0.75,4.0,19260817.0,1.0,0.3341,0.3342,0.3193,0.2054,0.2053,0.2077,184394575709943.84,187551669268522.62,186305650006719.4,0.15
25.0,1.0,2.0,0.9,0.25,0.75,16.0,19260817.0,1.0,0.3711,0.3596,0.3484,0.1996,0.2014,0.2032,174731300544172.25,179471803233736.28,179980047784268.56,0.14
50.0,1.0,2.0,0.9,0.25,0.75,16.0,19260817.0,1.0,0.3943,0.3679,0.3608,0.1959,0.2001,0.2013,172743082546818.0,179858988735249.53,179475460730986.72,0.23
25.0,0.01,2.0,0.9,0.25,0.75,16.0,19260817.0,1.0,0.0899,0.091,0.0895,0.2401,0.2399,0.2402,271239550787022.7,271085009992167.0,271557057434958.44,0.14
25.0,1.0,4.0,0.9,0.25,0.75,16.0,19260817.0,1.0,0.424,0.3858,0.3508,0.191,0.1972,0.2029,163032326701900.12,171032047226895.28,175925127666572.8,0.18
25.0,1.0,2.0,0.7,0.25,0.75,16.0,19260817.0,1.0,0.3711,0.3595,0.3483,0.1996,0.2014,0.2032,174730382486637.1,179472046829322.62,179980563353942.88,0.15
25.0,1.0,2.0,0.9,0.25,0.75,64.0,19260817.0,1.0,0.3782,0.3654,0.3562,0.1984,0.2005,0.202,177875274743110.44,183738708765707.1,184282152004578.88,0.15
100.0,1.0,2.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.3701,0.3625,0.342,0.1997,0.2009,0.2042,178091349956287.84,182431257764689.84,182650950283065.53,0.38
50.0,0.01,2.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.1285,0.1294,0.1288,0.2349,0.2348,0.235,263863614418921.16,263849124625683.03,264074976432311.28,0.21
50.0,1.0,4.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.4,0.3511,0.3276,0.1949,0.2027,0.2064,168884613660232.94,178422873757108.7,178830667688277.3,0.3
50.0,1.0,2.0,0.7,0.25,0.75,4.0,19260817.0,1.0,0.3555,0.3545,0.3368,0.202,0.2022,0.205,179898634793254.6,183221466277304.7,182740659206868.47,0.23
25.0,0.01,4.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.097,0.0968,0.0967,0.2391,0.2391,0.2393,270093123313316.1,270183803150690.47,270411479253966.38,0.17
25.0,1.0,8.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.544,0.2297,0.224,0.1699,0.2209,0.2218,134991985416146.73,180914944734460.34,183051935985123.5,0.25
25.0,1.0,4.0,0.7,0.25,0.75,4.0,19260817.0,1.0,0.3752,0.3492,0.3338,0.1989,0.203,0.2055,174813262089984.97,181261111036500.8,180420163436572.12,0.18
25.0,0.01,2.0,0.7,0.25,0.75,4.0,19260817.0,1.0,0.0738,0.0741,0.0741,0.2422,0.2421,0.2423,273804953011247.66,273792121699671.56,274047556162174.47,0.15
25.0,1.0,2.0,0.5,0.25,0.75,4.0,19260817.0,1.0,0.3341,0.3342,0.3193,0.2054,0.2053,0.2077,184393724431912.56,187551171629409.88,186304892828830.2,0.15
50.0,1.0,2.0,0.9,0.75,0.25,65535.0,19260817.0,1.0,0.4153,0.3701,0.3482,0.1924,0.1997,0.2033,168345894444852.94,177796282817348.47,180459169618955.47,0.23
25.0,0.01,2.0,0.9,0.75,0.25,65535.0,19260817.0,1.0,0.0996,0.0987,0.0982,0.2388,0.2389,0.2391,269566008520484.88,269702398932828.88,270043289140195.62,0.15
25.0,1.0,4.0,0.9,0.75,0.25,65535.0,19260817.0,1.0,0.4406,0.3704,0.3561,0.1882,0.1997,0.202,160583618955237.6,175809538455087.0,174341707143831.06,0.18
25.0,1.0,2.0,0.7,0.75,0.25,65535.0,19260817.0,1.0,0.391,0.3685,0.3492,0.1964,0.2,0.2031,173968078103561.6,179983713404865.25,181641094499218.12,0.15
25.0,1.0,2.0,0.9,0.5,0.25,65535.0,19260817.0,1.0,0.3911,0.376,0.3468,0.1964,0.1988,0.2035,173387851115135.94,179370343752128.94,180736237967690.9,0.15
25.0,1.0,2.0,0.9,0.75,0.5,65535.0,19260817.0,1.0,0.3942,0.3654,0.348,0.1959,0.2005,0.2033,174616246100930.9,180655272907195.28,182639509876698.88,0.16
25.0,1.0,2.0,0.9,0.75,0.25,13684.0,19260817.0,1.0,0.391,0.3685,0.3493,0.1964,0.2,0.2031,173971155160183.3,179984249809504.3,181640369015674.25,0.15
50.0,1.0,2.0,0.9,0.5,0.25,65535.0,19260817.0,1.0,0.4126,0.3778,0.3454,0.1929,0.1985,0.2037,167134098664959.88,177288820499301.2,178640121125627.06,0.2
25.0,0.01,2.0,0.9,0.5,0.25,65535.0,19260817.0,1.0,0.0951,0.0943,0.094,0.2394,0.2395,0.2396,270410139999375.78,270539102795247.38,270840177908765.8,0.15
25.0,1.0,4.0,0.9,0.5,0.25,65535.0,19260817.0,1.0,0.4378,0.3612,0.3523,0.1887,0.2011,0.2026,160475670894927.06,175077820599338.6,176709370178794.34,0.17
25.0,1.0,2.0,0.7,0.5,0.25,65535.0,19260817.0,1.0,0.3911,0.376,0.3467,0.1964,0.1988,0.2035,173386271271613.47,179370403457766.47,180737307556444.9,0.15
25.0,1.0,2.0,0.9,0.5,0.5,65535.0,19260817.0,1.0,0.3915,0.3795,0.3486,0.1963,0.1982,0.2032,171816422303435.1,176666587988107.12,178941118242013.66,0.16
25.0,1.0,2.0,0.9,0.5,0.25,13684.0,19260817.0,1.0,0.3911,0.376,0.3468,0.1964,0.1988,0.2035,173387851115135.94,179370343752128.94,180736237967690.9,0.15
50.0,1.0,4.0,0.9,0.75,0.25,65535.0,19260817.0,1.0,0.4852,0.3423,0.3323,0.1806,0.2041,0.2057,151132089955925.25,177933670318512.9,176991508788025.62,0.29
25.0,0.01,4.0,0.9,0.75,0.25,65535.0,19260817.0,1.0,0.1233,0.1209,0.1193,0.2356,0.2359,0.2363,265737909718794.03,266133493240816.53,266583272322450.84,0.18
25.0,1.0,8.0,0.9,0.75,0.25,65535.0,19260817.0,1.0,0.6109,0.254,0.258,0.157,0.2173,0.2169,123191852685847.05,182271511192040.56,180691322280893.8,0.42
25.0,1.0,4.0,0.7,0.75,0.25,65535.0,19260817.0,1.0,0.4407,0.3701,0.356,0.1882,0.1997,0.202,160544176732976.4,175838200399300.22,174385483049864.25,0.18
25.0,1.0,4.0,0.9,0.75,0.5,65535.0,19260817.0,1.0,0.4456,0.3549,0.35,0.1874,0.2021,0.203,158902091751570.72,175245411255621.56,176486658641033.34,0.21
25.0,1.0,4.0,0.9,0.75,0.25,13684.0,19260817.0,1.0,0.4406,0.3704,0.3561,0.1882,0.1997,0.202,160583618955237.6,175809538455087.0,174341707143831.06,0.18
100.0,1.0,2.0,0.9,0.75,0.25,65535.0,19260817.0,1.0,0.4387,0.3685,0.3426,0.1885,0.2,0.2041,161273240029099.5,173783520265939.62,177639263766322.53,0.36
50.0,0.01,2.0,0.9,0.75,0.25,65535.0,19260817.0,1.0,0.1667,0.1666,0.1641,0.2297,0.2297,0.2302,256929881521848.94,257029735118342.0,257524688814138.12,0.22
50.0,1.0,2.0,0.7,0.75,0.25,65535.0,19260817.0,1.0,0.4145,0.3662,0.3463,0.1926,0.2003,0.2036,166928933512921.2,176325379866121.97,179528115938865.62,0.22
50.0,1.0,2.0,0.9,0.75,0.5,65535.0,19260817.0,1.0,0.4156,0.3671,0.357,0.1924,0.2002,0.2019,169223275359609.6,178627472233618.47,180131684828562.28,0.25
50.0,1.0,2.0,0.9,0.75,0.25,13684.0,19260817.0,1.0,0.4153,0.3701,0.3482,0.1924,0.1997,0.2033,168345894444852.94,177796282817348.47,180459169618955.47,0.24
25.0,0.01,2.0,0.9,0.75,0.25,13684.0,19260817.0,1.0,0.0996,0.0987,0.0982,0.2388,0.2389,0.2391,269566008520484.88,269702398932828.88,270043289140195.62,0.15
25.0,1.0,2.0,0.7,0.75,0.25,13684.0,19260817.0,1.0,0.391,0.3685,0.3492,0.1964,0.2,0.2031,173968078103561.6,179983713404865.25,181641094499218.12,0.15
25.0,1.0,2.0,0.9,0.75,0.5,13684.0,19260817.0,1.0,0.3942,0.3654,0.348,0.1959,0.2005,0.2033,174616246100930.9,180655272907195.28,182639509876698.88,0.17
25.0,1.0,2.0,0.9,0.75,0.25,4096.0,19260817.0,1.0,0.391,0.3685,0.3493,0.1964,0.2,0.2031,173971155160183.3,179984249809504.3,181640369015674.25,0.16
25.0,0.01,2.0,0.7,0.75,0.25,65535.0,19260817.0,1.0,0.0996,0.0987,0.0982,0.2388,0.2389,0.2391,269564056830428.25,269700541680004.88,270041326393037.0,0.16
25.0,1.0,2.0,0.5,0.75,0.25,65535.0,19260817.0,1.0,0.391,0.3685,0.3492,0.1964,0.2,0.2031,173964990598083.5,179983174684908.25,181641819592635.72,0.16
25.0,1.0,2.0,0.7,0.75,0.5,65535.0,19260817.0,1.0,0.3942,0.3653,0.348,0.1959,0.2005,0.2033,174614833383915.9,180657218768143.53,182644170749474.84,0.17
25.0,0.01,2.0,0.9,0.75,0.5,65535.0,19260817.0,1.0,0.0997,0.099,0.0983,0.2388,0.2389,0.2391,269530187413126.9,269650747222437.84,270003660745314.88,0.16
50.0,1.0,2.0,0.9,0.75,0.75,65535.0,19260817.0,1.0,0.4165,0.3669,0.3578,0.1922,0.2002,0.2018,167228367651643.3,177511884425818.28,179243979624817.94,0.28
25.0,0.01,2.0,0.9,0.75,0.75,65535.0,19260817.0,1.0,0.0999,0.0992,0.0985,0.2387,0.2388,0.239,269493959081333.16,269610266322811.9,269963596454931.2,0.18
25.0,1.0,4.0,0.9,0.75,0.75,65535.0,19260817.0,1.0,0.4459,0.3554,0.3348,0.1873,0.202,0.2053,159250347727518.2,174528454593540.84,176421833726851.66,0.25
25.0,1.0,2.0,0.7,0.75,0.75,65535.0,19260817.0,1.0,0.3909,0.3644,0.3507,0.1964,0.2006,0.2029,174571246113836.5,179902814553953.4,182488188403339.44,0.18
25.0,1.0,2.0,0.9,0.5,0.75,65535.0,19260817.0,1.0,0.3939,0.3694,0.3501,0.1959,0.1998,0.203,172426992295556.7,179737755234180.03,179453322109448.34,0.17
25.0,1.0,2.0,0.9,0.75,0.75,13684.0,19260817.0,1.0,0.3909,0.3644,0.3507,0.1964,0.2006,0.2029,174574556792588.03,179903459086093.88,182488741590738.84,0.19
50.0,1.0,2.0,0.9,0.5,0.75,65535.0,19260817.0,1.0,0.4181,0.3802,0.3559,0.192,0.1981,0.2021,167343236195112.44,176523042925520.3,177634230593471.06,0.28
25.0,0.01,2.0,0.9,0.5,0.75,65535.0,19260817.0,1.0,0.0952,0.0945,0.0943,0.2394,0.2395,0.2396,270366656789532.16,270487709183868.53,270767172481534.97,0.17
25.0,1.0,4.0,0.9,0.5,0.75,65535.0,19260817.0,1.0,0.4398,0.367,0.3364,0.1883,0.2002,0.2051,159758104991334.03,170934337970403.28,178055335858194.0,0.24
25.0,1.0,2.0,0.7,0.5,0.75,65535.0,19260817.0,1.0,0.3939,0.3694,0.3501,0.1959,0.1998,0.203,172423299965364.06,179739037073280.6,179455497495202.03,0.18
25.0,1.0,2.0,0.9,0.5,0.75,13684.0,19260817.0,1.0,0.3939,0.3694,0.3501,0.1959,0.1998,0.203,172426992295556.7,179737755234180.03,179453322109448.34,0.18
100.0,1.0,2.0,0.9,0.75,0.75,65535.0,19260817.0,1.0,0.4413,0.3628,0.3496,0.1881,0.2009,0.203,160902146965125.03,175296248608210.94,177505785885238.22,0.48
50.0,0.01,2.0,0.9,0.75,0.75,65535.0,19260817.0,1.0,0.1673,0.1668,0.1645,0.2296,0.2297,0.2301,256781229855067.75,256962355148487.28,257415412961512.66,0.29
50.0,1.0,4.0,0.9,0.75,0.75,65535.0,19260817.0,1.0,0.4938,0.3202,0.3158,0.179,0.2075,0.2083,149386038748210.6,176442139782496.28,176251487867391.22,0.38
50.0,1.0,2.0,0.7,0.75,0.75,65535.0,19260817.0,1.0,0.4165,0.3668,0.3577,0.1922,0.2002,0.2018,167222078826401.22,177516581833290.25,179243439913615.84,0.29
50.0,1.0,2.0,0.9,0.75,0.75,13684.0,19260817.0,1.0,0.4165,0.3669,0.3578,0.1922,0.2002,0.2018,167228367651643.3,177511884425818.28,179243979624817.94,0.29
25.0,0.01,2.0,0.9,0.75,0.75,13684.0,19260817.0,1.0,0.0999,0.0992,0.0985,0.2387,0.2388,0.239,269493959081333.16,269610266322811.9,269963596454931.2,0.17
25.0,1.0,4.0,0.9,0.75,0.75,13684.0,19260817.0,1.0,0.4459,0.3554,0.3348,0.1873,0.202,0.2053,159250347727518.2,174528454593540.84,176421833726851.66,0.23
25.0,1.0,2.0,0.7,0.75,0.75,13684.0,19260817.0,1.0,0.3909,0.3644,0.3507,0.1964,0.2006,0.2029,174571246113836.5,179902814553953.4,182488188403339.44,0.19
25.0,1.0,2.0,0.9,0.75,0.75,4096.0,19260817.0,1.0,0.3909,0.3644,0.3507,0.1964,0.2006,0.2029,174574556792588.03,179903459086093.88,182488741590738.84,0.19
25.0,0.01,2.0,0.7,0.75,0.75,65535.0,19260817.0,1.0,0.0999,0.0992,0.0985,0.2387,0.2388,0.239,269491884668484.9,269608300071766.94,269961497377894.4,0.18
25.0,1.0,4.0,0.7,0.75,0.75,65535.0,19260817.0,1.0,0.4481,0.3547,0.3454,0.187,0.2021,0.2037,159536268142776.6,175787921028296.78,175745839378335.28,0.24
