n_estimators,max_depth,random_state,ccp_alpha,max_samples,max_features,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time
50.0,50.0,19421220.0,10000.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,7.65
100.0,25.0,19421220.0,10000.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,15.27
100.0,100.0,19421220.0,1.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,10.16
50.0,10.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,6.08
50.0,50.0,19421220.0,0.0001,0.75,0.75,0.0561,0.0655,0.0465,0.1445,0.1438,0.1453,95376902066287.22,95227480114567.23,95495280698879.97,7.63
50.0,50.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,3.65
100.0,25.0,19421220.0,0.0001,0.75,0.75,0.0576,0.0667,0.0463,0.1444,0.1437,0.1454,95231022032867.83,95054809825000.2,95388178533193.17,15.32
50.0,100.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,7.68
100.0,50.0,19421220.0,0.0,0.5,0.75,0.6375,0.0352,0.0073,0.0896,0.1461,0.1483,73033139921970.55,118156066384155.88,121702846235246.72,10.73
100.0,50.0,19421220.0,0.01,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,15.38
50.0,5.0,19421220.0,0.01,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,3.2
100.0,5.0,19421220.0,10000.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,4.86
100.0,25.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,7.36
50.0,5.0,19421220.0,10000.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,2.44
100.0,100.0,19421220.0,0.0001,0.5,0.5,0.0649,0.0676,0.0477,0.1439,0.1437,0.1453,94802598464834.25,94899476389292.9,95490004809335.36,7.29
100.0,100.0,19421220.0,0.01,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,10.15
50.0,25.0,19421220.0,0.0,0.75,0.75,0.7679,0.0233,-0.0058,0.0717,0.147,0.1493,56764788763145.445,119538864680120.25,121019247738151.02,7.61
50.0,10.0,19421220.0,0.0001,0.5,0.5,0.0635,0.0667,0.0481,0.144,0.1437,0.1452,94960325142259.0,94965776937010.5,95496521521168.58,3.07
100.0,50.0,19421220.0,100.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,10.95
50.0,100.0,19421220.0,0.0,0.75,0.75,0.7693,0.0228,-0.0027,0.0715,0.1471,0.1491,56619106909832.266,119723903568537.94,121504740679790.52,7.67
100.0,25.0,19421220.0,1.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,10.25
50.0,5.0,19421220.0,0.01,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,1.7
100.0,100.0,19421220.0,1.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,7.34
100.0,25.0,19421220.0,0.0001,0.75,0.5,0.0567,0.065,0.0472,0.1445,0.1439,0.1453,95487740050463.83,95260244823110.4,95593566988821.12,10.21
50.0,5.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,1.66
50.0,25.0,19421220.0,0.0001,0.5,0.75,0.0676,0.0688,0.0466,0.1437,0.1436,0.1453,94540955189694.47,94570843127305.86,95403704659027.77,5.4
50.0,10.0,19421220.0,0.01,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,4.57
100.0,10.0,19421220.0,10000.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,12.21
50.0,100.0,19421220.0,0.0001,0.5,0.5,0.0656,0.0678,0.0481,0.1438,0.1436,0.1452,94876868056685.84,95097024404428.89,95602405838973.95,3.64
50.0,100.0,19421220.0,0.01,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,5.37
100.0,100.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,7.36
50.0,50.0,19421220.0,1.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,5.08
50.0,100.0,19421220.0,10000.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,5.41
100.0,10.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,8.25
100.0,50.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,7.29
50.0,5.0,19421220.0,0.0001,0.5,0.5,0.06,0.0652,0.0474,0.1442,0.1438,0.1453,95292701315778.77,95287654373110.88,95496975015375.27,1.63
50.0,100.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,5.01
100.0,100.0,19421220.0,100.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,10.87
100.0,10.0,19421220.0,0.0001,0.75,0.5,0.0569,0.0657,0.0473,0.1445,0.1438,0.1453,95429102024590.62,95174225227364.75,95536172503035.02,8.27
50.0,10.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,3.11
50.0,5.0,19421220.0,1.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,1.69
100.0,25.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,7.3
100.0,5.0,19421220.0,0.0001,0.75,0.5,0.0566,0.0659,0.0473,0.1445,0.1438,0.1453,95484535925821.38,95210021083882.61,95578521867228.38,4.38
50.0,5.0,19421220.0,1.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,2.45
100.0,5.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,4.41
50.0,25.0,19421220.0,0.0001,0.75,0.5,0.0559,0.0648,0.0474,0.1446,0.1439,0.1453,95584308166202.42,95356751020469.5,95670257434447.61,5.07
100.0,10.0,19421220.0,0.0001,0.75,0.75,0.0575,0.0666,0.0467,0.1444,0.1437,0.1453,95237058543897.1,95042778956634.55,95368110860283.14,12.27
100.0,5.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,3.31
50.0,10.0,19421220.0,1.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,4.53
50.0,50.0,19421220.0,0.01,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,5.38
50.0,50.0,19421220.0,10000.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,5.32
100.0,10.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,12.27
100.0,5.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,4.42
50.0,5.0,19421220.0,0.0001,0.75,0.75,0.0566,0.0661,0.0471,0.1445,0.1438,0.1453,95315629358096.92,95154409563663.25,95439949862935.38,3.23
100.0,10.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,8.23
50.0,5.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,3.18
50.0,25.0,19421220.0,0.0,0.75,0.5,0.7697,0.0238,-0.0016,0.0714,0.147,0.149,55732634130271.914,117521471342084.48,119446470683274.16,4.99
100.0,10.0,19421220.0,1.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,6.09
100.0,25.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,15.43
100.0,5.0,19421220.0,1.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,4.37
100.0,10.0,19421220.0,0.0001,0.5,0.5,0.0626,0.0673,0.0477,0.144,0.1437,0.1453,94866231590102.88,94872294538809.39,95298418258628.6,6.11
50.0,25.0,19421220.0,0.0,0.5,0.5,0.6279,0.0197,0.0008,0.0908,0.1473,0.1488,73118544334231.48,120760901835351.45,122905286576233.95,3.6
100.0,50.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,10.18
50.0,25.0,19421220.0,0.0001,0.75,0.75,0.0564,0.0658,0.0466,0.1445,0.1438,0.1453,95349463784610.66,95199152033163.62,95459619075914.7,7.68
50.0,10.0,19421220.0,0.0001,0.75,0.75,0.0571,0.0658,0.0467,0.1445,0.1438,0.1453,95285227045451.98,95150952978152.78,95442953265221.03,6.11
50.0,100.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,5.06
100.0,10.0,19421220.0,0.01,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,9.11
100.0,50.0,19421220.0,1.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,7.34
50.0,100.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,3.65
50.0,10.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,4.17
50.0,25.0,19421220.0,1.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,5.4
50.0,5.0,19421220.0,100.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,2.46
100.0,10.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,12.36
100.0,100.0,19421220.0,0.01,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,10.83
100.0,10.0,19421220.0,0.0,0.75,0.75,0.3537,0.0597,0.0333,0.1196,0.1443,0.1464,77695018484917.62,97694754809688.39,98455905618029.67,12.17
100.0,10.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,6.13
100.0,100.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,10.2
100.0,25.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,10.24
100.0,50.0,19421220.0,0.0001,0.75,0.75,0.0575,0.0666,0.0463,0.1444,0.1437,0.1454,95238565524982.55,95060360454065.11,95401120933145.75,15.45
50.0,5.0,19421220.0,0.0,0.75,0.5,0.0914,0.0727,0.0485,0.1418,0.1433,0.1452,92590573186791.23,93705246492122.86,94153770028945.75,2.2
50.0,100.0,19421220.0,0.0001,0.75,0.5,0.0562,0.0651,0.0476,0.1445,0.1438,0.1453,95544976953006.23,95301526558501.02,95643563259316.34,5.08
50.0,10.0,19421220.0,100.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,4.57
100.0,25.0,19421220.0,0.0001,0.5,0.75,0.0703,0.0702,0.0463,0.1435,0.1435,0.1454,94099191597508.48,94285876276913.12,95142257630297.7,10.92
50.0,100.0,19421220.0,0.0,0.75,0.5,0.7712,0.0228,-0.004,0.0712,0.1471,0.1491,55826652766133.305,117420349906047.83,120051966606445.2,5.03
100.0,5.0,19421220.0,0.0,0.5,0.75,0.0926,0.074,0.0451,0.1417,0.1432,0.1455,92493208430644.6,93685543942721.1,94873209828975.95,4.92
100.0,100.0,19421220.0,0.0001,0.75,0.5,0.0571,0.0654,0.0473,0.1445,0.1438,0.1453,95451859495855.81,95210850700963.22,95569888615007.17,10.23
50.0,25.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,3.66
100.0,25.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,15.44
100.0,100.0,19421220.0,10000.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,15.4
100.0,50.0,19421220.0,0.0001,0.5,0.5,0.0649,0.0676,0.0477,0.1439,0.1437,0.1453,94802598464834.25,94899476389292.9,95490004809335.36,7.26
100.0,25.0,19421220.0,0.01,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,7.34
100.0,50.0,19421220.0,0.01,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,7.31
100.0,50.0,19421220.0,0.0,0.75,0.75,0.7764,0.0302,0.0039,0.0704,0.1465,0.1486,56702924175031.19,119784790449484.78,122220968457209.03,15.3
100.0,5.0,19421220.0,1.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,3.34
50.0,50.0,19421220.0,0.0001,0.5,0.75,0.0674,0.0689,0.0466,0.1437,0.1436,0.1453,94552039952602.94,94598452339627.0,95420229695149.66,5.4
50.0,50.0,19421220.0,0.0,0.75,0.75,0.7693,0.0228,-0.0027,0.0715,0.1471,0.1491,56619106909832.266,119723903568537.94,121504740679790.52,7.68
50.0,50.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,7.71
100.0,50.0,19421220.0,0.01,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,10.19
50.0,10.0,19421220.0,0.01,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,4.15
50.0,100.0,19421220.0,0.0,0.5,0.75,0.6285,0.0181,0.0023,0.0907,0.1474,0.1487,72879656358424.45,118739565659896.75,121453944383519.69,5.41
50.0,25.0,19421220.0,100.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,5.38
50.0,10.0,19421220.0,10000.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,6.15
100.0,100.0,19421220.0,0.0,0.75,0.5,0.7778,0.0329,0.0072,0.0701,0.1463,0.1483,56302342959535.016,118125622943682.45,120707238828338.73,10.08
100.0,100.0,19421220.0,0.0001,0.5,0.75,0.0702,0.0702,0.0463,0.1435,0.1435,0.1454,94101242701262.0,94307415131362.88,95147172099043.19,10.84
100.0,100.0,19421220.0,0.0,0.5,0.75,0.6375,0.0352,0.0073,0.0896,0.1461,0.1483,73033139921970.55,118156066384155.88,121702846235246.72,10.89
100.0,50.0,19421220.0,10000.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,15.8
50.0,10.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,3.07
100.0,50.0,19421220.0,1.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,10.22
100.0,100.0,19421220.0,0.01,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,15.43
100.0,5.0,19421220.0,0.01,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,6.4
50.0,50.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,3.63
100.0,100.0,19421220.0,0.01,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,7.33
100.0,100.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,15.48
50.0,50.0,19421220.0,1.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,5.45
50.0,5.0,19421220.0,0.0001,0.5,0.75,0.0603,0.0665,0.0461,0.1442,0.1437,0.1454,95146854324456.36,95003840540943.8,95561177302773.8,2.45
100.0,50.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,15.37
50.0,5.0,19421220.0,0.0,0.5,0.5,0.0895,0.0714,0.0479,0.142,0.1434,0.1452,93089648010548.36,94934045595860.77,95217380101881.47,1.67
50.0,5.0,19421220.0,10000.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,3.22
50.0,5.0,19421220.0,0.0001,0.75,0.5,0.0566,0.066,0.0479,0.1445,0.1438,0.1452,95449220718610.77,95175188184270.78,95519274643137.97,2.22
100.0,25.0,19421220.0,1.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,7.3
50.0,10.0,19421220.0,0.0,0.5,0.75,0.3182,0.0536,0.0203,0.1228,0.1447,0.1473,81657323750991.94,99599236762324.67,101692944258477.1,4.53
50.0,25.0,19421220.0,0.01,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,7.74
50.0,25.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,3.67
100.0,25.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,10.45
50.0,100.0,19421220.0,1.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,3.67
50.0,10.0,19421220.0,0.0001,0.75,0.5,0.0568,0.0655,0.0476,0.1445,0.1438,0.1453,95428094273931.8,95199974041261.22,95514409264544.38,4.04
50.0,5.0,19421220.0,0.0,0.5,0.75,0.0913,0.072,0.0446,0.1418,0.1433,0.1455,92630558171676.25,93791969553031.98,95244902899774.31,2.42
50.0,25.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,7.67
50.0,25.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,4.98
