n_estimators,max_depth,random_state,ccp_alpha,max_samples,max_features,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time
50.0,100.0,19421220.0,0.01,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,7.74
100.0,50.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,7.25
100.0,10.0,19421220.0,0.01,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,12.23
100.0,50.0,19421220.0,1.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,10.9
100.0,50.0,19421220.0,0.01,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,10.78
50.0,5.0,19421220.0,0.01,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,2.41
50.0,50.0,19421220.0,100.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,5.4
100.0,10.0,19421220.0,10000.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,9.13
100.0,25.0,19421220.0,0.0,0.75,0.75,0.775,0.0308,0.0002,0.0706,0.1465,0.1488,56762197979898.29,119567710394398.11,122056028502197.42,15.22
50.0,5.0,19421220.0,0.01,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,2.18
50.0,10.0,19421220.0,0.0001,0.5,0.75,0.0717,0.0672,0.046,0.1433,0.1437,0.1454,94351914353045.47,94425397266267.72,95316296893531.25,4.52
100.0,10.0,19421220.0,100.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,6.13
100.0,100.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,10.25
50.0,50.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,5.26
50.0,25.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,5.04
100.0,50.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,10.1
50.0,100.0,19421220.0,1.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,5.02
50.0,25.0,19421220.0,10000.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,7.72
100.0,50.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,15.38
100.0,25.0,19421220.0,0.01,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,15.46
50.0,10.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,6.13
100.0,5.0,19421220.0,0.0001,0.5,0.5,0.0599,0.067,0.0478,0.1443,0.1437,0.1453,95154322176063.06,94997782903880.14,95359231399038.55,3.39
50.0,25.0,19421220.0,0.01,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,5.08
100.0,5.0,19421220.0,0.0,0.75,0.75,0.0936,0.0741,0.0455,0.1416,0.1431,0.1454,92463781035766.9,93469750345667.89,94659607357334.42,6.44
100.0,5.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,6.43
50.0,25.0,19421220.0,0.0001,0.5,0.5,0.0656,0.0676,0.0479,0.1438,0.1437,0.1452,94834547968121.77,95103931057858.77,95602234198469.23,3.69
100.0,5.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,3.4
50.0,50.0,19421220.0,0.01,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,3.68
50.0,25.0,19421220.0,1.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,5.05
100.0,25.0,19421220.0,1.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,10.88
50.0,100.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,3.61
100.0,100.0,19421220.0,0.0001,0.75,0.75,0.0575,0.0666,0.0463,0.1444,0.1437,0.1454,95238565524982.55,95060360454065.11,95401120933145.75,15.67
50.0,100.0,19421220.0,0.0001,0.5,0.75,0.0674,0.0689,0.0466,0.1437,0.1436,0.1453,94552039952602.94,94598452339627.0,95420229695149.66,5.4
50.0,5.0,19421220.0,0.0,0.75,0.75,0.0931,0.0745,0.046,0.1417,0.1431,0.1454,92384719832700.39,93480135949656.86,94404804082307.81,3.18
100.0,10.0,19421220.0,0.0,0.5,0.5,0.3225,0.0655,0.0341,0.1225,0.1438,0.1463,81849786844745.81,99128275023660.1,101150271486694.69,6.1
50.0,5.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,2.19
100.0,5.0,19421220.0,0.0,0.75,0.5,0.0916,0.0735,0.0482,0.1418,0.1432,0.1452,92689486671480.28,93788389904046.17,94583387182537.66,4.38
50.0,25.0,19421220.0,0.0,0.5,0.75,0.6281,0.0186,0.0025,0.0907,0.1474,0.1487,72913910054210.48,118720501915728.45,121344385311783.25,5.39
100.0,100.0,19421220.0,10000.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,7.31
50.0,50.0,19421220.0,0.0,0.5,0.75,0.6285,0.0181,0.0023,0.0907,0.1474,0.1487,72879656358424.45,118739565659896.75,121453944383519.69,5.39
100.0,5.0,19421220.0,0.0001,0.5,0.75,0.0616,0.0682,0.0461,0.1441,0.1436,0.1454,94830432833967.3,94617031005321.0,95355129504550.84,4.84
50.0,50.0,19421220.0,0.01,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,5.05
50.0,50.0,19421220.0,0.0,0.5,0.5,0.6283,0.0182,-0.0015,0.0907,0.1474,0.149,73232341993806.95,120606763342267.6,123607707345402.3,3.6
100.0,25.0,19421220.0,0.01,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,10.82
50.0,10.0,19421220.0,100.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,4.1
100.0,25.0,19421220.0,0.01,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,10.23
50.0,100.0,19421220.0,0.01,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,4.98
100.0,100.0,19421220.0,10000.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,10.8
50.0,50.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,7.69
100.0,5.0,19421220.0,0.01,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,4.34
50.0,5.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,2.17
100.0,10.0,19421220.0,1.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,8.23
100.0,50.0,19421220.0,10000.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,11.1
100.0,5.0,19421220.0,0.0,0.5,0.5,0.0902,0.0734,0.0483,0.1419,0.1432,0.1452,92862597352739.17,94231023675881.19,94775702922199.45,3.31
50.0,10.0,19421220.0,0.01,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,3.07
50.0,50.0,19421220.0,10000.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,5.03
50.0,100.0,19421220.0,0.01,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,3.6
100.0,100.0,19421220.0,1.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,15.42
50.0,10.0,19421220.0,1.0,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,4.12
50.0,50.0,19421220.0,0.0001,0.75,0.5,0.0562,0.0651,0.0476,0.1445,0.1438,0.1453,95544976953006.23,95301526558501.02,95643563259316.34,5.0
100.0,5.0,19421220.0,0.01,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,4.83
100.0,50.0,19421220.0,0.0001,0.5,0.75,0.0702,0.0702,0.0463,0.1435,0.1435,0.1454,94101242701262.0,94307415131362.88,95147172099043.19,10.8
50.0,10.0,19421220.0,0.01,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,6.09
50.0,10.0,19421220.0,0.0,0.5,0.5,0.3167,0.0577,0.0303,0.123,0.1444,0.1466,81731854975418.64,99361026785511.45,101343807270323.38,3.02
50.0,50.0,19421220.0,1.0,0.5,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,3.65
50.0,10.0,19421220.0,0.0,0.75,0.75,0.3486,0.0551,0.0286,0.1201,0.1446,0.1467,77484094499824.06,97878335815014.2,98781026653681.62,6.08
100.0,25.0,19421220.0,100.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100533005572205.77,100533240581558.3,100530613288436.83,10.82
50.0,5.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,3.22
50.0,10.0,19421220.0,10000.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,4.52
100.0,10.0,19421220.0,0.01,0.75,0.5,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,8.21
100.0,100.0,19421220.0,0.0,0.5,0.5,0.638,0.0339,0.0097,0.0895,0.1462,0.1481,72769714231345.34,119465134324513.69,121687607346365.47,7.26
50.0,100.0,19421220.0,0.0,0.5,0.5,0.6283,0.0182,-0.0015,0.0907,0.1474,0.149,73232341993806.95,120606763342267.6,123607707345402.3,3.63
50.0,100.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100617003423932.53,100617238629641.27,100614609141350.4,8.01
100.0,10.0,19421220.0,0.0,0.75,0.5,0.3535,0.0648,0.0338,0.1196,0.1439,0.1463,78097263879227.08,97353733135632.81,98893822680122.33,8.18
50.0,100.0,19421220.0,1.0,0.5,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100837283511478.64,100837519232121.55,100834883987110.73,5.45
100.0,5.0,19421220.0,100.0,0.75,0.75,-0.0,-0.0,-0.0,0.1488,0.1488,0.1489,100527637958194.78,100527872954999.8,100525245802153.61,6.45
100.0,25.0,19421220.0,0.0,0.5,0.75,0.6371,0.0353,0.0074,0.0896,0.1461,0.1483,73086097743622.84,118165773075148.7,121598328659279.97,10.86
