n_estimators,eta,max_depth,l2_leaf_reg,colsample_bylevel,subsample,max_bin,random_seed,boosting_type,max_ctr_complexity,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,silent
100,0.01,8,0.9,0.5,0.5,64,19260817,Plain,1.0,0.3914,0.3756,0.3591,0.1963,0.1988,0.2016,208158454360129.2,211739327292938.62,214097556438412.62,1.81,True
100,0.01,8,0.7,0.25,0.5,64,19260817,Plain,1.0,0.3867,0.3698,0.3541,0.1971,0.1998,0.2023,209730519106708.6,213575436120627.47,215737427530865.7,1.3,True
100,0.01,8,0.7,0.75,0.5,64,19260817,Plain,1.0,0.3943,0.3776,0.3605,0.1958,0.1985,0.2013,207307098768044.4,211038169893699.6,213452465388547.2,2.08,True
100,0.01,8,0.7,0.5,0.25,64,19260817,Plain,1.0,0.3924,0.3765,0.3592,0.1962,0.1987,0.2015,208020796899963.3,211611672554846.8,214033782089355.38,1.52,True
100,0.01,8,0.7,0.5,0.75,64,19260817,Plain,1.0,0.3925,0.3766,0.3604,0.1961,0.1987,0.2013,207867453484406.44,211508826273739.6,213765313693078.5,2.15,True
100,0.01,8,0.7,0.5,0.5,16,19260817,Plain,1.0,0.3736,0.3539,0.3435,0.1992,0.2023,0.204,211558752412817.7,216272352900598.0,217114109633516.4,1.3,True
100,0.01,8,0.7,0.5,0.5,256,19260817,Plain,1.0,0.3939,0.3806,0.3608,0.1959,0.198,0.2013,207717626998448.72,211043113214015.2,213737222719007.7,4.23,True
200,0.0001,8,0.7,0.5,0.5,64,19260817,Plain,1.0,0.0159,0.0153,0.0148,0.2496,0.2497,0.2499,282917175751973.6,282976814469968.1,283363697079221.25,3.47,True
200,1.0,8,0.7,0.5,0.5,64,19260817,Plain,1.0,0.9526,0.1464,0.0706,0.0548,0.2325,0.2427,23986707410631.52,170601093003380.75,179260595503698.88,3.54,True
200,0.01,4,0.7,0.5,0.5,64,19260817,Plain,1.0,0.4247,0.4223,0.4015,0.1909,0.1913,0.1948,189410946578560.9,191726357157191.6,193668401244182.47,1.44,True
200,0.01,16,0.7,0.5,0.5,64,19260817,Plain,1.0,0.745,0.3665,0.3451,0.1271,0.2003,0.2037,128180845329037.9,213822344278225.7,217346613790698.16,310.05,True
200,0.01,8,0.5,0.5,0.5,64,19260817,Plain,1.0,0.4835,0.4587,0.433,0.1809,0.1851,0.1896,173491616536596.16,179995789189389.62,183057555326121.5,3.52,True
200,0.01,8,0.9,0.5,0.5,64,19260817,Plain,1.0,0.4816,0.4576,0.4319,0.1812,0.1853,0.1898,174166662234695.47,180453722612332.5,183675861042141.7,3.52,True
200,0.01,8,0.7,0.25,0.5,64,19260817,Plain,1.0,0.4785,0.455,0.428,0.1817,0.1858,0.1904,175770704294390.44,182119900075514.4,185503038461199.4,2.45,True
200,0.01,8,0.7,0.75,0.5,64,19260817,Plain,1.0,0.4837,0.4588,0.4316,0.1808,0.1851,0.1898,173282512215594.03,179822954427879.06,183211242072008.16,4.01,True
200,0.01,8,0.7,0.5,0.25,64,19260817,Plain,1.0,0.4829,0.4587,0.4315,0.181,0.1851,0.1898,173806889449040.5,180189214147990.62,183564883910451.47,2.85,True
200,0.01,8,0.7,0.5,0.75,64,19260817,Plain,1.0,0.4825,0.4585,0.4327,0.181,0.1852,0.1896,173795416152074.4,180118339786199.0,183303807327529.4,4.14,True
200,0.01,8,0.7,0.5,0.5,16,19260817,Plain,1.0,0.461,0.4297,0.4131,0.1848,0.19,0.1929,179132105626918.06,187570814478435.47,188319776468021.6,2.47,True
200,0.01,8,0.7,0.5,0.5,256,19260817,Plain,1.0,0.4858,0.4648,0.4346,0.1805,0.1841,0.1893,173124693157482.94,179117061455473.8,182794126411903.1,8.18,True
50,0.01,8,0.7,0.5,0.5,256,19260817,Plain,1.0,0.2716,0.2625,0.2518,0.2148,0.2161,0.2178,238528557868311.44,240356547453580.7,242031964539810.62,2.26,True
100,0.0001,8,0.7,0.5,0.5,256,19260817,Plain,1.0,0.008,0.0077,0.0075,0.2506,0.2507,0.2508,284055948540678.7,284068327511384.0,284424085389115.1,4.22,True
100,1.0,8,0.7,0.5,0.5,256,19260817,Plain,1.0,0.8673,0.2503,0.1202,0.0917,0.2179,0.2362,53904937703230.16,168419385322620.4,181180509525326.75,4.23,True
100,0.01,4,0.7,0.5,0.5,256,19260817,Plain,1.0,0.3388,0.3369,0.3221,0.2046,0.2049,0.2073,219906446719462.1,221028525208053.47,222797134047620.88,1.01,True
100,0.01,16,0.7,0.5,0.5,256,19260817,Plain,1.0,0.5576,0.284,0.2667,0.1674,0.2129,0.2156,184025443115222.1,237345549240487.7,239947167235490.47,762.38,True
100,0.01,8,0.5,0.5,0.5,256,19260817,Plain,1.0,0.3953,0.3813,0.3617,0.1957,0.1979,0.2011,207371074614553.25,210810049198371.3,213464612013255.12,4.24,True
100,0.01,8,0.9,0.5,0.5,256,19260817,Plain,1.0,0.3926,0.379,0.3596,0.1961,0.1983,0.2015,208094918655141.03,211461537165666.47,214138225380831.9,4.25,True
100,0.01,8,0.7,0.25,0.5,256,19260817,Plain,1.0,0.3881,0.3723,0.3554,0.1968,0.1994,0.2021,209491327762723.6,213377619048395.12,215513231412616.25,2.63,True
100,0.01,8,0.7,0.75,0.5,256,19260817,Plain,1.0,0.3969,0.3825,0.3648,0.1954,0.1977,0.2007,206836839137464.8,210304793690986.47,212689335363855.7,5.45,True
100,0.01,8,0.7,0.5,0.25,256,19260817,Plain,1.0,0.3939,0.3805,0.3604,0.1959,0.1981,0.2014,207739920050235.2,211054889814408.25,213929976226769.38,3.91,True
100,0.01,8,0.7,0.5,0.75,256,19260817,Plain,1.0,0.3941,0.3804,0.3612,0.1959,0.1981,0.2012,207692947619749.5,211070188279612.5,213705805746724.2,4.59,True
100,0.01,8,0.7,0.5,0.5,1024,19260817,Plain,1.0,0.3961,0.3809,0.3627,0.1956,0.198,0.201,207281913210804.25,210794598714103.6,213435635548375.6,13.14,True
50,0.01,8,0.7,0.75,0.5,64,19260817,Plain,1.0,0.2745,0.2641,0.2545,0.2143,0.2159,0.2174,237894140735441.7,239869657651991.7,241389715914446.0,1.11,True
100,0.0001,8,0.7,0.75,0.5,64,19260817,Plain,1.0,0.0081,0.0078,0.0076,0.2506,0.2507,0.2508,284038573970869.44,284055181811308.75,284407503360026.5,2.08,True
100,1.0,8,0.7,0.75,0.5,64,19260817,Plain,1.0,0.8793,0.1897,0.145,0.0874,0.2265,0.2328,50090751782833.92,172362150702440.5,176507148501424.0,2.09,True
100,0.01,4,0.7,0.75,0.5,64,19260817,Plain,1.0,0.3412,0.3375,0.323,0.2043,0.2048,0.2071,219040021924941.28,220333501818294.62,222125278818325.84,0.85,True
100,0.01,16,0.7,0.75,0.5,64,19260817,Plain,1.0,0.5583,0.2839,0.27,0.1672,0.2129,0.2151,183814999070520.84,236809224787256.16,238937714064650.2,225.11,True
100,0.01,8,0.5,0.75,0.5,64,19260817,Plain,1.0,0.3955,0.3784,0.3615,0.1957,0.1984,0.2012,206980312171153.3,210770719483815.88,213148772150322.0,2.12,True
100,0.01,8,0.9,0.75,0.5,64,19260817,Plain,1.0,0.3936,0.3774,0.36,0.196,0.1985,0.2014,207495898696139.88,211161548682624.84,213659542278609.7,2.07,True
100,0.01,8,0.7,0.75,0.25,64,19260817,Plain,1.0,0.3937,0.3773,0.3595,0.196,0.1986,0.2015,207599687508862.88,211240625933529.4,213732255859222.6,1.75,True
100,0.01,8,0.7,0.75,0.75,64,19260817,Plain,1.0,0.3945,0.378,0.3614,0.1958,0.1985,0.2012,207238895733098.56,210928079053920.16,213229854686886.56,2.41,True
100,0.01,8,0.7,0.75,0.5,16,19260817,Plain,1.0,0.3754,0.3538,0.3456,0.1989,0.2023,0.2037,210919936445837.7,215895983500095.6,216398368699017.25,1.41,True
50,0.01,8,0.5,0.5,0.5,64,19260817,Plain,1.0,0.2732,0.2621,0.2534,0.2145,0.2162,0.2175,238163885591295.7,240216521402897.03,241662115413525.6,1.0,True
100,0.0001,8,0.5,0.5,0.5,64,19260817,Plain,1.0,0.008,0.0077,0.0075,0.2506,0.2507,0.2508,284049150651590.4,284065282446966.25,284420914051931.4,1.85,True
100,1.0,8,0.5,0.5,0.5,64,19260817,Plain,1.0,0.8745,0.1956,0.1363,0.0892,0.2257,0.234,50566506411570.6,167158522059308.34,175152305875036.84,1.85,True
100,0.01,4,0.5,0.5,0.5,64,19260817,Plain,1.0,0.3362,0.333,0.3196,0.205,0.2055,0.2077,220274192555478.3,221522114663491.2,223188078039026.25,0.81,True
100,0.01,16,0.5,0.5,0.5,64,19260817,Plain,1.0,0.5752,0.2935,0.2786,0.164,0.2115,0.2138,179245072458408.72,234469805337157.84,236989524190502.16,154.77,True
100,0.01,8,0.3,0.5,0.5,64,19260817,Plain,1.0,0.3943,0.3772,0.3607,0.1959,0.1986,0.2013,207338743204223.7,211229013231010.28,213501259098052.1,1.83,True
100,0.01,8,0.5,0.25,0.5,64,19260817,Plain,1.0,0.3878,0.3705,0.3548,0.1969,0.1997,0.2022,209441245645609.38,213382618501530.0,215516158801271.03,1.32,True
100,0.01,8,0.5,0.5,0.25,64,19260817,Plain,1.0,0.3929,0.3765,0.3603,0.1961,0.1987,0.2014,207915157099454.72,211612783604141.38,213806135232912.62,1.54,True
100,0.01,8,0.5,0.5,0.75,64,19260817,Plain,1.0,0.3934,0.3774,0.3611,0.196,0.1986,0.2012,207628919425465.72,211310919800440.53,213523153952613.6,2.18,True
100,0.01,8,0.5,0.5,0.5,16,19260817,Plain,1.0,0.3747,0.3542,0.3442,0.199,0.2022,0.2039,211246107544867.6,216106482425707.6,216835919777311.7,1.28,True
50,0.01,8,0.7,0.5,0.75,64,19260817,Plain,1.0,0.2726,0.2621,0.2526,0.2146,0.2162,0.2177,238290048615040.25,240235093184195.28,241801681968959.7,1.19,True
100,0.0001,8,0.7,0.5,0.75,64,19260817,Plain,1.0,0.008,0.0077,0.0075,0.2506,0.2507,0.2508,284052660122301.2,284069160753716.6,284420307513688.94,2.2,True
100,1.0,8,0.7,0.5,0.75,64,19260817,Plain,1.0,0.8881,0.1905,0.1331,0.0842,0.2264,0.2344,46970676072031.59,168379702120463.8,175674410707174.66,2.17,True
100,0.01,4,0.7,0.5,0.75,64,19260817,Plain,1.0,0.3363,0.3327,0.3199,0.205,0.2056,0.2076,220309420201897.03,221615314260404.4,223184735329512.1,0.96,True
100,0.01,16,0.7,0.5,0.75,64,19260817,Plain,1.0,0.5555,0.287,0.2737,0.1678,0.2125,0.2146,184259023341139.72,236249085570859.6,238363455024970.03,158.48,True
100,0.01,8,0.9,0.5,0.75,64,19260817,Plain,1.0,0.3918,0.3761,0.3599,0.1963,0.1988,0.2014,208090830900802.8,211692455685640.4,213942582258372.44,2.2,True
100,0.01,8,0.7,0.25,0.75,64,19260817,Plain,1.0,0.3869,0.3705,0.3545,0.197,0.1997,0.2023,209635338291624.0,213430832047289.4,215579184103964.1,1.55,True
100,0.01,8,0.7,0.5,0.75,16,19260817,Plain,1.0,0.3738,0.3539,0.3439,0.1991,0.2023,0.2039,211470178524780.53,216233607317639.28,216976387438625.7,1.63,True
50,0.01,8,0.7,0.5,0.25,64,19260817,Plain,1.0,0.2719,0.261,0.252,0.2147,0.2163,0.2178,238464457238486.47,240471806532639.72,241959399303385.9,0.83,True
100,0.0001,8,0.7,0.5,0.25,64,19260817,Plain,1.0,0.008,0.0077,0.0075,0.2506,0.2507,0.2508,284058404511693.7,284073061872421.5,284426281507754.2,1.52,True
100,1.0,8,0.7,0.5,0.25,64,19260817,Plain,1.0,0.8579,0.1574,0.1382,0.0949,0.231,0.2337,55321001450310.31,174220245284753.84,177992623139116.6,1.53,True
100,0.01,4,0.7,0.5,0.25,64,19260817,Plain,1.0,0.3367,0.3332,0.3196,0.205,0.2055,0.2077,220237486186748.5,221509194340619.7,223208753812195.25,0.63,True
100,0.01,16,0.7,0.5,0.25,64,19260817,Plain,1.0,0.5631,0.2774,0.2626,0.1663,0.2139,0.2162,183186582362103.47,238315153875710.8,240886411457192.84,156.24,True
100,0.01,8,0.9,0.5,0.25,64,19260817,Plain,1.0,0.3908,0.3746,0.3579,0.1964,0.199,0.2017,208419312184427.2,212103435288148.03,214424004667718.6,1.51,True
100,0.01,8,0.7,0.25,0.25,64,19260817,Plain,1.0,0.3868,0.3692,0.3545,0.1971,0.1999,0.2023,209768434754458.62,213804801483665.5,215706226310846.97,1.08,True
100,0.01,8,0.7,0.5,0.25,16,19260817,Plain,1.0,0.374,0.3526,0.3429,0.1991,0.2025,0.2041,211665001895430.5,216623940647943.28,217333487567761.2,0.99,True
50,0.01,8,0.9,0.5,0.5,64,19260817,Plain,1.0,0.2713,0.2602,0.2515,0.2148,0.2164,0.2178,238567191502775.4,240613553511819.47,242074410870311.12,0.99,True
100,0.0001,8,0.9,0.5,0.5,64,19260817,Plain,1.0,0.008,0.0077,0.0074,0.2506,0.2507,0.2508,284058854862593.2,284073226703072.4,284429923513099.4,1.83,True
100,1.0,8,0.9,0.5,0.5,64,19260817,Plain,1.0,0.8756,0.1909,0.1967,0.0888,0.2263,0.2257,50954625459674.79,175139377028596.4,167255693682177.2,1.83,True
100,0.01,4,0.9,0.5,0.5,64,19260817,Plain,1.0,0.336,0.3328,0.3193,0.2051,0.2055,0.2077,220346509096113.38,221584846281443.4,223272359901468.2,0.79,True
100,0.01,16,0.9,0.5,0.5,64,19260817,Plain,1.0,0.5388,0.2734,0.2615,0.1709,0.2145,0.2164,188662466077795.7,239435006648643.6,241352095107534.1,157.88,True
100,0.01,8,0.9,0.25,0.5,64,19260817,Plain,1.0,0.3853,0.3689,0.353,0.1973,0.1999,0.2025,210126783773101.2,213882211290036.84,216083589092117.3,1.31,True
100,0.01,8,0.9,0.5,0.5,16,19260817,Plain,1.0,0.3727,0.3529,0.3431,0.1993,0.2024,0.2041,211836774352464.25,216529159093384.8,217300131744070.7,1.31,True
200,0.0001,8,0.7,0.5,0.5,256,19260817,Plain,1.0,0.0159,0.0154,0.0149,0.2496,0.2497,0.2499,282912924735866.75,282967782938385.6,283354112833435.7,8.28,True
200,1.0,8,0.7,0.5,0.5,256,19260817,Plain,1.0,0.9469,0.2053,0.0584,0.058,0.2243,0.2443,26203427535993.06,170618838895869.7,184135678442137.9,8.26,True
200,0.01,4,0.7,0.5,0.5,256,19260817,Plain,1.0,0.4282,0.4285,0.4046,0.1903,0.1902,0.1943,188771874232190.03,190789001816536.1,192938357992964.0,1.75,True
200,0.01,16,0.7,0.5,0.5,256,19260817,Plain,1.0,0.7461,0.3712,0.3464,0.1268,0.1995,0.2035,127895769695918.48,213714432873240.88,217174908409692.56,1523.08,True
200,0.01,8,0.5,0.5,0.5,256,19260817,Plain,1.0,0.487,0.465,0.435,0.1802,0.1841,0.1892,172763130955193.66,178955105373762.4,182526035282043.1,8.31,True
200,0.01,8,0.9,0.5,0.5,256,19260817,Plain,1.0,0.4851,0.464,0.4341,0.1806,0.1842,0.1894,173446288648662.72,179485547114408.72,183132150901522.88,8.33,True
200,0.01,8,0.7,0.25,0.5,256,19260817,Plain,1.0,0.482,0.4596,0.4305,0.1811,0.185,0.19,175015947168276.12,181493202033232.9,184805788798653.7,4.99,True
200,0.01,8,0.7,0.75,0.5,256,19260817,Plain,1.0,0.487,0.4646,0.4364,0.1802,0.1841,0.189,172404629462191.22,178578704405236.28,181981210815146.9,10.67,True
200,0.01,8,0.7,0.5,0.25,256,19260817,Plain,1.0,0.4855,0.4642,0.4347,0.1805,0.1842,0.1893,173218936404671.38,179154160798050.6,182892957131412.56,7.64,True
200,0.01,8,0.7,0.5,0.75,256,19260817,Plain,1.0,0.4857,0.4644,0.4353,0.1805,0.1842,0.1892,173146228480087.16,179198642959411.06,182692417983659.5,8.9,True
200,0.01,8,0.7,0.5,0.5,1024,19260817,Plain,1.0,0.487,0.4635,0.4355,0.1802,0.1843,0.1892,172905040462570.97,179164268902622.03,182701337345522.1,25.95,True
200,0.0001,8,0.5,0.5,0.5,256,19260817,Plain,1.0,0.016,0.0154,0.015,0.2496,0.2497,0.2499,282902588404680.0,282959039744931.7,283345455374675.94,8.25,True
200,1.0,8,0.5,0.5,0.5,256,19260817,Plain,1.0,0.9501,0.1363,0.0803,0.0562,0.2339,0.2414,24203586716055.312,173523602542572.1,178910018518551.75,8.23,True
200,0.01,4,0.5,0.5,0.5,256,19260817,Plain,1.0,0.4283,0.4283,0.4045,0.1903,0.1903,0.1943,188814742679487.7,190878750894062.72,192982125728824.25,1.79,True
200,0.01,16,0.5,0.5,0.5,256,19260817,Plain,1.0,0.7641,0.3742,0.3506,0.1222,0.1991,0.2029,121659386456800.28,212752275837538.7,215701385048811.47,1520.94,True
200,0.01,8,0.3,0.5,0.5,256,19260817,Plain,1.0,0.4876,0.4657,0.4354,0.1801,0.1839,0.1892,172479535034183.22,178633077000939.6,182268799598055.28,8.33,True
200,0.01,8,0.5,0.25,0.5,256,19260817,Plain,1.0,0.4829,0.459,0.4306,0.181,0.1851,0.19,174789770009595.44,181555081502942.1,184664363519128.0,4.99,True
200,0.01,8,0.5,0.75,0.5,256,19260817,Plain,1.0,0.4879,0.4654,0.4373,0.1801,0.184,0.1889,172030978686417.88,178258399486658.66,181638507273030.9,10.72,True
200,0.01,8,0.5,0.5,0.25,256,19260817,Plain,1.0,0.4861,0.4643,0.4353,0.1804,0.1842,0.1892,173019513039908.3,179036151173360.56,182688876515057.8,7.58,True
200,0.01,8,0.5,0.5,0.75,256,19260817,Plain,1.0,0.4866,0.465,0.4354,0.1803,0.1841,0.1892,172868890736231.2,178980439947496.84,182543059310662.4,8.87,True
200,0.01,8,0.5,0.5,0.5,1024,19260817,Plain,1.0,0.4886,0.4642,0.4362,0.18,0.1842,0.189,172425407452942.34,178937696458022.38,182423968328657.6,25.99,True
100,0.01,8,0.3,0.5,0.5,256,19260817,Plain,1.0,0.3956,0.3815,0.3618,0.1956,0.1979,0.2011,207247879712352.1,210734453393062.2,213382554474988.1,4.26,True
200,0.0001,8,0.3,0.5,0.5,256,19260817,Plain,1.0,0.016,0.0155,0.015,0.2496,0.2497,0.2499,282891978834074.94,282950824148747.9,283334887030001.75,8.25,True
200,1.0,8,0.3,0.5,0.5,256,19260817,Plain,1.0,0.9502,0.1077,0.069,0.0561,0.2377,0.2429,23856874211013.23,174626831920526.8,184025069635652.97,8.21,True
200,0.01,4,0.3,0.5,0.5,256,19260817,Plain,1.0,0.4282,0.4283,0.4047,0.1903,0.1903,0.1942,188810719969808.16,190871274231101.2,192928867466194.97,1.78,True
200,0.01,16,0.3,0.5,0.5,256,19260817,Plain,1.0,0.7841,0.3805,0.3543,0.1169,0.1981,0.2023,114551159315535.5,210838610492007.47,214506669785908.2,1525.26,True
200,0.01,8,0.3,0.25,0.5,256,19260817,Plain,1.0,0.4843,0.4598,0.4311,0.1807,0.1849,0.1899,174269402573446.22,181097277383192.16,184276981345179.44,5.02,True
200,0.01,8,0.3,0.75,0.5,256,19260817,Plain,1.0,0.4888,0.466,0.4377,0.1799,0.1839,0.1888,171695833996249.22,178024833880052.25,181347274835288.7,10.76,True
200,0.01,8,0.3,0.5,0.25,256,19260817,Plain,1.0,0.4877,0.4652,0.4356,0.1801,0.184,0.1891,172589478432668.03,178753121883857.44,182470512478008.47,7.63,True
200,0.01,8,0.3,0.5,0.75,256,19260817,Plain,1.0,0.4875,0.4652,0.4359,0.1801,0.184,0.1891,172505770991794.34,178753683946453.84,182209478730629.12,8.92,True
200,0.01,8,0.3,0.5,0.5,64,19260817,Plain,1.0,0.4846,0.4589,0.4326,0.1807,0.1851,0.1896,173109237553326.78,179840018960914.06,182993964214227.7,3.49,True
200,0.01,8,0.3,0.5,0.5,1024,19260817,Plain,1.0,0.4894,0.4655,0.4365,0.1798,0.184,0.189,172126250122202.25,178576762492672.12,182318461032382.6,26.03,True
100,0.01,8,0.3,0.75,0.5,256,19260817,Plain,1.0,0.3987,0.3837,0.3663,0.1951,0.1976,0.2004,206346175391949.3,209948738527746.1,212251943171617.7,5.47,True
200,0.0001,8,0.3,0.75,0.5,256,19260817,Plain,1.0,0.0162,0.0156,0.0152,0.2496,0.2497,0.2498,282865989344450.4,282925953833425.75,283302583456324.0,10.69,True
200,1.0,8,0.3,0.75,0.5,256,19260817,Plain,1.0,0.9547,0.1332,0.0433,0.0536,0.2343,0.2463,22254094115324.73,170299072343355.1,178726000163325.9,10.65,True
200,0.01,4,0.3,0.75,0.5,256,19260817,Plain,1.0,0.4304,0.4305,0.4051,0.1899,0.1899,0.1942,187897621917869.7,189960224619986.4,192245372117317.8,1.98,True
200,0.01,16,0.3,0.75,0.5,256,19260817,Plain,1.0,0.7811,0.3826,0.3603,0.1177,0.1977,0.2014,115148544889357.36,209883155128286.0,212559739712238.16,2270.93,True
200,0.01,8,0.3,0.75,0.25,256,19260817,Plain,1.0,0.4884,0.4658,0.4371,0.18,0.1839,0.1889,172051631560762.53,178400656711074.75,181581463996822.1,10.06,True
200,0.01,8,0.3,0.75,0.75,256,19260817,Plain,1.0,0.4887,0.4662,0.4377,0.1799,0.1838,0.1888,171601575966163.4,177921195269564.84,181261743971178.5,11.38,True
200,0.01,8,0.3,0.75,0.5,64,19260817,Plain,1.0,0.4858,0.4599,0.4323,0.1805,0.1849,0.1897,172631751402720.56,179356392859595.8,182845054392433.88,4.05,True
200,0.01,8,0.3,0.75,0.5,1024,19260817,Plain,1.0,0.4902,0.4673,0.4364,0.1797,0.1837,0.189,171459188929336.12,177844942245939.78,181469942683064.6,35.56,True
100,0.01,8,0.3,0.75,0.5,1024,19260817,Plain,1.0,0.3996,0.3846,0.3656,0.195,0.1974,0.2005,206142673616455.0,209810613891163.88,212149682085550.16,17.93,True
200,0.0001,8,0.3,0.75,0.5,1024,19260817,Plain,1.0,0.0163,0.0157,0.0153,0.2496,0.2497,0.2498,282855670863070.0,282915693686382.44,283294795927164.6,35.36,True
200,1.0,8,0.3,0.75,0.5,1024,19260817,Plain,1.0,0.9486,0.1371,0.0807,0.0571,0.2338,0.2414,24134211032103.062,172060689528179.22,178668838421243.22,35.4,True
200,0.01,4,0.3,0.75,0.5,1024,19260817,Plain,1.0,0.432,0.43,0.4065,0.1897,0.19,0.194,187594147016557.2,189987487182365.47,192168627700288.8,3.77,True
200,0.01,16,0.3,0.75,0.5,1024,19260817,Plain,1.0,0.7802,0.3855,0.3579,0.118,0.1973,0.2017,115198171291474.48,208959604756402.47,213375238253352.44,6646.99,True
200,0.01,8,0.5,0.75,0.5,1024,19260817,Plain,1.0,0.4891,0.4671,0.436,0.1799,0.1837,0.1891,171788783273923.72,177976285129970.75,181731605853430.4,24.52,True
200,0.01,8,0.3,0.75,0.25,1024,19260817,Plain,1.0,0.49,0.4665,0.4365,0.1797,0.1838,0.189,171690690905047.62,178095256202573.66,181653237909934.53,23.96,True
200,0.01,8,0.3,0.75,0.75,1024,19260817,Plain,1.0,0.4899,0.4674,0.4366,0.1797,0.1837,0.189,171395382805732.4,177637433537606.56,181316245075328.56,24.87,True
100,0.01,8,0.3,0.75,0.75,1024,19260817,Plain,1.0,0.3992,0.3845,0.3654,0.1951,0.1974,0.2006,206153442420168.8,209748872300658.84,212192915111242.62,12.5,True
200,0.0001,8,0.3,0.75,0.75,1024,19260817,Plain,1.0,0.0163,0.0157,0.0153,0.2496,0.2497,0.2498,282853521910838.6,282915378472030.25,283288998692648.06,24.75,True
200,1.0,8,0.3,0.75,0.75,1024,19260817,Plain,1.0,0.9607,0.1139,0.0686,0.0499,0.2369,0.243,20224171614039.773,177098328976617.78,182303789542456.03,24.81,True
200,0.01,4,0.3,0.75,0.75,1024,19260817,Plain,1.0,0.4322,0.4302,0.4065,0.1896,0.1899,0.194,187472556691546.25,189842743398765.6,192041297902725.72,2.98,True
200,0.01,16,0.3,0.75,0.75,1024,19260817,Plain,1.0,0.7788,0.3824,0.3589,0.1183,0.1978,0.2016,115484218699415.66,209387543636407.5,213177574219119.47,6637.61,True
200,0.01,8,0.5,0.75,0.75,1024,19260817,Plain,1.0,0.4886,0.467,0.4365,0.18,0.1837,0.189,171819324283685.22,177913520238902.84,181617911915806.56,26.69,True
200,0.01,8,0.3,0.5,0.75,1024,19260817,Plain,1.0,0.4891,0.4661,0.4358,0.1799,0.1839,0.1891,172214456612280.94,178458370827417.25,182394883483467.84,19.77,True
50,1.0,2,0.9,0.25,0.25,4,19260817,Plain,1.0,0.3399,0.3437,0.3255,0.2044,0.2039,0.2068,183983211790830.97,186975967605538.16,186906100473820.72,0.22,True
25,0.01,2,0.9,0.25,0.25,4,19260817,Plain,1.0,0.0673,0.0674,0.0674,0.243,0.243,0.2431,274762274476980.28,274782568459195.6,275049190994159.1,0.16,True
25,1.0,4,0.9,0.25,0.25,4,19260817,Plain,1.0,0.3729,0.3595,0.3407,0.1993,0.2014,0.2044,175504998965545.88,180865830206790.4,180515747815219.25,0.19,True
25,1.0,2,0.7,0.25,0.25,4,19260817,Plain,1.0,0.3207,0.3261,0.3107,0.2074,0.2066,0.209,189586496818310.7,191896917995172.1,191242514054918.0,0.16,True
25,1.0,2,0.9,0.5,0.25,4,19260817,Plain,1.0,0.3343,0.3457,0.3296,0.2053,0.2036,0.2061,187072985306675.7,188572370979619.2,188851993824574.1,0.19,True
25,1.0,2,0.9,0.25,0.5,4,19260817,Plain,1.0,0.3201,0.3278,0.3095,0.2075,0.2063,0.2092,189775711437391.4,191760893508739.4,192501193670234.44,0.18,True
25,1.0,2,0.9,0.25,0.25,16,19260817,Plain,1.0,0.4093,0.4117,0.3771,0.1934,0.193,0.1987,171090381745024.03,175999108400584.34,177419008896365.9,0.17,True
50,1.0,2,0.9,0.25,0.25,16,19260817,Plain,1.0,0.4344,0.4224,0.3924,0.1893,0.1912,0.1963,161826670581199.8,167337481549736.9,170271069262839.97,0.22,True
25,0.01,2,0.9,0.25,0.25,16,19260817,Plain,1.0,0.0916,0.0909,0.0918,0.2398,0.2399,0.2399,271057394600880.25,271215073297550.25,271309407039119.2,0.17,True
25,1.0,4,0.9,0.25,0.25,16,19260817,Plain,1.0,0.4615,0.4298,0.408,0.1847,0.19,0.1937,155618571159086.97,163809290267889.38,166465219260847.84,0.19,True
25,1.0,2,0.7,0.25,0.25,16,19260817,Plain,1.0,0.4093,0.4117,0.3771,0.1934,0.193,0.1987,171089371221746.2,175998203297435.66,177419884258901.12,0.16,True
25,1.0,2,0.9,0.5,0.25,16,19260817,Plain,1.0,0.4242,0.4244,0.4002,0.191,0.1909,0.195,165531967284437.56,169265999323434.94,170677512733113.62,0.17,True
25,1.0,2,0.9,0.25,0.5,16,19260817,Plain,1.0,0.4163,0.417,0.384,0.1923,0.1921,0.1976,169164059276965.88,173803301863544.12,175612157168350.44,0.18,True
25,1.0,2,0.9,0.25,0.25,64,19260817,Plain,1.0,0.4389,0.433,0.3985,0.1885,0.1895,0.1953,164804287119819.88,169087856391456.47,172921115237832.12,0.18,True
50,1.0,4,0.9,0.25,0.25,4,19260817,Plain,1.0,0.3948,0.3555,0.3419,0.1958,0.202,0.2042,170935636418057.28,179692759906453.53,179842114140728.44,0.27,True
25,0.01,4,0.9,0.25,0.25,4,19260817,Plain,1.0,0.094,0.0923,0.0927,0.2395,0.2397,0.2398,270555563769174.7,270872071065553.88,271068658070608.75,0.17,True
25,1.0,8,0.9,0.25,0.25,4,19260817,Plain,1.0,0.5173,0.2637,0.2403,0.1748,0.2159,0.2194,140327832312483.44,179050718959582.1,182640560677186.47,0.23,True
25,1.0,4,0.7,0.25,0.25,4,19260817,Plain,1.0,0.3736,0.3633,0.328,0.1992,0.2008,0.2064,176491623351607.84,181076113479462.03,184708178136446.1,0.18,True
