max_bins,interactions,learning_rate,max_rounds,min_samples_leaf,max_leaves,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time
4.0,16.0,0.0001,25.0,32.0,100.0,-0.011,-0.0112,-0.0113,0.1496,0.1496,0.1497,10615506605796.674,10609584668781.184,10628052108610.38,4.66
1024.0,2.0,100.0,500.0,32.0,100000.0,-5443508.706,-5477016.0125,-5482214.5977,347.1174,348.1669,348.524,9.368620235353423e+17,9.366563904648851e+17,9.291882286195072e+17,5.86
4.0,16.0,0.0001,25.0,1.0,100000.0,-0.011,-0.0112,-0.0113,0.1496,0.1496,0.1497,10615506605796.674,10609584668781.184,10628052108610.38,4.66
1024.0,2.0,0.1,25.0,1.0,100000.0,0.2298,0.1089,0.1077,0.1306,0.1404,0.1406,103982790808362.77,107560474386877.78,109062054485157.67,6.47
4.0,16.0,100.0,500.0,1.0,100.0,-3776046.6855,-3812684.7952,-3788989.7252,289.105,290.4899,289.7453,9.55571766604966e+17,9.632245448386047e+17,9.578051087858486e+17,6.32
65535.0,16.0,0.0001,500.0,1.0,100.0,0.1867,0.0679,0.0668,0.1342,0.1436,0.1438,66475026452149.47,72906852736420.69,72587996127643.23,211.29
65535.0,2.0,0.0001,25.0,32.0,100.0,-0.0103,-0.0137,-0.0139,0.1495,0.1498,0.1499,7372892595375.936,7514630851515.048,7537633731222.512,17.41
4.0,2.0,0.1,25.0,1.0,100.0,0.1106,0.0996,0.101,0.1403,0.1412,0.1411,123032040885514.83,122574662741108.7,121665663459438.97,3.81
65535.0,16.0,100.0,25.0,32.0,100000.0,-5469347.0762,-5495788.5356,-5514724.147,347.9402,348.7631,349.5558,9.369271906815968e+17,9.361107499358125e+17,9.294504411058701e+17,8.68
1024.0,2.0,0.1,25.0,32.0,100000.0,0.2333,0.1071,0.1054,0.1303,0.1406,0.1408,106035864768383.89,110402463469719.14,112127542143702.69,6.22
65535.0,2.0,100.0,500.0,32.0,100000.0,-5469347.0762,-5495788.5356,-5514724.147,347.9402,348.7631,349.5558,9.369271906815968e+17,9.361107499358125e+17,9.294504411058701e+17,10.64
65535.0,16.0,0.0001,500.0,1.0,100000.0,0.3736,0.0558,0.0565,0.1177,0.1446,0.1446,42156075842414.914,60339328580668.336,60348710605578.39,292.29
65535.0,2.0,100.0,25.0,32.0,100.0,-5511801.0245,-5541892.6559,-5579411.56,349.288,350.2229,351.6,9.364889307360637e+17,9.348625026134491e+17,9.304862209485162e+17,8.54
1024.0,16.0,100.0,500.0,1.0,100000.0,-5628193.5414,-5623974.2734,-5705654.5113,352.9567,352.807,355.5555,9.354068111223206e+17,9.31916393450307e+17,9.323544773919973e+17,10.5
4.0,16.0,0.0001,25.0,1.0,100.0,-0.011,-0.0112,-0.0113,0.1496,0.1496,0.1497,10615506605796.674,10609584668781.184,10628052108610.38,4.64
1024.0,2.0,0.1,500.0,1.0,100.0,0.2109,0.1151,0.1121,0.1322,0.1399,0.1403,96991300802168.84,101224283488161.7,101841436179664.78,7.02
65535.0,2.0,0.0001,25.0,1.0,100000.0,0.0454,-0.0137,-0.0135,0.1454,0.1498,0.1499,4536057267060.801,7575447457035.18,7609990677492.878,46.68
4.0,2.0,100.0,500.0,1.0,100.0,-3776046.6855,-3812684.7952,-3788989.7252,289.105,290.4899,289.7453,9.55571766604966e+17,9.632245448386047e+17,9.578051087858486e+17,4.81
65535.0,2.0,0.0001,500.0,32.0,100000.0,0.1318,0.0512,0.0492,0.1386,0.1449,0.1451,63017209612936.766,65888832844441.945,66961664872587.87,276.76
4.0,16.0,0.1,25.0,32.0,100000.0,0.1359,0.1122,0.1153,0.1383,0.1402,0.14,104729087499500.05,105344029928766.22,105021790653823.8,4.62
1024.0,16.0,0.1,25.0,32.0,100.0,0.2164,0.1152,0.1107,0.1317,0.1399,0.1404,99252403266606.86,103498091316973.08,104082582794701.08,6.03
65535.0,2.0,0.1,500.0,32.0,100.0,0.2572,0.1117,0.1043,0.1282,0.1402,0.1409,94811639185394.05,99904886421715.53,102006758508371.47,28.8
1024.0,2.0,100.0,25.0,32.0,100000.0,-5443508.706,-5477016.0125,-5482214.5977,347.1174,348.1669,348.524,9.368620235353423e+17,9.366563904648851e+17,9.291882286195072e+17,4.78
65535.0,2.0,0.1,25.0,32.0,100000.0,0.2732,0.1076,0.1032,0.1268,0.1405,0.141,99294503137573.33,104911575952620.83,106664496225360.84,23.76
1024.0,16.0,0.0001,500.0,32.0,100000.0,0.1121,0.0649,0.0644,0.1402,0.1439,0.144,70802377633686.83,73077035811130.52,73277921767756.75,54.22
65535.0,2.0,0.1,25.0,1.0,100.0,0.3899,0.1138,0.1094,0.1162,0.1401,0.1405,83881469200280.06,98842151305544.61,99334462018207.22,10.6
4.0,16.0,0.1,25.0,1.0,100000.0,0.1351,0.112,0.1095,0.1384,0.1402,0.1405,106845334312955.66,106996638316711.66,107408434201044.92,4.62
4.0,16.0,100.0,500.0,32.0,100.0,-3776046.6855,-3812684.7952,-3788989.7252,289.105,290.4899,289.7453,9.55571766604966e+17,9.632245448386047e+17,9.578051087858486e+17,6.3
65535.0,2.0,0.1,25.0,32.0,100.0,0.2525,0.1103,0.1016,0.1286,0.1403,0.1411,97666188384273.16,102614290378249.81,104882147355098.67,14.57
4.0,2.0,0.1,500.0,1.0,100000.0,0.119,0.102,0.1087,0.1396,0.141,0.1405,119207536497886.48,118746663314886.55,117930169487927.81,5.13
4.0,2.0,0.1,25.0,1.0,100000.0,0.1106,0.0996,0.101,0.1403,0.1412,0.1411,123032040885514.83,122574662741108.7,121665663459438.97,3.78
1024.0,2.0,100.0,25.0,32.0,100.0,-5464757.4924,-5488520.4745,-5512821.9114,347.7942,348.5324,349.4955,9.366765916204731e+17,9.356070086087834e+17,9.295150580934595e+17,4.68
1024.0,2.0,100.0,500.0,1.0,100.0,-5670088.6651,-5656704.2691,-5750768.1596,354.2679,353.8321,356.9584,9.350709210330044e+17,9.301122346734941e+17,9.333646915555585e+17,5.76
4.0,2.0,0.0001,25.0,32.0,100.0,-0.0172,-0.0172,-0.0173,0.1501,0.15,0.1501,7723396086603.122,7710242408924.856,7732551384619.007,3.77
4.0,2.0,100.0,25.0,1.0,100000.0,-3776046.6855,-3812684.7952,-3788989.7252,289.105,290.4899,289.7453,9.55571766604966e+17,9.632245448386047e+17,9.578051087858486e+17,3.78
4.0,16.0,0.0001,500.0,32.0,100000.0,0.0651,0.0627,0.0624,0.1439,0.144,0.1441,70560511931155.47,70463243118190.56,70407074349089.39,25.77
4.0,2.0,0.0001,500.0,32.0,100.0,0.0093,0.0093,0.0087,0.1481,0.1481,0.1482,52375949823270.83,52264147184995.63,52442875455465.81,12.61
1024.0,16.0,100.0,25.0,1.0,100.0,-5670088.6651,-5656704.2691,-5750768.1596,354.2679,353.8321,356.9584,9.350709210330044e+17,9.301122346734941e+17,9.333646915555585e+17,5.53
65535.0,2.0,0.0001,25.0,32.0,100000.0,-0.0081,-0.0138,-0.0139,0.1494,0.1498,0.1499,7252357564454.215,7450020359579.155,7522253910769.923,21.2
1024.0,16.0,0.1,25.0,32.0,100000.0,0.2435,0.1126,0.1094,0.1294,0.1401,0.1405,107099972266763.02,111439774602709.05,112794170675598.44,8.51
4.0,16.0,100.0,25.0,32.0,100000.0,-3776046.6855,-3812684.7952,-3788989.7252,289.105,290.4899,289.7453,9.55571766604966e+17,9.632245448386047e+17,9.578051087858486e+17,4.77
4.0,16.0,0.1,25.0,1.0,100.0,0.1351,0.112,0.1095,0.1384,0.1402,0.1405,106845334312955.66,106996638316711.66,107408434201044.92,6.48
1024.0,2.0,0.0001,500.0,1.0,100000.0,0.104,0.0522,0.0519,0.1408,0.1448,0.1449,65065605749375.64,67657316431387.55,67707545038686.8,51.57
1024.0,2.0,0.0001,500.0,1.0,100.0,0.0875,0.0563,0.0555,0.1421,0.1445,0.1447,67957712173561.23,69509018600145.93,69643222142825.73,33.68
65535.0,16.0,0.0001,25.0,1.0,100000.0,0.0512,-0.0079,-0.0078,0.1449,0.1494,0.1494,7438057708121.803,10484421483964.479,10516103333780.725,48.36
65535.0,16.0,100.0,500.0,32.0,100000.0,-5469347.0762,-5495788.5356,-5514724.147,347.9402,348.7631,349.5558,9.369271906815968e+17,9.361107499358125e+17,9.294504411058701e+17,12.19
1024.0,16.0,0.0001,500.0,1.0,100000.0,0.1171,0.0652,0.0647,0.1398,0.1438,0.144,70118818420993.79,72614796490603.1,72655965366033.12,56.44
4.0,2.0,0.1,25.0,32.0,100.0,0.1126,0.1031,0.1013,0.1402,0.1409,0.1411,117144491433582.55,116055500816575.55,116310950003776.03,5.41
65535.0,2.0,100.0,500.0,32.0,100.0,-5511801.0245,-5541892.6559,-5579411.56,349.288,350.2229,351.6,9.364889307360637e+17,9.348625026134491e+17,9.304862209485162e+17,10.54
4.0,16.0,0.1,500.0,32.0,100.0,0.14,0.1121,0.1152,0.138,0.1402,0.14,105163140503368.16,105722362479208.78,105457915240748.2,6.98
65535.0,2.0,0.0001,500.0,1.0,100000.0,0.3406,0.0188,0.0199,0.1208,0.1474,0.1474,21312793560923.008,39481718828446.65,39635681151749.336,290.13
4.0,2.0,0.0001,500.0,1.0,100.0,0.0093,0.0093,0.0087,0.1481,0.1481,0.1482,52375949823270.83,52264147184995.63,52442875455465.81,12.28
65535.0,2.0,0.1,500.0,1.0,100000.0,0.4516,0.0998,0.0999,0.1102,0.1412,0.1412,75129617454264.06,96278082891988.14,96233234256457.9,73.58
4.0,16.0,0.0001,500.0,1.0,100000.0,0.0651,0.0627,0.0624,0.1439,0.144,0.1441,70560496143754.83,70463335113202.56,70407068248112.02,25.94
4.0,16.0,100.0,25.0,1.0,100000.0,-3776046.6855,-3812684.7952,-3788989.7252,289.105,290.4899,289.7453,9.55571766604966e+17,9.632245448386047e+17,9.578051087858486e+17,4.97
1024.0,2.0,0.1,25.0,32.0,100.0,0.206,0.1106,0.1079,0.1326,0.1403,0.1406,99868720167127.42,104084385928238.28,104693548437537.27,6.3
4.0,16.0,0.1,500.0,1.0,100.0,0.1408,0.1097,0.1093,0.1379,0.1404,0.1405,105908547247760.16,106688082002520.31,107072385792203.73,6.78
1024.0,16.0,100.0,25.0,32.0,100000.0,-5443508.706,-5477016.0125,-5482214.5977,347.1174,348.1669,348.524,9.368620235353423e+17,9.366563904648851e+17,9.291882286195072e+17,5.55
4.0,16.0,0.0001,500.0,32.0,100.0,0.0651,0.0627,0.0624,0.1439,0.144,0.1441,70560511931155.47,70463243118190.56,70407074349089.39,25.93
65535.0,2.0,0.0001,500.0,32.0,100.0,0.106,0.0546,0.0523,0.1407,0.1447,0.1449,65980111438764.555,68164356293414.31,68572985043159.984,223.86
4.0,16.0,0.1,500.0,1.0,100000.0,0.1408,0.1097,0.1093,0.1379,0.1404,0.1405,105908547247760.16,106688082002520.31,107072385792203.73,6.84
4.0,16.0,0.1,25.0,32.0,100.0,0.1359,0.1122,0.1153,0.1383,0.1402,0.14,104729087499500.05,105344029928766.22,105021790653823.8,4.64
1024.0,16.0,0.0001,25.0,32.0,100000.0,-0.0046,-0.0079,-0.0079,0.1491,0.1494,0.1494,10281780072163.629,10443073133665.62,10455546115277.238,7.29
4.0,16.0,100.0,25.0,32.0,100.0,-3776046.6855,-3812684.7952,-3788989.7252,289.105,290.4899,289.7453,9.55571766604966e+17,9.632245448386047e+17,9.578051087858486e+17,4.61
65535.0,16.0,0.0001,500.0,32.0,100000.0,0.1447,0.0643,0.0619,0.1376,0.1439,0.1442,68095065205236.11,70929218166707.11,71945142049984.25,297.62
65535.0,2.0,0.1,500.0,1.0,100.0,0.3935,0.1151,0.1122,0.1159,0.1399,0.1403,80404447702274.5,95468557252927.73,96009805268834.56,17.07
65535.0,16.0,100.0,500.0,32.0,100.0,-5511801.0245,-5541892.6559,-5579411.56,349.288,350.2229,351.6,9.364889307360637e+17,9.348625026134491e+17,9.304862209485162e+17,11.83
65535.0,16.0,0.0001,500.0,32.0,100.0,0.1174,0.066,0.0635,0.1398,0.1438,0.144,69883296877362.25,72058634289563.12,72427761577874.9,227.41
65535.0,2.0,0.1,25.0,1.0,100000.0,0.4485,0.098,0.0973,0.1105,0.1413,0.1414,74669532999446.2,95752497810377.73,95650980555366.66,40.03
1024.0,16.0,0.1,25.0,1.0,100000.0,0.2427,0.1152,0.1154,0.1295,0.1399,0.14,105088756416667.81,108728848815005.11,109678334907263.47,7.75
1024.0,2.0,100.0,500.0,1.0,100000.0,-5628193.5414,-5623974.2734,-5705654.5113,352.9567,352.807,355.5555,9.354068111223206e+17,9.31916393450307e+17,9.323544773919973e+17,5.96
1024.0,16.0,0.1,500.0,1.0,100000.0,0.243,0.1152,0.1156,0.1294,0.1399,0.14,105091370328958.48,108741862807857.34,109691210778246.88,11.12
4.0,2.0,100.0,500.0,32.0,100.0,-3776046.6855,-3812684.7952,-3788989.7252,289.105,290.4899,289.7453,9.55571766604966e+17,9.632245448386047e+17,9.578051087858486e+17,4.84
1024.0,16.0,0.0001,500.0,1.0,100.0,0.0985,0.0672,0.0662,0.1413,0.1437,0.1438,71533926311215.42,73080360691748.61,73175977375263.12,37.72
1024.0,16.0,0.1,500.0,32.0,100000.0,0.2438,0.1127,0.1095,0.1294,0.1401,0.1405,107090761666937.89,111441794942806.5,112787224028611.66,10.61
1024.0,2.0,0.1,25.0,1.0,100.0,0.2067,0.1133,0.1102,0.1325,0.1401,0.1404,98751131518409.67,102744527329026.06,103553262888742.4,5.18
65535.0,16.0,100.0,25.0,32.0,100.0,-5511801.0245,-5541892.6559,-5579411.56,349.288,350.2229,351.6,9.364889307360637e+17,9.348625026134491e+17,9.304862209485162e+17,8.38
65535.0,16.0,0.1,25.0,32.0,100000.0,0.286,0.1176,0.1087,0.1257,0.1398,0.1405,100293488355030.05,105417194051698.27,107016573068334.42,23.03
65535.0,2.0,100.0,500.0,1.0,100000.0,-6531280.169,-6541617.5118,-6511927.3561,380.221,380.503,379.8476,9.213584886298446e+17,9.165402161474463e+17,9.112357032621005e+17,13.02
4.0,2.0,0.1,25.0,32.0,100000.0,0.1126,0.1031,0.1013,0.1402,0.1409,0.1411,117144491433582.55,116055500816575.55,116310950003776.03,3.8
1024.0,16.0,100.0,25.0,32.0,100.0,-5464757.4924,-5488520.4745,-5512821.9114,347.7942,348.5324,349.4955,9.366765916204731e+17,9.356070086087834e+17,9.295150580934595e+17,5.52
4.0,16.0,0.0001,25.0,32.0,100000.0,-0.011,-0.0112,-0.0113,0.1496,0.1496,0.1497,10615506605796.674,10609584668781.184,10628052108610.38,4.65
1024.0,16.0,0.1,25.0,1.0,100.0,0.2193,0.1181,0.1151,0.1315,0.1397,0.14,98621766747865.33,102640701801273.98,103605910178964.6,6.01
65535.0,2.0,0.0001,500.0,1.0,100.0,0.1756,0.0567,0.0557,0.1351,0.1445,0.1446,62570391789734.195,69001294226750.63,68715896290764.41,204.74
65535.0,16.0,0.0001,25.0,32.0,100000.0,-0.0021,-0.0079,-0.008,0.1489,0.1494,0.1494,10149542884770.492,10354113964550.912,10422400036508.344,22.51
4.0,2.0,100.0,25.0,32.0,100000.0,-3776046.6855,-3812684.7952,-3788989.7252,289.105,290.4899,289.7453,9.55571766604966e+17,9.632245448386047e+17,9.578051087858486e+17,3.77
4.0,2.0,0.0001,25.0,32.0,100000.0,-0.0172,-0.0172,-0.0173,0.1501,0.15,0.1501,7723396086603.122,7710242408924.856,7732551384619.007,3.78
65535.0,16.0,0.0001,25.0,32.0,100.0,-0.0044,-0.0079,-0.008,0.1491,0.1494,0.1494,10269839172892.068,10418558482503.957,10437564047009.74,17.9
1024.0,2.0,0.1,500.0,1.0,100000.0,0.2338,0.1107,0.1098,0.1302,0.1403,0.1404,102979528863841.2,106906123557619.64,108152761289954.22,9.38
1024.0,16.0,0.0001,25.0,32.0,100.0,-0.0058,-0.0078,-0.0079,0.1492,0.1494,0.1494,10346700472932.11,10443686760581.797,10447222641414.607,6.26
4.0,2.0,0.0001,25.0,1.0,100.0,-0.0172,-0.0172,-0.0173,0.1501,0.15,0.1501,7723396086603.122,7710242408924.856,7732551384619.007,3.81
1024.0,16.0,0.0001,25.0,1.0,100.0,-0.0057,-0.0078,-0.0079,0.1492,0.1493,0.1494,10342611694227.729,10438608717454.76,10448262173173.318,6.27
1024.0,2.0,100.0,25.0,1.0,100000.0,-5628193.5414,-5623974.2734,-5705654.5113,352.9567,352.807,355.5555,9.354068111223206e+17,9.31916393450307e+17,9.323544773919973e+17,4.83
65535.0,16.0,0.1,500.0,1.0,100000.0,0.4652,0.102,0.1054,0.1088,0.141,0.1408,78752983276220.14,100550984024313.31,99593267421916.55,76.16
1024.0,16.0,0.0001,500.0,32.0,100.0,0.0966,0.0664,0.0655,0.1414,0.1437,0.1439,71680274368240.36,73252876130872.4,73293173735710.66,38.28
4.0,16.0,100.0,500.0,32.0,100000.0,-3776046.6855,-3812684.7952,-3788989.7252,289.105,290.4899,289.7453,9.55571766604966e+17,9.632245448386047e+17,9.578051087858486e+17,6.36
4.0,16.0,100.0,25.0,1.0,100.0,-3776046.6855,-3812684.7952,-3788989.7252,289.105,290.4899,289.7453,9.55571766604966e+17,9.632245448386047e+17,9.578051087858486e+17,4.64
65535.0,16.0,0.1,500.0,32.0,100000.0,0.2861,0.1176,0.1087,0.1257,0.1398,0.1405,100283747804043.55,105410870375526.6,107002577822377.8,49.01
1024.0,16.0,0.1,500.0,32.0,100.0,0.2172,0.1153,0.1109,0.1316,0.1399,0.1404,99259021493538.27,103564024970371.4,104132255236191.39,8.7
1024.0,2.0,0.1,500.0,32.0,100.0,0.21,0.1123,0.1096,0.1322,0.1402,0.1405,98324827992879.95,102794919360767.86,103157545019113.34,7.09
1024.0,16.0,100.0,25.0,1.0,100000.0,-5628193.5414,-5623974.2734,-5705654.5113,352.9567,352.807,355.5555,9.354068111223206e+17,9.31916393450307e+17,9.323544773919973e+17,5.59
1024.0,2.0,0.0001,500.0,32.0,100.0,0.0862,0.0561,0.0553,0.1422,0.1445,0.1447,68289738623015.26,69872696331015.805,69949148626094.56,34.11
1024.0,2.0,0.0001,25.0,1.0,100000.0,-0.0101,-0.0137,-0.0137,0.1495,0.1498,0.1499,7367685858580.477,7551768299369.068,7551860480233.098,8.0
1024.0,2.0,100.0,25.0,1.0,100.0,-5670088.6651,-5656704.2691,-5750768.1596,354.2679,353.8321,356.9584,9.350709210330044e+17,9.301122346734941e+17,9.333646915555585e+17,4.74
65535.0,16.0,0.1,500.0,1.0,100.0,0.4026,0.1181,0.1173,0.115,0.1397,0.1398,79552036234010.75,95117218165662.98,95292593475244.72,18.48
4.0,2.0,0.0001,500.0,1.0,100000.0,0.0093,0.0093,0.0087,0.1481,0.1481,0.1482,52375949823270.83,52264147184995.63,52442875455465.81,12.14
4.0,2.0,0.1,500.0,1.0,100.0,0.119,0.102,0.1087,0.1396,0.141,0.1405,119207536497886.48,118746663314886.55,117930169487927.81,5.14
4.0,2.0,0.0001,25.0,1.0,100000.0,-0.0172,-0.0172,-0.0173,0.1501,0.15,0.1501,7723396086603.122,7710242408924.856,7732551384619.007,3.78
65535.0,16.0,100.0,25.0,1.0,100.0,-5586780.7365,-5581878.5316,-5649714.4827,351.6558,351.4841,353.8082,9.357375452900942e+17,9.318474718246865e+17,9.295374330777014e+17,8.45
1024.0,16.0,100.0,500.0,32.0,100000.0,-5443508.706,-5477016.0125,-5482214.5977,347.1174,348.1669,348.524,9.368620235353423e+17,9.366563904648851e+17,9.291882286195072e+17,7.37
65535.0,2.0,100.0,25.0,1.0,100.0,-5586780.7365,-5581878.5316,-5649714.4827,351.6558,351.4841,353.8082,9.357375452900942e+17,9.318474718246865e+17,9.295374330777014e+17,7.68
1024.0,2.0,0.0001,25.0,1.0,100.0,-0.0117,-0.0137,-0.0137,0.1496,0.1498,0.1499,7445786329041.413,7534860200207.784,7548535867575.016,5.39
65535.0,16.0,100.0,25.0,1.0,100000.0,-6531280.169,-6541617.5118,-6511927.3561,380.221,380.503,379.8476,9.213584886298446e+17,9.165402161474463e+17,9.112357032621005e+17,11.23
4.0,2.0,0.1,500.0,32.0,100000.0,0.1192,0.1054,0.1059,0.1396,0.1407,0.1408,112949241708416.47,111941631810595.72,112129124129517.67,5.11
65535.0,16.0,0.0001,25.0,1.0,100.0,0.0006,-0.0077,-0.0077,0.1487,0.1493,0.1494,10025770580870.033,10448534884772.629,10427937044322.46,17.85
1024.0,2.0,0.1,500.0,32.0,100000.0,0.2373,0.109,0.1074,0.1299,0.1404,0.1406,105020024791444.23,109658495397340.78,111066758717807.62,8.95
65535.0,16.0,100.0,500.0,1.0,100.0,-5586780.7365,-5581878.5316,-5649714.4827,351.6558,351.4841,353.8082,9.357375452900942e+17,9.318474718246865e+17,9.295374330777014e+17,11.88
4.0,16.0,0.0001,500.0,1.0,100.0,0.0651,0.0627,0.0624,0.1439,0.144,0.1441,70560496143754.83,70463335113202.56,70407068248112.02,25.83
65535.0,2.0,100.0,25.0,32.0,100000.0,-5469347.0762,-5495788.5356,-5514724.147,347.9402,348.7631,349.5558,9.369271906815968e+17,9.361107499358125e+17,9.294504411058701e+17,7.89
4.0,2.0,100.0,500.0,1.0,100000.0,-3776046.6855,-3812684.7952,-3788989.7252,289.105,290.4899,289.7453,9.55571766604966e+17,9.632245448386047e+17,9.578051087858486e+17,4.79
4.0,2.0,0.0001,500.0,32.0,100000.0,0.0093,0.0093,0.0087,0.1481,0.1481,0.1482,52375949823270.83,52264147184995.63,52442875455465.81,12.11
1024.0,16.0,0.1,500.0,1.0,100.0,0.2194,0.1181,0.1152,0.1314,0.1397,0.14,98616343137207.55,102632845667526.12,103598209264962.2,8.69
1024.0,8.0,0.1,100.0,8.0,10000.0,0.2378,0.1159,0.1125,0.1299,0.1399,0.1402,104290870229001.97,107757447912179.44,109107595716130.16,10.05
1024.0,16.0,100.0,500.0,32.0,100.0,-5464757.4924,-5488520.4745,-5512821.9114,347.7942,348.5324,349.4955,9.366765916204731e+17,9.356070086087834e+17,9.295150580934595e+17,7.25
65535.0,16.0,0.1,25.0,1.0,100.0,0.4012,0.1179,0.1167,0.1151,0.1397,0.1399,79570025619009.55,95031716541601.78,95264624368846.11,13.0
256.0,8.0,0.1,100.0,8.0,10000.0,0.1738,0.1163,0.1122,0.1352,0.1399,0.1403,107757425224158.31,109281260650945.02,109285657998224.6,7.05
4096.0,8.0,0.1,100.0,8.0,10000.0,0.3658,0.1117,0.1037,0.1185,0.1402,0.1409,99753988859630.27,108635295893415.98,111003867187763.84,21.61
1024.0,4.0,0.1,100.0,8.0,10000.0,0.2353,0.1146,0.1092,0.1301,0.14,0.1405,104114836717673.23,107417586240755.5,109554927252985.7,9.58
1024.0,16.0,0.1,100.0,8.0,10000.0,0.2423,0.1152,0.1156,0.1295,0.1399,0.14,105188225589520.84,108856803781973.55,109868853478617.9,11.0
1024.0,8.0,0.01,100.0,8.0,10000.0,0.2366,0.112,0.1082,0.13,0.1402,0.1406,106825686423353.55,110334146382241.0,111942028004923.34,11.7
1024.0,8.0,1.0,100.0,8.0,10000.0,0.1547,0.075,0.1024,0.1368,0.1431,0.141,126831235802675.3,128492077522087.62,125822959971130.88,9.75
1024.0,8.0,0.1,50.0,8.0,10000.0,0.2378,0.1159,0.1125,0.1299,0.1399,0.1402,104290870229001.97,107757447912179.44,109107595716130.16,9.9
1024.0,8.0,0.1,200.0,8.0,10000.0,0.2378,0.1159,0.1125,0.1299,0.1399,0.1402,104290870229001.97,107757447912179.44,109107595716130.16,10.06
1024.0,8.0,0.1,100.0,4.0,10000.0,0.2382,0.1158,0.1125,0.1299,0.1399,0.1402,104267324735474.77,107756541863927.97,109085733445484.22,10.01
1024.0,8.0,0.1,100.0,16.0,10000.0,0.2425,0.1149,0.1093,0.1295,0.14,0.1405,105643566919672.28,109612769658266.75,111536771777570.05,10.0
