max_bins,interactions,learning_rate,max_rounds,min_samples_leaf,max_leaves,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time
4.0,16.0,100.0,500.0,1.0,100000.0,-1322929835.472,-1321453192.9621,-1320912391.2597,9152.9605,9147.4231,9150.3312,2.6524112743323853e+18,2.6495349168300626e+18,2.6508543971477975e+18,9.33
65535.0,16.0,0.1,25.0,32.0,100.0,0.6105,0.4508,0.4223,0.1571,0.1865,0.1914,133124101620700.23,168218805639700.6,170666864865016.4,19.41
4.0,2.0,100.0,25.0,1.0,100.0,-1322929835.472,-1321453192.9621,-1320912391.2597,9152.9605,9147.4231,9150.3312,2.6524112743323853e+18,2.6495349168300626e+18,2.6508543971477975e+18,6.2
4.0,2.0,0.1,500.0,32.0,100.0,0.4009,0.4041,0.377,0.1948,0.1942,0.1987,168686575672165.5,172787708506246.2,172736369424828.3,10.17
1024.0,16.0,0.0001,25.0,1.0,100000.0,-9.8684,-9.8746,-9.8623,0.8296,0.8298,0.8298,36453518429088.03,37183003706552.97,37303204999050.08,11.68
1024.0,2.0,0.0001,25.0,32.0,100.0,-10.6055,-10.6088,-10.5962,0.8573,0.8574,0.8573,30547200613489.414,30857094861171.277,30951402871366.68,8.97
4.0,2.0,100.0,500.0,32.0,100000.0,-1322930300.3012,-1321454149.2235,-1320917392.8182,9152.9622,9147.4264,9150.3485,2.652414336174007e+18,2.649566136577906e+18,2.6508856867521546e+18,7.75
65535.0,16.0,100.0,500.0,1.0,100000.0,-1332658004.3625,-1332965314.1595,-1334245802.4575,9186.5521,9187.1816,9196.3974,2.302278007060718e+18,2.2811711009797514e+18,2.2874267267528522e+18,19.01
1024.0,2.0,0.0001,500.0,32.0,100000.0,0.2296,0.1646,0.1585,0.2209,0.23,0.2309,205395620666549.88,216333710758888.78,217291675737461.2,103.1
65535.0,2.0,0.0001,25.0,1.0,100.0,-10.6016,-10.6089,-10.5962,0.8571,0.8574,0.8574,29981324074045.465,30840071133608.5,30952122706314.504,29.69
65535.0,16.0,0.1,25.0,1.0,100000.0,0.9304,0.2574,0.2531,0.0664,0.2168,0.2176,57741979712670.16,227418995823640.56,227074384941204.78,51.83
