num_iterations,max_depth,bagging_fraction,feature_fraction,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time
100.0,50.0,0.5,0.25,0.5679,0.4077,0.3798,0.1654,0.1937,0.1983,145053816928892.94,175620566738547.75,177629089516331.12,0.25
100.0,50.0,0.5,0.75,0.6028,0.4061,0.3861,0.1586,0.1939,0.1973,135604662709843.81,170425103633529.0,172841945756161.5,0.53
100.0,75.0,0.5,0.25,0.5679,0.4077,0.3798,0.1654,0.1937,0.1983,145053816928892.94,175620566738547.75,177629089516331.12,0.26
100.0,50.0,0.25,0.75,0.6028,0.4061,0.3861,0.1586,0.1939,0.1973,135604662709843.81,170425103633529.0,172841945756161.5,0.56
100.0,50.0,0.25,0.25,0.5679,0.4077,0.3798,0.1654,0.1937,0.1983,145053816928892.94,175620566738547.75,177629089516331.12,3.08
100.0,75.0,0.75,0.75,0.6028,0.4061,0.3861,0.1586,0.1939,0.1973,135604662709843.81,170425103633529.0,172841945756161.5,0.56
50.0,25.0,0.75,0.5,0.5268,0.4151,0.3919,0.1731,0.1925,0.1963,152568817846025.38,173362278743670.5,176659809041578.0,0.22
50.0,50.0,0.25,0.25,0.4963,0.3991,0.3748,0.1786,0.1951,0.1991,162390489499426.22,181534726722659.34,182682923215747.6,0.13
100.0,25.0,0.25,0.75,0.6028,0.4061,0.3861,0.1586,0.1939,0.1973,135604662709843.81,170425103633529.0,172841945756161.5,0.52
50.0,25.0,0.5,0.75,0.5324,0.4103,0.3885,0.1721,0.1932,0.1969,150792699757407.5,173099293817159.38,175631702467580.25,0.31
50.0,25.0,0.75,0.5,0.5268,0.4151,0.3919,0.1731,0.1925,0.1963,152568817846025.38,173362278743670.5,176659809041578.0,0.23
50.0,50.0,0.25,0.5,0.5268,0.4151,0.3919,0.1731,0.1925,0.1963,152568817846025.38,173362278743670.5,176659809041578.0,0.25
50.0,50.0,0.5,0.75,0.5324,0.4103,0.3885,0.1721,0.1932,0.1969,150792699757407.5,173099293817159.38,175631702467580.25,0.32
100.0,75.0,0.25,0.75,0.6028,0.4061,0.3861,0.1586,0.1939,0.1973,135604662709843.81,170425103633529.0,172841945756161.5,0.56
50.0,75.0,0.5,0.5,0.5268,0.4151,0.3919,0.1731,0.1925,0.1963,152568817846025.38,173362278743670.5,176659809041578.0,0.23
50.0,50.0,0.75,0.5,0.5268,0.4151,0.3919,0.1731,0.1925,0.1963,152568817846025.38,173362278743670.5,176659809041578.0,0.26
50.0,75.0,0.5,0.25,0.4963,0.3991,0.3748,0.1786,0.1951,0.1991,162390489499426.22,181534726722659.34,182682923215747.6,0.13
50.0,50.0,0.5,0.25,0.4963,0.3991,0.3748,0.1786,0.1951,0.1991,162390489499426.22,181534726722659.34,182682923215747.6,0.13
50.0,75.0,0.25,0.5,0.5268,0.4151,0.3919,0.1731,0.1925,0.1963,152568817846025.38,173362278743670.5,176659809041578.0,0.29
50.0,75.0,0.75,0.5,0.5268,0.4151,0.3919,0.1731,0.1925,0.1963,152568817846025.38,173362278743670.5,176659809041578.0,0.24
50.0,50.0,0.75,0.5,0.5268,0.4151,0.3919,0.1731,0.1925,0.1963,152568817846025.38,173362278743670.5,176659809041578.0,0.22
100.0,50.0,0.75,0.25,0.5679,0.4077,0.3798,0.1654,0.1937,0.1983,145053816928892.94,175620566738547.75,177629089516331.12,0.28
50.0,75.0,0.5,0.25,0.4963,0.3991,0.3748,0.1786,0.1951,0.1991,162390489499426.22,181534726722659.34,182682923215747.6,0.13
50.0,75.0,0.5,0.75,0.5324,0.4103,0.3885,0.1721,0.1932,0.1969,150792699757407.5,173099293817159.38,175631702467580.25,0.32
50.0,75.0,0.75,0.5,0.5268,0.4151,0.3919,0.1731,0.1925,0.1963,152568817846025.38,173362278743670.5,176659809041578.0,0.25
50.0,25.0,0.5,0.75,0.5324,0.4103,0.3885,0.1721,0.1932,0.1969,150792699757407.5,173099293817159.38,175631702467580.25,0.3
50.0,75.0,0.5,0.75,0.5324,0.4103,0.3885,0.1721,0.1932,0.1969,150792699757407.5,173099293817159.38,175631702467580.25,0.32
100.0,25.0,0.5,0.25,0.5679,0.4077,0.3798,0.1654,0.1937,0.1983,145053816928892.94,175620566738547.75,177629089516331.12,0.26
50.0,50.0,0.75,0.25,0.4963,0.3991,0.3748,0.1786,0.1951,0.1991,162390489499426.22,181534726722659.34,182682923215747.6,0.17
100.0,75.0,0.5,0.75,0.6028,0.4061,0.3861,0.1586,0.1939,0.1973,135604662709843.81,170425103633529.0,172841945756161.5,0.54
50.0,50.0,0.25,0.5,0.5268,0.4151,0.3919,0.1731,0.1925,0.1963,152568817846025.38,173362278743670.5,176659809041578.0,0.24
50.0,50.0,0.75,0.75,0.5324,0.4103,0.3885,0.1721,0.1932,0.1969,150792699757407.5,173099293817159.38,175631702467580.25,0.29
50.0,50.0,0.75,0.25,0.4963,0.3991,0.3748,0.1786,0.1951,0.1991,162390489499426.22,181534726722659.34,182682923215747.6,0.14
100.0,75.0,0.75,0.5,0.5935,0.4096,0.3914,0.1604,0.1933,0.1964,137986830744645.77,171487064297739.34,173923461482336.28,0.42
50.0,75.0,0.25,0.5,0.5268,0.4151,0.3919,0.1731,0.1925,0.1963,152568817846025.38,173362278743670.5,176659809041578.0,0.25
100.0,25.0,0.5,0.75,0.6028,0.4061,0.3861,0.1586,0.1939,0.1973,135604662709843.81,170425103633529.0,172841945756161.5,0.55
100.0,25.0,0.75,0.75,0.6028,0.4061,0.3861,0.1586,0.1939,0.1973,135604662709843.81,170425103633529.0,172841945756161.5,0.55
50.0,50.0,0.5,0.25,0.4963,0.3991,0.3748,0.1786,0.1951,0.1991,162390489499426.22,181534726722659.34,182682923215747.6,0.15
100.0,25.0,0.75,0.5,0.5935,0.4096,0.3914,0.1604,0.1933,0.1964,137986830744645.77,171487064297739.34,173923461482336.28,0.43
50.0,25.0,0.5,0.25,0.4963,0.3991,0.3748,0.1786,0.1951,0.1991,162390489499426.22,181534726722659.34,182682923215747.6,0.16
100.0,50.0,0.75,0.75,0.6028,0.4061,0.3861,0.1586,0.1939,0.1973,135604662709843.81,170425103633529.0,172841945756161.5,0.56
50.0,50.0,0.25,0.75,0.5324,0.4103,0.3885,0.1721,0.1932,0.1969,150792699757407.5,173099293817159.38,175631702467580.25,0.29
50.0,50.0,0.25,0.75,0.5324,0.4103,0.3885,0.1721,0.1932,0.1969,150792699757407.5,173099293817159.38,175631702467580.25,0.31
50.0,25.0,0.25,0.5,0.5268,0.4151,0.3919,0.1731,0.1925,0.1963,152568817846025.38,173362278743670.5,176659809041578.0,0.24
50.0,75.0,0.5,0.5,0.5268,0.4151,0.3919,0.1731,0.1925,0.1963,152568817846025.38,173362278743670.5,176659809041578.0,0.26
100.0,75.0,0.25,0.25,0.5679,0.4077,0.3798,0.1654,0.1937,0.1983,145053816928892.94,175620566738547.75,177629089516331.12,0.24
100.0,25.0,0.25,0.5,0.5935,0.4096,0.3914,0.1604,0.1933,0.1964,137986830744645.77,171487064297739.34,173923461482336.28,0.44
100.0,25.0,0.25,0.25,0.5679,0.4077,0.3798,0.1654,0.1937,0.1983,145053816928892.94,175620566738547.75,177629089516331.12,0.26
100.0,75.0,0.25,0.5,0.5935,0.4096,0.3914,0.1604,0.1933,0.1964,137986830744645.77,171487064297739.34,173923461482336.28,0.45
50.0,25.0,0.5,0.5,0.5268,0.4151,0.3919,0.1731,0.1925,0.1963,152568817846025.38,173362278743670.5,176659809041578.0,0.25
50.0,25.0,0.5,0.5,0.5268,0.4151,0.3919,0.1731,0.1925,0.1963,152568817846025.38,173362278743670.5,176659809041578.0,0.25
50.0,50.0,0.5,0.75,0.5324,0.4103,0.3885,0.1721,0.1932,0.1969,150792699757407.5,173099293817159.38,175631702467580.25,0.35
100.0,25.0,0.75,0.25,0.5679,0.4077,0.3798,0.1654,0.1937,0.1983,145053816928892.94,175620566738547.75,177629089516331.12,0.29
50.0,25.0,0.5,0.25,0.4963,0.3991,0.3748,0.1786,0.1951,0.1991,162390489499426.22,181534726722659.34,182682923215747.6,0.15
50.0,50.0,0.75,0.75,0.5324,0.4103,0.3885,0.1721,0.1932,0.1969,150792699757407.5,173099293817159.38,175631702467580.25,0.27
50.0,50.0,0.25,0.25,0.4963,0.3991,0.3748,0.1786,0.1951,0.1991,162390489499426.22,181534726722659.34,182682923215747.6,0.14
50.0,25.0,0.25,0.5,0.5268,0.4151,0.3919,0.1731,0.1925,0.1963,152568817846025.38,173362278743670.5,176659809041578.0,0.23
100.0,75.0,0.75,0.25,0.5679,0.4077,0.3798,0.1654,0.1937,0.1983,145053816928892.94,175620566738547.75,177629089516331.12,0.25
50.0,100.0,0.25,0.25,0.4963,0.3991,0.3748,0.1786,0.1951,0.1991,162390489499426.22,181534726722659.34,182682923215747.6,0.13
50.0,10.0,0.25,0.25,0.4955,0.3972,0.3737,0.1787,0.1954,0.1993,162652334338004.44,182166704582797.28,183562114187281.22,0.17
50.0,10.0,0.25,0.5,0.5252,0.4165,0.3896,0.1734,0.1922,0.1967,153059551353559.4,173374784314994.34,177292433719134.3,0.26
50.0,100.0,0.75,0.25,0.4963,0.3991,0.3748,0.1786,0.1951,0.1991,162390489499426.22,181534726722659.34,182682923215747.6,0.13
50.0,100.0,0.5,0.75,0.5324,0.4103,0.3885,0.1721,0.1932,0.1969,150792699757407.5,173099293817159.38,175631702467580.25,0.28
50.0,10.0,0.5,0.5,0.5252,0.4165,0.3896,0.1734,0.1922,0.1967,153059551353559.4,173374784314994.34,177292433719134.3,0.23
100.0,10.0,0.5,0.75,0.6013,0.4096,0.3857,0.1589,0.1934,0.1973,135780638960317.23,169976323672661.06,173891025456774.3,0.51
100.0,10.0,0.5,0.25,0.5662,0.4034,0.3802,0.1657,0.1944,0.1982,145372819905798.34,175945479509031.9,178429124875975.8,0.24
50.0,100.0,0.25,0.5,0.5268,0.4151,0.3919,0.1731,0.1925,0.1963,152568817846025.38,173362278743670.5,176659809041578.0,0.23
50.0,10.0,0.75,0.75,0.5313,0.4115,0.3873,0.1723,0.193,0.1971,150602755908089.12,172343969278445.72,175966510481431.6,0.31
50.0,10.0,0.25,0.75,0.5313,0.4115,0.3873,0.1723,0.193,0.1971,150602755908089.12,172343969278445.72,175966510481431.6,0.3
100.0,10.0,0.75,0.25,0.5662,0.4034,0.3802,0.1657,0.1944,0.1982,145372819905798.34,175945479509031.9,178429124875975.8,0.26
50.0,100.0,0.5,0.75,0.5324,0.4103,0.3885,0.1721,0.1932,0.1969,150792699757407.5,173099293817159.38,175631702467580.25,0.31
50.0,100.0,0.25,0.75,0.5324,0.4103,0.3885,0.1721,0.1932,0.1969,150792699757407.5,173099293817159.38,175631702467580.25,0.32
100.0,100.0,0.75,0.25,0.5679,0.4077,0.3798,0.1654,0.1937,0.1983,145053816928892.94,175620566738547.75,177629089516331.12,0.28
50.0,100.0,0.5,0.5,0.5268,0.4151,0.3919,0.1731,0.1925,0.1963,152568817846025.38,173362278743670.5,176659809041578.0,0.23
100.0,100.0,0.25,0.5,0.5935,0.4096,0.3914,0.1604,0.1933,0.1964,137986830744645.77,171487064297739.34,173923461482336.28,0.42
50.0,10.0,0.25,0.5,0.5252,0.4165,0.3896,0.1734,0.1922,0.1967,153059551353559.4,173374784314994.34,177292433719134.3,0.24
100.0,10.0,0.25,0.25,0.5662,0.4034,0.3802,0.1657,0.1944,0.1982,145372819905798.34,175945479509031.9,178429124875975.8,0.26
50.0,10.0,0.75,0.5,0.5252,0.4165,0.3896,0.1734,0.1922,0.1967,153059551353559.4,173374784314994.34,177292433719134.3,0.23
50.0,100.0,0.75,0.5,0.5268,0.4151,0.3919,0.1731,0.1925,0.1963,152568817846025.38,173362278743670.5,176659809041578.0,0.26
50.0,10.0,0.25,0.25,0.4955,0.3972,0.3737,0.1787,0.1954,0.1993,162652334338004.44,182166704582797.28,183562114187281.22,0.14
50.0,10.0,0.75,0.5,0.5252,0.4165,0.3896,0.1734,0.1922,0.1967,153059551353559.4,173374784314994.34,177292433719134.3,0.23
50.0,100.0,0.75,0.75,0.5324,0.4103,0.3885,0.1721,0.1932,0.1969,150792699757407.5,173099293817159.38,175631702467580.25,0.32
100.0,10.0,0.75,0.75,0.6013,0.4096,0.3857,0.1589,0.1934,0.1973,135780638960317.23,169976323672661.06,173891025456774.3,0.55
100.0,10.0,0.25,0.75,0.6013,0.4096,0.3857,0.1589,0.1934,0.1973,135780638960317.23,169976323672661.06,173891025456774.3,0.52
100.0,100.0,0.5,0.25,0.5679,0.4077,0.3798,0.1654,0.1937,0.1983,145053816928892.94,175620566738547.75,177629089516331.12,0.32
50.0,10.0,0.25,0.75,0.5313,0.4115,0.3873,0.1723,0.193,0.1971,150602755908089.12,172343969278445.72,175966510481431.6,0.29
50.0,10.0,0.5,0.25,0.4955,0.3972,0.3737,0.1787,0.1954,0.1993,162652334338004.44,182166704582797.28,183562114187281.22,0.13
50.0,10.0,0.5,0.5,0.5252,0.4165,0.3896,0.1734,0.1922,0.1967,153059551353559.4,173374784314994.34,177292433719134.3,0.21
50.0,10.0,0.75,0.25,0.4955,0.3972,0.3737,0.1787,0.1954,0.1993,162652334338004.44,182166704582797.28,183562114187281.22,0.13
50.0,100.0,0.75,0.75,0.5324,0.4103,0.3885,0.1721,0.1932,0.1969,150792699757407.5,173099293817159.38,175631702467580.25,0.31
50.0,10.0,0.5,0.75,0.5313,0.4115,0.3873,0.1723,0.193,0.1971,150602755908089.12,172343969278445.72,175966510481431.6,0.31
50.0,100.0,0.5,0.25,0.4963,0.3991,0.3748,0.1786,0.1951,0.1991,162390489499426.22,181534726722659.34,182682923215747.6,0.15
50.0,100.0,0.75,0.25,0.4963,0.3991,0.3748,0.1786,0.1951,0.1991,162390489499426.22,181534726722659.34,182682923215747.6,0.15
50.0,100.0,0.5,0.25,0.4963,0.3991,0.3748,0.1786,0.1951,0.1991,162390489499426.22,181534726722659.34,182682923215747.6,0.13
100.0,100.0,0.25,0.25,0.5679,0.4077,0.3798,0.1654,0.1937,0.1983,145053816928892.94,175620566738547.75,177629089516331.12,0.25
100.0,100.0,0.75,0.75,0.6028,0.4061,0.3861,0.1586,0.1939,0.1973,135604662709843.81,170425103633529.0,172841945756161.5,0.54
100.0,10.0,0.75,0.5,0.591,0.4093,0.3898,0.1609,0.1934,0.1967,138704240134550.5,171503684103063.4,174054461494930.7,0.39
50.0,10.0,0.75,0.25,0.4955,0.3972,0.3737,0.1787,0.1954,0.1993,162652334338004.44,182166704582797.28,183562114187281.22,0.14
100.0,10.0,0.25,0.5,0.591,0.4093,0.3898,0.1609,0.1934,0.1967,138704240134550.5,171503684103063.4,174054461494930.7,0.42
100.0,100.0,0.25,0.75,0.6028,0.4061,0.3861,0.1586,0.1939,0.1973,135604662709843.81,170425103633529.0,172841945756161.5,0.56
50.0,10.0,0.5,0.75,0.5313,0.4115,0.3873,0.1723,0.193,0.1971,150602755908089.12,172343969278445.72,175966510481431.6,0.3
50.0,100.0,0.5,0.5,0.5268,0.4151,0.3919,0.1731,0.1925,0.1963,152568817846025.38,173362278743670.5,176659809041578.0,0.23
50.0,10.0,0.75,0.75,0.5313,0.4115,0.3873,0.1723,0.193,0.1971,150602755908089.12,172343969278445.72,175966510481431.6,0.8
100.0,100.0,0.75,0.5,0.5935,0.4096,0.3914,0.1604,0.1933,0.1964,137986830744645.77,171487064297739.34,173923461482336.28,0.88
50.0,100.0,0.75,0.5,0.5268,0.4151,0.3919,0.1731,0.1925,0.1963,152568817846025.38,173362278743670.5,176659809041578.0,0.72
50.0,10.0,0.5,0.25,0.4955,0.3972,0.3737,0.1787,0.1954,0.1993,162652334338004.44,182166704582797.28,183562114187281.22,0.13
100.0,100.0,0.5,0.75,0.6028,0.4061,0.3861,0.1586,0.1939,0.1973,135604662709843.81,170425103633529.0,172841945756161.5,0.56
50.0,100.0,0.25,0.75,0.5324,0.4103,0.3885,0.1721,0.1932,0.1969,150792699757407.5,173099293817159.38,175631702467580.25,0.31
50.0,100.0,0.25,0.25,0.4963,0.3991,0.3748,0.1786,0.1951,0.1991,162390489499426.22,181534726722659.34,182682923215747.6,0.14
50.0,100.0,0.25,0.5,0.5268,0.4151,0.3919,0.1731,0.1925,0.1963,152568817846025.38,173362278743670.5,176659809041578.0,0.22
50.0,5.0,0.75,0.25,0.4743,0.398,0.3779,0.1825,0.1952,0.1986,166540973949381.7,181509078173496.34,182343315702599.0,0.18
100.0,5.0,0.75,0.25,0.5284,0.4052,0.3854,0.1728,0.1941,0.1974,151871272666231.06,175239907742736.72,176013860416658.2,0.31
100.0,5.0,0.5,0.75,0.551,0.4059,0.3843,0.1686,0.194,0.1975,144931880371521.44,171912638281379.1,174242540214403.97,0.64
100.0,5.0,0.25,0.75,0.551,0.4059,0.3843,0.1686,0.194,0.1975,144931880371521.44,171912638281379.1,174242540214403.97,0.62
50.0,5.0,0.75,0.5,0.4961,0.4069,0.3895,0.1786,0.1938,0.1967,158144112123277.34,176232151013195.84,177159978612170.88,0.22
50.0,5.0,0.5,0.25,0.4743,0.398,0.3779,0.1825,0.1952,0.1986,166540973949381.7,181509078173496.34,182343315702599.0,0.14
50.0,5.0,0.75,0.75,0.4997,0.4085,0.3874,0.178,0.1935,0.1971,156583646996013.47,174528114248099.62,176713927366058.2,0.31
50.0,5.0,0.5,0.5,0.4961,0.4069,0.3895,0.1786,0.1938,0.1967,158144112123277.34,176232151013195.84,177159978612170.88,0.25
50.0,5.0,0.25,0.5,0.4961,0.4069,0.3895,0.1786,0.1938,0.1967,158144112123277.34,176232151013195.84,177159978612170.88,0.22
50.0,5.0,0.25,0.75,0.4997,0.4085,0.3874,0.178,0.1935,0.1971,156583646996013.47,174528114248099.62,176713927366058.2,0.28
50.0,5.0,0.75,0.25,0.4743,0.398,0.3779,0.1825,0.1952,0.1986,166540973949381.7,181509078173496.34,182343315702599.0,0.15
50.0,5.0,0.75,0.75,0.4997,0.4085,0.3874,0.178,0.1935,0.1971,156583646996013.47,174528114248099.62,176713927366058.2,0.28
100.0,5.0,0.5,0.25,0.5284,0.4052,0.3854,0.1728,0.1941,0.1974,151871272666231.06,175239907742736.72,176013860416658.2,0.31
50.0,5.0,0.25,0.75,0.4997,0.4085,0.3874,0.178,0.1935,0.1971,156583646996013.47,174528114248099.62,176713927366058.2,0.29
50.0,5.0,0.5,0.75,0.4997,0.4085,0.3874,0.178,0.1935,0.1971,156583646996013.47,174528114248099.62,176713927366058.2,0.33
100.0,5.0,0.25,0.25,0.5284,0.4052,0.3854,0.1728,0.1941,0.1974,151871272666231.06,175239907742736.72,176013860416658.2,0.29
50.0,5.0,0.25,0.25,0.4743,0.398,0.3779,0.1825,0.1952,0.1986,166540973949381.7,181509078173496.34,182343315702599.0,0.13
50.0,5.0,0.5,0.5,0.4961,0.4069,0.3895,0.1786,0.1938,0.1967,158144112123277.34,176232151013195.84,177159978612170.88,0.22
50.0,5.0,0.5,0.75,0.4997,0.4085,0.3874,0.178,0.1935,0.1971,156583646996013.47,174528114248099.62,176713927366058.2,0.27
100.0,5.0,0.25,0.5,0.546,0.4057,0.3887,0.1696,0.194,0.1969,146570283831183.3,173229594785008.88,174029855389018.62,0.48
100.0,5.0,0.75,0.75,0.551,0.4059,0.3843,0.1686,0.194,0.1975,144931880371521.44,171912638281379.1,174242540214403.97,0.6
100.0,5.0,0.75,0.5,0.546,0.4057,0.3887,0.1696,0.194,0.1969,146570283831183.3,173229594785008.88,174029855389018.62,0.43
50.0,5.0,0.25,0.25,0.4743,0.398,0.3779,0.1825,0.1952,0.1986,166540973949381.7,181509078173496.34,182343315702599.0,0.14
50.0,5.0,0.5,0.25,0.4743,0.398,0.3779,0.1825,0.1952,0.1986,166540973949381.7,181509078173496.34,182343315702599.0,0.14
50.0,5.0,0.75,0.5,0.4961,0.4069,0.3895,0.1786,0.1938,0.1967,158144112123277.34,176232151013195.84,177159978612170.88,0.25
50.0,5.0,0.25,0.5,0.4961,0.4069,0.3895,0.1786,0.1938,0.1967,158144112123277.34,176232151013195.84,177159978612170.88,0.23
