,combo,score,alpha,Train r2,Val r2,Test r2,Train r2_adj,Val r2_adj,Test r2_adj,Train AIC,Val AIC,Test AIC,Val BIC,Test BIC,Train llh,Val llh,Test llh
0,['Behind Assists BTRS'],0.13443750507819385,0.01,0.016602828700299166,0.020370884211806217,0.01498259634736554,0.016579058494809895,0.02026049102769656,0.014871470737747639,-158346.98085163685,-34004.514839469724,-33907.80695394347,-33988.33262690162,-33891.62699591286,79174.49042581843,17003.257419734862,16954.903476971736
0,"['Behind Assists BTRS', 'Behind Assists OTRS', 'Contested Possessions BTRS', 'Contested Possessions OTRS', 'Disposals BTRS', 'Disposals OTRS', 'Effective Disposals BTRS', 'Effective Disposals OTRS', 'Handballs BTRS', 'Hitouts OTRS', 'Ineffective Disposals BTRS', 'Ineffective Disposals OTRS', 'Kicks BTRS', 'Kicks OTRS', 'Metres Gained BTRS', 'Metres Gained OTRS', 'Score Involvements BTRS', 'Score Involvements OTRS', 'Turnovers OTRS', 'Uncontested Possessions BTRS', 'Uncontested Possessions OTRS']",2.651769281355852,0.01,0.023622314678147793,0.024490949959848685,0.022534521006423947,0.023575112469526927,0.02427106738348439,0.022313948857265897,-158641.36023861202,-34039.92371251089,-33974.04265181307,-34016.65039365873,-33950.772714767154,79322.68011930601,17021.961856255446,16989.021325906535
0,"['Behind Assists BTRS', 'Behind Assists OTRS', 'Contested Possessions BTRS', 'Contested Possessions OTRS', 'Disposals BTRS', 'Disposals OTRS', 'Effective Disposals BTRS', 'Effective Disposals OTRS', 'Handballs BTRS', 'Hitouts OTRS', 'Ineffective Disposals BTRS', 'Ineffective Disposals OTRS', 'Kicks BTRS', 'Kicks OTRS', 'Metres Gained BTRS', 'Metres Gained OTRS', 'Score Involvements BTRS', 'Score Involvements OTRS', 'Uncontested Possessions BTRS', 'Uncontested Possessions OTRS']",2.5514252008776857,0.01,0.023622314678147793,0.024490949959848685,0.022534521006423947,0.023575112469526927,0.02427106738348439,0.022313948857265897,-158641.36023861202,-34039.92371251089,-33974.04265181307,-34016.65039365873,-33950.772714767154,79322.68011930601,17021.961856255446,16989.021325906535
0,"['Behind Assists BTRS', 'Behind Assists OTRS', 'Contested Possessions BTRS', 'Contested Possessions OTRS', 'Disposals BTRS', 'Disposals OTRS', 'Effective Disposals BTRS', 'Effective Disposals OTRS', 'Handballs BTRS', 'Hitouts OTRS', 'Ineffective Disposals BTRS', 'Kicks BTRS', 'Kicks OTRS', 'Metres Gained BTRS', 'Metres Gained OTRS', 'Score Involvements BTRS', 'Score Involvements OTRS', 'Uncontested Possessions BTRS']",2.3379290397656503,0.01,0.023622314678147793,0.024490949959848685,0.022534521006423947,0.023575112469526927,0.02427106738348439,0.022313948857265897,-158641.36023861202,-34039.92371251089,-33974.04265181307,-34016.65039365873,-33950.772714767154,79322.68011930601,17021.961856255446,16989.021325906535
0,"['Behind Assists BTRS', 'Behind Assists OTRS', 'Contested Possessions BTRS', 'Contested Possessions OTRS', 'Disposals BTRS', 'Disposals OTRS', 'Effective Disposals BTRS', 'Effective Disposals OTRS', 'Handballs BTRS', 'Hitouts OTRS', 'Ineffective Disposals BTRS', 'Kicks BTRS', 'Kicks OTRS', 'Metres Gained BTRS', 'Metres Gained OTRS', 'Score Involvements BTRS', 'Score Involvements OTRS', 'Uncontested Possessions BTRS', 'Uncontested Possessions OTRS']",2.4453546567778233,0.01,0.023622314678147793,0.024490949959848685,0.022534521006423947,0.023575112469526927,0.02427106738348439,0.022313948857265897,-158641.36023861202,-34039.92371251089,-33974.04265181307,-34016.65039365873,-33950.772714767154,79322.68011930601,17021.961856255446,16989.021325906535
0,"['Behind Assists BTRS', 'Behind Assists OTRS', 'Contested Possessions BTRS', 'Contested Possessions OTRS', 'Disposals BTRS', 'Disposals OTRS', 'Effective Disposals BTRS', 'Effective Disposals OTRS', 'Hitouts OTRS', 'Ineffective Disposals BTRS', 'Ineffective Disposals OTRS', 'Kicks BTRS', 'Kicks OTRS', 'Metres Gained BTRS', 'Metres Gained OTRS', 'Score Involvements BTRS', 'Score Involvements OTRS', 'Turnovers OTRS', 'Uncontested Possessions BTRS', 'Uncontested Possessions OTRS']",2.5488378602731045,0.01,0.023622314678147793,0.024490949959848685,0.022534521006423947,0.023575112469526927,0.02427106738348439,0.022313948857265897,-158641.36023861202,-34039.92371251089,-33974.04265181307,-34016.65039365873,-33950.772714767154,79322.68011930601,17021.961856255446,16989.021325906535
0,"['Behind Assists BTRS', 'Behind Assists OTRS', 'Contested Possessions BTRS', 'Contested Possessions OTRS', 'Disposals BTRS', 'Disposals OTRS', 'Effective Disposals BTRS', 'Effective Disposals OTRS', 'Hitouts OTRS', 'Ineffective Disposals BTRS', 'Ineffective Disposals OTRS', 'Kicks BTRS', 'Kicks OTRS', 'Metres Gained BTRS', 'Metres Gained OTRS', 'Score Involvements BTRS', 'Score Involvements OTRS', 'Uncontested Possessions BTRS']",2.3410681627827654,0.01,0.023622314678147793,0.024490949959848685,0.022534521006423947,0.023575112469526927,0.02427106738348439,0.022313948857265897,-158641.36023861202,-34039.92371251089,-33974.04265181307,-34016.65039365873,-33950.772714767154,79322.68011930601,17021.961856255446,16989.021325906535
0,"['Behind Assists BTRS', 'Behind Assists OTRS', 'Contested Possessions BTRS', 'Contested Possessions OTRS', 'Disposals BTRS', 'Disposals OTRS', 'Effective Disposals BTRS', 'Effective Disposals OTRS', 'Hitouts OTRS', 'Ineffective Disposals BTRS', 'Ineffective Disposals OTRS', 'Kicks BTRS', 'Kicks OTRS', 'Metres Gained BTRS', 'Metres Gained OTRS', 'Score Involvements BTRS', 'Score Involvements OTRS', 'Uncontested Possessions BTRS', 'Uncontested Possessions OTRS']",2.4484937797949384,0.01,0.023622314678147793,0.024490949959848685,0.022534521006423947,0.023575112469526927,0.02427106738348439,0.022313948857265897,-158641.36023861202,-34039.92371251089,-33974.04265181307,-34016.65039365873,-33950.772714767154,79322.68011930601,17021.961856255446,16989.021325906535
0,"['Behind Assists BTRS', 'Behind Assists OTRS', 'Contested Possessions BTRS', 'Contested Possessions OTRS', 'Disposals BTRS', 'Disposals OTRS', 'Effective Disposals BTRS', 'Effective Disposals OTRS', 'Hitouts OTRS', 'Ineffective Disposals BTRS', 'Kicks BTRS', 'Kicks OTRS', 'Metres Gained BTRS', 'Metres Gained OTRS', 'Score Involvements BTRS', 'Score Involvements OTRS', 'Turnovers OTRS', 'Uncontested Possessions BTRS']",2.335341699161069,0.01,0.023622314678147793,0.024490949959848685,0.022534521006423947,0.023575112469526927,0.02427106738348439,0.022313948857265897,-158641.36023861202,-34039.92371251089,-33974.04265181307,-34016.65039365873,-33950.772714767154,79322.68011930601,17021.961856255446,16989.021325906535
0,"['Behind Assists BTRS', 'Behind Assists OTRS', 'Contested Possessions BTRS', 'Contested Possessions OTRS', 'Disposals BTRS', 'Disposals OTRS', 'Effective Disposals BTRS', 'Effective Disposals OTRS', 'Hitouts OTRS', 'Ineffective Disposals BTRS', 'Kicks BTRS', 'Kicks OTRS', 'Metres Gained BTRS', 'Metres Gained OTRS', 'Score Involvements BTRS', 'Score Involvements OTRS', 'Turnovers OTRS', 'Uncontested Possessions BTRS', 'Uncontested Possessions OTRS']",2.442767316173242,0.01,0.023622314678147793,0.024490949959848685,0.022534521006423947,0.023575112469526927,0.02427106738348439,0.022313948857265897,-158641.36023861202,-34039.92371251089,-33974.04265181307,-34016.65039365873,-33950.772714767154,79322.68011930601,17021.961856255446,16989.021325906535
