n_estimators,max_depth,random_state,ccp_alpha,max_samples,max_features,Train score,Val score,Test score,Time
100.0,50.0,19421220.0,10000.0,0.5,0.75,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,34.385382890701294
100.0,25.0,19421220.0,0.0001,0.75,0.5,0.16956252618640633,0.12190641344852582,0.11927419588687205,31.72831702232361
100.0,50.0,19421220.0,100.0,0.5,0.5,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,22.27289605140686
50.0,10.0,19421220.0,0.01,0.5,0.75,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,12.392973184585571
50.0,10.0,19421220.0,0.01,0.75,0.75,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,16.695324897766113
50.0,10.0,19421220.0,100.0,0.75,0.75,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,16.673091173171997
50.0,50.0,19421220.0,1.0,0.75,0.5,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,15.91235613822937
100.0,10.0,19421220.0,0.0,0.75,0.75,0.4490902364046361,0.11540237719377511,0.10384891964266108,33.446988105773926
50.0,50.0,19421220.0,100.0,0.5,0.75,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,17.229122161865234
50.0,5.0,19421220.0,1.0,0.75,0.5,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,5.726010084152222
50.0,50.0,19421220.0,100.0,0.75,0.75,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,24.562737703323364
100.0,50.0,19421220.0,10000.0,0.75,0.75,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,49.87899684906006
100.0,50.0,19421220.0,0.0,0.5,0.5,0.6604727352329194,0.10842999848022095,0.08440840678316408,23.104401111602783
100.0,25.0,19421220.0,1.0,0.75,0.5,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,31.937543153762817
50.0,10.0,19421220.0,0.0,0.5,0.5,0.40737514990530144,0.10745225137260994,0.10300151637695432,8.193566083908081
50.0,10.0,19421220.0,1.0,0.75,0.5,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,11.018496990203857
50.0,5.0,19421220.0,10000.0,0.5,0.75,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,6.484393119812012
50.0,5.0,19421220.0,0.0001,0.75,0.75,0.15376053060747785,0.11915364488316704,0.12120087496752208,8.658823251724243
50.0,10.0,19421220.0,10000.0,0.5,0.5,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,8.190780878067017
100.0,100.0,19421220.0,100.0,0.5,0.5,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,22.332319974899292
50.0,25.0,19421220.0,1.0,0.5,0.75,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,17.376972913742065
50.0,100.0,19421220.0,0.0,0.5,0.5,0.6517169126742623,0.1032734251509021,0.07548216034656463,11.310081005096436
50.0,50.0,19421220.0,10000.0,0.5,0.75,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,17.389722108840942
100.0,10.0,19421220.0,1.0,0.75,0.75,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,33.561517000198364
50.0,5.0,19421220.0,0.0001,0.75,0.5,0.14614680820449777,0.12123919214809575,0.11924821442931055,5.6963770389556885
50.0,5.0,19421220.0,10000.0,0.75,0.75,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,8.666507005691528
100.0,50.0,19421220.0,10000.0,0.75,0.5,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,31.794656991958618
50.0,50.0,19421220.0,10000.0,0.75,0.5,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,16.006816864013672
100.0,50.0,19421220.0,100.0,0.75,0.75,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,49.526703119277954
50.0,100.0,19421220.0,1.0,0.75,0.5,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,16.07343888282776
50.0,50.0,19421220.0,1.0,0.5,0.75,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,17.74028205871582
100.0,100.0,19421220.0,0.01,0.5,0.5,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,22.771193981170654
50.0,10.0,19421220.0,0.0001,0.75,0.5,0.1665943452141987,0.12081155098192198,0.11739534835735754,11.15850305557251
100.0,10.0,19421220.0,1.0,0.5,0.75,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,25.330543994903564
100.0,5.0,19421220.0,1.0,0.5,0.75,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,13.219369888305664
50.0,50.0,19421220.0,0.0001,0.75,0.5,0.16835137330096395,0.12128290158591148,0.11913200558911874,16.475438117980957
100.0,10.0,19421220.0,0.0,0.75,0.5,0.44974822977488216,0.1177021507940611,0.10628466085870913,22.10676097869873
50.0,100.0,19421220.0,0.01,0.75,0.5,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,16.146238327026367
100.0,5.0,19421220.0,0.01,0.5,0.5,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,8.914539098739624
100.0,25.0,19421220.0,1.0,0.75,0.75,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,53.43034815788269
100.0,10.0,19421220.0,0.0001,0.5,0.75,0.22849434928442092,0.11832518806029557,0.1171272389492336,25.600813150405884
100.0,50.0,19421220.0,0.01,0.75,0.5,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,32.72644925117493
100.0,25.0,19421220.0,0.0001,0.5,0.5,0.2208386464953216,0.12356523847963707,0.114316421231619,22.710755109786987
50.0,25.0,19421220.0,0.0,0.75,0.75,0.7809208077706408,0.08469830598346184,0.06644597179975409,24.734743118286133
50.0,100.0,19421220.0,10000.0,0.5,0.5,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,11.545335054397583
100.0,25.0,19421220.0,1.0,0.5,0.5,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,22.821992874145508
50.0,100.0,19421220.0,1.0,0.5,0.75,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,17.764936923980713
100.0,50.0,19421220.0,0.01,0.75,0.75,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,50.79993486404419
100.0,10.0,19421220.0,10000.0,0.5,0.75,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,25.570040225982666
50.0,25.0,19421220.0,10000.0,0.75,0.75,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,24.940809965133667
100.0,25.0,19421220.0,100.0,0.5,0.75,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,34.50653004646301
100.0,50.0,19421220.0,0.01,0.5,0.5,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,22.241140842437744
50.0,10.0,19421220.0,0.0,0.75,0.5,0.45152738335584863,0.11413993183274118,0.1022107663790286,10.925443172454834
50.0,5.0,19421220.0,100.0,0.75,0.5,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,5.645047903060913
50.0,25.0,19421220.0,1.0,0.5,0.5,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,11.254148960113525
100.0,25.0,19421220.0,10000.0,0.75,0.5,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,31.588758945465088
50.0,100.0,19421220.0,100.0,0.5,0.5,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,11.219258785247803
100.0,25.0,19421220.0,0.0001,0.75,0.75,0.18363542048199133,0.12067466635329349,0.11731267936096068,49.412386894226074
50.0,5.0,19421220.0,0.0001,0.5,0.75,0.1642907574040411,0.12051929908785797,0.11383917851684344,6.452805280685425
50.0,5.0,19421220.0,1.0,0.5,0.75,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,6.463590860366821
100.0,5.0,19421220.0,0.0,0.5,0.5,0.18003225241233112,0.12237015818383101,0.1181578462881665,8.678112983703613
50.0,10.0,19421220.0,0.01,0.75,0.5,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,11.263702154159546
50.0,50.0,19421220.0,0.01,0.75,0.5,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,15.995237112045288
50.0,100.0,19421220.0,1.0,0.5,0.5,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,11.458899974822998
50.0,25.0,19421220.0,0.0,0.75,0.5,0.7795513955666817,0.08544605271276018,0.07157714657342995,16.088716983795166
50.0,10.0,19421220.0,0.01,0.5,0.5,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,8.17836594581604
100.0,10.0,19421220.0,0.01,0.75,0.5,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,22.28058886528015
100.0,25.0,19421220.0,10000.0,0.5,0.75,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,34.745084285736084
100.0,25.0,19421220.0,0.0,0.75,0.75,0.7877234736092824,0.09354669041250574,0.06458471745342798,49.45805096626282
50.0,10.0,19421220.0,0.0001,0.5,0.75,0.22618314548770835,0.11958439999093973,0.11845252257081129,12.559668064117432
50.0,50.0,19421220.0,0.0001,0.75,0.75,0.18460100875716623,0.11819794881078671,0.1206679640073347,24.52596116065979
50.0,100.0,19421220.0,0.01,0.5,0.5,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,11.346934080123901
50.0,25.0,19421220.0,10000.0,0.75,0.5,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,15.873127937316895
50.0,5.0,19421220.0,100.0,0.5,0.5,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,4.2420806884765625
100.0,100.0,19421220.0,1.0,0.5,0.5,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,22.13759422302246
100.0,10.0,19421220.0,0.01,0.75,0.75,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,33.4356791973114
100.0,100.0,19421220.0,1.0,0.5,0.75,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,34.426799058914185
50.0,25.0,19421220.0,1.0,0.75,0.75,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,24.479848861694336
100.0,10.0,19421220.0,1.0,0.75,0.5,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,21.811394214630127
100.0,100.0,19421220.0,10000.0,0.75,0.5,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,31.654011964797974
100.0,25.0,19421220.0,100.0,0.75,0.75,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,49.13756585121155
100.0,10.0,19421220.0,0.01,0.5,0.5,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,16.335602045059204
100.0,10.0,19421220.0,10000.0,0.75,0.5,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,21.956695079803467
50.0,10.0,19421220.0,1.0,0.75,0.75,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,16.75717306137085
100.0,5.0,19421220.0,0.0001,0.5,0.75,0.16444632712976925,0.12115354816799151,0.11607993046631082,13.167802810668945
100.0,10.0,19421220.0,100.0,0.75,0.75,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,36.41827988624573
50.0,100.0,19421220.0,0.0001,0.5,0.5,0.21815739059550032,0.12500599213301578,0.11135642907317778,11.548221826553345
50.0,50.0,19421220.0,0.01,0.75,0.75,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,24.913107872009277
50.0,10.0,19421220.0,10000.0,0.5,0.75,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,12.501175880432129
100.0,50.0,19421220.0,1.0,0.75,0.5,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,31.791222095489502
100.0,100.0,19421220.0,0.0001,0.75,0.5,0.1683397464233587,0.12201462381398798,0.11855154449770156,31.775126934051514
50.0,100.0,19421220.0,10000.0,0.5,0.75,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,17.377660036087036
50.0,10.0,19421220.0,0.0001,0.5,0.5,0.2148472969870283,0.1149196518074056,0.11842540315844197,8.189939022064209
100.0,50.0,19421220.0,0.0001,0.5,0.5,0.22157046635398014,0.12362770402738121,0.1149646816900669,22.318004846572876
50.0,100.0,19421220.0,100.0,0.75,0.5,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,16.005792140960693
100.0,50.0,19421220.0,0.0001,0.75,0.75,0.1855042554779197,0.12001273319775918,0.11959893990060577,49.49781394004822
100.0,5.0,19421220.0,0.0001,0.5,0.5,0.15715963918370945,0.11916138677966115,0.11613291060182152,8.512792110443115
50.0,10.0,19421220.0,0.0,0.75,0.75,0.4477154985744439,0.1103698021800138,0.09902510414522436,16.769478797912598
100.0,5.0,19421220.0,0.0001,0.75,0.75,0.15481398910863642,0.11955979790714388,0.11994371550387706,17.288963079452515
50.0,10.0,19421220.0,100.0,0.5,0.75,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,12.480226039886475
100.0,10.0,19421220.0,0.0,0.5,0.5,0.40849356369086476,0.12243287810284187,0.10529401598958554,16.3450288772583
50.0,100.0,19421220.0,100.0,0.5,0.75,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,17.39390993118286
100.0,100.0,19421220.0,1.0,0.75,0.5,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,31.76957106590271
50.0,5.0,19421220.0,1.0,0.5,0.5,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,4.265068054199219
100.0,100.0,19421220.0,100.0,0.75,0.75,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,49.42710590362549
50.0,5.0,19421220.0,0.0001,0.5,0.5,0.15524417589272244,0.11933197156454944,0.11463047711193741,4.2585368156433105
100.0,5.0,19421220.0,0.01,0.75,0.5,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,11.352790117263794
100.0,10.0,19421220.0,1.0,0.5,0.5,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,16.339416027069092
50.0,50.0,19421220.0,1.0,0.75,0.75,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,24.608614206314087
100.0,100.0,19421220.0,100.0,0.75,0.5,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,31.735238075256348
100.0,10.0,19421220.0,10000.0,0.75,0.75,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,33.50138998031616
50.0,50.0,19421220.0,0.0,0.5,0.5,0.6517169126742623,0.1032734251509021,0.07548216034656463,11.293848991394043
100.0,25.0,19421220.0,10000.0,0.75,0.75,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,49.3969988822937
100.0,100.0,19421220.0,0.0,0.75,0.5,0.7915987781342386,0.08941430713865783,0.07297456468379349,31.686676025390625
100.0,50.0,19421220.0,0.0001,0.75,0.5,0.1683397464233587,0.12201462381398798,0.11855154449770156,31.776822090148926
50.0,25.0,19421220.0,0.0001,0.75,0.75,0.1814833581524271,0.11982796895818926,0.11863139506654918,24.574995279312134
100.0,50.0,19421220.0,1.0,0.75,0.75,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,49.41961598396301
100.0,100.0,19421220.0,1.0,0.75,0.75,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,49.39491391181946
50.0,25.0,19421220.0,100.0,0.75,0.5,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,15.996454238891602
100.0,25.0,19421220.0,0.0001,0.5,0.75,0.23953061462522696,0.11863305212326647,0.11547552465265964,34.451364278793335
100.0,5.0,19421220.0,0.0,0.75,0.75,0.18878044933671045,0.12325789932417208,0.11958730231479742,17.236407995224
50.0,25.0,19421220.0,0.0,0.5,0.75,0.6469189819868465,0.09157987723445815,0.07587965438877509,17.315319061279297
50.0,25.0,19421220.0,0.01,0.5,0.5,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,11.298673868179321
50.0,50.0,19421220.0,10000.0,0.75,0.75,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,24.594871997833252
50.0,100.0,19421220.0,1.0,0.75,0.75,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,24.577170848846436
50.0,10.0,19421220.0,100.0,0.75,0.5,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,11.008577108383179
50.0,50.0,19421220.0,0.0,0.75,0.75,0.7842357585878491,0.0822154660702249,0.060169842535733986,546.9694151878357
100.0,100.0,19421220.0,0.0,0.75,0.75,0.7916347038254213,0.0897609632528994,0.06563452776509793,49.317445039749146
50.0,5.0,19421220.0,0.0,0.75,0.5,0.18133513145292557,0.12797256792584255,0.12010541671592345,5.676990985870361
100.0,50.0,19421220.0,0.0,0.5,0.75,0.6609224069541675,0.09474751728389719,0.0750403022395233,34.415191888809204
100.0,100.0,19421220.0,0.0001,0.5,0.5,0.22157046635398014,0.12362770402738121,0.1149646816900669,22.252336740493774
100.0,25.0,19421220.0,100.0,0.75,0.5,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,31.766127824783325
100.0,5.0,19421220.0,0.01,0.5,0.75,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,12.819736957550049
100.0,5.0,19421220.0,10000.0,0.5,0.5,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,8.44476580619812
50.0,25.0,19421220.0,0.01,0.5,0.75,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,17.21239709854126
50.0,25.0,19421220.0,100.0,0.5,0.75,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,17.221160888671875
100.0,50.0,19421220.0,0.0,0.75,0.75,0.7916347038254213,0.0897609632528994,0.06563452776509793,49.69485378265381
100.0,50.0,19421220.0,0.01,0.5,0.75,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,34.25870990753174
50.0,100.0,19421220.0,0.0001,0.75,0.5,0.16835137330096395,0.12128290158591148,0.11913200558911874,16.020116806030273
50.0,100.0,19421220.0,100.0,0.75,0.75,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,24.82035779953003
50.0,25.0,19421220.0,1.0,0.75,0.5,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,16.127211093902588
50.0,50.0,19421220.0,0.0001,0.5,0.5,0.21815739059550032,0.12500599213301578,0.11135642907317778,11.371116638183594
50.0,25.0,19421220.0,0.0001,0.5,0.75,0.23697053769246057,0.1154649225806974,0.1167923145364339,17.362663745880127
50.0,50.0,19421220.0,10000.0,0.5,0.5,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,11.401027917861938
50.0,5.0,19421220.0,0.01,0.5,0.5,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,4.300612926483154
100.0,100.0,19421220.0,0.0,0.5,0.5,0.6604727352329194,0.10842999848022095,0.08440840678316408,22.38190007209778
100.0,50.0,19421220.0,0.0001,0.5,0.75,0.23824368394387752,0.1192823473622091,0.11823675863996419,34.92178511619568
50.0,10.0,19421220.0,1.0,0.5,0.5,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,8.33327579498291
50.0,5.0,19421220.0,10000.0,0.75,0.5,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,5.800500869750977
100.0,50.0,19421220.0,1.0,0.5,0.5,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,22.782790899276733
50.0,10.0,19421220.0,100.0,0.5,0.5,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,8.328243017196655
100.0,10.0,19421220.0,0.0001,0.75,0.75,0.18485266925334987,0.12089883117683198,0.11822046229171079,34.097657918930054
100.0,50.0,19421220.0,100.0,0.75,0.5,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,32.169002056121826
50.0,25.0,19421220.0,10000.0,0.5,0.5,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,11.480699062347412
50.0,25.0,19421220.0,10000.0,0.5,0.75,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,17.521278142929077
100.0,25.0,19421220.0,0.01,0.5,0.5,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,22.259778022766113
100.0,25.0,19421220.0,1.0,0.5,0.75,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,34.92508792877197
100.0,5.0,19421220.0,10000.0,0.5,0.75,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,13.17203688621521
50.0,25.0,19421220.0,0.0,0.5,0.5,0.6506743812321811,0.1059568584138102,0.07717375008995409,11.534059762954712
100.0,10.0,19421220.0,0.0001,0.75,0.5,0.16696740964736811,0.12185894094110095,0.1184140293433904,22.058377981185913
100.0,100.0,19421220.0,10000.0,0.5,0.5,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,22.38809895515442
50.0,5.0,19421220.0,0.0,0.5,0.75,0.18529691239313673,0.12413628250050035,0.11644820889772745,6.496093034744263
50.0,25.0,19421220.0,100.0,0.5,0.5,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,11.341996192932129
100.0,25.0,19421220.0,0.0,0.5,0.75,0.6584503351352426,0.09684014176278755,0.07626619047008976,34.58403301239014
50.0,100.0,19421220.0,0.0,0.5,0.75,0.6505869459497665,0.0910564695829208,0.0743194830234285,17.51578402519226
100.0,100.0,19421220.0,0.01,0.75,0.5,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,32.240933895111084
100.0,10.0,19421220.0,100.0,0.75,0.5,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,22.270421028137207
50.0,50.0,19421220.0,0.0,0.5,0.75,0.6505869459497665,0.0910564695829208,0.0743194830234285,17.658175945281982
50.0,5.0,19421220.0,0.0,0.75,0.75,0.18831240360357349,0.12291365937075449,0.1191655952975268,8.841524839401245
50.0,100.0,19421220.0,0.0001,0.5,0.75,0.23386691589753394,0.11699419290719282,0.11753499153479119,17.74243402481079
100.0,10.0,19421220.0,100.0,0.5,0.75,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,25.32028293609619
50.0,5.0,19421220.0,10000.0,0.5,0.5,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,4.362226724624634
50.0,100.0,19421220.0,10000.0,0.75,0.75,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,24.922549962997437
100.0,25.0,19421220.0,100.0,0.5,0.5,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,22.709893941879272
50.0,5.0,19421220.0,0.01,0.75,0.5,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,5.706283807754517
100.0,5.0,19421220.0,1.0,0.75,0.75,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,17.349120140075684
100.0,25.0,19421220.0,0.01,0.75,0.75,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,49.62695813179016
100.0,100.0,19421220.0,10000.0,0.5,0.75,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,34.6382839679718
100.0,100.0,19421220.0,10000.0,0.75,0.75,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,49.64947199821472
100.0,5.0,19421220.0,100.0,0.75,0.5,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,11.39024305343628
50.0,50.0,19421220.0,100.0,0.75,0.5,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,16.045777082443237
100.0,5.0,19421220.0,100.0,0.5,0.75,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,12.972712993621826
50.0,100.0,19421220.0,0.01,0.75,0.75,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,24.69025993347168
100.0,100.0,19421220.0,0.01,0.75,0.75,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,49.60913681983948
100.0,25.0,19421220.0,10000.0,0.5,0.5,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,22.36147689819336
50.0,25.0,19421220.0,0.01,0.75,0.75,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,24.68470597267151
50.0,100.0,19421220.0,0.0,0.75,0.75,0.7842357585878491,0.0822154660702249,0.060169842535733986,24.664912223815918
