gamma,subsample,colsample_bytree,max_depth,eta,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time
100.0,0.5,0.75,5.0,0.6,0.1758,0.1779,0.1722,0.2285,0.2282,0.2291,253659448650306.16,253421657290629.28,254439407717682.1,8.62
0.0001,0.5,0.25,100.0,0.75,0.9984,0.3269,0.3174,0.01,0.2064,0.208,6105605971069.662,184662787182697.28,184842684880336.6,37.7
1.0,0.25,0.5,10.0,0.9,0.5933,0.3824,0.3489,0.1605,0.1978,0.2032,133863419436278.48,171881321118259.94,174526824677442.6,12.98
0.0,0.75,0.5,50.0,0.9,1.0,0.36,0.3552,0.0018,0.2013,0.2022,907981895055.3486,176371270209449.3,176820715629990.56,66.32
100.0,0.75,0.75,5.0,0.15,0.2158,0.2198,0.2111,0.2228,0.2223,0.2236,243587756745019.4,243156529430372.9,244493146245234.1,7.57
0.0001,0.25,0.75,100.0,0.6,0.9653,0.3009,0.2784,0.0469,0.2104,0.2139,30875820669557.12,169944909122160.88,174577342059404.34,99.1
0.0001,0.5,0.25,50.0,0.3,0.9984,0.3245,0.3152,0.01,0.2068,0.2083,6095373213173.868,184273977507913.9,185296915154755.1,36.85
0.0,0.75,0.75,50.0,0.75,1.0,0.3552,0.3502,0.0017,0.2021,0.203,868182171669.9786,172592085401747.72,173755809001221.6,93.64
0.0,0.25,0.25,5.0,0.75,0.5119,0.3985,0.3729,0.1758,0.1952,0.1994,153701723470356.1,174040224145441.22,178850369131895.84,4.03
0.0001,0.75,0.75,100.0,0.3,0.9999,0.3579,0.348,0.0029,0.2016,0.2033,1487715528675.9834,171921112531342.75,173975657518577.84,103.77
0.0001,0.5,0.25,5.0,0.9,0.5283,0.4073,0.3808,0.1728,0.1937,0.1981,151153737648329.72,173661405087305.6,177268378909223.16,4.67
100.0,0.25,0.75,25.0,0.3,0.0959,0.0965,0.0958,0.2393,0.2392,0.2394,269410487930730.6,269310438123365.88,269732145066280.6,26.88
1.0,0.5,0.25,100.0,0.75,0.644,0.3956,0.3724,0.1501,0.1956,0.1995,128684847400169.77,174431733643997.75,178175726689245.12,37.2
0.0001,0.75,0.25,5.0,0.45,0.5361,0.4086,0.3846,0.1714,0.1935,0.1975,150021874221310.25,174137308518768.25,176258859162962.4,4.32
0.01,0.75,0.75,100.0,0.45,0.995,0.3533,0.3467,0.0178,0.2024,0.2035,11054837538224.17,173533579985169.25,174514909833956.62,127.98
0.0,0.5,0.75,10.0,0.75,0.9178,0.3592,0.3373,0.0722,0.2014,0.2049,50584464620127.336,171767302583709.94,174775295465910.5,21.52
0.0,0.75,0.5,10.0,0.45,0.9425,0.3706,0.3488,0.0604,0.1996,0.2032,41675370882361.13,174188790967350.9,175908977374027.62,16.81
100.0,0.25,0.5,100.0,0.3,0.0945,0.0948,0.0945,0.2395,0.2394,0.2396,269687272395748.25,269620653852396.03,269971737910651.1,21.5
100.0,0.5,0.25,10.0,0.6,0.1904,0.1918,0.1871,0.2264,0.2262,0.227,250499315884228.6,250366319184297.47,251170396737956.4,9.57
1.0,0.75,0.75,25.0,0.15,0.7447,0.3973,0.3823,0.1272,0.1954,0.1979,106860990378566.23,169830408441119.5,172451575463499.88,59.14
100.0,0.5,0.75,50.0,0.45,0.1758,0.1779,0.1722,0.2285,0.2282,0.2291,253659448650306.16,253421657290629.28,254439407717682.1,43.09
0.0,0.75,0.25,50.0,0.6,0.9999,0.3458,0.322,0.002,0.2035,0.2073,1115142726308.1824,187830710963140.5,191742396488598.9,33.9
0.0001,0.25,0.5,25.0,0.75,0.9588,0.3038,0.2718,0.0511,0.21,0.2148,32999348634759.52,168770296884064.84,177555716932419.34,37.93
0.01,0.5,0.5,50.0,0.6,0.9911,0.3332,0.3375,0.0237,0.2055,0.2049,13630461685147.088,177015855067045.62,177804093014581.5,74.99
0.01,0.25,0.75,25.0,0.15,0.9528,0.3048,0.2746,0.0547,0.2098,0.2144,34300194069391.27,170736217606362.78,176859186721079.44,47.96
100.0,0.25,0.25,100.0,0.15,0.0942,0.096,0.0934,0.2395,0.2392,0.2397,269900884388326.25,269604590095256.16,270323581918564.88,13.26
100.0,0.25,0.25,50.0,0.9,0.0942,0.096,0.0934,0.2395,0.2392,0.2397,269900884388326.25,269604590095256.16,270323581918564.88,13.3
1.0,0.25,0.75,5.0,0.15,0.4984,0.399,0.3826,0.1782,0.1951,0.1978,154157098018946.62,172851534923396.7,173361741679563.56,7.67
100.0,0.5,0.25,50.0,0.3,0.1904,0.1918,0.1871,0.2264,0.2262,0.227,250499315884228.6,250366319184297.47,251170396737956.4,19.14
0.0001,0.75,0.75,50.0,0.15,0.9999,0.3573,0.347,0.0029,0.2017,0.2034,1489675166547.2185,172079324279107.06,174170939544197.9,99.28
100.0,0.25,0.5,5.0,0.3,0.0945,0.0948,0.0945,0.2395,0.2394,0.2396,269687272395748.25,269620653852396.03,269971737910651.1,5.61
1.0,0.25,0.25,5.0,0.15,0.4639,0.4099,0.3766,0.1842,0.1933,0.1988,163401100822288.97,174969300080853.2,179789539593097.03,4.86
100.0,0.25,0.5,50.0,0.75,0.0945,0.0948,0.0945,0.2395,0.2394,0.2396,269687272395748.25,269620653852396.03,269971737910651.1,21.37
1.0,0.25,0.75,50.0,0.9,0.6422,0.3633,0.3515,0.1505,0.2008,0.2027,122804487279257.22,170046181826526.8,173810753660759.38,78.49
0.01,0.25,0.5,10.0,0.3,0.8276,0.3335,0.3006,0.1045,0.2054,0.2106,76657502746177.97,169845789662704.12,177223983390699.72,13.27
0.01,0.75,0.5,100.0,0.75,0.9946,0.3592,0.3576,0.0185,0.2014,0.2018,11554327536426.83,177109884036397.34,176710920426820.12,86.71
0.0001,0.5,0.5,5.0,0.9,0.5519,0.4016,0.3777,0.1685,0.1947,0.1986,145248037857510.03,172450288061742.25,175108623164842.66,6.82
0.0,0.5,0.25,5.0,0.45,0.5283,0.4073,0.3808,0.1728,0.1937,0.1981,151153737648329.72,173661405087305.6,177268378909223.16,4.66
1.0,0.25,0.25,5.0,0.45,0.4639,0.4099,0.3766,0.1842,0.1933,0.1988,163401100822288.97,174969300080853.2,179789539593097.03,3.97
100.0,0.5,0.5,25.0,0.6,0.1709,0.1728,0.1688,0.2291,0.2289,0.2295,254147248940679.3,253900666359425.9,254698219583950.44,31.55
100.0,0.25,0.25,100.0,0.9,0.0942,0.096,0.0934,0.2395,0.2392,0.2397,269900884388326.25,269604590095256.16,270323581918564.88,14.56
100.0,0.75,0.25,10.0,0.75,0.2292,0.2296,0.2256,0.2209,0.2209,0.2216,240951859044317.3,241076452991998.62,241556707872397.47,9.0
0.01,0.5,0.75,100.0,0.75,0.9918,0.3483,0.3355,0.0228,0.2031,0.2052,12978023317505.195,172574283618783.06,174364208561252.1,122.55
0.0,0.5,0.5,50.0,0.3,0.9988,0.3445,0.3282,0.0086,0.2037,0.2064,5218160306475.7295,174013364676985.53,176919251107222.84,73.1
100.0,0.5,0.75,50.0,0.75,0.1758,0.1779,0.1722,0.2285,0.2282,0.2291,253659448650306.16,253421657290629.28,254439407717682.1,42.68
100.0,0.25,0.5,25.0,0.75,0.0945,0.0948,0.0945,0.2395,0.2394,0.2396,269687272395748.25,269620653852396.03,269971737910651.1,21.45
0.01,0.5,0.5,100.0,0.45,0.9911,0.3341,0.3381,0.0237,0.2053,0.2048,13646839556934.703,176812718289802.38,177609346300610.44,81.19
1.0,0.25,0.5,10.0,0.45,0.5933,0.3824,0.3489,0.1605,0.1978,0.2032,133863419436278.48,171881321118259.94,174526824677442.6,12.92
100.0,0.25,0.25,5.0,0.45,0.0942,0.096,0.0934,0.2395,0.2392,0.2397,269900884388326.25,269604590095256.16,270323581918564.88,4.19
0.0001,0.5,0.25,100.0,0.9,0.9984,0.3269,0.3174,0.01,0.2064,0.208,6105605971069.662,184662787182697.28,184842684880336.6,38.25
0.0,0.75,0.5,25.0,0.45,0.9999,0.3604,0.3567,0.0023,0.2012,0.2019,1135157774275.9558,175835222810007.47,176585605348910.38,46.61
0.0001,0.5,0.25,5.0,0.6,0.5283,0.4073,0.3808,0.1728,0.1937,0.1981,151153737648329.72,173661405087305.6,177268378909223.16,4.68
0.0,0.25,0.25,5.0,0.3,0.5119,0.3985,0.3729,0.1758,0.1952,0.1994,153701723470356.1,174040224145441.22,178850369131895.84,4.02
0.01,0.5,0.5,10.0,0.75,0.9118,0.3555,0.3472,0.0747,0.202,0.2034,52932642885478.266,173758967176547.8,174746024238610.62,16.3
1.0,0.75,0.25,100.0,0.15,0.6773,0.3965,0.3768,0.1429,0.1955,0.1987,123116188515573.06,176275305259757.47,178105886692794.34,40.56
1.0,0.25,0.5,50.0,0.45,0.6273,0.3744,0.3461,0.1536,0.199,0.2036,126546781945065.2,170924503379508.4,173579905587313.25,58.17
0.0,0.25,0.5,25.0,0.6,0.96,0.3097,0.2686,0.0503,0.2091,0.2153,32814172977488.08,168260163244321.88,177438372867649.78,36.49
0.0001,0.25,0.75,50.0,0.9,0.9649,0.3025,0.2828,0.0471,0.2102,0.2132,31299142047104.12,170019632105247.78,175006305339387.9,82.95
1.0,0.25,0.75,5.0,0.75,0.4984,0.399,0.3826,0.1782,0.1951,0.1978,154157098018946.62,172851534923396.7,173361741679563.56,6.87
100.0,0.5,0.5,50.0,0.15,0.1709,0.1728,0.1688,0.2291,0.2289,0.2295,254147248940679.3,253900666359425.9,254698219583950.44,31.46
100.0,0.25,0.5,10.0,0.75,0.0945,0.0948,0.0945,0.2395,0.2394,0.2396,269687272395748.25,269620653852396.03,269971737910651.1,14.34
0.0,0.25,0.25,50.0,0.75,0.9623,0.3077,0.2536,0.0488,0.2094,0.2175,33207003394907.44,175213760993478.5,183680929349754.03,31.09
1.0,0.75,0.75,5.0,0.3,0.5208,0.4079,0.3919,0.1742,0.1936,0.1963,151016375492195.97,172830089225893.9,173372521985106.0,7.69
1.0,0.5,0.5,25.0,0.45,0.696,0.3855,0.3701,0.1388,0.1973,0.1998,116427528387065.58,172237280444622.75,175233611842071.9,43.4
1.0,0.5,0.25,10.0,0.3,0.5965,0.401,0.3729,0.1599,0.1948,0.1994,138372350072759.95,173668111391915.22,177260647492742.22,9.52
1.0,0.5,0.5,25.0,0.75,0.696,0.3855,0.3701,0.1388,0.1973,0.1998,116427528387065.58,172237280444622.75,175233611842071.9,44.56
100.0,0.25,0.5,10.0,0.45,0.0945,0.0948,0.0945,0.2395,0.2394,0.2396,269687272395748.25,269620653852396.03,269971737910651.1,13.21
1.0,0.5,0.75,50.0,0.15,0.7158,0.3827,0.3681,0.1342,0.1977,0.2001,111158338713216.56,170420941599825.7,172301990653398.53,104.77
0.0001,0.5,0.75,50.0,0.6,0.9987,0.3438,0.3291,0.0089,0.2038,0.2062,5130868493395.386,172597832720993.16,175124170697577.7,104.0
100.0,0.5,0.75,25.0,0.75,0.1758,0.1779,0.1722,0.2285,0.2282,0.2291,253659448650306.16,253421657290629.28,254439407717682.1,42.47
1.0,0.75,0.25,5.0,0.6,0.4884,0.416,0.3948,0.18,0.1923,0.1959,158908005301904.12,174172995721274.16,175931667799851.5,4.26
0.01,0.5,0.5,50.0,0.3,0.9911,0.3332,0.3375,0.0237,0.2055,0.2049,13630461685147.088,177015855067045.62,177804093014581.5,73.72
1.0,0.5,0.5,50.0,0.9,0.6999,0.3849,0.3657,0.1379,0.1974,0.2005,115351244854378.94,172056819870472.2,175925818837719.62,74.48
100.0,0.25,0.75,50.0,0.6,0.0959,0.0965,0.0958,0.2393,0.2392,0.2394,269410487930730.6,269310438123365.88,269732145066280.6,26.78
100.0,0.5,0.25,100.0,0.9,0.1904,0.1918,0.1871,0.2264,0.2262,0.227,250499315884228.6,250366319184297.47,251170396737956.4,18.93
0.0,0.75,0.25,25.0,0.15,0.9999,0.3501,0.3269,0.0025,0.2029,0.2066,1362268447291.2405,187220473822382.97,190852964322831.88,25.53
0.01,0.5,0.25,50.0,0.45,0.9886,0.3205,0.3172,0.0269,0.2074,0.208,15257029539370.2,185772599764033.12,187680936430181.12,38.0
0.01,0.5,0.25,5.0,0.15,0.5293,0.4085,0.381,0.1727,0.1935,0.1981,150869765422197.16,173406143246474.44,177007650920635.1,4.65
100.0,0.75,0.25,50.0,0.75,0.2292,0.2296,0.2256,0.2209,0.2209,0.2216,240951859044317.3,241076452991998.62,241556707872397.47,21.61
100.0,0.75,0.25,50.0,0.15,0.2292,0.2296,0.2256,0.2209,0.2209,0.2216,240951859044317.3,241076452991998.62,241556707872397.47,21.61
1.0,0.75,0.25,25.0,0.3,0.6751,0.3969,0.3776,0.1434,0.1954,0.1986,123422372904651.52,176028904586437.06,178119456186842.94,24.46
0.0001,0.5,0.75,10.0,0.45,0.9172,0.354,0.3412,0.0724,0.2022,0.2043,50441428362746.38,172492896519849.66,173852229239759.72,21.52
100.0,0.25,0.5,100.0,0.45,0.0945,0.0948,0.0945,0.2395,0.2394,0.2396,269687272395748.25,269620653852396.03,269971737910651.1,22.74
100.0,0.5,0.25,25.0,0.3,0.1904,0.1918,0.1871,0.2264,0.2262,0.227,250499315884228.6,250366319184297.47,251170396737956.4,18.81
100.0,0.5,0.5,25.0,0.75,0.1709,0.1728,0.1688,0.2291,0.2289,0.2295,254147248940679.3,253900666359425.9,254698219583950.44,31.36
1.0,0.25,0.25,10.0,0.6,0.5409,0.3865,0.3539,0.1705,0.1971,0.2024,146856571647747.6,174256642459431.12,179662560357661.8,8.14
1.0,0.5,0.5,25.0,0.6,0.696,0.3855,0.3701,0.1388,0.1973,0.1998,116427528387065.58,172237280444622.75,175233611842071.9,43.32
1.0,0.5,0.5,100.0,0.3,0.6999,0.3849,0.3657,0.1379,0.1974,0.2005,115351244854378.94,172056819870472.2,175925818837719.62,80.8
100.0,0.25,0.25,25.0,0.3,0.0942,0.096,0.0934,0.2395,0.2392,0.2397,269900884388326.25,269604590095256.16,270323581918564.88,13.27
100.0,0.25,0.75,100.0,0.45,0.0959,0.0965,0.0958,0.2393,0.2392,0.2394,269410487930730.6,269310438123365.88,269732145066280.6,26.78
100.0,0.75,0.25,25.0,0.75,0.2292,0.2296,0.2256,0.2209,0.2209,0.2216,240951859044317.3,241076452991998.62,241556707872397.47,20.79
100.0,0.75,0.25,50.0,0.9,0.2292,0.2296,0.2256,0.2209,0.2209,0.2216,240951859044317.3,241076452991998.62,241556707872397.47,22.8
100.0,0.5,0.5,10.0,0.15,0.1709,0.1728,0.1688,0.2291,0.2289,0.2295,254147248940679.3,253900666359425.9,254698219583950.44,16.19
100.0,0.25,0.5,5.0,0.45,0.0945,0.0948,0.0945,0.2395,0.2394,0.2396,269687272395748.25,269620653852396.03,269971737910651.1,5.46
100.0,0.5,0.75,25.0,0.3,0.1758,0.1779,0.1722,0.2285,0.2282,0.2291,253659448650306.16,253421657290629.28,254439407717682.1,41.43
0.01,0.25,0.25,50.0,0.45,0.9502,0.3069,0.2668,0.0561,0.2095,0.2156,35215681733954.05,176654745974609.62,183841781545862.3,30.79
0.0,0.25,0.75,100.0,0.75,0.9652,0.3095,0.2702,0.0469,0.2091,0.2151,31044406677613.605,169211786412231.4,176147113760762.97,100.66
0.0,0.5,0.75,50.0,0.15,0.9989,0.3529,0.3283,0.0085,0.2024,0.2063,5064874833931.337,170481307656107.16,175090338716759.16,104.43
0.0,0.25,0.5,100.0,0.9,0.9654,0.292,0.2734,0.0468,0.2117,0.2146,30998615671831.45,172438470596046.0,177122102189169.0,68.99
100.0,0.25,0.75,100.0,0.9,0.0959,0.0965,0.0958,0.2393,0.2392,0.2394,269410487930730.6,269310438123365.88,269732145066280.6,26.78
100.0,0.75,0.5,25.0,0.15,0.2137,0.2157,0.2087,0.2232,0.2229,0.224,244280194584389.03,244135256020614.56,245208933627431.38,36.0
100.0,0.25,0.5,25.0,0.9,0.0945,0.0948,0.0945,0.2395,0.2394,0.2396,269687272395748.25,269620653852396.03,269971737910651.1,21.39
1.0,0.5,0.5,100.0,0.9,0.6999,0.3849,0.3657,0.1379,0.1974,0.2005,115351244854378.94,172056819870472.2,175925818837719.62,80.68
0.0,0.25,0.75,10.0,0.3,0.8313,0.3216,0.3257,0.1034,0.2073,0.2067,75540053222214.97,167071639616952.75,172863310325207.06,16.99
0.01,0.25,0.75,10.0,0.3,0.8342,0.31,0.3218,0.1025,0.209,0.2073,74536492921349.7,171695375596630.34,172787880204286.66,17.0
0.01,0.5,0.75,50.0,0.75,0.9918,0.3473,0.3367,0.0228,0.2033,0.205,13042773381090.604,172925555214074.88,174117791973143.22,105.59
100.0,0.25,0.5,25.0,0.45,0.0945,0.0948,0.0945,0.2395,0.2394,0.2396,269687272395748.25,269620653852396.03,269971737910651.1,21.41
0.0001,0.25,0.25,50.0,0.15,0.9622,0.2861,0.2787,0.0489,0.2126,0.2138,33061773977093.867,179796368856747.5,181563560687150.84,31.04
1.0,0.5,0.5,100.0,0.75,0.6999,0.3849,0.3657,0.1379,0.1974,0.2005,115351244854378.94,172056819870472.2,175925818837719.62,80.71
0.01,0.75,0.5,100.0,0.45,0.9946,0.3592,0.3576,0.0185,0.2014,0.2018,11554327536426.83,177109884036397.34,176710920426820.12,87.03
0.0001,0.75,0.5,50.0,0.9,0.9999,0.3614,0.3564,0.003,0.2011,0.202,1562041762598.668,176606681541664.8,176245646422238.75,70.0
1.0,0.5,0.5,100.0,0.6,0.6999,0.3849,0.3657,0.1379,0.1974,0.2005,115351244854378.94,172056819870472.2,175925818837719.62,80.84
100.0,0.25,0.5,25.0,0.15,0.0945,0.0948,0.0945,0.2395,0.2394,0.2396,269687272395748.25,269620653852396.03,269971737910651.1,21.51
0.0,0.75,0.25,5.0,0.9,0.5361,0.4086,0.3846,0.1714,0.1935,0.1975,150021874221310.25,174137308518768.25,176258859162962.4,4.32
1.0,0.25,0.25,50.0,0.45,0.5771,0.381,0.3446,0.1636,0.198,0.2038,138839734092625.08,172386602520998.75,179260269074068.47,29.56
1.0,0.5,0.75,10.0,0.75,0.6608,0.3973,0.3722,0.1466,0.1954,0.1995,122778027052065.88,170233573591052.0,173863399073427.5,20.66
0.0001,0.25,0.25,25.0,0.9,0.9589,0.2946,0.2505,0.051,0.2113,0.218,34024432436696.13,177048975136242.9,186713362797031.0,22.21
1.0,0.5,0.25,5.0,0.6,0.4804,0.4098,0.3843,0.1814,0.1933,0.1976,160307815631485.3,174787491416947.25,178023660365023.38,4.66
0.0001,0.25,0.5,50.0,0.15,0.9653,0.3027,0.264,0.0469,0.2101,0.216,30793926830531.016,169459023859595.78,179842022433671.72,61.42
0.01,0.75,0.75,25.0,0.6,0.9946,0.3582,0.3452,0.0184,0.2016,0.2037,11331492207208.24,173098815602902.2,174926057746673.16,62.49
0.0001,0.25,0.75,25.0,0.9,0.9585,0.3021,0.276,0.0513,0.2102,0.2142,33096527012690.84,169435443138495.44,173724104596955.22,47.3
1.0,0.25,0.75,100.0,0.45,0.6422,0.3633,0.3515,0.1505,0.2008,0.2027,122804487279257.22,170046181826526.8,173810753660759.38,90.78
0.01,0.5,0.75,25.0,0.3,0.991,0.3499,0.3365,0.0238,0.2029,0.2051,13584282173656.623,172009666986995.6,174792661795703.06,62.17
0.0001,0.5,0.5,50.0,0.6,0.9987,0.3341,0.335,0.0091,0.2053,0.2053,5332099199832.664,176086510605449.12,176432112995390.2,73.72
0.01,0.75,0.5,50.0,0.75,0.9946,0.3591,0.3579,0.0185,0.2014,0.2017,11645560869973.52,177053845095551.8,176626819652953.8,75.78
0.0001,0.5,0.5,50.0,0.75,0.9987,0.3341,0.335,0.0091,0.2053,0.2053,5332099199832.664,176086510605449.12,176432112995390.2,73.64
0.0001,0.25,0.75,5.0,0.15,0.5429,0.3977,0.3698,0.1701,0.1953,0.1999,145120777579712.47,169617671512547.62,174012871253267.56,6.91
0.0001,0.75,0.75,10.0,0.15,0.949,0.3808,0.3475,0.0568,0.198,0.2034,38555611255252.79,169310126211249.22,174552812293610.88,20.15
100.0,0.25,0.75,5.0,0.3,0.0959,0.0965,0.0958,0.2393,0.2392,0.2394,269410487930730.6,269310438123365.88,269732145066280.6,6.85
100.0,0.5,0.25,100.0,0.3,0.1904,0.1918,0.1871,0.2264,0.2262,0.227,250499315884228.6,250366319184297.47,251170396737956.4,18.99
0.0,0.5,0.25,10.0,0.45,0.8929,0.3652,0.3395,0.0824,0.2005,0.2046,61300302052209.37,175138133567991.06,179554257687114.75,9.77
0.0001,0.25,0.5,100.0,0.75,0.9653,0.3049,0.2702,0.0469,0.2098,0.2151,31128828450921.004,170313755588381.94,178788866439150.03,70.53
0.0,0.25,0.25,100.0,0.6,0.9625,0.3004,0.265,0.0487,0.2105,0.2158,32976799556865.69,176154851199874.06,183006046644351.1,31.8
0.01,0.5,0.5,10.0,0.9,0.9118,0.3555,0.3472,0.0747,0.202,0.2034,52932642885478.266,173758967176547.8,174746024238610.62,16.26
1.0,0.25,0.25,50.0,0.6,0.5771,0.381,0.3446,0.1636,0.198,0.2038,138839734092625.08,172386602520998.75,179260269074068.47,30.89
100.0,0.5,0.75,10.0,0.15,0.1758,0.1779,0.1722,0.2285,0.2282,0.2291,253659448650306.16,253421657290629.28,254439407717682.1,21.38
1.0,0.25,0.5,50.0,0.75,0.6273,0.3744,0.3461,0.1536,0.199,0.2036,126546781945065.2,170924503379508.4,173579905587313.25,58.32
1.0,0.75,0.25,10.0,0.3,0.621,0.4113,0.3831,0.1549,0.1931,0.1977,133828812517730.92,172934581507497.0,176107721008979.7,8.93
0.01,0.75,0.25,100.0,0.9,0.9931,0.3446,0.3205,0.0209,0.2037,0.2075,13109480402929.06,188321412609821.88,193102525578949.88,41.6
0.0001,0.25,0.5,50.0,0.75,0.9653,0.3027,0.264,0.0469,0.2101,0.216,30793926830531.016,169459023859595.78,179842022433671.72,61.47
0.0,0.75,0.75,25.0,0.15,0.9999,0.3525,0.3502,0.0022,0.2025,0.2029,1085568464860.6072,172821561379854.38,173511342597003.38,65.62
0.01,0.75,0.5,25.0,0.15,0.9943,0.3644,0.3596,0.019,0.2006,0.2015,11798343193919.56,176226887333366.6,176014244235156.38,44.76
0.0001,0.25,0.75,10.0,0.9,0.8298,0.3232,0.3211,0.1038,0.207,0.2074,75514228891777.33,169208235328093.5,173341602359434.2,17.01
0.0001,0.5,0.25,10.0,0.15,0.8956,0.3634,0.34,0.0813,0.2008,0.2045,60375035552530.28,175325695766046.22,178718870940274.03,9.8
1.0,0.25,0.5,5.0,0.3,0.4887,0.4066,0.3804,0.1799,0.1938,0.1982,156475907604065.78,172635798207434.0,174787995693530.0,5.58
0.0001,0.75,0.5,100.0,0.15,0.9999,0.3619,0.3559,0.003,0.201,0.2021,1556297507909.179,176584394170777.84,176236394784861.84,71.94
1.0,0.75,0.5,10.0,0.6,0.6664,0.4014,0.3812,0.1453,0.1947,0.1981,123525545011023.36,172998263025942.72,174885130104810.75,14.76
0.0001,0.5,0.5,10.0,0.75,0.9134,0.3616,0.3461,0.0741,0.2011,0.2036,52856217096090.54,170895725910081.6,175400496826825.88,16.15
0.0,0.5,0.25,100.0,0.45,0.9986,0.3264,0.3135,0.0095,0.2065,0.2086,6011893851202.407,183949135630308.4,184628351430886.1,36.79
100.0,0.25,0.5,5.0,0.9,0.0945,0.0948,0.0945,0.2395,0.2394,0.2396,269687272395748.25,269620653852396.03,269971737910651.1,5.48
0.0,0.5,0.25,10.0,0.3,0.8929,0.3652,0.3395,0.0824,0.2005,0.2046,61300302052209.37,175138133567991.06,179554257687114.75,9.72
0.01,0.25,0.75,10.0,0.75,0.8342,0.31,0.3218,0.1025,0.209,0.2073,74536492921349.7,171695375596630.34,172787880204286.66,18.16
0.01,0.25,0.75,10.0,0.15,0.8342,0.31,0.3218,0.1025,0.209,0.2073,74536492921349.7,171695375596630.34,172787880204286.66,16.86
