num_iterations,max_depth,bagging_fraction,feature_fraction,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time
50.0,50.0,0.25,0.25,0.2439,0.0921,0.0431,0.1294,0.1418,0.1456,83209822448526.28,92696782652696.5,92971468079808.5,0.18
100.0,25.0,0.25,0.75,0.4175,0.0894,0.0305,0.1135,0.142,0.1466,72476871348917.19,91454485420594.11,96328478889487.27,0.62
50.0,25.0,0.5,0.75,0.3001,0.0947,0.0459,0.1245,0.1416,0.1454,79153396279761.66,90208052889651.66,93111497024557.48,0.32
50.0,25.0,0.75,0.5,0.2817,0.0838,0.0502,0.1261,0.1424,0.1451,80349446379819.22,90934657182514.11,93861379825234.3,0.22
50.0,50.0,0.25,0.5,0.2817,0.0838,0.0502,0.1261,0.1424,0.1451,80349446379819.22,90934657182514.11,93861379825234.3,0.22
50.0,50.0,0.5,0.75,0.3001,0.0947,0.0459,0.1245,0.1416,0.1454,79153396279761.66,90208052889651.66,93111497024557.48,0.29
100.0,75.0,0.25,0.75,0.4175,0.0894,0.0305,0.1135,0.142,0.1466,72476871348917.19,91454485420594.11,96328478889487.27,0.62
50.0,75.0,0.5,0.5,0.2817,0.0838,0.0502,0.1261,0.1424,0.1451,80349446379819.22,90934657182514.11,93861379825234.3,0.22
50.0,50.0,0.75,0.5,0.2817,0.0838,0.0502,0.1261,0.1424,0.1451,80349446379819.22,90934657182514.11,93861379825234.3,0.21
50.0,75.0,0.5,0.25,0.2439,0.0921,0.0431,0.1294,0.1418,0.1456,83209822448526.28,92696782652696.5,92971468079808.5,0.16
50.0,50.0,0.5,0.25,0.2439,0.0921,0.0431,0.1294,0.1418,0.1456,83209822448526.28,92696782652696.5,92971468079808.5,0.14
50.0,75.0,0.25,0.5,0.2817,0.0838,0.0502,0.1261,0.1424,0.1451,80349446379819.22,90934657182514.11,93861379825234.3,0.26
50.0,75.0,0.75,0.5,0.2817,0.0838,0.0502,0.1261,0.1424,0.1451,80349446379819.22,90934657182514.11,93861379825234.3,0.25
50.0,50.0,0.75,0.5,0.2817,0.0838,0.0502,0.1261,0.1424,0.1451,80349446379819.22,90934657182514.11,93861379825234.3,0.22
100.0,50.0,0.75,0.25,0.3536,0.0864,0.0346,0.1196,0.1422,0.1463,76908818364868.81,92869902437724.9,94425280799631.3,0.29
50.0,75.0,0.5,0.25,0.2439,0.0921,0.0431,0.1294,0.1418,0.1456,83209822448526.28,92696782652696.5,92971468079808.5,0.13
50.0,75.0,0.5,0.75,0.3001,0.0947,0.0459,0.1245,0.1416,0.1454,79153396279761.66,90208052889651.66,93111497024557.48,0.31
50.0,75.0,0.75,0.5,0.2817,0.0838,0.0502,0.1261,0.1424,0.1451,80349446379819.22,90934657182514.11,93861379825234.3,0.21
50.0,25.0,0.5,0.75,0.3001,0.0947,0.0459,0.1245,0.1416,0.1454,79153396279761.66,90208052889651.66,93111497024557.48,0.31
50.0,75.0,0.5,0.75,0.3001,0.0947,0.0459,0.1245,0.1416,0.1454,79153396279761.66,90208052889651.66,93111497024557.48,0.32
100.0,25.0,0.5,0.25,0.3536,0.0864,0.0346,0.1196,0.1422,0.1463,76908818364868.81,92869902437724.9,94425280799631.3,0.31
50.0,50.0,0.75,0.25,0.2439,0.0921,0.0431,0.1294,0.1418,0.1456,83209822448526.28,92696782652696.5,92971468079808.5,0.15
100.0,75.0,0.5,0.75,0.4175,0.0894,0.0305,0.1135,0.142,0.1466,72476871348917.19,91454485420594.11,96328478889487.27,0.59
50.0,50.0,0.25,0.5,0.2817,0.0838,0.0502,0.1261,0.1424,0.1451,80349446379819.22,90934657182514.11,93861379825234.3,0.29
50.0,50.0,0.75,0.75,0.3001,0.0947,0.0459,0.1245,0.1416,0.1454,79153396279761.66,90208052889651.66,93111497024557.48,0.31
50.0,50.0,0.75,0.25,0.2439,0.0921,0.0431,0.1294,0.1418,0.1456,83209822448526.28,92696782652696.5,92971468079808.5,0.15
100.0,75.0,0.75,0.5,0.3978,0.0787,0.0329,0.1155,0.1428,0.1464,73832066049903.42,92095514602154.31,96572744044420.03,0.45
50.0,75.0,0.25,0.5,0.2817,0.0838,0.0502,0.1261,0.1424,0.1451,80349446379819.22,90934657182514.11,93861379825234.3,0.21
100.0,25.0,0.5,0.75,0.4175,0.0894,0.0305,0.1135,0.142,0.1466,72476871348917.19,91454485420594.11,96328478889487.27,1.0
100.0,25.0,0.75,0.75,0.4175,0.0894,0.0305,0.1135,0.142,0.1466,72476871348917.19,91454485420594.11,96328478889487.27,1.57
50.0,50.0,0.5,0.25,0.2439,0.0921,0.0431,0.1294,0.1418,0.1456,83209822448526.28,92696782652696.5,92971468079808.5,0.15
100.0,25.0,0.75,0.5,0.3978,0.0787,0.0329,0.1155,0.1428,0.1464,73832066049903.42,92095514602154.31,96572744044420.03,0.51
50.0,25.0,0.5,0.25,0.2439,0.0921,0.0431,0.1294,0.1418,0.1456,83209822448526.28,92696782652696.5,92971468079808.5,0.14
100.0,50.0,0.75,0.75,0.4175,0.0894,0.0305,0.1135,0.142,0.1466,72476871348917.19,91454485420594.11,96328478889487.27,1.02
50.0,50.0,0.25,0.75,0.3001,0.0947,0.0459,0.1245,0.1416,0.1454,79153396279761.66,90208052889651.66,93111497024557.48,0.97
50.0,50.0,0.25,0.75,0.3001,0.0947,0.0459,0.1245,0.1416,0.1454,79153396279761.66,90208052889651.66,93111497024557.48,0.8
50.0,25.0,0.25,0.5,0.2817,0.0838,0.0502,0.1261,0.1424,0.1451,80349446379819.22,90934657182514.11,93861379825234.3,0.97
50.0,75.0,0.5,0.5,0.2817,0.0838,0.0502,0.1261,0.1424,0.1451,80349446379819.22,90934657182514.11,93861379825234.3,0.31
100.0,75.0,0.25,0.25,0.3536,0.0864,0.0346,0.1196,0.1422,0.1463,76908818364868.81,92869902437724.9,94425280799631.3,0.81
100.0,25.0,0.25,0.5,0.3978,0.0787,0.0329,0.1155,0.1428,0.1464,73832066049903.42,92095514602154.31,96572744044420.03,0.45
100.0,25.0,0.25,0.25,0.3536,0.0864,0.0346,0.1196,0.1422,0.1463,76908818364868.81,92869902437724.9,94425280799631.3,0.76
100.0,75.0,0.25,0.5,0.3978,0.0787,0.0329,0.1155,0.1428,0.1464,73832066049903.42,92095514602154.31,96572744044420.03,0.4
50.0,25.0,0.5,0.5,0.2817,0.0838,0.0502,0.1261,0.1424,0.1451,80349446379819.22,90934657182514.11,93861379825234.3,0.86
50.0,25.0,0.5,0.5,0.2817,0.0838,0.0502,0.1261,0.1424,0.1451,80349446379819.22,90934657182514.11,93861379825234.3,0.25
50.0,50.0,0.5,0.75,0.3001,0.0947,0.0459,0.1245,0.1416,0.1454,79153396279761.66,90208052889651.66,93111497024557.48,0.6
100.0,25.0,0.75,0.25,0.3536,0.0864,0.0346,0.1196,0.1422,0.1463,76908818364868.81,92869902437724.9,94425280799631.3,0.61
50.0,25.0,0.5,0.25,0.2439,0.0921,0.0431,0.1294,0.1418,0.1456,83209822448526.28,92696782652696.5,92971468079808.5,0.14
50.0,50.0,0.75,0.75,0.3001,0.0947,0.0459,0.1245,0.1416,0.1454,79153396279761.66,90208052889651.66,93111497024557.48,0.87
50.0,50.0,0.25,0.25,0.2439,0.0921,0.0431,0.1294,0.1418,0.1456,83209822448526.28,92696782652696.5,92971468079808.5,0.14
50.0,25.0,0.25,0.5,0.2817,0.0838,0.0502,0.1261,0.1424,0.1451,80349446379819.22,90934657182514.11,93861379825234.3,0.2
100.0,75.0,0.75,0.25,0.3536,0.0864,0.0346,0.1196,0.1422,0.1463,76908818364868.81,92869902437724.9,94425280799631.3,0.29
50.0,100.0,0.25,0.25,0.2439,0.0921,0.0431,0.1294,0.1418,0.1456,83209822448526.28,92696782652696.5,92971468079808.5,0.13
50.0,10.0,0.25,0.25,0.2431,0.0922,0.0446,0.1294,0.1417,0.1455,83226860471906.72,92293592471047.6,93692533859772.22,0.15
50.0,10.0,0.25,0.5,0.2783,0.0809,0.0474,0.1264,0.1426,0.1453,80592493872886.12,92851875654375.69,92857320585082.58,0.27
50.0,100.0,0.75,0.25,0.2439,0.0921,0.0431,0.1294,0.1418,0.1456,83209822448526.28,92696782652696.5,92971468079808.5,0.13
50.0,100.0,0.5,0.75,0.3001,0.0947,0.0459,0.1245,0.1416,0.1454,79153396279761.66,90208052889651.66,93111497024557.48,0.3
50.0,10.0,0.5,0.5,0.2783,0.0809,0.0474,0.1264,0.1426,0.1453,80592493872886.12,92851875654375.69,92857320585082.58,0.23
100.0,10.0,0.5,0.75,0.4081,0.0709,0.0372,0.1145,0.1434,0.1461,73265256138415.84,94053984674192.44,96196022469219.19,0.55
100.0,10.0,0.5,0.25,0.351,0.0868,0.0341,0.1199,0.1422,0.1463,77315618453776.05,92605804409264.98,95401699570004.98,0.29
50.0,100.0,0.25,0.5,0.2817,0.0838,0.0502,0.1261,0.1424,0.1451,80349446379819.22,90934657182514.11,93861379825234.3,0.24
50.0,10.0,0.75,0.75,0.2965,0.0844,0.051,0.1248,0.1423,0.145,79358219122209.5,92126446252202.61,93141930674824.92,0.29
50.0,10.0,0.25,0.75,0.2965,0.0844,0.051,0.1248,0.1423,0.145,79358219122209.5,92126446252202.61,93141930674824.92,0.29
100.0,10.0,0.75,0.25,0.351,0.0868,0.0341,0.1199,0.1422,0.1463,77315618453776.05,92605804409264.98,95401699570004.98,0.27
50.0,100.0,0.5,0.75,0.3001,0.0947,0.0459,0.1245,0.1416,0.1454,79153396279761.66,90208052889651.66,93111497024557.48,0.33
50.0,100.0,0.25,0.75,0.3001,0.0947,0.0459,0.1245,0.1416,0.1454,79153396279761.66,90208052889651.66,93111497024557.48,0.32
100.0,100.0,0.75,0.25,0.3536,0.0864,0.0346,0.1196,0.1422,0.1463,76908818364868.81,92869902437724.9,94425280799631.3,0.32
50.0,100.0,0.5,0.5,0.2817,0.0838,0.0502,0.1261,0.1424,0.1451,80349446379819.22,90934657182514.11,93861379825234.3,0.23
100.0,100.0,0.25,0.5,0.3978,0.0787,0.0329,0.1155,0.1428,0.1464,73832066049903.42,92095514602154.31,96572744044420.03,0.45
50.0,10.0,0.25,0.5,0.2783,0.0809,0.0474,0.1264,0.1426,0.1453,80592493872886.12,92851875654375.69,92857320585082.58,0.22
100.0,10.0,0.25,0.25,0.351,0.0868,0.0341,0.1199,0.1422,0.1463,77315618453776.05,92605804409264.98,95401699570004.98,0.26
50.0,10.0,0.75,0.5,0.2783,0.0809,0.0474,0.1264,0.1426,0.1453,80592493872886.12,92851875654375.69,92857320585082.58,0.21
50.0,100.0,0.75,0.5,0.2817,0.0838,0.0502,0.1261,0.1424,0.1451,80349446379819.22,90934657182514.11,93861379825234.3,0.23
50.0,10.0,0.25,0.25,0.2431,0.0922,0.0446,0.1294,0.1417,0.1455,83226860471906.72,92293592471047.6,93692533859772.22,0.13
50.0,10.0,0.75,0.5,0.2783,0.0809,0.0474,0.1264,0.1426,0.1453,80592493872886.12,92851875654375.69,92857320585082.58,0.22
50.0,100.0,0.75,0.75,0.3001,0.0947,0.0459,0.1245,0.1416,0.1454,79153396279761.66,90208052889651.66,93111497024557.48,0.32
100.0,10.0,0.75,0.75,0.4081,0.0709,0.0372,0.1145,0.1434,0.1461,73265256138415.84,94053984674192.44,96196022469219.19,0.63
100.0,10.0,0.25,0.75,0.4081,0.0709,0.0372,0.1145,0.1434,0.1461,73265256138415.84,94053984674192.44,96196022469219.19,0.66
100.0,100.0,0.5,0.25,0.3536,0.0864,0.0346,0.1196,0.1422,0.1463,76908818364868.81,92869902437724.9,94425280799631.3,0.26
50.0,10.0,0.25,0.75,0.2965,0.0844,0.051,0.1248,0.1423,0.145,79358219122209.5,92126446252202.61,93141930674824.92,0.3
50.0,10.0,0.5,0.25,0.2431,0.0922,0.0446,0.1294,0.1417,0.1455,83226860471906.72,92293592471047.6,93692533859772.22,0.12
50.0,10.0,0.5,0.5,0.2783,0.0809,0.0474,0.1264,0.1426,0.1453,80592493872886.12,92851875654375.69,92857320585082.58,0.23
50.0,10.0,0.75,0.25,0.2431,0.0922,0.0446,0.1294,0.1417,0.1455,83226860471906.72,92293592471047.6,93692533859772.22,0.15
50.0,100.0,0.75,0.75,0.3001,0.0947,0.0459,0.1245,0.1416,0.1454,79153396279761.66,90208052889651.66,93111497024557.48,0.3
50.0,10.0,0.5,0.75,0.2965,0.0844,0.051,0.1248,0.1423,0.145,79358219122209.5,92126446252202.61,93141930674824.92,0.28
50.0,100.0,0.5,0.25,0.2439,0.0921,0.0431,0.1294,0.1418,0.1456,83209822448526.28,92696782652696.5,92971468079808.5,0.14
50.0,100.0,0.75,0.25,0.2439,0.0921,0.0431,0.1294,0.1418,0.1456,83209822448526.28,92696782652696.5,92971468079808.5,0.13
50.0,100.0,0.5,0.25,0.2439,0.0921,0.0431,0.1294,0.1418,0.1456,83209822448526.28,92696782652696.5,92971468079808.5,0.12
100.0,100.0,0.25,0.25,0.3536,0.0864,0.0346,0.1196,0.1422,0.1463,76908818364868.81,92869902437724.9,94425280799631.3,0.26
100.0,100.0,0.75,0.75,0.4175,0.0894,0.0305,0.1135,0.142,0.1466,72476871348917.19,91454485420594.11,96328478889487.27,0.58
100.0,10.0,0.75,0.5,0.3876,0.0713,0.0374,0.1164,0.1434,0.146,74675398509714.58,93697558962999.92,94431863057400.5,0.4
50.0,10.0,0.75,0.25,0.2431,0.0922,0.0446,0.1294,0.1417,0.1455,83226860471906.72,92293592471047.6,93692533859772.22,0.13
100.0,10.0,0.25,0.5,0.3876,0.0713,0.0374,0.1164,0.1434,0.146,74675398509714.58,93697558962999.92,94431863057400.5,0.43
100.0,100.0,0.25,0.75,0.4175,0.0894,0.0305,0.1135,0.142,0.1466,72476871348917.19,91454485420594.11,96328478889487.27,0.57
50.0,10.0,0.5,0.75,0.2965,0.0844,0.051,0.1248,0.1423,0.145,79358219122209.5,92126446252202.61,93141930674824.92,0.27
50.0,100.0,0.5,0.5,0.2817,0.0838,0.0502,0.1261,0.1424,0.1451,80349446379819.22,90934657182514.11,93861379825234.3,0.21
50.0,10.0,0.75,0.75,0.2965,0.0844,0.051,0.1248,0.1423,0.145,79358219122209.5,92126446252202.61,93141930674824.92,0.3
100.0,100.0,0.75,0.5,0.3978,0.0787,0.0329,0.1155,0.1428,0.1464,73832066049903.42,92095514602154.31,96572744044420.03,0.41
50.0,100.0,0.75,0.5,0.2817,0.0838,0.0502,0.1261,0.1424,0.1451,80349446379819.22,90934657182514.11,93861379825234.3,0.24
50.0,10.0,0.5,0.25,0.2431,0.0922,0.0446,0.1294,0.1417,0.1455,83226860471906.72,92293592471047.6,93692533859772.22,0.15
100.0,100.0,0.5,0.75,0.4175,0.0894,0.0305,0.1135,0.142,0.1466,72476871348917.19,91454485420594.11,96328478889487.27,0.61
50.0,100.0,0.25,0.75,0.3001,0.0947,0.0459,0.1245,0.1416,0.1454,79153396279761.66,90208052889651.66,93111497024557.48,0.28
50.0,100.0,0.25,0.25,0.2439,0.0921,0.0431,0.1294,0.1418,0.1456,83209822448526.28,92696782652696.5,92971468079808.5,0.13
50.0,100.0,0.25,0.5,0.2817,0.0838,0.0502,0.1261,0.1424,0.1451,80349446379819.22,90934657182514.11,93861379825234.3,0.22
50.0,5.0,0.75,0.25,0.1731,0.0914,0.0507,0.1353,0.1418,0.145,87665864860099.88,92077042283671.25,94287787542322.84,0.14
100.0,5.0,0.75,0.25,0.2459,0.0874,0.0452,0.1292,0.1421,0.1455,85074500476947.16,94127538271359.16,96068518695339.03,0.29
100.0,5.0,0.5,0.75,0.2793,0.0959,0.0448,0.1263,0.1415,0.1455,81662646434078.9,92221813673517.33,95895181493714.34,0.49
100.0,5.0,0.25,0.75,0.2793,0.0959,0.0448,0.1263,0.1415,0.1455,81662646434078.9,92221813673517.33,95895181493714.34,0.54
50.0,5.0,0.75,0.5,0.2038,0.0929,0.0539,0.1328,0.1417,0.1448,85299715074338.84,91738208536971.77,93939371859694.42,0.22
50.0,5.0,0.5,0.25,0.1731,0.0914,0.0507,0.1353,0.1418,0.145,87665864860099.88,92077042283671.25,94287787542322.84,0.2
50.0,5.0,0.75,0.75,0.2054,0.0981,0.0565,0.1326,0.1413,0.1446,84962953807121.89,91001198874664.27,93304458160588.53,0.3
50.0,5.0,0.5,0.5,0.2038,0.0929,0.0539,0.1328,0.1417,0.1448,85299715074338.84,91738208536971.77,93939371859694.42,0.23
50.0,5.0,0.25,0.5,0.2038,0.0929,0.0539,0.1328,0.1417,0.1448,85299715074338.84,91738208536971.77,93939371859694.42,0.23
50.0,5.0,0.25,0.75,0.2054,0.0981,0.0565,0.1326,0.1413,0.1446,84962953807121.89,91001198874664.27,93304458160588.53,0.3
50.0,5.0,0.75,0.25,0.1731,0.0914,0.0507,0.1353,0.1418,0.145,87665864860099.88,92077042283671.25,94287787542322.84,0.15
50.0,5.0,0.75,0.75,0.2054,0.0981,0.0565,0.1326,0.1413,0.1446,84962953807121.89,91001198874664.27,93304458160588.53,0.25
100.0,5.0,0.5,0.25,0.2459,0.0874,0.0452,0.1292,0.1421,0.1455,85074500476947.16,94127538271359.16,96068518695339.03,0.28
50.0,5.0,0.25,0.75,0.2054,0.0981,0.0565,0.1326,0.1413,0.1446,84962953807121.89,91001198874664.27,93304458160588.53,0.28
50.0,5.0,0.5,0.75,0.2054,0.0981,0.0565,0.1326,0.1413,0.1446,84962953807121.89,91001198874664.27,93304458160588.53,0.27
100.0,5.0,0.25,0.25,0.2459,0.0874,0.0452,0.1292,0.1421,0.1455,85074500476947.16,94127538271359.16,96068518695339.03,0.3
50.0,5.0,0.25,0.25,0.1731,0.0914,0.0507,0.1353,0.1418,0.145,87665864860099.88,92077042283671.25,94287787542322.84,0.15
50.0,5.0,0.5,0.5,0.2038,0.0929,0.0539,0.1328,0.1417,0.1448,85299715074338.84,91738208536971.77,93939371859694.42,0.21
50.0,5.0,0.5,0.75,0.2054,0.0981,0.0565,0.1326,0.1413,0.1446,84962953807121.89,91001198874664.27,93304458160588.53,0.3
100.0,5.0,0.25,0.5,0.2738,0.0897,0.0405,0.1268,0.1419,0.1458,82369098789148.56,93300446568660.88,96661984155756.05,0.42
100.0,5.0,0.75,0.75,0.2793,0.0959,0.0448,0.1263,0.1415,0.1455,81662646434078.9,92221813673517.33,95895181493714.34,0.54
100.0,5.0,0.75,0.5,0.2738,0.0897,0.0405,0.1268,0.1419,0.1458,82369098789148.56,93300446568660.88,96661984155756.05,0.39
50.0,5.0,0.25,0.25,0.1731,0.0914,0.0507,0.1353,0.1418,0.145,87665864860099.88,92077042283671.25,94287787542322.84,0.15
50.0,5.0,0.5,0.25,0.1731,0.0914,0.0507,0.1353,0.1418,0.145,87665864860099.88,92077042283671.25,94287787542322.84,0.17
50.0,5.0,0.75,0.5,0.2038,0.0929,0.0539,0.1328,0.1417,0.1448,85299715074338.84,91738208536971.77,93939371859694.42,0.23
50.0,5.0,0.25,0.5,0.2038,0.0929,0.0539,0.1328,0.1417,0.1448,85299715074338.84,91738208536971.77,93939371859694.42,0.27
