gamma,subsample,colsample_bytree,max_depth,eta,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time
1.0,0.75,0.75,10.0,0.9,0.7253,0.4882,0.4501,0.1319,0.18,0.1867,105313426181042.62,149900672760969.97,151805231047703.78,26.87
100.0,0.75,0.25,50.0,0.6,0.2562,0.2602,0.2496,0.217,0.2164,0.2181,235907390219838.1,235793823495493.3,237230134526809.44,41.17
0.0,0.75,0.75,25.0,0.3,0.9995,0.4607,0.4268,0.0056,0.1848,0.1906,2573565518895.002,149182064210375.94,151371691739479.25,90.07
100.0,0.5,0.5,5.0,0.45,0.2108,0.214,0.2064,0.2236,0.2231,0.2243,246245510696329.47,246069252490766.53,247231339372024.72,9.51
0.0,0.5,0.25,50.0,0.9,0.9985,0.4245,0.3829,0.0097,0.1909,0.1978,5601025966747.273,166110005856999.03,171077761645021.28,59.12
1.0,0.75,0.25,25.0,0.15,0.7454,0.4682,0.4326,0.127,0.1835,0.1896,104894384377585.44,159470098451987.16,162972291694858.1,31.11
100.0,0.75,0.5,50.0,0.6,0.2528,0.2572,0.2443,0.2175,0.2169,0.2189,237099793718835.7,236943792732701.7,238843116827900.0,67.61
100.0,0.5,0.5,5.0,0.3,0.2108,0.214,0.2064,0.2236,0.2231,0.2243,246245510696329.47,246069252490766.53,247231339372024.72,9.53
0.0,0.25,0.25,10.0,0.3,0.7808,0.4402,0.4059,0.1178,0.1883,0.1941,89944661974338.5,156857734252939.94,162122478404289.9,9.66
0.0001,0.75,0.75,25.0,0.75,0.9995,0.46,0.4271,0.0058,0.1849,0.1906,2715742079498.088,149111965841551.06,152046395175049.7,90.19
1.0,0.25,0.75,25.0,0.75,0.6948,0.4478,0.4251,0.139,0.187,0.1909,108168934099071.69,150256142697681.03,152828852844459.47,47.62
0.01,0.5,0.25,100.0,0.6,0.9913,0.4084,0.3836,0.0235,0.1935,0.1977,12999350460308.098,170918603772437.47,171309110907991.6,82.15
0.01,0.5,0.5,10.0,0.15,0.8887,0.4582,0.4265,0.0839,0.1852,0.1907,59011224864940.03,153034401051914.28,156106566177099.72,20.69
100.0,0.5,0.25,5.0,0.15,0.1875,0.1905,0.1838,0.2268,0.2264,0.2275,251548582834808.53,251358185532847.47,252316839639535.7,6.28
0.0,0.5,0.5,100.0,0.75,0.9989,0.4443,0.4039,0.0083,0.1876,0.1944,4775977349536.304,155900401826400.25,157028507675039.34,156.34
0.01,0.25,0.25,5.0,0.45,0.5813,0.475,0.4317,0.1628,0.1823,0.1898,137480456709121.44,157956015178547.56,163334620944279.12,4.87
0.0,0.75,0.25,25.0,0.9,0.9995,0.4287,0.3968,0.0055,0.1902,0.1955,2603003979498.747,169799880788245.8,174419816210345.22,36.26
100.0,0.5,0.75,50.0,0.15,0.2114,0.2131,0.2051,0.2235,0.2232,0.2245,246164116255733.88,246288785091542.9,247558367845134.1,71.52
1.0,0.5,0.75,100.0,0.45,0.7853,0.4737,0.4404,0.1166,0.1826,0.1883,90476317346919.2,148470603434261.8,150792119107617.25,221.11
100.0,0.5,0.5,100.0,0.9,0.2108,0.214,0.2064,0.2236,0.2231,0.2243,246245510696329.47,246069252490766.53,247231339372024.72,54.29
0.0001,0.75,0.75,10.0,0.9,0.9248,0.4663,0.439,0.069,0.1838,0.1886,46267620752540.76,150696249296339.47,151425860022276.62,30.57
100.0,0.75,0.75,10.0,0.15,0.2501,0.2551,0.2396,0.2179,0.2172,0.2195,237664304399352.16,237373526233503.3,239698196688290.75,31.38
0.0,0.75,0.5,25.0,0.3,0.9995,0.4529,0.4338,0.0055,0.1861,0.1894,2599977733557.0195,155585480855694.12,155181872549643.16,64.33
0.0,0.75,0.75,100.0,0.15,1.0,0.4595,0.4116,0.0017,0.185,0.1931,807784174605.4397,148627290247258.44,154426340900250.47,200.61
0.0,0.25,0.75,25.0,0.45,0.9328,0.4128,0.3692,0.0652,0.1928,0.2,41489027956156.26,151759243510262.12,155125788356464.84,50.97
100.0,0.5,0.75,100.0,0.9,0.2114,0.2131,0.2051,0.2235,0.2232,0.2245,246164116255733.88,246288785091542.9,247558367845134.1,71.9
100.0,0.5,0.75,10.0,0.45,0.2114,0.2131,0.2051,0.2235,0.2232,0.2245,246164116255733.88,246288785091542.9,247558367845134.1,29.27
100.0,0.25,0.25,5.0,0.75,0.1208,0.1209,0.1208,0.236,0.2359,0.2361,264688529964514.25,264758776428524.62,264987781029579.4,4.95
0.0001,0.5,0.25,100.0,0.15,0.9987,0.4215,0.3855,0.0091,0.1914,0.1974,5274446267224.962,166732801382812.6,169278236487998.84,78.57
1.0,0.5,0.25,50.0,0.6,0.7387,0.4567,0.4322,0.1286,0.1855,0.1897,104761037836929.44,159928122920755.1,161500441529838.56,55.21
100.0,0.75,0.25,5.0,0.3,0.2562,0.2602,0.2496,0.217,0.2164,0.2181,235907390219838.1,235793823495493.3,237230134526809.44,6.29
1.0,0.5,0.75,10.0,0.45,0.7,0.4868,0.4497,0.1378,0.1803,0.1868,109140470059119.6,149461015041677.9,152707981529926.06,26.73
0.0,0.25,0.25,10.0,0.45,0.7808,0.4402,0.4059,0.1178,0.1883,0.1941,89944661974338.5,156857734252939.94,162122478404289.9,9.71
1.0,0.25,0.5,25.0,0.45,0.6841,0.449,0.4389,0.1414,0.1868,0.1886,112324608538347.86,154765846654501.62,154045602083241.97,35.74
1.0,0.25,0.75,50.0,0.15,0.7104,0.4356,0.4117,0.1354,0.189,0.1931,104032622246687.02,151504879730592.0,153873741581004.53,87.35
0.01,0.75,0.5,5.0,0.9,0.6328,0.4892,0.4626,0.1525,0.1798,0.1846,125438524607992.38,154293378038574.97,156577892998530.47,9.46
0.0001,0.75,0.25,100.0,0.6,0.9998,0.4258,0.4001,0.0031,0.1907,0.195,1550898171337.2166,170742527230749.4,174169950063131.16,72.79
0.0001,0.25,0.25,100.0,0.6,0.968,0.3983,0.357,0.045,0.1952,0.2019,29752617891799.48,159811592748509.7,161747243028837.62,60.79
1.0,0.25,0.25,50.0,0.9,0.6699,0.449,0.419,0.1446,0.1868,0.1919,116383797365340.88,156166718892365.2,160063230059883.88,44.08
1.0,0.5,0.25,5.0,0.3,0.5603,0.4878,0.4547,0.1669,0.1801,0.1859,142360981892686.47,158177751439048.97,161648875422165.38,6.16
0.0001,0.5,0.5,10.0,0.3,0.8886,0.4539,0.4182,0.084,0.186,0.192,59649085470548.79,154937994484818.6,157868670156896.1,20.71
0.0001,0.75,0.5,10.0,0.45,0.9191,0.4684,0.4334,0.0716,0.1835,0.1895,48695565019477.72,151341767614342.2,156599487171616.56,21.35
1.0,0.75,0.75,5.0,0.15,0.5935,0.4924,0.4609,0.1604,0.1793,0.1849,133139982278174.69,150870677164676.22,154415509472074.66,12.47
1.0,0.5,0.75,25.0,0.15,0.7508,0.4813,0.4382,0.1256,0.1812,0.1887,98511930114030.95,147319071609948.75,152514405353194.34,67.38
0.0,0.25,0.25,5.0,0.15,0.5814,0.4737,0.4348,0.1628,0.1826,0.1893,137749871549349.05,157654580851535.25,163623966768405.44,4.91
1.0,0.75,0.5,5.0,0.3,0.5854,0.4893,0.455,0.162,0.1798,0.1859,135562832775847.7,154384208767013.84,157661202748085.9,9.33
0.01,0.25,0.75,50.0,0.45,0.9566,0.4021,0.3775,0.0524,0.1946,0.1986,31675484887350.53,151631123222876.94,152748344930511.94,93.09
0.0,0.75,0.5,50.0,0.6,0.9999,0.4541,0.432,0.002,0.1859,0.1897,922513548839.9106,154947181261876.16,156263445840311.8,110.8
100.0,0.5,0.5,50.0,0.9,0.2108,0.214,0.2064,0.2236,0.2231,0.2243,246245510696329.47,246069252490766.53,247231339372024.72,54.58
0.01,0.75,0.75,5.0,0.75,0.6385,0.4958,0.4626,0.1513,0.1787,0.1846,123669792361747.05,151000778403505.9,154630393008326.66,13.79
0.0001,0.25,0.75,100.0,0.3,0.9683,0.3879,0.3673,0.0448,0.1969,0.2003,28752093338815.01,154048832929880.66,153188301287317.8,155.85
0.0,0.75,0.5,25.0,0.6,0.9995,0.4529,0.4338,0.0055,0.1861,0.1894,2599977733557.0195,155585480855694.12,155181872549643.16,65.48
0.01,0.75,0.5,10.0,0.6,0.92,0.4651,0.4333,0.0712,0.184,0.1895,48921459590275.56,152060201467165.66,156940131538203.44,21.56
1.0,0.25,0.75,10.0,0.75,0.6449,0.457,0.4458,0.15,0.1854,0.1874,119388579338288.8,153474491440409.97,152096125008075.75,18.85
0.0,0.5,0.5,50.0,0.75,0.9984,0.4381,0.4034,0.0101,0.1886,0.1945,5411001452772.646,156524663192470.34,157533305409498.12,104.83
100.0,0.25,0.25,25.0,0.75,0.1208,0.1209,0.1208,0.236,0.2359,0.2361,264688529964514.25,264758776428524.62,264987781029579.4,19.21
0.0,0.25,0.25,25.0,0.9,0.9305,0.381,0.3619,0.0663,0.198,0.2011,42748243069692.055,160064026974443.4,163942528034547.66,24.28
1.0,0.5,0.75,100.0,0.6,0.7853,0.4737,0.4404,0.1166,0.1826,0.1883,90476317346919.2,148470603434261.8,150792119107617.25,222.24
0.0001,0.75,0.25,50.0,0.9,0.9998,0.4231,0.3992,0.0032,0.1911,0.1952,1592924307075.8347,170938412470325.53,174499245931756.8,63.32
0.0001,0.5,0.5,10.0,0.6,0.8886,0.4539,0.4182,0.084,0.186,0.192,59649085470548.79,154937994484818.6,157868670156896.1,20.89
100.0,0.5,0.25,25.0,0.15,0.1875,0.1905,0.1838,0.2268,0.2264,0.2275,251548582834808.53,251358185532847.47,252316839639535.7,30.0
100.0,0.5,0.5,5.0,0.75,0.2108,0.214,0.2064,0.2236,0.2231,0.2243,246245510696329.47,246069252490766.53,247231339372024.72,9.58
100.0,0.5,0.75,25.0,0.15,0.2114,0.2131,0.2051,0.2235,0.2232,0.2245,246164116255733.88,246288785091542.9,247558367845134.1,66.62
0.01,0.25,0.5,50.0,0.15,0.955,0.3935,0.3692,0.0534,0.196,0.2,32822350468233.004,156564725581407.8,157618377195490.5,71.6
0.01,0.5,0.25,10.0,0.15,0.872,0.4569,0.4238,0.09,0.1854,0.1911,65851266594024.66,157795435718767.7,163073834021604.1,12.67
100.0,0.75,0.75,100.0,0.3,0.2501,0.2551,0.2396,0.2179,0.2172,0.2195,237664304399352.16,237373526233503.3,239698196688290.75,93.03
100.0,0.25,0.25,25.0,0.6,0.1208,0.1209,0.1208,0.236,0.2359,0.2361,264688529964514.25,264758776428524.62,264987781029579.4,19.04
0.0001,0.25,0.5,25.0,0.45,0.9354,0.4055,0.3874,0.064,0.194,0.1971,40151205675334.32,156209115953014.5,154947376345702.5,38.89
100.0,0.25,0.25,50.0,0.75,0.1208,0.1209,0.1208,0.236,0.2359,0.2361,264688529964514.25,264758776428524.62,264987781029579.4,19.28
0.01,0.5,0.25,50.0,0.75,0.9906,0.4139,0.3799,0.0244,0.1927,0.1983,13506933842983.092,170411340344633.4,171811595498459.78,58.74
1.0,0.25,0.5,100.0,0.3,0.7018,0.4451,0.4214,0.1374,0.1874,0.1915,107410501857341.5,152649624804338.66,153906775052630.84,112.03
0.0001,0.25,0.5,5.0,0.6,0.5899,0.4692,0.4476,0.1612,0.1833,0.1871,134425030893190.05,157147061599539.8,156213590675843.16,7.02
100.0,0.75,0.75,5.0,0.75,0.2501,0.2551,0.2396,0.2179,0.2172,0.2195,237664304399352.16,237373526233503.3,239698196688290.75,12.93
1.0,0.75,0.75,100.0,0.3,0.8136,0.4743,0.4324,0.1086,0.1825,0.1897,85475728979917.95,151207793023661.75,152925108270409.62,241.94
0.01,0.5,0.75,25.0,0.45,0.9864,0.4515,0.4161,0.0294,0.1864,0.1924,16229925428357.584,150699319897342.28,153821529809980.75,79.88
100.0,0.5,0.5,10.0,0.6,0.2108,0.214,0.2064,0.2236,0.2231,0.2243,246245510696329.47,246069252490766.53,247231339372024.72,21.71
0.0001,0.75,0.75,25.0,0.15,0.9995,0.46,0.4271,0.0058,0.1849,0.1906,2715742079498.088,149111965841551.06,152046395175049.7,90.5
0.0,0.5,0.75,100.0,0.45,0.9989,0.4524,0.4255,0.0083,0.1862,0.1908,4693388827604.961,149768256795582.0,152231753112190.0,225.82
0.0,0.5,0.5,50.0,0.45,0.9984,0.4381,0.4034,0.0101,0.1886,0.1945,5411001452772.646,156524663192470.34,157533305409498.12,104.73
0.0001,0.75,0.75,100.0,0.15,0.9999,0.4597,0.4152,0.0027,0.185,0.1925,1344079400158.7798,148837274124657.22,154406222047340.56,223.14
0.01,0.75,0.25,50.0,0.9,0.9944,0.4262,0.4027,0.0188,0.1906,0.1946,11225870923323.62,170909704453582.84,174070139623452.2,58.33
1.0,0.5,0.75,10.0,0.9,0.7,0.4868,0.4497,0.1378,0.1803,0.1868,109140470059119.6,149461015041677.9,152707981529926.06,26.61
0.01,0.25,0.5,50.0,0.3,0.955,0.3935,0.3692,0.0534,0.196,0.2,32822350468233.004,156564725581407.8,157618377195490.5,71.58
0.01,0.5,0.5,100.0,0.75,0.9929,0.4414,0.406,0.0212,0.1881,0.194,11965488644428.258,158379137443109.97,158488136139664.9,161.56
100.0,0.25,0.5,10.0,0.9,0.1006,0.1011,0.1003,0.2387,0.2386,0.2388,268707962607051.38,268693258496532.53,269029987732035.7,15.95
0.01,0.5,0.25,25.0,0.75,0.9853,0.4158,0.3816,0.0306,0.1923,0.198,17198174512287.87,168621824873461.38,172637662923797.53,32.78
100.0,0.5,0.25,25.0,0.45,0.1875,0.1905,0.1838,0.2268,0.2264,0.2275,251548582834808.53,251358185532847.47,252316839639535.7,29.86
0.0001,0.25,0.75,25.0,0.15,0.9289,0.4118,0.3597,0.0671,0.193,0.2015,42316509858084.016,148657557569757.56,157190309855930.6,50.45
0.0,0.25,0.5,100.0,0.3,0.9693,0.3998,0.3594,0.0441,0.1949,0.2015,28683017177647.71,154751262740053.66,158145666405921.9,117.78
0.0,0.5,0.5,25.0,0.9,0.9936,0.4407,0.4017,0.0202,0.1882,0.1947,10552494184602.496,156257952636902.16,159917690901517.66,58.32
100.0,0.75,0.25,5.0,0.45,0.2562,0.2602,0.2496,0.217,0.2164,0.2181,235907390219838.1,235793823495493.3,237230134526809.44,6.4
100.0,0.5,0.25,50.0,0.9,0.1875,0.1905,0.1838,0.2268,0.2264,0.2275,251548582834808.53,251358185532847.47,252316839639535.7,33.13
0.0001,0.25,0.5,50.0,0.6,0.963,0.4032,0.3626,0.0484,0.1944,0.201,30743971146588.09,155454622396613.56,158016695401202.5,73.15
0.0,0.5,0.5,5.0,0.9,0.6238,0.483,0.4537,0.1544,0.1809,0.1861,127172064844627.08,153608435349728.28,157417526118159.3,9.5
0.0001,0.75,0.5,50.0,0.45,0.9999,0.4521,0.4326,0.0031,0.1863,0.1896,1491038699670.4836,156039634528131.4,156137994985411.03,114.26
1.0,0.5,0.75,25.0,0.6,0.7508,0.4813,0.4382,0.1256,0.1812,0.1887,98511930114030.95,147319071609948.75,152514405353194.34,67.72
0.0,0.75,0.25,10.0,0.75,0.9101,0.4595,0.4387,0.0754,0.185,0.1886,53384951282578.24,158557515086956.44,160941992597506.3,14.31
100.0,0.5,0.5,50.0,0.45,0.2108,0.214,0.2064,0.2236,0.2231,0.2243,246245510696329.47,246069252490766.53,247231339372024.72,54.56
0.01,0.25,0.25,100.0,0.6,0.958,0.3978,0.3573,0.0516,0.1953,0.2018,31963479810808.94,160653077629087.72,164510026490464.03,61.77
1.0,0.25,0.25,25.0,0.75,0.659,0.4524,0.4249,0.147,0.1862,0.1909,118728790093451.88,155590784830013.2,160080108749088.28,23.38
0.0,0.25,0.75,50.0,0.6,0.9613,0.3875,0.3717,0.0495,0.1969,0.1996,30954209204654.125,154021596575141.38,152733254140735.62,93.44
0.01,0.25,0.25,10.0,0.15,0.7823,0.4492,0.3965,0.1174,0.1868,0.1956,89196015802044.94,155528349331734.72,160864663824067.53,9.76
0.0,0.75,0.5,50.0,0.75,0.9999,0.4541,0.432,0.002,0.1859,0.1897,922513548839.9106,154947181261876.16,156263445840311.8,111.2
0.0,0.25,0.25,50.0,0.45,0.9649,0.3769,0.3564,0.0471,0.1986,0.202,30802449317251.63,163135681365636.72,163449236571246.72,45.05
100.0,0.75,0.5,100.0,0.45,0.2528,0.2572,0.2443,0.2175,0.2169,0.2189,237099793718835.7,236943792732701.7,238843116827900.0,69.19
0.0,0.25,0.25,10.0,0.9,0.7808,0.4402,0.4059,0.1178,0.1883,0.1941,89944661974338.5,156857734252939.94,162122478404289.9,9.75
0.0001,0.5,0.75,5.0,0.9,0.6281,0.482,0.4537,0.1535,0.1811,0.1861,125372160239896.72,153534456884899.12,156016638891461.44,12.68
0.0001,0.5,0.5,5.0,0.15,0.6234,0.4826,0.4525,0.1544,0.181,0.1863,127182709423504.69,153550688217620.53,157401264579204.94,9.53
1.0,0.75,0.75,100.0,0.45,0.8136,0.4743,0.4324,0.1086,0.1825,0.1897,85475728979917.95,151207793023661.75,152925108270409.62,242.85
0.01,0.75,0.75,10.0,0.3,0.9248,0.4652,0.4365,0.069,0.184,0.189,46279952264611.41,150609718797450.9,150985805522731.03,29.61
100.0,0.5,0.25,10.0,0.3,0.1875,0.1905,0.1838,0.2268,0.2264,0.2275,251548582834808.53,251358185532847.47,252316839639535.7,13.24
0.0,0.5,0.5,5.0,0.3,0.6238,0.483,0.4537,0.1544,0.1809,0.1861,127172064844627.08,153608435349728.28,157417526118159.3,9.5
0.01,0.25,0.75,10.0,0.45,0.7975,0.4255,0.3909,0.1132,0.1907,0.1965,83087521857873.81,155657000668285.06,156652818115030.78,19.78
0.01,0.5,0.25,100.0,0.75,0.9913,0.4084,0.3836,0.0235,0.1935,0.1977,12999350460308.098,170918603772437.47,171309110907991.6,84.1
0.0001,0.5,0.25,25.0,0.9,0.9936,0.4229,0.3951,0.0201,0.1912,0.1958,10771514545298.5,167219517733767.56,167994174802991.4,33.72
0.01,0.75,0.5,100.0,0.9,0.9959,0.4531,0.4365,0.0161,0.1861,0.189,9689013328430.818,156692997324940.28,155732018406364.66,174.36
100.0,0.25,0.5,100.0,0.75,0.1006,0.1011,0.1003,0.2387,0.2386,0.2388,268707962607051.38,268693258496532.53,269029987732035.7,30.13
0.0,0.5,0.75,10.0,0.15,0.8903,0.4564,0.433,0.0833,0.1855,0.1896,57762850821557.96,150271016867794.78,152065846829907.9,28.32
0.01,0.75,0.5,10.0,0.75,0.92,0.4651,0.4333,0.0712,0.184,0.1895,48921459590275.56,152060201467165.66,156940131538203.44,21.76
1.0,0.5,0.75,5.0,0.15,0.5867,0.4867,0.462,0.1618,0.1803,0.1847,134054326884446.28,152417663106651.12,155674652680641.06,12.55
0.0001,0.25,0.5,50.0,0.3,0.963,0.4032,0.3626,0.0484,0.1944,0.201,30743971146588.09,155454622396613.56,158016695401202.5,73.14
0.0001,0.5,0.5,25.0,0.45,0.9931,0.4483,0.3999,0.0209,0.1869,0.195,11127194888619.64,153969411963399.62,158545818759106.1,58.07
100.0,0.25,0.75,100.0,0.15,0.1006,0.1013,0.1003,0.2387,0.2386,0.2388,268630433233457.3,268572934904264.84,268992416426543.47,39.59
1.0,0.75,0.75,100.0,0.75,0.8136,0.4743,0.4324,0.1086,0.1825,0.1897,85475728979917.95,151207793023661.75,152925108270409.62,243.08
0.0001,0.75,0.25,10.0,0.9,0.9039,0.4607,0.4358,0.078,0.1848,0.1891,55282925987672.45,158389359765283.4,161748424647441.38,13.0
100.0,0.75,0.75,10.0,0.45,0.2501,0.2551,0.2396,0.2179,0.2172,0.2195,237664304399352.16,237373526233503.3,239698196688290.75,31.43
100.0,0.25,0.25,100.0,0.45,0.1208,0.1209,0.1208,0.236,0.2359,0.2361,264688529964514.25,264758776428524.62,264987781029579.4,20.75
100.0,0.75,0.25,10.0,0.45,0.2562,0.2602,0.2496,0.217,0.2164,0.2181,235907390219838.1,235793823495493.3,237230134526809.44,13.6
0.01,0.25,0.75,25.0,0.9,0.9305,0.4196,0.371,0.0663,0.1917,0.1997,41380658645960.8,152656250224470.22,153143965868543.94,51.37
0.0,0.75,0.25,100.0,0.45,0.9999,0.4256,0.3976,0.0019,0.1907,0.1954,958104604206.5931,170353677136409.16,175275763565963.28,68.04
1.0,0.25,0.25,10.0,0.75,0.6083,0.4643,0.4358,0.1575,0.1842,0.1891,130626112654205.56,157764543443082.44,160095550024860.38,9.53
0.01,0.25,0.5,50.0,0.6,0.955,0.3935,0.3692,0.0534,0.196,0.2,32822350468233.004,156564725581407.8,157618377195490.5,70.96
1.0,0.5,0.75,50.0,0.3,0.7744,0.4726,0.4406,0.1195,0.1827,0.1883,92824441299718.42,149292775901971.28,151017483767710.97,125.45
0.0001,0.5,0.25,25.0,0.3,0.9936,0.4229,0.3951,0.0201,0.1912,0.1958,10771514545298.5,167219517733767.56,167994174802991.4,33.81
100.0,0.5,0.25,10.0,0.45,0.1875,0.1905,0.1838,0.2268,0.2264,0.2275,251548582834808.53,251358185532847.47,252316839639535.7,13.24
0.0,0.75,0.75,5.0,0.75,0.6407,0.4948,0.4643,0.1508,0.1789,0.1843,123062402262279.62,151106163347923.0,153842219807312.28,12.76
0.01,0.75,0.5,10.0,0.15,0.92,0.4651,0.4333,0.0712,0.184,0.1895,48921459590275.56,152060201467165.66,156940131538203.44,22.92
1.0,0.75,0.5,100.0,0.3,0.8028,0.474,0.4479,0.1118,0.1825,0.1871,88958862890040.61,151846330961309.0,153872683991934.4,177.83
100.0,0.25,0.5,100.0,0.6,0.1006,0.1011,0.1003,0.2387,0.2386,0.2388,268707962607051.38,268693258496532.53,269029987732035.7,31.4
0.0,0.5,0.5,25.0,0.75,0.9936,0.4407,0.4017,0.0202,0.1882,0.1947,10552494184602.496,156257952636902.16,159917690901517.66,58.49
0.0,0.75,0.5,5.0,0.6,0.632,0.4924,0.4633,0.1526,0.1793,0.1844,125588331468978.66,153498653413791.3,156544515474760.72,9.54
1.0,0.75,0.25,50.0,0.15,0.7615,0.467,0.4314,0.1229,0.1837,0.1898,100865923183292.66,159584535819641.03,162926681752653.38,59.28
100.0,0.5,0.75,100.0,0.45,0.2114,0.2131,0.2051,0.2235,0.2232,0.2245,246164116255733.88,246288785091542.9,247558367845134.1,72.56
1.0,0.5,0.75,10.0,0.15,0.7,0.4868,0.4497,0.1378,0.1803,0.1868,109140470059119.6,149461015041677.9,152707981529926.06,27.45
0.0,0.25,0.25,10.0,0.15,0.7808,0.4402,0.4059,0.1178,0.1883,0.1941,89944661974338.5,156857734252939.94,162122478404289.9,9.78
1.0,0.5,0.25,25.0,0.3,0.7225,0.4667,0.4315,0.1326,0.1838,0.1898,108758856319061.16,158293347651881.2,162692217612004.8,30.55
1.0,0.5,0.75,50.0,0.6,0.7744,0.4726,0.4406,0.1195,0.1827,0.1883,92824441299718.42,149292775901971.28,151017483767710.97,125.58
0.01,0.5,0.75,5.0,0.75,0.6271,0.4863,0.4557,0.1537,0.1804,0.1857,126342623178308.58,152701566989467.5,156006036281350.0,12.74
0.01,0.25,0.25,25.0,0.45,0.9319,0.3854,0.3674,0.0657,0.1973,0.2002,42089707506609.03,161303418455382.0,162588477511593.66,26.03
1.0,0.5,0.25,10.0,0.75,0.6613,0.4752,0.4413,0.1465,0.1823,0.1882,121667973650618.6,157574278744762.66,161581181743699.97,12.38
100.0,0.75,0.5,100.0,0.6,0.2528,0.2572,0.2443,0.2175,0.2169,0.2189,237099793718835.7,236943792732701.7,238843116827900.0,68.31
0.01,0.5,0.75,5.0,0.45,0.6271,0.4863,0.4557,0.1537,0.1804,0.1857,126342623178308.58,152701566989467.5,156006036281350.0,12.76
0.0001,0.25,0.5,5.0,0.15,0.5899,0.4692,0.4476,0.1612,0.1833,0.1871,134425030893190.05,157147061599539.8,156213590675843.16,7.11
100.0,0.25,0.75,50.0,0.15,0.1006,0.1013,0.1003,0.2387,0.2386,0.2388,268630433233457.3,268572934904264.84,268992416426543.47,39.67
1.0,0.25,0.25,100.0,0.15,0.6703,0.4495,0.4175,0.1445,0.1867,0.1922,116443336496114.52,156059970978714.94,159368214952635.06,61.98
1.0,0.5,0.5,10.0,0.15,0.6907,0.4761,0.4458,0.14,0.1821,0.1874,112442266485467.84,152012044476006.22,155116876275104.03,19.82
0.01,0.75,0.5,100.0,0.6,0.9959,0.4531,0.4365,0.0161,0.1861,0.189,9689013328430.818,156692997324940.28,155732018406364.66,172.56
0.01,0.5,0.25,50.0,0.9,0.9906,0.4139,0.3799,0.0244,0.1927,0.1983,13506933842983.092,170411340344633.4,171811595498459.78,57.51
1.0,0.25,0.5,50.0,0.6,0.6986,0.4506,0.4213,0.1382,0.1865,0.1915,108328611515325.72,151774150569465.3,153824168083019.94,67.48
0.01,0.5,0.75,5.0,0.15,0.6271,0.4863,0.4557,0.1537,0.1804,0.1857,126342623178308.58,152701566989467.5,156006036281350.0,12.75
0.0,0.25,0.25,100.0,0.75,0.9674,0.3815,0.3453,0.0455,0.1979,0.2037,30079712295368.062,160359202953805.8,165011204448793.8,66.26
0.0,0.75,0.5,100.0,0.15,0.9999,0.4543,0.4325,0.0018,0.1859,0.1897,846281918227.7324,155164152097448.22,156058950432243.66,135.44
100.0,0.25,0.25,100.0,0.6,0.1208,0.1209,0.1208,0.236,0.2359,0.2361,264688529964514.25,264758776428524.62,264987781029579.4,19.48
100.0,0.25,0.75,10.0,0.9,0.1006,0.1013,0.1003,0.2387,0.2386,0.2388,268630433233457.3,268572934904264.84,268992416426543.47,21.85
0.0001,0.25,0.5,25.0,0.3,0.9354,0.4055,0.3874,0.064,0.194,0.1971,40151205675334.32,156209115953014.5,154947376345702.5,39.15
0.0,0.25,0.25,50.0,0.3,0.9649,0.3769,0.3564,0.0471,0.1986,0.202,30802449317251.63,163135681365636.72,163449236571246.72,44.97
0.0001,0.5,0.5,5.0,0.75,0.6234,0.4826,0.4525,0.1544,0.181,0.1863,127182709423504.69,153550688217620.53,157401264579204.94,9.49
0.01,0.5,0.75,10.0,0.45,0.892,0.4626,0.4396,0.0827,0.1845,0.1885,57335130558785.87,150667269139392.78,152115155465116.9,28.58
0.0001,0.5,0.75,100.0,0.6,0.9988,0.4523,0.4153,0.0087,0.1862,0.1925,4790750924830.791,150624400290425.12,153395379637295.34,225.93
0.0,0.5,0.5,5.0,0.75,0.6238,0.483,0.4537,0.1544,0.1809,0.1861,127172064844627.08,153608435349728.28,157417526118159.3,9.44
0.0,0.5,0.25,10.0,0.15,0.8693,0.4506,0.4249,0.091,0.1865,0.1909,66589683518527.59,158320510229210.03,161736338542376.75,12.71
0.0001,0.5,0.5,10.0,0.9,0.8886,0.4539,0.4182,0.084,0.186,0.192,59649085470548.79,154937994484818.6,157868670156896.1,21.98
0.01,0.75,0.75,50.0,0.45,0.9953,0.4625,0.4205,0.0173,0.1845,0.1917,10160188667403.695,150118965601847.16,154712199788374.44,142.26
1.0,0.75,0.25,100.0,0.45,0.7709,0.4675,0.4327,0.1204,0.1836,0.1896,98646432965085.02,159093135427241.6,162532339834179.62,101.38
1.0,0.25,0.25,10.0,0.3,0.6083,0.4643,0.4358,0.1575,0.1842,0.1891,130626112654205.56,157764543443082.44,160095550024860.38,9.49
0.01,0.25,0.75,25.0,0.75,0.9305,0.4196,0.371,0.0663,0.1917,0.1997,41380658645960.8,152656250224470.22,153143965868543.94,51.32
1.0,0.5,0.25,10.0,0.45,0.6613,0.4752,0.4413,0.1465,0.1823,0.1882,121667973650618.6,157574278744762.66,161581181743699.97,12.41
0.01,0.25,0.75,50.0,0.6,0.9566,0.4021,0.3775,0.0524,0.1946,0.1986,31675484887350.53,151631123222876.94,152748344930511.94,94.01
0.01,0.75,0.25,50.0,0.15,0.9944,0.4262,0.4027,0.0188,0.1906,0.1946,11225870923323.62,170909704453582.84,174070139623452.2,58.48
